,harmonised_code,harmonised_name,nuts_3_code,nuts_3_name,nuts_2_code,nuts_2_name,nuts_1_code,nuts_1_name
831,KSH_10579,Sajtoskál,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
832,KSH_10588,Beled,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
833,KSH_10597,Rum,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
834,KSH_10603,Csurgónagymarton,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
835,KSH_10612,Komjáti,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
836,KSH_10621,Bükkszenterzsébet,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
837,KSH_10630,Őriszentpéter,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
838,KSH_10649,Csertalakos,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
839,KSH_10658,Fertőhomok,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
840,KSH_10667,Városföld,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
841,KSH_10676,Halogy,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
842,KSH_10685,Vállus,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
843,KSH_10694,Bogdása,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
844,KSH_10719,Bácsalmás,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
845,KSH_10728,Edelény,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
846,KSH_10737,Vámosmikola,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
847,KSH_10746,Kistótfalu,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
848,KSH_10755,Majosháza,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
849,KSH_10764,Körösnagyharsány,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
850,KSH_10773,Tiszabő,HU322,Jász-Nagykun-Szolnok,HU32,Észak-Alföld,HU3,Alföld és Észak
851,KSH_10782,Boncodfölde,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
852,KSH_10791,Fülesd,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
853,KSH_10807,Nyírparasznya,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
854,KSH_10816,Kiskunlacháza,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
855,KSH_10825,Pécsvárad,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
856,KSH_10834,Olcsvaapáti,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
857,KSH_10843,Nick,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
858,KSH_10852,Érpatak,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
859,KSH_10861,Ecseny,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
860,KSH_10870,Doba,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
861,KSH_10889,Lispeszentadorján,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
862,KSH_10904,Garadna,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
863,KSH_10913,Karakó,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
864,KSH_10922,Maglód,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
865,KSH_10931,Hagyárosbörönd,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
866,KSH_10940,Nagykozár,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
867,KSH_10959,Nikla,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
868,KSH_10968,Mogyoróska,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
869,KSH_10977,Tiszavalk,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
870,KSH_10986,Szulok,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
871,KSH_10995,Kerékteleki,HU212,Komárom-Esztergom,HU21,Közép-Dunántúl,HU2,Dunántúl
872,KSH_11004,Jászkarajenő,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
873,KSH_11013,Szihalom,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
874,KSH_11022,Zsujta,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
875,KSH_11031,Tolnanémedi,HU233,Tolna,HU23,Dél-Dunántúl,HU2,Dunántúl
876,KSH_11040,Lakócsa,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
877,KSH_11059,Baglad,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
878,KSH_11068,Röjtökmuzsaj,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
879,KSH_11086,Cún,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
880,KSH_11095,Nyírlövő,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
881,KSH_11101,Szőlősgyörök,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
882,KSH_11110,Szuhakálló,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
883,KSH_11129,Olcsva,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
884,KSH_11138,Vekerd,HU321,Hajdú-Bihar,HU32,Észak-Alföld,HU3,Alföld és Észak
885,KSH_11147,Kisrákos,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
886,KSH_11156,Gór,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
887,KSH_11165,Szentpéterúr,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
888,KSH_11174,Kéthely,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
889,KSH_11183,Kisdér,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
890,KSH_11192,Igal,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
891,KSH_11208,Hosszúvölgy,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
892,KSH_11217,Szűr,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
893,KSH_11226,Hangács,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
894,KSH_11235,Kőtelek,HU322,Jász-Nagykun-Szolnok,HU32,Észak-Alföld,HU3,Alföld és Észak
895,KSH_11244,Pócspetri,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
896,KSH_11253,Fertőboz,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
897,KSH_11262,Kóny,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
898,KSH_11271,Nyírlugos,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
899,KSH_11280,Katymár,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
900,KSH_11299,Bököny,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
901,KSH_11305,Besenyszög,HU322,Jász-Nagykun-Szolnok,HU32,Észak-Alföld,HU3,Alföld és Észak
902,KSH_11323,Mezőkeresztes,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
903,KSH_11332,Sajónémeti,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
904,KSH_11341,Cegléd,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
905,KSH_11350,Damak,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
906,KSH_11369,Szakony,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
907,KSH_11378,Füzérkomlós,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
908,KSH_11387,Ikervár,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
909,KSH_11396,Pilisszentiván,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
910,KSH_11402,Mecsekpölöske,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
911,KSH_11411,Halmajugra,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
912,KSH_11420,Pula,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
913,KSH_11439,Várpalota,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
914,KSH_11448,Kisrozvágy,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
915,KSH_11457,Tényő,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
916,KSH_11466,Zala,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
917,KSH_11475,Lendvajakabfa,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
918,KSH_11484,Somogycsicsó,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
919,KSH_11493,Szinpetri,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
920,KSH_11509,Szenta,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
921,KSH_11518,Rádfalva,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
922,KSH_11527,Balaton,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
923,KSH_11536,Magyardombegyház,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
924,KSH_11545,Szentjakabfa,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
925,KSH_11554,Szécsisziget,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
926,KSH_11563,Alsónyék,HU233,Tolna,HU23,Dél-Dunántúl,HU2,Dunántúl
927,KSH_11572,Petőmihályfa,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
928,KSH_11581,Vilmány,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
929,KSH_11590,Piliny,HU313,Nógrád,HU31,Észak-Magyarország,HU3,Alföld és Észak
930,KSH_11606,Dunaszentbenedek,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
931,KSH_11615,Körösladány,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
932,KSH_11624,Bodmér,HU211,Fejér,HU21,Közép-Dunántúl,HU2,Dunántúl
933,KSH_11633,Vasszentmihály,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
934,KSH_11642,Felsőpáhok,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
935,KSH_11651,Bögöt,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
936,KSH_11660,Legyesbénye,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
937,KSH_11679,Jánosháza,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
938,KSH_11688,Diósberény,HU233,Tolna,HU23,Dél-Dunántúl,HU2,Dunántúl
939,KSH_11697,Hidasnémeti,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
940,KSH_11703,Vöröstó,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
941,KSH_11712,Báta,HU233,Tolna,HU23,Dél-Dunántúl,HU2,Dunántúl
942,KSH_11730,Orfű,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
943,KSH_11749,Mezőnyárád,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
944,KSH_11758,Meszes,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
945,KSH_11767,Veszprém,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
946,KSH_11776,Sárszentmihály,HU211,Fejér,HU21,Közép-Dunántúl,HU2,Dunántúl
947,KSH_11785,Zalakaros,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
948,KSH_11794,Szank,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
949,KSH_11800,Vindornyaszőlős,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
950,KSH_11819,Kurityán,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
951,KSH_11828,Porrog,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
952,KSH_11837,Pocsaj,HU321,Hajdú-Bihar,HU32,Észak-Alföld,HU3,Alföld és Észak
953,KSH_11846,Kétbodony,HU313,Nógrád,HU31,Észak-Magyarország,HU3,Alföld és Észak
954,KSH_11855,Pápakovácsi,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
955,KSH_11864,Érsekcsanád,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
956,KSH_11873,Mezőhegyes,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
957,KSH_11882,Abda,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
958,KSH_11891,Héreg,HU212,Komárom-Esztergom,HU21,Közép-Dunántúl,HU2,Dunántúl
959,KSH_11907,Tiszamogyorós,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
960,KSH_11916,Balatonőszöd,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
961,KSH_11925,Újtikos,HU321,Hajdú-Bihar,HU32,Észak-Alföld,HU3,Alföld és Észak
962,KSH_11934,Üröm,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
963,KSH_11943,Gyöngyösfalu,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
964,KSH_11952,Dinnyeberki,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
965,KSH_11961,Bátya,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
966,KSH_11970,Bikács,HU233,Tolna,HU23,Dél-Dunántúl,HU2,Dunántúl
967,KSH_11989,Murony,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
968,KSH_11998,Csibrák,HU233,Tolna,HU23,Dél-Dunántúl,HU2,Dunántúl
969,KSH_12007,Szatymaz,HU333,Csongrád-Csanád,HU33,Dél-Alföld,HU3,Alföld és Észak
970,KSH_12016,Becske,HU313,Nógrád,HU31,Észak-Magyarország,HU3,Alföld és Észak
971,KSH_12025,Csólyospálos,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
972,KSH_12034,Kelemér,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
973,KSH_12043,Ölbő,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
974,KSH_12052,Budakeszi,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
975,KSH_12061,Hermánszeg,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
976,KSH_12070,Pétervására,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
977,KSH_12089,Gelse,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
978,KSH_12098,Nyírtura,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
979,KSH_12104,Vasszilvágy,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
980,KSH_12113,Kajárpéc,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
981,KSH_12122,Letenye,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
982,KSH_12131,Nógrádmegyer,HU313,Nógrád,HU31,Észak-Magyarország,HU3,Alföld és Észak
983,KSH_12140,Csepreg,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
984,KSH_12159,Hejőszalonta,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
985,KSH_12168,Patca,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
986,KSH_12177,Kardoskút,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
987,KSH_12186,Pátroha,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
988,KSH_12195,Romhány,HU313,Nógrád,HU31,Észak-Magyarország,HU3,Alföld és Észak
989,KSH_12201,Zók,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
990,KSH_12210,Tállya,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
991,KSH_12229,Terpes,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
992,KSH_12238,Balatonederics,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
993,KSH_12247,Kemenesmagasi,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
994,KSH_12256,Füzesgyarmat,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
995,KSH_12265,Székkutas,HU333,Csongrád-Csanád,HU33,Dél-Alföld,HU3,Alföld és Észak
996,KSH_12274,Nyírmada,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
997,KSH_12283,Máriakálnok,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
998,KSH_12292,Zsennye,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
999,KSH_12308,Hédervár,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1000,KSH_12317,Andrásfa,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1001,KSH_12326,Györköny,HU233,Tolna,HU23,Dél-Dunántúl,HU2,Dunántúl
1002,KSH_12335,Tompaládony,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1003,KSH_12344,Csengőd,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
1004,KSH_12353,Kistamási,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1005,KSH_12362,Pálháza,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1006,KSH_12371,Pamlény,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1007,KSH_12380,Drávapiski,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1008,KSH_12399,Kistokaj,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1009,KSH_12405,Vámosszabadi,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1010,KSH_12414,Fertőrákos,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1011,KSH_12423,Rákócziújfalu,HU322,Jász-Nagykun-Szolnok,HU32,Észak-Alföld,HU3,Alföld és Észak
1012,KSH_12432,Fedémes,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
1013,KSH_12441,Abádszalók,HU322,Jász-Nagykun-Szolnok,HU32,Észak-Alföld,HU3,Alföld és Észak
1014,KSH_12450,Csökmő,HU321,Hajdú-Bihar,HU32,Észak-Alföld,HU3,Alföld és Észak
1015,KSH_12469,Rátka,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1016,KSH_12478,Kemenesszentpéter,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
1017,KSH_12487,Újcsanálos,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1018,KSH_12496,Zalaistvánd,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1019,KSH_12502,Kisnána,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
1020,KSH_12511,Dejtár,HU313,Nógrád,HU31,Észak-Magyarország,HU3,Alföld és Észak
1021,KSH_12520,Ságújfalu,HU313,Nógrád,HU31,Észak-Magyarország,HU3,Alföld és Észak
1022,KSH_12539,Gyűrűs,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1023,KSH_12548,Abaliget,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1024,KSH_12557,Fancsal,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1025,KSH_12566,Dunafalva,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
1026,KSH_12575,Lenti,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1027,KSH_12593,Tiszadob,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
1028,KSH_12609,Türje,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1029,KSH_12618,Kertészsziget,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
1030,KSH_12627,Sokorópátka,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1031,KSH_12636,Kisapostag,HU211,Fejér,HU21,Közép-Dunántúl,HU2,Dunántúl
1032,KSH_12645,Óbánya,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1033,KSH_12654,Zalahaláp,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
1034,KSH_12663,Kaposkeresztúr,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
1035,KSH_12672,Kisvarsány,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
1036,KSH_12681,Telekgerendás,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
1037,KSH_12690,Sződ,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
1038,KSH_12706,Háromhuta,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1039,KSH_12715,Pázmándfalu,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1040,KSH_12724,Csehimindszent,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1041,KSH_12733,Horvátlövő,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1042,KSH_12742,Ganna,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
1043,KSH_12751,Gerde,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1044,KSH_12760,Nagybakónak,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1045,KSH_12779,Nagylak,HU333,Csongrád-Csanád,HU33,Dél-Alföld,HU3,Alföld és Észak
1046,KSH_12788,Berettyóújfalu,HU321,Hajdú-Bihar,HU32,Észak-Alföld,HU3,Alföld és Észak
1047,KSH_12797,Ópusztaszer,HU333,Csongrád-Csanád,HU33,Dél-Alföld,HU3,Alföld és Észak
1048,KSH_12803,Hajdúdorog,HU321,Hajdú-Bihar,HU32,Észak-Alföld,HU3,Alföld és Észak
1049,KSH_12812,Mezőörs,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1050,KSH_12821,Egerbakta,HU312,Heves,HU31,Észak-Magyarország,HU3,Alföld és Észak
1051,KSH_12830,Bezeréd,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1052,KSH_12849,Kisjakabfalva,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1053,KSH_12858,Nagyhajmás,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1054,KSH_12867,Pereked,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1055,KSH_12876,Somogymeggyes,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
1056,KSH_12885,Nyékládháza,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1057,KSH_12894,Üllő,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
1058,KSH_12900,Köröstarcsa,HU332,Békés,HU33,Dél-Alföld,HU3,Alföld és Észak
1059,KSH_12919,Vonyarcvashegy,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1060,KSH_12928,Csaholc,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
1061,KSH_12937,Hercegszántó,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
1062,KSH_12946,Garabonc,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1063,KSH_12955,Nyúl,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1064,KSH_12964,Püski,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1065,KSH_12973,Szentgáloskér,HU232,Somogy,HU23,Dél-Dunántúl,HU2,Dunántúl
1066,KSH_12982,Vilyvitány,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1067,KSH_12991,Galambok,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1068,KSH_13000,Gemzse,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
1069,KSH_13019,Hodász,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
1070,KSH_13028,Kondorfa,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1071,KSH_13037,Zsurk,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
1072,KSH_13046,Szamosszeg,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
1073,KSH_13055,Kissziget,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1074,KSH_13064,Magyarszerdahely,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1075,KSH_13082,Kozmadombja,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1076,KSH_13091,Zalaszentmárton,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
1077,KSH_13116,Boldogasszonyfa,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
1078,KSH_13125,Takácsi,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
1079,KSH_13134,Golop,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
1080,KSH_13143,Jéke,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
