Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutschland;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;MLPD;Die Tierschutzpartei;NPD;NATURGESETZ;FORUM;ödp;PBC;AB 2000;PASS;DKP;DSU;ZENTRUM;DMP;FP Deutschland;FSU;STATT Partei;Einzelbewerber;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutsch-land;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;DVU;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;Pro DM;MLPD;Die Tier-schutzpartei;NPD;NATUR-GESETZ;FORUM;ödp;PBC;AB 2000;Nicht-wähler;PASS;PSG
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NW;05915;Hamm, Stadt;130190;107933;1677;106256;58405;38214;0;3512;3194;1236;0;0;0;0;0;0;0;0;0;0;1491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;1295;106638;56598;33790;0;4763;5961;1224;110;61;0;0;38;46;41;47;0;1156;186;1096;253;33;0;687;2;253;110;44;0;26;47;0;55;0;11
NW;05916;Herne, Stadt;125842;103808;1168;102640;67086;25316;0;4258;1377;1691;0;0;0;0;0;0;0;0;0;0;2772;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1007;102801;64663;22291;0;5336;3590;1623;62;71;0;0;10;36;57;38;0;861;227;2394;212;29;0;629;58;261;179;39;0;23;58;0;46;0;8
NW;05954;Ennepe-Ruhr-Kreis;267395;228673;2713;225960;130834;70039;0;12649;6231;779;0;0;0;0;0;0;0;0;0;935;3992;0;0;0;52;0;0;0;0;164;0;0;0;120;0;0;0;0;0;0;165;2130;226543;123248;60068;0;15992;15036;2628;122;162;0;0;24;127;126;106;0;1972;585;2845;435;82;0;1223;63;771;275;98;0;103;290;0;133;0;29
NW;05958;Hochsauerlandkreis;210499;179981;2563;177418;73938;91164;0;5395;4139;0;0;0;0;0;0;0;0;0;0;0;2782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2127;177854;70051;80110;0;7303;11934;1260;78;204;0;0;11;121;90;139;0;1746;320;2031;417;89;0;946;12;445;218;60;0;82;61;0;109;0;17
NW;05962;Märkischer Kreis;325208;269472;3158;266314;135250;104606;0;9384;6843;0;0;0;0;0;0;0;0;0;0;1486;8268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477;2963;266509;122806;90583;0;13559;19733;3157;210;203;0;0;36;269;101;218;0;3312;809;6093;811;107;0;2184;21;893;442;147;0;133;493;0;168;0;21
NW;05966;Olpe;100716;85431;1193;84238;30126;47659;0;3065;1825;0;0;0;0;0;0;209;0;0;0;190;856;0;0;0;0;0;0;221;0;87;0;0;0;0;0;0;0;0;0;0;0;936;84495;30199;43328;0;3137;4700;505;59;86;0;0;14;93;27;57;0;519;135;637;193;33;0;349;2;128;82;62;0;43;40;0;61;0;6
NW;05970;Siegen-Wittgenstein;219164;185164;2906;182258;87232;76243;0;7033;4940;0;0;0;0;0;0;1333;0;552;0;500;3585;0;0;0;0;0;0;81;0;524;0;0;0;0;0;0;0;0;0;0;235;2011;183153;85673;63846;0;9520;12395;2070;171;142;0;0;54;790;81;301;0;1323;323;3382;292;69;0;949;8;352;210;61;0;289;733;0;100;0;19
NW;05974;Soest;222469;188036;2199;185837;84473;82515;0;8067;6231;0;0;0;0;0;0;0;0;551;0;859;2583;0;0;0;0;0;0;558;0;0;0;0;0;0;0;0;0;0;0;0;0;2205;185831;80147;71474;0;10380;14519;1759;95;153;0;0;23;77;109;276;0;1835;517;1572;456;100;0;1309;6;413;175;157;0;93;75;0;98;0;13
NW;05978;Unna;311530;266540;3278;263262;153152;82660;0;13840;5741;2850;0;0;0;0;0;0;0;0;0;0;4177;0;0;0;0;0;0;599;0;0;0;0;0;0;0;0;0;0;0;243;0;3057;263483;147240;72773;0;15527;13782;3146;189;191;0;0;47;141;109;122;0;2895;647;3097;529;73;0;1587;31;595;283;180;0;72;109;0;98;0;20
HE;06411;Darmstadt, Stadt;97353;80757;1446;79311;35901;29212;0;8114;2241;1068;0;0;0;0;0;282;0;0;0;367;1125;0;246;0;52;0;316;185;0;0;0;0;0;0;0;0;0;0;0;0;202;1260;79497;31338;23904;0;12479;6744;1556;0;67;0;0;12;222;90;39;0;476;292;1010;0;139;0;272;0;306;238;86;0;61;154;0;0;0;12
HE;06412;Frankfurt am Main, Stadt;381829;308087;4711;303376;124095;119164;0;32704;8969;5112;0;0;0;0;180;903;0;0;0;1506;8992;0;239;0;0;0;0;1099;0;0;0;0;0;136;0;0;0;0;0;0;277;3943;304144;108098;99634;0;43078;26635;7646;0;321;0;0;105;1536;305;140;0;3046;1372;7149;0;348;0;1835;0;1349;476;481;0;243;294;0;0;0;53
HE;06413;Offenbach am Main, Stadt;68630;54299;1083;53216;24545;20566;0;2545;1562;847;0;0;0;0;0;426;0;0;0;0;2231;0;0;0;0;0;249;154;0;91;0;0;0;0;0;0;0;0;0;0;0;827;53472;21034;17911;0;5275;4038;1133;0;53;0;0;14;253;43;29;0;481;139;2091;0;61;0;389;0;205;170;64;0;43;35;0;0;0;11
HE;06414;Wiesbaden, Landeshauptstadt;185832;151643;2389;149254;66021;62967;0;7026;3763;1618;0;0;0;0;175;1203;0;125;0;727;5013;0;0;0;0;0;0;0;0;0;296;0;0;0;0;0;0;0;0;0;320;1974;149669;56877;52923;0;14753;13069;2372;0;135;0;0;118;949;108;104;0;1051;544;4792;0;140;0;637;0;426;129;98;0;90;329;0;0;0;25
HE;06431;Bergstraße;193655;164562;3179;161383;73222;70781;0;6587;3490;1500;0;0;0;0;0;0;0;0;0;1070;4733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2356;162206;67124;60533;0;10796;11813;1674;0;133;0;0;38;334;112;103;0;1709;693;4497;0;127;0;1120;0;782;219;121;0;97;158;0;0;0;23
HE;06432;Darmstadt-Dieburg;202388;172499;3610;168889;79236;65505;0;10324;5639;1808;0;0;0;0;0;322;0;194;0;763;3206;0;242;0;63;0;1048;236;0;0;0;0;0;0;0;0;0;0;0;0;303;2863;169636;73633;55313;0;15705;13904;2266;0;158;0;0;57;388;141;162;0;1211;509;2855;0;259;0;837;0;706;785;187;0;124;395;0;0;0;41
HE;06433;Groß-Gerau;166121;141110;2533;138577;71428;48778;0;7525;3073;1889;0;0;0;0;238;758;0;0;0;0;4258;0;0;0;0;0;0;630;0;0;0;0;0;0;0;0;0;0;0;0;0;2160;138950;64093;43409;0;11929;9116;2108;0;129;0;0;101;460;93;76;0;1199;372;3687;0;106;0;853;0;567;182;224;0;73;162;0;0;0;11
HE;06434;Hochtaunuskreis;162108;140250;2124;138126;49026;65728;0;8607;8486;1460;0;0;0;0;0;1567;0;0;0;0;2852;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;1685;138565;44409;55093;0;12393;18066;1740;0;108;0;0;40;1038;124;57;0;936;275;2443;0;125;0;712;0;459;155;104;0;141;126;0;0;0;21
HE;06435;Main-Kinzig-Kreis;289817;243611;4514;239097;108457;102131;0;10524;5914;3416;0;0;0;0;0;0;0;0;0;0;8465;0;0;0;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;4001;239610;97892;84792;0;17375;17615;3670;0;209;0;0;97;612;270;200;0;3697;554;8648;0;326;0;1575;0;988;366;158;0;140;377;0;0;0;49
HE;06436;Main-Taunus-Kreis;157716;137101;2000;135101;48671;65034;0;7979;5230;1156;0;0;0;0;66;3641;0;0;0;0;2900;0;0;0;0;0;0;351;0;73;0;0;0;0;0;0;0;0;0;0;0;1663;135438;44542;54186;0;11548;15157;1545;0;126;0;0;40;2603;86;74;0;831;298;2593;0;96;0;669;0;472;178;170;0;105;101;0;0;0;18
HE;06437;Odenwaldkreis;71232;60538;1566;58972;29543;21990;0;2724;1640;767;0;0;0;0;0;0;0;132;0;264;1560;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;77;1129;59409;27844;19530;0;4050;3718;763;0;61;0;0;10;104;37;43;0;551;165;1517;0;39;0;299;0;253;209;47;0;42;117;0;0;0;10
HE;06438;Offenbach;231478;197406;3541;193865;80224;88776;0;8736;6169;1842;0;0;0;0;0;1132;0;250;0;305;4861;0;0;0;0;0;508;406;0;344;0;0;0;0;0;0;0;0;0;0;312;2907;194499;72114;75804;0;15739;17763;2331;0;162;0;0;52;958;126;180;0;1234;522;4323;0;125;0;1367;0;744;348;225;0;220;128;0;0;0;34
HE;06439;Rheingau-Taunus-Kreis;134103;114677;2066;112611;47460;50264;0;6161;3504;1032;0;0;0;0;0;963;0;0;0;0;2726;0;0;0;0;0;0;0;0;0;258;0;0;0;0;0;0;0;0;0;243;1666;113011;42744;43084;0;9292;10406;1364;0;124;0;0;53;674;90;53;0;959;219;2441;0;117;0;498;0;393;110;77;0;89;206;0;0;0;18
HE;06440;Wetteraukreis;211682;177648;3610;174038;80548;71641;0;7107;4814;1713;0;0;0;0;0;1352;0;0;0;0;3415;0;0;0;0;0;2929;0;0;0;519;0;0;0;0;0;0;0;0;0;0;2955;174693;73043;61160;0;12623;14119;2205;0;182;0;0;65;1045;170;97;0;1526;304;3223;0;205;0;1268;0;664;2190;126;0;93;350;0;0;0;35
HE;06531;Gießen;184034;153632;2653;150979;70294;57817;0;6968;6373;1969;0;0;0;0;0;1622;0;0;0;475;4525;0;0;0;0;0;42;0;0;0;529;0;0;0;0;0;0;0;0;0;365;2057;151575;63029;50122;0;12913;12837;2502;0;146;0;0;28;1103;97;59;0;1477;340;4035;0;132;0;1222;0;554;392;108;0;90;367;0;0;0;22
HE;06532;Lahn-Dill-Kreis;192449;156534;2524;154010;74130;59162;0;5398;4413;1597;0;0;0;0;0;1139;0;0;0;0;4762;0;0;0;0;0;2194;0;0;0;1215;0;0;0;0;0;0;0;0;0;0;2322;154212;67936;53198;0;8243;10396;1885;0;132;0;0;37;887;82;169;0;1677;225;4544;0;96;0;1504;0;444;1645;86;0;93;909;0;0;0;24
HE;06533;Limburg-Weilburg;128317;107285;2305;104980;45434;48879;0;3546;2598;972;0;0;0;0;0;762;0;0;0;0;2476;0;0;0;0;0;0;0;0;86;91;0;0;0;0;0;0;0;0;0;136;1893;105392;42402;44511;0;5243;6569;1085;0;106;0;0;31;393;82;65;0;1117;198;2055;0;95;0;702;0;299;203;59;0;64;89;0;0;0;24
HE;06534;Marburg-Biedenkopf;181430;153443;1871;151572;72356;60011;0;7339;2929;2297;0;0;0;0;269;417;0;410;0;0;4561;0;0;0;0;0;584;399;0;0;0;0;0;0;0;0;0;0;0;0;0;1794;151649;65679;50302;0;13927;9506;2845;0;187;0;0;121;350;123;256;0;1008;209;4532;0;132;0;1001;0;370;442;155;0;140;345;0;0;0;19
HE;06535;Vogelsbergkreis;91406;77061;1662;75399;36241;29706;0;2764;2893;958;0;0;0;0;0;247;0;0;0;73;2225;0;0;0;0;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;60;1280;75781;33646;24892;0;4203;6696;996;0;73;0;0;17;647;53;42;0;1131;106;2049;0;64;0;558;0;224;115;42;0;42;170;0;0;0;15
HE;06611;Kassel, Stadt;140372;115731;1990;113741;53441;39950;0;12366;2358;1731;0;0;0;0;0;981;0;0;0;474;2015;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;1657;114074;50883;33953;0;13845;6998;2511;0;88;0;0;24;838;187;67;0;867;370;1692;0;134;0;781;0;387;116;88;0;60;145;0;0;0;40
HE;06631;Fulda;160839;138284;3107;135177;43307;76686;0;5352;3134;1633;0;0;0;0;0;456;0;0;0;56;4049;0;0;0;0;0;0;0;0;0;504;0;0;0;0;0;0;0;0;0;0;2521;135763;41419;66558;0;7023;8565;1572;0;118;0;0;35;1544;153;178;0;2801;295;3402;0;147;0;913;0;399;155;64;0;96;298;0;0;0;28
HE;06632;Hersfeld-Rotenburg;102716;88455;2338;86117;46206;29905;0;2151;1597;809;0;0;0;0;0;3692;0;0;0;244;1513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1480;86975;44409;26823;0;4177;4387;889;0;76;0;0;18;2437;37;59;0;1344;154;1051;0;55;0;513;0;213;160;30;0;17;114;0;0;0;12
HE;06633;Kassel;190870;167288;2321;164967;96419;50700;0;7833;3447;1466;0;0;0;0;0;1758;0;0;0;586;2455;0;0;0;9;0;0;154;0;0;0;0;52;0;0;0;0;0;0;0;88;2087;165201;91286;44920;0;10231;9290;1940;0;93;0;0;29;1319;119;59;0;1347;404;1891;0;134;0;1144;0;518;150;106;0;44;146;0;0;0;31
HE;06634;Schwalm-Eder-Kreis;149857;130522;2470;128052;71481;41922;0;4802;3874;1297;0;0;0;0;0;1380;0;0;0;408;2888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2050;128472;67938;36936;0;6926;8440;1458;0;109;0;0;27;876;98;51;0;1055;289;2418;0;95;0;887;0;370;259;39;0;44;143;0;0;0;14
HE;06635;Waldeck-Frankenberg;129433;108645;1718;106927;50868;42950;0;3564;4108;941;0;0;0;0;0;746;0;0;0;400;3253;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;1604;107041;47729;36600;0;5598;9051;1188;0;73;0;0;25;547;77;75;0;905;272;2959;0;83;0;960;0;307;211;46;0;119;198;0;0;0;18
HE;06636;Werra-Meißner-Kreis;91535;78816;1298;77518;43546;24472;0;3313;2045;802;0;0;0;0;0;742;0;0;0;162;2031;0;0;0;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;0;179;1219;77597;40757;22067;0;4575;5090;972;0;57;0;0;12;459;44;27;0;498;126;1698;0;47;0;674;0;210;83;94;0;34;59;0;0;0;14
RP;07111;Koblenz, Stadt;83678;68413;1209;67204;30032;29810;0;3362;2073;676;0;0;0;0;0;0;0;0;0;0;912;0;0;0;0;0;0;0;0;339;0;0;0;0;0;0;0;0;0;0;0;771;67642;27218;27256;0;5133;4775;796;0;0;0;0;0;86;0;0;0;472;202;551;0;61;0;516;0;256;81;45;0;113;81;0;0;0;0
RP;07131;Ahrweiler;95798;80978;1844;79134;27937;40882;0;3445;4841;0;0;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;0;0;0;670;159;0;0;0;0;0;0;0;0;0;0;1068;79910;25976;38688;0;4559;7140;672;0;0;0;0;0;161;0;0;0;452;211;759;0;41;0;480;0;282;115;54;0;235;85;0;0;0;0
RP;07132;Altenkirchen (Westerwald);101523;84740;1314;83426;38156;36889;0;3256;2520;671;0;0;0;0;0;0;0;0;0;0;1252;0;0;0;0;0;0;0;0;212;470;0;0;0;0;0;0;0;0;0;0;960;83780;36013;33831;0;4276;5395;756;0;0;0;0;0;88;0;0;0;514;135;1032;0;55;0;739;0;273;124;59;0;95;395;0;0;0;0
RP;07133;Bad Kreuznach;119204;99702;1682;98020;45104;42329;0;4206;2566;862;0;0;0;0;0;0;0;0;0;0;1934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;110;1213;98489;44781;35097;0;5900;7210;965;0;0;0;0;0;147;0;0;0;754;228;1662;0;78;0;687;0;461;179;68;0;115;157;0;0;0;0
RP;07134;Birkenfeld;71068;57514;1112;56402;27445;22781;0;1926;1529;604;0;0;0;0;0;0;0;0;0;0;1422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;532;758;56756;26785;19653;0;2575;3976;580;0;0;0;0;0;67;0;0;0;634;141;1144;0;63;0;587;0;259;107;49;0;44;92;0;0;0;0
RP;07135;Cochem-Zell;51503;44373;1078;43295;13489;25443;0;1893;1830;0;0;0;0;0;0;0;0;0;0;0;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;789;43584;13392;23413;0;1831;3186;260;0;0;0;0;0;38;0;0;0;212;117;428;0;52;0;312;0;170;49;28;0;28;68;0;0;0;0
RP;07137;Mayen-Koblenz;159390;133480;3106;130374;59224;59406;0;4622;4218;445;0;0;0;0;0;0;0;0;0;0;1757;0;0;0;0;0;0;0;0;423;279;0;0;0;0;0;0;0;0;0;0;1678;131802;55069;56123;0;6789;8448;957;0;0;0;0;0;132;0;0;0;839;269;1162;0;91;0;843;0;411;154;72;0;173;270;0;0;0;0
RP;07138;Neuwied;135849;114373;1880;112493;51052;49688;0;4679;3585;1087;0;0;0;0;0;0;0;0;0;0;1572;0;0;0;0;0;0;0;0;493;337;0;0;0;0;0;0;0;0;0;0;1424;112949;47591;44747;0;6558;8141;1238;0;0;0;0;0;136;0;0;0;936;323;1064;0;96;0;939;0;457;133;80;0;200;310;0;0;0;0
RP;07140;Rhein-Hunsrück-Kreis;79618;66844;1908;64936;26631;29957;0;2509;4363;187;0;0;0;0;0;0;0;0;0;0;1176;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;1347;65497;25289;27920;0;3767;5314;579;0;0;0;0;0;78;0;0;0;475;140;834;0;73;0;443;0;248;61;54;0;100;122;0;0;0;0
RP;07141;Rhein-Lahn-Kreis;98685;82894;1566;81328;42117;31615;0;2916;2830;69;0;0;0;0;0;0;0;0;0;0;1758;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;1198;81696;37863;28575;0;4634;5881;836;0;0;0;0;0;207;0;0;0;892;167;1187;0;58;0;642;0;367;112;82;0;68;125;0;0;0;0
RP;07143;Westerwaldkreis;148264;125150;2206;122944;54499;58194;0;4391;3350;0;0;0;0;0;0;0;0;0;0;0;2510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1582;123568;49733;51903;0;6362;8412;1249;0;0;0;0;0;183;0;0;0;1043;335;1853;0;158;0;1056;0;555;208;119;0;98;301;0;0;0;0
RP;07211;Trier, Stadt;75854;59786;1088;58698;26891;24368;0;4360;1585;0;0;0;0;0;0;0;0;86;0;373;852;0;0;0;0;0;0;0;0;183;0;0;0;0;0;0;0;0;0;0;0;958;58828;24583;21945;0;6099;3659;693;0;0;0;0;0;33;0;0;0;222;262;649;0;34;0;261;0;173;34;32;0;89;60;0;0;0;0
RP;07231;Bernkastel-Wittlich;88820;73857;1704;72153;28321;35415;0;3386;3292;0;0;0;0;0;0;0;0;0;0;0;1549;0;0;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;1337;72520;26385;31927;0;4159;6154;690;0;0;0;0;0;123;0;0;0;410;249;1172;0;66;0;512;0;311;107;62;0;84;109;0;0;0;0
RP;07232;Bitburg-Prüm;74039;61245;1578;59667;22884;30371;0;2631;2592;0;0;0;0;0;0;0;0;0;0;0;716;0;0;0;0;0;0;0;0;473;0;0;0;0;0;0;0;0;0;0;0;1304;59941;21726;27448;0;3095;4997;480;0;0;0;0;0;84;0;0;0;307;260;615;0;42;0;344;0;218;47;37;0;164;77;0;0;0;0
RP;07233;Daun;49507;41682;855;40827;14491;22344;0;1616;1651;0;0;0;0;0;0;0;0;0;0;0;543;0;0;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;716;40966;13485;20766;0;1994;2894;280;0;0;0;0;0;52;0;0;0;287;151;402;0;44;0;214;0;216;33;36;0;52;60;0;0;0;0
RP;07235;Trier-Saarburg;105415;90736;1675;89061;39967;39951;0;3944;2963;0;0;0;0;0;0;0;0;198;0;451;1312;0;0;0;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;1511;89225;38236;36364;0;5356;5453;678;0;0;0;0;0;80;0;0;0;300;375;1049;0;70;0;508;0;383;72;71;0;137;93;0;0;0;0
RP;07311;Frankenthal (Pfalz), Stadt;34396;28570;530;28040;12173;12569;0;1199;643;0;0;0;0;0;0;0;0;0;0;0;1205;0;0;0;0;0;0;251;0;0;0;0;0;0;0;0;0;0;0;0;0;426;28144;11572;11374;0;1375;1669;304;0;0;0;0;0;82;0;0;0;193;62;935;0;37;0;179;0;148;45;82;0;19;68;0;0;0;0
RP;07312;Kaiserslautern, Stadt;74344;57956;1323;56633;27635;21789;0;2506;2455;0;0;0;0;0;0;0;0;0;0;0;2248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;994;56962;24706;19925;0;3922;3815;690;0;0;0;0;0;71;0;0;0;533;195;1655;0;82;0;659;0;323;149;49;0;90;98;0;0;0;0
RP;07313;Landau in der Pfalz, Stadt;30303;24683;400;24283;10240;10635;0;1530;880;0;0;0;0;0;0;0;0;0;0;0;603;0;0;0;0;0;120;0;0;143;132;0;0;0;0;0;0;0;0;0;0;338;24345;9494;8555;0;2507;2038;300;0;0;0;0;0;27;0;0;0;128;62;541;0;41;0;215;0;122;89;24;0;94;108;0;0;0;0
RP;07314;Ludwigshafen am Rhein, Stadt;106853;87290;1249;86041;42531;33595;0;2469;1496;0;0;0;0;0;0;679;0;0;0;543;4170;0;0;0;0;0;0;340;0;218;0;0;0;0;0;0;0;0;0;0;0;1180;86110;39103;29446;0;4378;4710;1124;0;0;0;0;0;550;0;0;0;962;459;3650;0;87;0;621;0;440;172;165;0;103;140;0;0;0;0
RP;07315;Mainz, Stadt;128143;107077;1447;105630;46222;39270;0;6400;7199;1380;0;0;0;0;79;0;0;149;0;0;3454;0;0;0;0;0;0;431;0;720;0;0;0;0;0;0;0;0;0;326;0;1043;106034;39754;37839;0;12199;8842;1765;0;0;0;0;0;181;0;0;0;572;368;2806;0;79;0;538;0;356;86;168;0;386;95;0;0;0;0
RP;07316;Neustadt an der Weinstraße, Stadt;41411;34746;652;34094;13261;16731;0;1488;1062;0;0;0;0;0;0;0;0;0;0;0;996;0;0;0;0;0;0;173;0;383;0;0;0;0;0;0;0;0;0;0;0;533;34213;11607;15092;0;2589;2596;343;0;0;0;0;0;84;0;0;0;210;76;730;0;38;0;300;0;157;56;63;0;185;87;0;0;0;0
RP;07317;Pirmasens, Stadt;37342;28945;786;28159;13398;11051;0;1099;922;0;0;0;0;0;0;0;0;0;0;0;1288;0;0;0;0;0;0;257;0;144;0;0;0;0;0;0;0;0;0;0;0;554;28391;12554;10365;0;1125;1596;317;0;0;0;0;0;132;0;0;0;393;122;1009;0;20;0;305;0;187;84;66;0;54;62;0;0;0;0
RP;07318;Speyer, Stadt;35920;29391;555;28836;12655;12139;0;1346;715;0;0;0;0;0;0;0;0;0;0;0;1461;0;0;0;0;0;0;179;0;341;0;0;0;0;0;0;0;0;0;0;0;400;28991;11045;11211;0;2088;1790;411;0;0;0;0;0;160;0;0;0;143;79;1236;0;55;0;258;0;154;41;77;0;160;83;0;0;0;0
RP;07319;Worms, Stadt;58942;47179;1007;46172;23297;17238;0;2191;1369;0;0;0;0;0;0;0;0;0;0;0;1825;0;0;0;0;0;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;785;46394;21081;16088;0;2697;2835;629;0;0;0;0;0;98;0;0;0;501;111;1516;0;54;0;257;0;189;90;64;0;45;139;0;0;0;0
RP;07320;Zweibrücken, Stadt;28002;22845;517;22328;11457;7616;0;872;1023;0;0;0;0;0;0;0;0;0;0;0;709;0;0;0;0;0;0;193;0;458;0;0;0;0;0;0;0;0;0;0;0;371;22474;10876;7316;0;1077;1372;240;0;0;0;0;0;114;0;0;0;230;75;445;0;31;0;194;0;128;128;70;0;153;25;0;0;0;0
RP;07331;Alzey-Worms;89865;76858;1447;75411;38617;27167;0;3580;3394;0;0;0;0;0;0;0;0;0;0;0;2343;0;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;1061;75797;34816;25106;0;4641;6157;803;0;0;0;0;0;160;0;0;0;652;128;1868;0;97;0;460;0;387;164;63;0;66;229;0;0;0;0
RP;07332;Bad Dürkheim;102236;87700;1586;86114;37969;37267;0;3847;3279;0;0;0;0;0;0;0;0;0;0;0;2935;0;0;0;0;0;0;552;0;265;0;0;0;0;0;0;0;0;0;0;0;1309;86391;35268;32808;0;5145;7014;807;0;0;0;0;0;187;0;0;0;592;192;2377;0;82;0;699;0;462;179;189;0;178;212;0;0;0;0
RP;07333;Donnersbergkreis;57972;48426;1005;47421;24223;16998;0;2389;1560;0;0;0;0;0;0;0;0;0;0;0;1883;0;0;0;0;0;0;368;0;0;0;0;0;0;0;0;0;0;0;0;0;794;47632;22627;15324;0;2660;3176;508;0;0;0;0;0;79;0;0;0;534;108;1450;0;57;0;420;0;231;204;101;0;55;98;0;0;0;0
RP;07334;Germersheim;86614;74185;1243;72942;29106;33949;0;2764;1878;0;0;0;0;0;0;0;0;0;0;0;3808;0;0;0;0;0;352;0;0;747;338;0;0;0;0;0;0;0;0;0;0;1160;73025;28257;29349;0;4082;4579;562;0;0;0;0;0;106;0;0;0;266;169;3587;0;70;0;571;0;392;259;75;0;469;232;0;0;0;0
RP;07335;Kaiserslautern;82891;69956;1751;68205;32039;28611;0;2241;2386;0;0;0;0;0;0;0;0;0;0;0;2928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1437;68519;30313;25810;0;3115;3752;589;0;0;0;0;0;105;0;0;0;623;199;2356;0;80;0;682;0;418;152;85;0;84;156;0;0;0;0
RP;07336;Kusel;62266;52185;1319;50866;29781;14860;0;1901;1579;0;0;0;0;0;0;0;0;0;0;0;2745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1005;51180;28341;13607;0;2358;2505;489;0;0;0;0;0;63;0;0;0;317;96;2360;0;57;0;427;0;257;135;42;0;47;79;0;0;0;0
RP;07337;Südliche Weinstraße;82891;71311;1406;69905;27207;34138;0;3191;2345;0;0;0;0;0;0;0;0;0;0;0;1931;0;0;0;0;0;462;0;0;291;340;0;0;0;0;0;0;0;0;0;0;1344;69967;25954;28474;0;5049;5596;579;0;0;0;0;0;134;0;0;0;400;154;1726;0;66;0;586;0;390;354;82;0;178;245;0;0;0;0
RP;07338;Ludwigshafen;110519;98129;1584;96545;41504;43296;0;3706;2584;0;0;0;0;0;0;399;0;0;0;184;3894;0;0;0;0;0;0;557;0;421;0;0;0;0;0;0;0;0;0;0;0;1329;96800;38417;38622;0;5304;6682;825;0;0;0;0;0;591;0;0;0;614;262;3326;0;95;0;735;0;527;137;215;0;234;214;0;0;0;0
