Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutschland;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;MLPD;Die Tierschutzpartei;NPD;NATURGESETZ;FORUM;ödp;PBC;AB 2000;PASS;DKP;DSU;ZENTRUM;DMP;FP Deutschland;FSU;STATT Partei;Einzelbewerber;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutsch-land;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;DVU;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;Pro DM;MLPD;Die Tier-schutzpartei;NPD;NATUR-GESETZ;FORUM;ödp;PBC;AB 2000;Nicht-wähler;PASS;PSG
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BY;09780;Oberallgäu;108384;86857;908;85949;21189;0;51682;6137;2583;0;0;0;0;0;0;0;0;0;0;0;2927;0;0;0;0;0;0;0;0;1249;182;0;0;0;0;0;0;0;0;0;0;593;86264;22260;0;46785;5447;5213;428;0;86;0;417;13;154;47;143;0;570;114;2547;0;78;0;533;11;367;42;74;0;806;129;0;0;0;0
SL;10041;Stadtverband Saarbrücken;268398;221796;5637;216159;123745;70265;0;8244;5688;1031;0;0;0;0;0;0;0;0;0;1482;3324;1061;0;0;72;0;714;198;0;184;0;0;0;151;0;0;0;0;0;0;0;5512;216284;113771;62395;0;15423;12238;2740;0;261;0;0;0;347;0;204;0;1770;1342;2914;905;153;0;980;0;0;571;0;0;270;0;0;0;0;0
SL;10042;Merzig-Wadern;82223;70580;1597;68983;37429;26324;0;2164;1373;0;0;0;0;0;0;0;0;312;0;583;0;0;0;0;0;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1313;69267;35193;24212;0;3157;3206;559;0;107;0;0;0;76;0;223;0;630;334;532;232;48;0;346;0;0;338;0;0;74;0;0;0;0;0
SL;10043;Neunkirchen;116711;99102;1967;97135;58023;30784;0;2801;1452;782;0;0;0;0;0;0;0;0;0;530;1526;810;0;0;0;0;147;0;0;46;0;0;0;81;0;0;0;0;0;0;153;1629;97473;56051;28245;0;4384;3669;995;0;81;0;0;0;67;0;73;0;872;405;1199;558;96;0;530;0;0;169;0;0;79;0;0;0;0;0
SL;10044;Saarlouis;162990;139559;2970;136589;76104;49938;0;4370;2412;182;0;0;0;0;0;0;0;229;0;1038;863;373;0;0;0;0;1036;0;0;0;0;0;0;0;0;0;0;0;0;0;44;2339;137220;72430;45688;0;6365;5833;1168;0;207;0;0;0;154;0;249;0;1339;640;1187;493;89;0;698;0;0;540;0;0;140;0;0;0;0;0
SL;10045;Saarpfalz-Kreis;121879;104214;2172;102042;52495;37000;0;3934;2314;906;0;0;0;0;0;0;0;0;0;593;1866;2173;0;0;0;0;401;0;0;292;0;0;0;68;0;0;0;0;0;0;0;1713;102501;50765;33689;0;5822;5314;1084;0;141;0;0;0;124;0;112;0;1010;438;1647;1199;81;0;594;0;0;281;0;0;200;0;0;0;0;0
SL;10046;Sankt Wendel;76306;67735;1547;66188;33047;28566;0;1680;733;516;0;0;0;0;0;0;0;0;0;226;893;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;1172;66563;33276;25255;0;2656;2257;541;0;78;0;0;0;56;0;84;0;587;151;761;359;43;0;325;0;0;89;0;0;45;0;0;0;0;0
BE;11100;Berlin-West;1472004;1202746;18548;1184198;536095;396267;0;120603;38324;23939;0;0;0;0;317;6416;0;0;0;14728;36507;0;0;0;180;0;0;2940;0;1938;0;0;3949;0;0;0;0;0;0;0;1995;15416;1187330;470235;350318;0;160832;79243;32475;0;1400;3279;0;298;4205;2518;0;0;20178;12431;26218;0;1507;180;8665;270;5612;2014;1716;0;1190;0;0;0;2411;135
BE;11200;Berlin-Ost;970925;777771;8688;769083;256734;108276;0;34326;9646;301891;0;0;1458;0;321;2722;3206;0;0;6476;32968;0;0;171;106;0;3110;1284;0;373;0;0;5192;0;0;0;0;0;0;0;823;7142;770629;270680;113120;0;61017;16160;230862;0;1186;3480;0;327;1419;2651;0;0;21493;5077;20324;0;1310;255;6905;200;3760;5883;889;0;323;0;0;0;3145;163
BB;12051;Brandenburg an der Havel, Stadt;65802;44707;1098;43609;20707;8172;0;1876;966;9449;0;0;0;0;0;579;0;0;0;455;1180;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;153;1073;43634;20920;7530;0;1690;1131;8737;0;0;0;0;0;286;0;0;0;1032;224;614;0;0;0;839;0;452;160;0;0;19;0;0;0;0;0
BB;12052;Cottbus, Stadt;90667;64151;1139;63012;27850;12880;0;2192;3053;14367;0;0;0;0;0;503;0;0;0;400;1767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1103;63048;26952;12615;0;2428;1843;14443;0;0;0;0;0;183;0;0;0;1412;222;747;0;0;0;1336;0;425;381;0;0;61;0;0;0;0;0
BB;12053;Frankfurt (Oder), Stadt;59556;40407;793;39614;16710;8731;0;1900;0;10274;0;0;0;0;0;0;0;0;0;359;1511;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679;39728;16931;7958;0;1509;806;8855;0;0;0;0;0;378;0;0;0;714;189;438;0;0;0;736;0;337;839;0;0;38;0;0;0;0;0
BB;12054;Potsdam, Stadt;102650;72091;1366;70725;28217;9789;0;3844;812;25641;0;0;0;0;0;640;0;0;0;0;1651;0;0;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;1457;70634;31112;9809;0;4318;1354;19689;0;0;0;0;0;206;0;0;0;1186;235;851;0;0;0;815;0;564;429;0;0;66;0;0;0;0;0
BB;12060;Barnim;128692;90690;2150;88540;40663;17837;0;2742;1626;21776;0;0;0;0;0;0;0;0;0;0;3896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2602;88088;37476;16354;0;3126;2144;20732;0;0;0;0;0;165;0;0;0;2385;322;1997;0;0;0;1740;0;773;798;0;0;76;0;0;0;0;0
BB;12061;Dahme-Spreewald;121565;91319;2485;88834;42930;20199;0;2282;1738;16775;0;0;0;0;0;0;0;0;0;403;3291;0;0;0;5;0;0;0;0;377;0;0;0;0;0;0;0;0;0;0;834;2991;88328;38392;18455;0;3012;2672;17170;0;0;0;0;0;277;0;0;0;3164;356;1460;0;0;0;1695;0;877;603;0;0;195;0;0;0;0;0
BB;12062;Elbe-Elster;107391;79872;2549;77323;34373;23791;0;1654;2190;12341;0;0;0;0;0;0;0;0;0;0;2974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3521;76351;30012;19913;0;2193;2773;13073;0;0;0;0;0;173;0;0;0;3463;146;1295;0;0;0;2094;0;756;395;0;0;65;0;0;0;0;0
BB;12063;Havelland;109251;78505;2006;76499;38581;16688;0;1856;1753;13586;0;0;0;0;0;194;0;0;0;160;2632;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;1006;2162;76343;35654;15042;0;2567;2413;13672;0;0;0;0;0;201;0;0;0;2185;262;1517;0;0;0;1603;0;722;447;0;0;58;0;0;0;0;0
BB;12064;Märkisch-Oderland;142102;101423;7560;93863;48713;4111;0;3651;8110;23988;0;0;0;0;0;0;0;0;0;0;5290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3350;98073;41317;20539;0;2991;1981;21378;0;0;0;0;0;206;0;0;0;4208;337;1747;0;0;0;1716;0;905;681;0;0;67;0;0;0;0;0
BB;12065;Oberhavel;144791;103924;2552;101372;51136;22450;0;2918;1833;18369;0;0;0;0;0;164;0;0;0;0;4026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476;2833;101091;45797;19741;0;3689;2924;19067;0;0;0;0;0;327;0;0;0;2730;339;2309;0;0;0;2220;0;1125;767;0;0;56;0;0;0;0;0
BB;12066;Oberspreewald-Lausitz;120099;85310;3171;82139;36782;22214;0;2305;1677;15573;0;0;0;0;0;0;0;0;0;0;2972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616;3318;81992;32694;20708;0;2457;2045;15640;0;0;0;0;0;114;0;0;0;2686;210;1424;0;0;0;2701;0;741;501;0;0;71;0;0;0;0;0
BB;12067;Oder-Spree;153189;108475;5311;103164;51499;13908;0;4112;5375;22207;0;0;0;0;0;0;0;0;0;572;5335;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3219;105256;46011;22413;0;3288;2412;20673;0;0;0;0;0;244;0;0;0;3240;449;2106;0;0;0;2211;0;1090;1025;0;0;94;0;0;0;0;0
BB;12068;Ostprignitz-Ruppin;89486;62755;1826;60929;34699;12393;0;1668;1389;9026;0;0;0;0;0;1;0;0;0;0;1753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1821;60934;30323;12190;0;1897;1695;9980;0;0;0;0;0;96;0;0;0;1279;124;736;0;0;0;1268;0;449;845;0;0;52;0;0;0;0;0
BB;12069;Potsdam-Mittelmark;153746;113178;3077;110101;50868;24266;0;4140;2870;23139;0;0;0;0;0;1300;0;0;0;227;2920;0;0;0;0;0;0;0;0;157;96;0;0;0;0;0;0;0;0;0;118;3434;109744;48923;22631;0;4930;3779;20619;0;0;0;0;0;568;0;0;0;2738;325;1504;0;0;0;1944;0;1048;629;0;0;106;0;0;0;0;0
BB;12070;Prignitz;78446;57415;1591;55824;27264;14256;0;1028;1596;10202;0;0;0;0;0;0;0;0;0;0;1478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1746;55669;25331;13209;0;1367;1719;9900;0;0;0;0;0;64;0;0;0;1471;82;657;0;0;0;1060;0;364;411;0;0;34;0;0;0;0;0
BB;12071;Spree-Neiße;121860;89098;2803;86295;37733;22322;0;2121;3418;15396;0;0;0;0;0;670;0;0;0;833;3720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;2845;86253;34981;20891;0;2352;2898;16235;0;0;0;0;0;317;0;0;0;2380;495;2106;0;0;0;2265;0;736;536;0;0;61;0;0;0;0;0
BB;12072;Teltow-Fläming;121777;87891;2432;85459;43190;17070;0;2559;1824;16507;0;0;0;0;0;0;0;0;0;448;3097;0;0;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;554;2798;85093;39318;16443;0;2879;2498;16011;0;0;0;0;0;210;0;0;0;2262;357;1770;0;0;0;1949;0;832;446;0;0;118;0;0;0;0;0
BB;12073;Uckermark;121233;86207;2395;83812;45264;17006;0;1410;1544;15541;0;0;0;0;0;893;0;0;0;0;2154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2981;83226;38566;16774;0;1902;1999;17128;0;0;0;0;0;282;0;0;0;1567;156;887;0;0;0;1935;0;660;1314;0;0;56;0;0;0;0;0
BB;12999;Briefwahlergebnis Brandenburg;0;129734;2025;127709;55026;26624;0;6227;4570;30566;0;0;0;0;0;348;0;0;0;562;2963;0;0;0;41;0;0;0;0;165;24;0;0;0;0;0;0;0;0;0;593;1248;128486;50034;27228;0;7289;4810;30088;0;0;0;0;0;368;0;0;0;2051;816;1437;0;0;0;2450;0;1280;439;0;0;196;0;0;0;0;0
MV;13001;Greifswald;43861;29921;668;29253;9674;10450;0;692;484;7109;0;0;0;0;0;0;0;0;0;243;459;0;0;0;0;0;0;0;0;50;0;92;0;0;0;0;0;0;0;0;0;739;29182;8609;9970;0;1024;611;6871;0;0;0;0;0;52;18;0;0;800;180;157;0;0;0;572;0;0;224;0;0;27;0;67;0;0;0
MV;13002;Neubrandenburg;60198;43352;903;42449;14689;12006;0;1329;612;12851;0;207;0;0;0;0;0;0;0;0;714;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;716;42636;15480;10350;0;1253;745;12310;0;0;0;0;0;55;33;0;0;926;86;298;0;0;0;692;0;0;277;0;0;35;0;96;0;0;0
MV;13003;Rostock;167365;132361;2904;129457;47654;30964;0;3220;1914;43371;0;0;0;0;0;0;0;0;0;474;1551;0;0;0;126;0;0;0;0;183;0;0;0;0;0;0;0;0;0;0;0;2791;129570;51362;27523;0;5235;2555;36994;0;0;0;0;0;124;88;0;0;2136;343;412;0;0;0;1280;0;0;1194;0;0;99;0;225;0;0;0
MV;13004;Schwerin;84596;59978;1157;58821;23360;13406;0;1774;871;17592;0;0;0;0;0;0;0;0;0;224;722;0;0;0;0;0;0;0;0;0;0;872;0;0;0;0;0;0;0;0;0;934;59044;23157;12946;0;2317;1190;16486;0;0;0;0;0;45;29;0;0;1144;190;225;0;0;0;552;0;0;260;0;0;18;0;485;0;0;0
MV;13005;Stralsund;50054;34524;933;33591;10996;11659;0;818;440;7672;0;0;0;0;0;0;0;0;0;0;537;0;0;0;0;0;808;0;0;0;0;661;0;0;0;0;0;0;0;0;0;879;33645;10806;10761;0;1017;554;7448;0;0;0;0;0;37;18;0;0;895;81;359;0;0;0;578;0;0;617;0;0;21;0;453;0;0;0
MV;13006;Wismar;37820;27258;860;26398;12072;7516;0;618;456;5541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;535;26723;11609;6873;0;688;510;5467;0;0;0;0;0;21;15;0;0;805;60;56;0;0;0;353;0;0;150;0;0;7;0;109;0;0;0
MV;13051;Bad Doberan;86317;65332;1971;63361;25312;19741;0;1843;1148;14646;0;0;0;0;0;0;0;0;0;0;421;0;0;0;0;0;0;0;0;104;0;146;0;0;0;0;0;0;0;0;0;1391;63941;23894;18430;0;1873;1592;14565;0;0;0;0;0;91;51;0;0;1370;111;228;0;0;0;823;0;0;734;0;0;65;0;114;0;0;0
MV;13052;Demmin;75482;55851;2205;53646;17330;21356;0;853;989;11687;0;21;0;0;0;0;0;0;0;66;1158;0;0;0;6;0;0;0;0;79;0;101;0;0;0;0;0;0;0;0;0;1888;53963;16472;19898;0;946;1062;11349;0;0;0;0;0;142;18;0;0;1991;78;439;0;0;0;980;0;0;483;0;0;30;0;75;0;0;0
MV;13053;Güstrow;88778;65482;2517;62965;24862;19902;0;1467;1058;14462;0;0;0;0;0;0;0;0;0;0;821;0;0;0;0;0;0;0;0;71;0;52;0;0;0;0;0;0;0;0;270;1928;63554;23155;18331;0;1576;1627;14687;0;0;0;0;0;213;91;0;0;2001;98;309;0;0;0;881;0;0;428;0;0;41;0;116;0;0;0
MV;13054;Ludwigslust;101076;75380;2328;73052;31114;21201;0;1521;1222;15951;0;0;0;0;0;0;0;0;0;103;930;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;770;1981;73399;29555;20152;0;1936;1653;15915;0;0;0;0;0;117;43;0;0;2041;140;318;0;0;0;777;0;0;528;0;0;34;0;190;0;0;0
MV;13055;Mecklenburg-Strelitz;69063;51547;1960;49587;18666;16945;0;370;1070;11256;0;48;0;0;0;0;0;0;0;0;1209;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1589;49958;17190;15586;0;1295;1070;10970;0;0;0;0;0;84;36;0;0;1727;104;446;0;0;0;798;0;0;569;0;0;17;0;66;0;0;0
MV;13056;Müritz;55214;41827;1454;40373;17378;12360;0;821;674;8468;0;59;0;0;0;0;0;0;0;0;576;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1155;40672;15621;11536;0;1189;869;8820;0;0;0;0;0;79;22;0;0;1395;60;232;0;0;0;593;0;0;192;0;0;16;0;48;0;0;0
MV;13057;Nordvorpommern;93339;68116;2599;65517;22033;24729;0;1212;1127;14386;0;0;0;0;0;0;0;0;0;0;968;0;0;0;0;0;677;0;0;144;0;241;0;0;0;0;0;0;0;0;0;2350;65766;21197;22453;0;1321;1240;14411;0;0;0;0;0;91;52;0;0;1889;153;442;0;0;0;1254;0;0;933;0;0;49;0;281;0;0;0
MV;13058;Nordwestmecklenburg;91410;66809;2172;64637;27224;19868;0;1513;1457;14200;0;0;0;0;0;0;0;0;0;9;115;0;0;0;0;0;0;0;0;0;0;236;0;0;0;0;0;0;0;0;15;1606;65203;26063;17999;0;1809;1398;13750;0;0;0;0;0;72;44;0;0;2261;91;187;0;0;0;942;0;0;396;0;0;32;0;159;0;0;0
MV;13059;Ostvorpommern;90384;66326;2525;63801;19654;25660;0;674;1212;14551;0;0;0;0;0;0;0;0;0;146;1572;0;0;0;0;0;0;0;0;52;0;280;0;0;0;0;0;0;0;0;0;2045;64281;18191;23986;0;1181;1242;13942;0;0;0;0;0;80;30;0;0;2106;164;534;0;0;0;1225;0;0;1378;0;0;34;0;188;0;0;0
MV;13060;Parchim;84364;62668;2122;60546;23409;18932;0;1526;1442;13914;0;0;0;0;0;0;0;0;0;35;903;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;303;1736;60932;21761;17573;0;1783;1814;14151;0;0;0;0;0;114;75;0;0;1790;131;316;0;0;0;932;0;0;361;0;0;26;0;105;0;0;0
MV;13061;Rügen;59975;42109;1706;40403;11913;15147;0;858;859;9876;0;0;0;0;0;0;0;0;0;0;484;0;0;0;0;0;827;0;0;0;0;439;0;0;0;0;0;0;0;0;0;1518;40591;11782;13624;0;908;1052;9504;0;0;0;0;0;99;44;0;0;1649;91;248;0;0;0;800;0;0;528;0;0;19;0;243;0;0;0
MV;13062;Uecker-Randow;68365;49828;2296;47532;15953;17950;0;0;1046;11225;0;0;0;0;0;0;0;0;0;0;1358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1759;48069;14614;16822;0;833;901;10530;0;0;0;0;0;76;26;0;0;1514;98;636;0;0;0;946;0;0;990;0;0;25;0;58;0;0;0
MV;13999;Briefwahlergebnis Mecklenburg-Vorpommern;0;78848;989;77859;25722;26091;0;2860;1858;19604;0;45;0;0;0;0;0;0;0;120;799;0;0;0;9;0;106;0;0;78;0;460;0;0;0;0;0;0;0;0;107;701;78147;24228;24126;0;3948;2615;19294;0;0;0;0;0;148;99;0;0;1263;282;330;0;0;0;1047;0;0;411;0;0;79;0;277;0;0;0
SN;14161;Chemnitz, Stadt;208546;171263;2622;168641;56224;52179;0;10302;5276;36458;0;0;0;0;0;0;0;0;0;858;6565;0;0;0;0;0;0;0;0;0;226;0;553;0;0;0;0;0;0;0;0;2275;168988;51070;46102;0;8425;6111;41727;0;0;0;0;184;369;570;0;0;3251;811;3959;0;0;0;4171;0;0;1312;0;0;199;727;0;0;0;0
SN;14166;Plauen, Stadt;54550;44589;780;43809;17577;12992;0;1498;1637;7362;0;0;0;0;0;0;0;0;0;0;1468;0;0;0;0;0;1036;0;0;0;239;0;0;0;0;0;0;0;0;0;0;702;43887;14021;12290;0;2136;1916;8701;0;0;0;0;20;87;150;0;0;1074;108;1247;0;0;0;1149;0;0;747;0;0;40;201;0;0;0;0
SN;14167;Zwickau, Stadt;82112;65755;1100;64655;21336;20419;0;2697;1425;15573;0;0;0;0;358;836;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;419;0;0;0;0;0;0;0;0;0;0;973;64782;20546;18409;0;2484;2000;14991;0;0;0;0;142;312;179;0;0;2472;208;607;0;0;0;1331;0;0;626;0;0;61;414;0;0;0;0
SN;14171;Annaberg;73035;64000;1488;62512;17852;28183;0;2334;2241;8191;0;0;0;0;0;1408;0;0;0;0;2303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1238;62762;16066;24783;0;1992;2324;10172;0;0;0;0;39;538;174;0;0;1563;190;1673;0;0;0;2162;0;0;489;0;0;65;532;0;0;0;0
SN;14173;Chemnitzer Land;126202;107772;2054;105718;39555;38617;0;938;3322;17732;0;0;0;0;0;1314;0;0;0;0;3558;0;0;0;0;0;0;0;0;0;356;0;326;0;0;0;0;0;0;0;0;1767;106005;34224;32695;0;4601;4256;19762;0;0;0;0;80;574;240;0;0;2384;394;2010;0;0;0;3006;0;0;820;0;0;95;864;0;0;0;0
SN;14177;Freiberg;123494;103555;2467;101088;26521;39814;0;3923;3667;19113;0;0;0;0;0;7362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;688;1863;101692;26538;34275;0;3833;4094;19128;0;0;0;0;121;3161;324;0;0;3230;289;2528;0;0;0;2244;0;0;1297;0;0;210;420;0;0;0;0
SN;14178;Vogtlandkreis;174139;140042;2736;137306;50076;49130;0;3820;4559;21336;0;0;0;0;0;0;0;0;0;0;4446;0;0;0;0;0;2285;0;0;0;1654;0;0;0;0;0;0;0;0;0;0;2391;137651;43734;44797;0;4820;6082;23622;0;0;0;0;74;321;313;0;0;2590;298;3879;0;0;0;3971;0;0;1507;0;0;120;1523;0;0;0;0
SN;14181;Mittlerer Erzgebirgskreis;76930;62938;1918;61020;18472;24459;0;2098;2033;9302;0;0;0;0;0;3788;0;0;0;0;749;0;0;0;0;0;0;0;0;0;19;0;12;0;0;0;0;0;0;0;88;1580;61358;16780;22297;0;1991;2331;10018;0;0;0;0;39;1575;141;0;0;1707;146;1713;0;0;0;1674;0;0;430;0;0;45;471;0;0;0;0
SN;14182;Mittweida;117150;95609;1959;93650;33472;33744;0;642;4200;15594;0;0;0;0;0;1554;0;0;0;0;4054;0;0;0;0;0;0;0;0;0;163;0;216;0;9;0;0;0;0;0;2;1757;93852;29086;30263;0;2936;3806;17170;0;0;0;0;80;697;212;0;0;2458;330;2717;0;0;0;2869;0;0;721;0;0;87;420;0;0;0;0
SN;14188;Stollberg;77128;64168;1292;62876;23518;22184;0;1690;1577;10833;0;0;0;0;0;859;0;0;0;0;1908;0;0;0;0;0;150;0;0;0;105;0;52;0;0;0;0;0;0;0;0;1019;63149;19440;21289;0;2005;2126;11619;0;0;0;0;56;362;146;0;0;1425;169;1248;0;0;0;1863;0;0;922;0;0;58;421;0;0;0;0
SN;14191;Aue-Schwarzenberg;117575;98210;2170;96040;30559;36214;0;2966;2535;17968;0;0;0;0;0;0;0;0;0;0;2728;0;0;0;0;0;1821;0;0;0;1249;0;0;0;0;0;0;0;0;0;0;1897;96313;27077;33067;0;2941;3156;18706;0;0;0;0;60;242;201;0;0;3303;248;1771;0;0;0;3325;0;0;970;0;0;98;1148;0;0;0;0
SN;14193;Zwickauer Land;116885;97062;1691;95371;31597;34963;0;3047;2604;18162;0;0;0;0;547;1388;0;0;0;0;29;0;0;0;0;0;2200;0;0;0;834;0;0;0;0;0;0;0;0;0;0;1515;95547;28525;31529;0;3194;3551;18709;0;0;0;0;207;567;198;0;0;3141;227;1286;0;0;0;2443;0;0;930;0;0;79;961;0;0;0;0
SN;14262;Dresden, Stadt;363976;299836;4402;295434;78228;111524;0;18366;8298;66331;0;0;0;0;2808;0;0;0;0;0;8685;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;1159;3572;296264;72818;98990;0;22925;10763;65445;0;0;0;0;851;1242;1273;0;0;6133;1907;4179;0;0;0;6507;0;0;2353;0;0;401;477;0;0;0;0
SN;14263;Görlitz, Stadt;49931;38382;719;37663;12995;14854;0;1262;1028;7145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;521;37861;11245;13278;0;1597;944;7106;0;0;0;0;27;86;124;0;0;967;156;543;0;0;0;1220;0;0;454;0;0;43;71;0;0;0;0
SN;14264;Hoyerswerda, Stadt;44323;41595;766;40829;14867;11869;0;1034;1471;10990;0;0;0;0;0;0;0;0;0;598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561;41034;13464;10421;0;1134;1216;11454;0;0;0;0;30;65;110;0;0;952;216;590;0;0;0;1054;0;0;249;0;0;47;32;0;0;0;0
SN;14272;Bautzen;127253;105646;2447;103199;28249;45229;0;3322;4291;17616;0;0;0;0;0;3652;0;0;0;3;0;0;0;0;0;0;837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;103801;24155;41264;0;3530;3759;18618;0;0;0;0;82;766;366;0;0;4554;381;1502;0;0;0;3095;0;0;1299;0;0;124;306;0;0;0;0
SN;14280;Meißen;126199;102505;1828;100677;27608;42342;0;4485;3333;17483;0;0;0;0;0;0;0;0;0;0;2553;0;0;0;0;0;1564;0;0;0;0;0;0;0;1309;0;0;0;0;0;0;1562;100943;24831;38033;0;5269;4277;18176;0;0;0;0;134;405;360;0;0;2520;510;1947;0;0;0;2680;0;0;1501;0;0;114;186;0;0;0;0
SN;14284;Niederschles. Oberlausitzkreis;86587;66957;1799;65158;19552;26533;0;1848;2376;13866;0;0;0;0;0;7;0;0;0;592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384;1312;65645;16944;22752;0;1989;1943;13505;0;0;0;0;57;153;244;0;0;2577;309;1602;0;0;0;2131;0;0;1164;0;0;88;187;0;0;0;0
SN;14285;Riesa-Großenhain;99355;80758;1722;79036;22910;29484;0;2784;2116;17171;0;0;0;0;0;0;0;0;0;0;1754;0;0;0;0;0;1958;0;0;0;0;0;0;0;859;0;0;0;0;0;0;1540;79218;22131;26797;0;2831;2589;16530;0;0;0;0;86;248;282;0;0;2006;275;1493;0;0;0;2157;0;0;1580;0;0;94;119;0;0;0;0
SN;14286;Löbau-Zittau;127539;103979;2605;101374;29578;43966;0;3183;4322;16962;0;0;0;0;0;2627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736;1945;102034;23970;39380;0;3495;3492;17854;0;0;0;0;100;615;429;0;0;4059;585;1440;0;0;0;4016;0;0;2148;0;0;130;321;0;0;0;0
SN;14287;Sächsische Schweiz;129876;107644;2321;105323;23194;45911;0;3250;3919;24713;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;4078;0;0;0;0;0;0;0;76;0;0;0;0;0;0;1688;105956;24417;42326;0;4163;3624;19636;0;0;0;0;88;458;358;0;0;2861;410;1372;0;0;0;2878;0;0;3112;0;0;102;151;0;0;0;0
SN;14290;Weißeritzkreis;98725;82411;1689;80722;20552;37086;0;2784;2704;13257;0;0;0;0;0;0;0;0;0;0;3398;0;0;0;0;0;0;0;0;0;0;0;0;0;941;0;0;0;0;0;0;1423;80988;18666;32799;0;3066;2825;13887;0;0;0;0;85;430;296;0;0;3014;308;2343;0;0;0;2097;0;0;903;0;0;99;170;0;0;0;0
