Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;MLPD;DIE PARTEI;CM;DSU;HP;HUMANWIRTSCHAFTSPARTEI;STATT Partei;UNABHÄNGIGE;Übrige;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;50plus;MLPD;Die Partei;PSG;Pro DM
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BY;09776;Lindau (Bodensee);57087;44777;588;44189;10628;0;25252;4165;2242;1414;0;0;488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;44338;10521;0;21460;4246;4935;1532;0;262;335;0;178;153;115;387;30;160;0;0;0;0;0;24;0;0;0
BY;09777;Ostallgäu;100813;80250;1598;78652;14135;0;48580;5434;5856;2030;0;0;1279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;274;839;79411;14010;0;45864;5398;8403;2000;0;603;923;0;214;196;185;579;37;975;0;0;0;0;0;24;0;0;0
BY;09778;Unterallgäu;102593;80792;2082;78710;12820;0;51485;4621;4999;2098;0;0;1836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;742;109;1236;79556;12805;0;48041;4588;7744;2113;0;803;1352;0;227;397;226;690;87;440;0;0;0;0;0;43;0;0;0
BY;09779;Donau-Ries;98600;78212;1425;76787;18557;0;46654;4877;3462;1788;0;0;1449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;896;77316;18394;0;44030;4014;5641;1962;0;729;985;0;204;166;240;525;49;332;0;0;0;0;0;45;0;0;0
BY;09780;Oberallgäu;113629;91416;1184;90232;15711;0;59186;7491;4603;2116;0;0;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;889;90527;16316;0;51748;6876;9622;2249;0;933;707;0;297;241;238;806;43;427;0;0;0;0;0;24;0;0;0
SL;10041;Stadtverband Saarbrücken;260245;201294;4427;196867;68128;59655;0;6600;6508;48292;0;0;3233;0;0;0;0;4195;0;0;0;0;0;0;223;0;0;0;0;0;0;0;33;4334;196960;64545;53068;0;14399;15206;40711;0;0;3621;0;1622;0;0;3520;0;0;0;0;0;0;0;268;0;0;0
SL;10042;Merzig-Wadern;83353;66867;2010;64857;25561;24680;0;2205;2218;7795;0;0;1014;0;0;0;0;1384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1917;64950;21411;22108;0;3512;4991;10265;0;0;1039;0;381;0;0;1189;0;0;0;0;0;0;0;54;0;0;0
SL;10043;Neunkirchen;114678;90452;2587;87865;37191;26837;0;2228;2803;14610;0;0;1699;0;0;0;0;2447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;2411;88041;32461;24369;0;4314;5534;17071;0;0;1708;0;640;0;0;1880;0;0;0;0;0;0;0;64;0;0;0
SL;10044;Saarlouis;162766;130215;3541;126674;50464;44167;0;3336;5520;18385;0;0;2178;0;0;0;0;2624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3407;126808;41538;39559;0;6572;9882;23853;0;0;2250;0;769;0;0;2224;0;0;0;0;0;0;0;161;0;0;0
SL;10045;Saarpfalz-Kreis;120928;97420;2583;94837;36752;33373;0;2894;3398;12773;0;0;1827;0;0;0;0;3677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;2489;94931;30871;29256;0;5906;7817;15649;0;0;1887;0;600;0;0;2853;0;0;0;0;0;0;0;92;0;0;0
SL;10046;St. Wendel;76508;63841;2192;61649;22343;25777;0;1713;1581;7654;0;0;969;0;0;0;0;1612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;61828;20375;22707;0;2786;3758;9540;0;0;954;0;325;0;0;1336;0;0;0;0;0;0;0;47;0;0;0
BE;11000;Berlin, Stadt;2438902;1887397;36129;1851268;681591;483014;0;229849;70471;321714;0;4362;33508;0;0;0;1327;0;10320;0;0;0;0;1992;296;3838;0;0;754;0;0;2844;5388;30761;1856636;637674;408715;0;254546;152157;303630;0;9947;29070;0;35119;0;8620;0;3494;0;0;0;0;2914;0;1254;7873;1623;0
BB;12051;Brandenburg an der Havel, Stadt;63725;43575;986;42589;18316;8818;0;1323;1642;11337;0;0;1153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;880;42695;16946;8020;0;1903;2234;11700;0;0;1112;0;446;0;0;0;0;0;0;0;0;0;210;124;0;0;0
BB;12052;Cottbus, Stadt;87624;63049;781;62268;25132;11680;0;2122;3489;17032;0;0;1644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1169;592;62457;24529;10919;0;3287;3942;17113;0;0;1621;0;537;0;0;0;0;0;0;0;0;0;331;178;0;0;0
BB;12053;Frankfurt (Oder), Stadt;52865;38472;713;37759;12811;7051;0;1180;1379;14182;0;0;949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;655;37817;13806;6551;0;1792;2016;11874;0;0;922;0;441;0;0;0;0;0;0;0;0;0;302;113;0;0;0
BB;12054;Potsdam, Stadt;119241;93969;1367;92602;37650;15846;0;4715;2703;28760;0;0;1470;0;0;0;0;1458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1252;92717;35518;14216;0;8884;5831;25243;0;0;1480;0;818;0;0;0;0;0;0;0;0;0;536;191;0;0;0
BB;12060;Barnim;147549;111039;1972;109067;40366;22003;0;3003;3838;35039;116;0;3381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1321;1839;109200;38498;20053;0;5702;6854;32459;0;0;3395;0;1270;0;0;0;0;0;0;0;0;0;775;194;0;0;0
BB;12061;Dahme-Spreewald;134371;103929;2127;101802;42625;24461;0;3079;4217;24025;0;0;3395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1814;102115;36986;22097;0;5030;7031;25951;0;0;3278;0;902;0;0;0;0;0;0;0;0;0;647;193;0;0;0
BB;12062;Elbe-Elster;103994;78643;1693;76950;26351;20856;0;1992;4872;19010;0;0;3869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1605;77038;24124;19460;0;2420;5737;20306;0;0;3668;0;558;0;0;0;0;0;0;0;0;0;567;198;0;0;0
BB;12063;Havelland;125835;94726;1819;92907;37324;25327;0;700;3837;21643;0;0;2689;0;0;0;0;1387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1695;93031;32788;20895;0;5542;7556;21710;0;0;2713;0;1038;0;0;0;0;0;0;0;0;0;612;177;0;0;0
BB;12064;Märkisch-Oderland;160013;120445;2191;118254;42378;24439;0;2918;4807;38536;328;0;3993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;2076;118369;41337;22202;0;5219;7753;35558;0;0;4044;0;1230;0;0;0;0;0;0;0;0;0;777;249;0;0;0
BB;12065;Oberhavel;164628;125686;2318;123368;51527;30688;0;0;5275;28941;0;0;4204;0;0;0;0;2733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;123675;45105;26257;0;7675;9387;28474;0;0;4223;0;1369;0;0;0;0;0;0;0;0;0;963;222;0;0;0
BB;12066;Oberspreewald-Lausitz;112038;82249;1702;80547;29559;19593;0;1941;3774;21503;0;0;4177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1534;80715;26771;17882;0;2709;5405;22679;0;0;3854;0;573;0;0;0;0;0;0;0;0;0;623;219;0;0;0
BB;12067;Oder-Spree;159230;120554;2244;118310;42524;24892;0;3152;4877;37713;0;0;4730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422;2112;118442;41395;23075;0;5286;7901;33593;0;0;4680;0;1245;0;0;0;0;0;0;0;0;0;880;387;0;0;0
BB;12068;Ostprignitz-Ruppin;90590;63583;1204;62379;23383;13646;0;5386;2674;15572;0;0;1718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1201;62382;23217;12972;0;3308;3930;16426;0;0;1708;0;398;0;0;0;0;0;0;0;0;0;313;110;0;0;0
BB;12069;Potsdam-Mittelmark;166077;130192;2270;127922;52575;32572;0;5072;5448;28290;0;0;3107;0;0;0;0;858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2146;128046;46874;28184;0;8850;10790;28023;0;0;3106;0;1210;0;0;0;0;0;0;0;0;0;757;252;0;0;0
BB;12070;Prignitz;75316;55357;958;54399;21527;13695;0;1249;2441;13902;0;0;1585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;887;54470;19657;12694;0;1913;3412;14645;0;0;1484;0;327;0;0;0;0;0;0;0;0;0;241;97;0;0;0
BB;12071;Spree-Neiße;115599;86032;1872;84160;29978;20467;0;1989;4639;22845;0;0;3472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;770;1739;84293;28170;18315;0;3015;6251;23297;0;0;3428;0;991;0;0;0;0;0;0;0;0;0;600;226;0;0;0
BB;12072;Teltow-Fläming;133880;100863;2151;98712;42563;22984;0;2898;4159;22495;0;0;2850;0;0;0;0;763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1912;98951;36842;20801;0;5040;7495;24060;0;0;2749;0;1045;0;0;0;0;0;0;0;0;0;701;218;0;0;0
BB;12073;Uckermark;115777;82620;1645;80975;31455;19736;0;1843;2652;22286;0;0;3003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1419;81201;29126;17807;0;2678;4211;23248;0;0;2815;0;449;0;0;0;0;0;0;0;0;0;701;166;0;0;0
MV;13001;Greifswald;43292;30277;570;29707;9241;9610;0;1503;1741;6801;0;0;811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522;29755;8559;9037;0;1835;2145;6989;0;0;709;0;283;75;0;0;0;0;0;0;0;0;0;123;0;0;0
MV;13002;Neubrandenburg;57475;41739;790;40949;13952;10471;0;1172;1571;12600;0;0;1183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;41013;13735;9781;0;1548;2306;12036;0;0;1097;0;257;119;0;0;0;0;0;0;0;0;0;134;0;0;0
MV;13003;Rostock;165436;118417;2132;116285;44633;28168;0;11915;4311;26257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;0;0;0;0;0;0;0;0;1628;116789;46571;25110;0;6759;6109;28220;0;0;2230;0;1046;251;0;0;0;0;0;0;0;0;0;493;0;0;0
MV;13004;Schwerin;78805;56568;1041;55527;23803;13080;0;1984;2152;12881;0;0;1306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;888;55680;21457;12611;0;3404;3210;12949;0;0;1260;0;483;124;0;0;0;0;0;0;0;0;0;182;0;0;0
MV;13005;Stralsund;49381;34746;714;34032;9148;13171;0;652;890;7726;0;0;1304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1141;749;33997;9434;10788;0;1327;2565;7926;0;0;1391;0;282;109;0;0;0;0;0;0;0;0;0;175;0;0;0
MV;13006;Wismar;36674;25648;480;25168;11202;5449;0;772;1940;5018;0;0;787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456;25192;10544;5766;0;1274;1486;5116;0;0;709;0;167;47;0;0;0;0;0;0;0;0;0;83;0;0;0
MV;13051;Bad Doberan;98942;74340;1375;72965;25805;23377;0;2726;3236;15579;0;0;1598;0;0;151;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;315;1143;73197;24939;21940;0;2975;4639;15794;0;0;2080;0;446;184;0;0;0;0;0;0;0;0;0;200;0;0;0
MV;13052;Demmin;72691;50311;1184;49127;11578;18842;0;934;2277;13478;0;0;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1154;49157;11721;18165;0;1226;3066;12464;0;0;1983;0;269;152;0;0;0;0;0;0;0;0;0;111;0;0;0
MV;13053;Güstrow;88095;61426;1401;60025;19212;19847;0;1421;2225;14124;0;0;2244;0;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528;1311;60115;17930;18893;0;2183;3718;14405;0;0;2176;0;326;351;0;0;0;0;0;0;0;0;0;133;0;0;0
MV;13054;Ludwigslust;106287;78174;1555;76619;30377;22280;0;1482;3006;15286;0;0;3203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;985;1444;76730;27867;21453;0;2698;4571;16029;0;0;3171;0;483;282;0;0;0;0;0;0;0;0;0;176;0;0;0
MV;13055;Mecklenburg-Strelitz;70195;51128;1061;50067;15327;16027;0;1463;2861;12280;0;0;2109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016;50112;14845;15215;0;1686;3100;12634;0;0;2069;0;330;138;0;0;0;0;0;0;0;0;0;95;0;0;0
MV;13056;Müritz;56667;40111;922;39189;12809;12314;0;1107;1704;9442;0;0;1419;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;850;39261;12118;11771;0;1555;2440;9460;0;0;1353;0;222;185;0;0;0;0;0;0;0;0;0;157;0;0;0
MV;13057;Nordvorpommern;94201;66128;1494;64634;16860;26889;0;1121;1963;15217;0;0;2165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;1487;64641;16863;23041;0;1836;4414;15423;0;0;2276;0;451;166;0;0;0;0;0;0;0;0;0;171;0;0;0
MV;13058;Nordwestmecklenburg;97711;69527;1253;68274;25868;20196;0;1955;3338;14669;0;0;2248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1199;68328;24213;19526;0;2955;4109;14729;0;0;2132;0;344;165;0;0;0;0;0;0;0;0;0;155;0;0;0
MV;13059;Ostvorpommern;92627;65040;1357;63683;15489;24548;0;1418;3928;14264;0;0;4036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1303;63737;15139;23673;0;1657;4291;14410;0;0;3767;0;443;190;0;0;0;0;0;0;0;0;0;167;0;0;0
MV;13060;Parchim;85402;61383;1256;60127;20928;19011;0;1595;2721;13822;0;0;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1114;60269;19344;17905;0;2217;4015;14061;0;0;1988;0;382;191;0;0;0;0;0;0;0;0;0;166;0;0;0
MV;13061;Rügen;60107;40482;848;39634;9020;17071;0;961;1225;9907;0;0;1318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;923;39559;9181;13954;0;1241;3372;9945;0;0;1366;0;283;109;0;0;0;0;0;0;0;0;0;108;0;0;0
MV;13062;Uecker-Randow;64802;45442;1273;44169;10878;15818;0;723;1751;11854;0;0;3145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1255;44187;10370;14687;0;1003;2493;12112;0;0;2990;0;269;143;0;0;0;0;0;0;0;0;0;120;0;0;0
SN;14161;Chemnitz, Stadt;207889;158095;2439;155656;44240;43711;0;5882;10781;41369;0;3093;4582;0;0;0;0;0;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2238;155857;41587;37904;0;8574;15284;41092;0;2641;5018;0;0;858;0;0;1063;0;0;0;1361;0;0;224;0;251;0
SN;14166;Plauen, Stadt;58265;43497;759;42738;11447;13570;0;1471;2888;10946;0;0;2020;0;0;396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749;42748;11922;11125;0;1922;4406;10286;0;240;1979;0;0;278;0;0;112;0;0;0;308;0;0;68;0;102;0
SN;14167;Zwickau, Stadt;84047;61127;1126;60001;16253;18735;0;1678;3201;16808;0;478;1830;0;0;470;0;0;548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1089;60038;16562;15874;0;2266;5353;16339;0;480;1891;0;0;471;0;0;312;0;0;0;309;0;0;82;0;99;0
SN;14171;Annaberg;70633;54218;1148;53070;9229;23993;0;1023;3052;10495;0;0;3578;0;0;1138;0;0;562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1198;53020;10177;19115;0;1353;5356;11253;0;240;3484;0;0;1089;0;0;347;0;0;0;383;0;0;54;0;169;0
SN;14173;Chemnitzer Land;114099;86518;1757;84761;22259;30960;0;2031;5261;19574;0;536;4140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1521;84997;21601;25838;0;3175;8264;19777;0;501;3903;0;0;756;0;0;223;0;0;0;682;0;0;102;0;175;0
SN;14177;Freiberg;121188;93810;1776;92034;18908;36647;0;2231;8795;18037;0;0;5352;0;0;0;0;0;612;0;0;0;0;0;0;0;0;0;0;523;0;929;0;1726;92084;19388;31109;0;3200;10380;19837;0;407;5287;0;0;483;0;0;578;0;0;0;1028;0;0;104;0;283;0
SN;14178;Vogtlandkreis;163465;122806;2139;120667;29753;45418;0;4213;7797;25516;0;0;5788;0;0;2182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2084;120722;29178;37970;0;4300;12382;27307;0;742;5578;0;0;1823;0;0;237;0;0;0;791;0;0;151;0;263;0
SN;14181;Mittlerer Erzgebirgskreis;75738;58882;1422;57460;9712;20867;0;1063;10831;10279;0;0;3772;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;116;0;585;0;1361;57521;10811;19464;0;1603;7787;11989;0;280;3781;0;0;869;0;0;228;0;0;0;467;0;0;78;0;164;0
SN;14182;Mittweida;110519;85012;1736;83276;19320;32576;0;1863;5698;17840;0;0;4944;0;0;0;0;0;1035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1677;83335;19056;26711;0;2658;8595;19222;0;482;4664;0;0;518;0;0;558;0;0;0;532;0;0;86;0;253;0
SN;14188;Stollberg;75924;59145;1192;57953;13418;22612;0;1263;3084;13417;0;1201;2958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;58081;13273;18998;0;1827;5432;13335;0;946;2886;0;0;588;0;0;139;0;0;0;485;0;0;63;0;109;0
SN;14191;Aue-Schwarzenberg;111815;85268;1612;83656;17969;29918;0;1713;5563;20016;0;0;5419;0;0;2155;0;0;903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1584;83684;18342;26392;0;2227;7554;20592;0;410;5162;0;0;1794;0;0;490;0;0;0;456;0;0;90;0;175;0
SN;14193;Zwickauer Land;109173;83462;1622;81840;19475;30329;0;1798;4696;20192;0;592;2919;0;0;1093;0;0;746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1607;81855;19774;25763;0;2573;7833;19898;0;583;3161;0;0;1139;0;0;432;0;0;0;465;0;0;90;0;144;0
SN;14262;Dresden, Stadt;398043;296384;3935;292449;85230;103671;0;17671;17377;55883;0;0;9169;0;0;0;0;0;2418;0;0;0;0;0;524;0;0;506;0;0;0;0;0;3819;292565;77661;76477;0;25037;40631;57593;0;525;9073;0;0;904;0;0;1592;0;0;0;2065;0;0;505;0;502;0
SN;14263;Görlitz, Stadt;47700;34197;711;33486;7447;12263;0;1738;2186;7479;0;0;1797;0;0;0;0;0;576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647;33550;8459;10130;0;1466;2929;7915;0;98;1643;0;0;103;0;0;309;0;0;0;389;0;0;39;0;70;0
SN;14264;Hoyerswerda, Stadt;36718;26655;484;26171;8024;6048;0;507;1860;8118;0;0;1316;0;0;0;0;0;298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;26166;7622;5614;0;808;1909;8204;0;86;1272;0;0;60;0;0;169;0;0;0;211;0;0;125;0;86;0
SN;14272;Bautzen;126442;96886;2378;94508;16898;38198;0;2940;8863;20915;0;0;6694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2119;94767;17970;33524;0;3173;9845;21314;0;451;5976;0;0;608;0;0;316;0;0;0;1117;0;0;155;0;318;0
SN;14280;Meißen;125339;97353;1722;95631;20374;37530;0;4332;7325;18581;0;0;5613;0;0;0;0;0;1359;0;0;0;0;0;120;0;0;397;0;0;0;0;0;1763;95590;20578;32073;0;5068;10843;19283;0;240;5348;0;0;304;0;0;757;0;0;0;706;0;0;161;0;229;0
SN;14284;Niederschles. Oberlausitzkreis;81276;60977;1380;59597;12010;20811;0;1695;4005;16463;0;0;4180;0;0;0;0;0;433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1354;59623;13144;18010;0;1914;5266;15614;0;227;3862;0;0;342;0;0;315;0;0;0;669;0;0;79;0;181;0
SN;14285;Riesa-Großenhain;96632;72997;1679;71318;16545;25310;0;2337;4304;16276;0;0;5586;0;0;0;0;0;831;0;0;0;0;0;0;0;0;0;0;0;0;0;129;1645;71352;16224;21319;0;2462;6973;17069;0;234;5409;0;0;228;0;0;471;0;0;0;673;0;0;105;0;185;0
SN;14286;Löbau-Zittau;121062;90422;2173;88249;15187;34856;0;3504;5929;20896;0;0;6171;0;0;0;0;0;1706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2028;88394;16485;30020;0;3324;8480;21052;0;351;5433;0;0;597;0;0;938;0;0;0;1276;0;0;131;0;307;0
SN;14287;Sächsische Schweiz;117949;90666;1782;88884;16809;35560;0;2741;6092;18398;0;0;8062;0;0;0;0;0;1222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1723;88943;17586;30467;0;3649;9344;18090;0;198;7184;0;0;274;0;0;750;0;0;0;1028;0;0;120;0;253;0
SN;14290;Weißeritzkreis;101820;79809;1565;78244;16363;32866;0;3057;5950;14253;0;0;4904;0;0;0;0;0;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1517;78292;16028;28287;0;3297;8840;14975;0;389;4647;0;0;285;0;0;505;0;0;0;720;0;0;110;0;209;0
SN;14292;Kamenz;125206;97777;1959;95818;22021;35500;0;2919;7174;21098;0;0;5931;0;0;0;0;0;1175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1843;95934;20512;30793;0;3426;10223;22258;0;428;5815;0;0;507;0;0;614;0;0;0;890;0;0;161;0;307;0
SN;14365;Leipzig, Stadt;399808;298178;4129;294049;100446;80573;0;16445;14641;68100;0;0;7796;0;0;0;0;0;2015;0;0;0;0;1026;0;0;0;752;0;0;0;0;2255;3849;294329;94965;72100;0;24471;23113;66267;0;659;7539;0;0;710;0;0;1484;0;0;0;1859;0;0;410;0;752;0
SN;14374;Delitzsch;102452;76202;1448;74754;20965;26757;0;1615;4024;17555;0;0;2917;0;0;0;0;0;574;0;0;0;0;0;0;0;0;0;0;0;0;0;347;1459;74743;19742;22843;0;2697;6832;18285;0;276;2850;0;0;129;0;0;344;0;0;0;482;0;0;96;0;167;0
SN;14375;Döbeln;61737;46124;982;45142;9849;17121;0;1029;2944;11205;0;0;2549;0;0;0;0;0;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;969;45155;10190;14599;0;1372;4517;11035;0;188;2483;0;0;96;0;0;201;0;0;0;284;0;0;58;0;132;0
SN;14379;Leipziger Land;124696;94759;1706;93053;28615;32076;0;2084;5082;20149;0;0;3677;0;0;0;0;0;716;0;0;0;0;0;0;0;0;0;0;0;0;0;654;1683;93076;25503;28378;0;3747;8363;21413;0;316;3587;0;0;259;0;0;468;0;0;0;691;0;0;109;0;242;0
SN;14383;Muldentalkreis;110595;83963;1517;82446;23347;29102;0;1941;4628;17701;0;0;4289;0;0;0;0;0;650;0;0;0;0;0;0;0;0;0;0;0;0;0;788;1477;82486;21031;25802;0;3368;7797;18400;0;245;4094;0;0;335;0;0;393;0;0;0;636;0;0;108;0;277;0
SN;14389;Torgau-Oschatz;81127;60343;1207;59136;14596;22728;0;1343;2858;13167;0;0;3765;0;0;0;0;0;509;0;0;0;0;0;0;0;0;0;0;0;0;0;170;1186;59157;14436;18617;0;1893;5092;14130;0;249;3692;0;0;142;0;0;296;0;0;0;387;0;0;78;0;145;0
ST;15101;Dessau, Stadt;67404;48790;855;47935;17417;12420;0;1885;2472;12063;164;0;939;0;0;0;0;0;0;0;0;0;0;0;317;0;0;0;0;0;0;0;258;808;47982;16088;10439;0;2760;4321;12757;114;155;901;0;0;0;0;0;0;0;0;0;0;0;0;255;0;0;192
ST;15151;Anhalt-Zerbst;58848;41875;847;41028;14112;11800;0;1807;2040;9644;447;0;1178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;41155;12942;10855;0;1714;3304;10621;283;172;994;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;161
ST;15153;Bernburg;56042;38899;869;38030;14103;10419;0;762;2147;9045;61;0;1037;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;285;836;38063;12143;9335;0;1244;3607;10257;62;150;942;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;158
ST;15154;Bitterfeld;85068;60499;1406;59093;22320;16650;0;1110;3038;12855;200;0;1931;0;0;0;0;0;0;0;0;0;0;0;508;0;0;0;0;0;0;0;481;1354;59145;19205;14954;0;1846;5331;15035;173;217;1728;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;256
ST;15159;Köthen;55302;39119;1028;38091;12746;10449;0;636;1831;10129;101;0;1104;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;896;991;38128;11783;9077;0;1174;3482;10879;73;261;1036;0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;177
ST;15171;Wittenberg;104038;75538;1501;74037;23560;25764;0;1484;2992;16469;982;0;1950;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;0;486;1481;74057;22790;20881;0;2652;6339;18058;491;280;1924;0;0;0;0;0;0;0;0;0;0;0;0;338;0;0;304
ST;15202;Halle (Saale), Stadt;196249;139806;2660;137146;49308;33968;0;4822;6784;37607;0;0;2376;0;0;0;0;0;0;0;0;0;0;0;1049;0;0;0;0;0;0;0;1232;2505;137301;46132;27974;0;9902;12328;36746;144;304;2295;0;0;0;0;0;0;0;0;0;0;0;0;848;0;0;628
ST;15256;Burgenlandkreis;114432;80054;2290;77764;23311;23084;0;1690;4915;20203;0;0;4286;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2391;77663;22233;20576;0;2659;7072;20378;87;290;3848;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;328
