Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;MLPD;DIE PARTEI;CM;DSU;HP;HUMANWIRTSCHAFTSPARTEI;STATT Partei;UNABHÄNGIGE;Übrige;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;50plus;MLPD;Die Partei;PSG;Pro DM
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
RP;07111;Koblenz, Stadt;81754;61589;627;60962;23775;27138;0;3738;2944;2740;0;0;627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;61190;20963;22961;0;5471;7269;3150;0;218;577;0;0;134;0;405;0;0;0;0;0;0;0;42;0;0;0
RP;07131;Ahrweiler;99987;80473;1660;78813;25060;41324;0;3697;5143;2876;0;0;713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1237;79236;22186;36145;0;5217;10392;3545;0;281;627;0;0;143;0;651;0;0;0;0;0;0;0;49;0;0;0
RP;07132;Altenkirchen (Westerwald);103519;80073;1333;78740;34961;34029;0;1701;3064;3154;0;0;909;0;0;922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1373;78700;27960;31007;0;4431;8321;4211;0;386;824;0;0;832;0;673;0;0;0;0;0;0;0;55;0;0;0
RP;07133;Bad Kreuznach;121658;95213;2117;93096;38882;40367;0;4182;4248;3677;0;0;1462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;1868;93345;35862;31965;0;6687;10903;4819;0;476;1362;0;0;305;0;923;0;0;0;0;0;0;0;43;0;0;0
RP;07134;Birkenfeld;70206;52520;1405;51115;21285;21640;0;1421;2283;3057;0;0;870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;1271;51249;19869;16664;0;2739;6204;3844;0;401;788;0;0;146;0;557;0;0;0;0;0;0;0;37;0;0;0
RP;07135;Cochem-Zell;52623;42289;1346;40943;10981;23853;0;1284;2754;1613;0;0;458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1026;41263;10960;20357;0;1674;5450;1728;0;177;394;0;0;120;0;385;0;0;0;0;0;0;0;18;0;0;0
RP;07137;Mayen-Koblenz;165788;129488;3009;126479;49716;60037;0;4265;6134;4911;0;0;1416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2358;127130;44351;51355;0;7232;15101;5744;0;497;1182;0;0;436;0;1180;0;0;0;0;0;0;0;52;0;0;0
RP;07138;Neuwied;139174;110237;2032;108205;47792;47279;0;2623;4428;4122;0;0;1133;0;0;828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2057;108180;38868;41196;0;7061;12545;5303;0;400;1018;0;0;700;0;1016;0;0;0;0;0;0;0;73;0;0;0
RP;07140;Rhein-Hunsrück-Kreis;82168;65227;1855;63372;22695;29577;0;2582;5111;2674;0;0;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1554;63673;20888;25009;0;4184;8708;3025;0;302;622;0;0;354;0;557;0;0;0;0;0;0;0;24;0;0;0
RP;07141;Rhein-Lahn-Kreis;99899;78267;1888;76379;32777;31044;0;4320;3524;3340;0;0;1081;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1725;76542;29601;25846;0;5717;8954;3930;0;488;897;0;0;295;0;772;0;0;0;0;0;0;0;42;0;0;0
RP;07143;Westerwaldkreis;154862;122398;2611;119787;43720;58634;0;4093;5337;5130;0;0;1785;0;0;1088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2333;120065;38771;48836;0;7460;14950;5947;0;582;1565;0;0;763;0;1127;0;0;0;0;0;0;0;64;0;0;0
RP;07211;Trier, Stadt;76049;55088;1031;54057;22855;21274;0;4229;2395;2374;0;0;572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358;921;54167;19816;17612;0;6610;5793;3065;0;182;550;0;0;96;0;414;0;0;0;0;0;0;0;29;0;0;0
RP;07231;Bernkastel-Wittlich;90175;70719;2065;68654;24315;31877;0;3189;4987;3355;0;0;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1587;69132;21216;28423;0;4165;9400;3825;0;342;764;0;0;146;0;817;0;0;0;0;0;0;0;34;0;0;0
RP;07232;Bitburg-Prüm;74843;58464;1522;56942;21163;27518;0;2233;3361;1976;0;0;691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1437;57027;17679;24636;0;3328;7339;2477;0;239;607;0;0;82;0;599;0;0;0;0;0;0;0;41;0;0;0
RP;07233;Daun;50230;39811;983;38828;13550;20332;0;1268;1814;1390;0;0;474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891;38920;11055;18025;0;2045;4992;1734;0;177;398;0;0;86;0;383;0;0;0;0;0;0;0;25;0;0;0
RP;07235;Trier-Saarburg;109388;88793;2694;86099;34088;39148;0;3634;3815;3767;0;0;989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;658;2237;86556;31075;33163;0;5857;8959;5068;0;423;928;0;0;147;0;883;0;0;0;0;0;0;0;53;0;0;0
RP;07311;Frankenthal (Pfalz), Stadt;34278;26218;691;25527;10126;11475;0;851;1008;1113;0;555;335;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;636;25582;8990;9689;0;1710;2552;1371;0;550;350;0;0;91;0;238;0;0;0;0;0;0;0;41;0;0;0
RP;07312;Kaiserslautern, Stadt;72218;51759;1328;50431;20769;18984;0;2548;2647;4103;0;0;1380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1092;50667;17792;15801;0;4518;5626;4398;0;569;1083;0;0;128;0;693;0;0;0;0;0;0;0;59;0;0;0
RP;07313;Landau in der Pfalz, Stadt;31970;24424;532;23892;9381;9385;0;1556;1731;1076;0;288;261;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;23924;7856;7839;0;2711;3127;1334;0;323;278;0;0;152;0;285;0;0;0;0;0;0;0;19;0;0;0
RP;07314;Ludwigshafen am Rhein, Stadt;103937;77655;1827;75828;34841;27424;0;2462;2832;3994;0;2711;1324;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;1761;75894;29672;23593;0;5295;6988;5147;0;2690;1295;0;0;169;0;875;0;0;0;0;0;0;0;170;0;0;0
RP;07315;Mainz, Stadt;136480;109274;1956;107318;44877;40717;0;7104;8770;4111;0;0;1222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517;1515;107759;35345;35172;0;15184;13381;5171;0;1739;682;0;0;187;0;824;0;0;0;0;0;0;0;74;0;0;0
RP;07316;Neustadt an der Weinstraße, Stadt;41724;33247;784;32463;11547;15595;0;1634;1387;1211;0;467;284;0;0;338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;708;32539;9757;13072;0;2986;3842;1537;0;482;285;0;0;222;0;338;0;0;0;0;0;0;0;18;0;0;0
RP;07317;Pirmasens, Stadt;34681;24817;927;23890;8795;9559;0;701;1297;2559;0;0;979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;762;24055;7870;8216;0;1118;2367;2332;0;1153;521;0;0;85;0;375;0;0;0;0;0;0;0;18;0;0;0
RP;07318;Speyer, Stadt;36586;27870;643;27227;10442;11178;0;1903;1181;1252;0;820;218;0;0;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;552;27318;9131;9417;0;2768;2888;1561;0;850;225;0;0;133;0;331;0;0;0;0;0;0;0;14;0;0;0
RP;07319;Worms, Stadt;59226;43448;1272;42176;19954;15388;0;1306;2114;2265;0;0;1149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1137;42311;16253;14189;0;2892;4311;2515;0;408;1086;0;0;123;0;486;0;0;0;0;0;0;0;48;0;0;0
RP;07320;Zweibrücken, Stadt;27926;20405;675;19730;8331;6623;0;786;1472;1981;0;0;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570;19835;7337;5903;0;1236;2061;2282;0;127;441;0;0;59;0;374;0;0;0;0;0;0;0;15;0;0;0
RP;07331;Alzey-Worms;95768;77399;1816;75583;34875;27951;0;2657;4972;3358;0;0;1770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1576;75823;29264;25118;0;5062;8779;3977;0;811;1533;0;0;441;0;805;0;0;0;0;0;0;0;33;0;0;0
RP;07332;Bad Dürkheim;105047;85996;1967;84029;34017;36500;0;3333;3930;3221;0;1417;962;0;0;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1771;84225;29763;30290;0;6144;10131;4099;0;1453;979;0;0;375;0;958;0;0;0;0;0;0;0;33;0;0;0
RP;07333;Donnersbergkreis;60059;46649;1245;45404;20598;15983;0;1816;2595;2890;0;0;1522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1079;45570;17848;13727;0;3127;5083;3096;0;458;1393;0;0;153;0;650;0;0;0;0;0;0;0;35;0;0;0
RP;07334;Germersheim;91643;73030;1646;71384;27051;31094;0;3060;3942;2730;0;2060;957;0;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1650;71380;23606;26910;0;4918;8147;3390;0;2052;959;0;0;298;0;1031;0;0;0;0;0;0;0;69;0;0;0
RP;07335;Kaiserslautern;83534;66646;1975;64671;25698;27148;0;2159;3199;4689;0;0;1778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1717;64929;22958;23111;0;3826;6573;5002;0;882;1249;0;0;307;0;971;0;0;0;0;0;0;0;50;0;0;0
RP;07336;Kusel;61585;47980;1437;46543;22077;14269;0;2023;1901;5038;0;0;1235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1290;46690;20154;11902;0;2573;4134;5364;0;750;906;0;0;138;0;734;0;0;0;0;0;0;0;35;0;0;0
RP;07337;Südliche Weinstraße;86282;70288;1695;68593;25278;30372;0;3178;4603;2607;0;1070;872;0;0;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1681;68607;21932;26162;0;5405;8559;3208;0;1078;891;0;0;385;0;922;0;0;0;0;0;0;0;65;0;0;0
RP;07338;Rhein-Pfalz-Kreis;114438;96390;2199;94191;36915;41383;0;4021;4942;3426;0;2165;1021;0;0;185;0;0;0;0;0;0;0;0;133;0;0;0;0;0;0;0;0;1923;94467;32293;35231;0;6893;11159;4356;0;2075;1006;0;0;280;0;1082;0;0;0;0;0;0;0;92;0;0;0
RP;07339;Mainz-Bingen;151935;126172;2658;123514;50510;49732;0;6099;10566;4473;0;0;1716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;2277;123895;42964;43498;0;11459;16482;5477;0;1077;1346;0;0;290;0;1232;0;0;0;0;0;0;0;70;0;0;0
RP;07340;Südwestpfalz;82531;67665;2668;64997;22613;29003;0;2113;4377;4776;0;0;2115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2171;65494;20169;25592;0;3197;7475;5122;0;1242;1401;0;0;225;0;1030;0;0;0;0;0;0;0;41;0;0;0
BW;08111;Stuttgart;358910;283877;3521;280356;112917;110540;0;23959;15438;10703;0;0;2603;0;2326;583;0;0;567;0;0;0;0;0;376;0;0;0;0;0;0;0;344;3387;280490;89725;91748;0;42046;35947;12218;0;2384;1797;0;1982;792;0;1067;311;0;0;0;0;0;0;473;0;0;0
BW;08115;Böblingen;251187;205061;2816;202245;66409;100700;0;14482;10152;4987;0;0;3005;0;0;2058;0;0;0;0;0;0;0;0;452;0;0;0;0;0;0;0;0;2676;202385;59252;78869;0;21065;28492;6127;0;2222;2065;0;930;1729;0;1193;134;0;0;0;0;0;0;307;0;0;0
BW;08116;Esslingen;354800;290541;4169;286372;104151;135604;0;22818;11668;7804;0;0;4327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3553;286988;87168;110248;0;32531;36106;8674;0;5132;2217;0;1248;1400;0;1783;155;0;0;0;0;0;0;326;0;0;0
BW;08117;Göppingen;180833;142455;2923;139532;50859;67443;0;6956;5985;5278;0;0;3011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2574;139881;44017;53166;0;13356;17179;5609;0;1736;2238;0;548;728;0;1036;85;0;0;0;0;0;0;183;0;0;0
BW;08118;Ludwigsburg;349457;284780;4549;280231;97159;128119;0;22719;16289;8276;0;0;4209;0;3460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4025;280755;90502;103174;0;29728;35654;9716;0;3362;2891;0;2209;1495;0;1601;172;0;0;0;0;0;0;251;0;0;0
BW;08119;Rems-Murr-Kreis;290119;233363;3695;229668;87755;107861;0;11984;11980;6072;0;0;3591;0;0;0;0;0;0;0;0;0;0;0;425;0;0;0;0;0;0;0;0;3221;230142;68296;89086;0;24804;30074;7531;0;2871;2457;0;1269;1787;0;1521;189;0;0;0;0;0;0;257;0;0;0
BW;08121;Heilbronn;77641;57694;1322;56372;19666;27216;0;3449;2463;2171;0;0;1201;0;0;0;0;0;0;0;0;0;0;0;206;0;0;0;0;0;0;0;0;1136;56558;19209;20862;0;4617;6793;2428;0;887;810;0;287;183;0;342;34;0;0;0;0;0;0;106;0;0;0
BW;08125;Heilbronn;232447;185134;3595;181539;59739;92096;0;9712;9246;5496;0;0;4352;0;554;0;0;0;0;0;0;0;0;0;344;0;0;0;0;0;0;0;0;3187;181947;56902;73325;0;13712;22243;6348;0;2501;3137;0;930;1102;0;1417;120;0;0;0;0;0;0;210;0;0;0
BW;08126;Hohenlohekreis;80598;62375;1309;61066;17670;29701;0;3940;5314;2118;0;0;1459;0;0;864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1285;61090;17387;26121;0;4593;7268;2228;0;891;1113;0;233;661;0;504;55;0;0;0;0;0;0;36;0;0;0
BW;08127;Schwäbisch Hall;139566;103140;2148;100992;34166;45670;0;7637;6199;3460;0;0;2160;0;0;1700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2205;100935;31247;38451;0;10366;11538;3705;0;1380;1553;0;375;1347;0;782;71;0;0;0;0;0;0;120;0;0;0
BW;08128;Main-Tauber-Kreis;104947;82835;1898;80937;23055;44366;0;4596;3234;2153;0;0;1660;0;0;0;0;1873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1653;81182;21221;38602;0;5937;8717;2655;0;967;1185;0;286;336;0;1194;43;0;0;0;0;0;0;39;0;0;0
BW;08135;Heidenheim;97065;75220;1960;73260;28088;33769;0;3873;3748;3782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1670;73550;25406;27587;0;6194;7442;3257;0;1373;754;0;307;420;0;671;50;0;0;0;0;0;0;89;0;0;0
BW;08136;Ostalbkreis;230628;179703;4075;175628;57171;90463;0;9948;8891;8026;0;0;1129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3509;176194;53206;77482;0;13865;17758;6287;0;2619;1719;0;696;1095;0;1208;119;0;0;0;0;0;0;140;0;0;0
BW;08211;Baden-Baden;40168;30832;576;30256;10004;14668;0;2330;1909;1022;0;0;323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;30359;8784;12348;0;3288;3946;1136;0;207;246;0;139;93;0;141;22;0;0;0;0;0;0;9;0;0;0
BW;08212;Karlsruhe;197356;150150;2609;147541;58201;61000;0;13478;6288;6333;0;0;2241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2336;147814;47399;48557;0;21778;17804;7333;0;833;1638;0;881;469;0;863;121;0;0;0;0;0;0;138;0;0;0
BW;08215;Karlsruhe;315426;253130;5312;247818;84181;123416;0;13440;12175;7065;0;0;4178;0;0;1532;0;1831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4652;248478;74065;104568;0;21043;29308;8788;0;2556;2918;0;1075;1457;0;2360;171;0;0;0;0;0;0;169;0;0;0
BW;08216;Rastatt;167108;127567;3072;124495;43600;61658;0;6762;6196;4291;0;0;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2794;124773;40085;52112;0;9811;13135;4795;0;1332;1465;0;494;437;0;942;85;0;0;0;0;0;0;80;0;0;0
BW;08221;Heidelberg;93116;74105;913;73192;28930;25389;0;10334;5680;2184;0;0;675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;884;73221;22249;22193;0;14605;9192;3481;0;249;515;0;249;142;0;279;27;0;0;0;0;0;0;40;0;0;0
BW;08222;Mannheim;198518;146286;3187;143099;65730;53513;0;8293;6579;8984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2693;143593;53295;44641;0;15587;14283;9507;0;1590;1875;0;1027;391;0;1073;147;0;0;0;0;0;0;177;0;0;0
BW;08225;Neckar-Odenwald-Kreis;111104;85545;2214;83331;26133;44159;0;3574;3351;2895;0;0;1631;0;0;0;0;1588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1941;83604;24097;38430;0;5220;8808;3193;0;901;1203;0;283;322;0;1051;53;0;0;0;0;0;0;43;0;0;0
BW;08226;Rhein-Neckar-Kreis;389469;317844;6047;311797;117783;139913;0;19908;16834;10337;0;0;5930;0;0;0;0;1092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5329;312515;100444;117933;0;30845;38238;13063;0;2399;4280;0;1435;1011;0;2504;189;0;0;0;0;0;0;174;0;0;0
BW;08231;Pforzheim;78736;56438;1265;55173;18197;26837;0;2723;3688;2584;0;0;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1309;55129;16520;22352;0;4320;6885;2609;0;617;766;0;301;251;0;396;43;0;0;0;0;0;0;69;0;0;0
BW;08235;Calw;110772;86996;1417;85579;25614;41501;0;5043;6827;2874;0;0;1787;0;0;1933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1371;85625;22831;36459;0;7214;11018;2907;0;1187;1276;0;388;1533;0;679;59;0;0;0;0;0;0;74;0;0;0
BW;08236;Enzkreis;140219;113004;2174;110830;38938;51024;0;6269;8608;3855;0;0;2136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1767;111237;35186;42801;0;9703;14140;4067;0;1305;1317;0;541;1165;0;875;62;0;0;0;0;0;0;75;0;0;0
BW;08237;Freudenstadt;87822;66957;1216;65741;20224;33012;0;2980;4622;1939;0;0;1330;0;0;1634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1207;65750;17432;28908;0;4949;8460;2035;0;1005;953;0;273;1113;0;525;48;0;0;0;0;0;0;49;0;0;0
BW;08311;Freiburg im Breisgau;143045;113504;1619;111885;53414;34292;0;13384;3744;5484;0;0;905;0;0;0;0;0;0;0;0;0;0;0;0;662;0;0;0;0;0;0;0;1374;112130;35009;29580;0;29344;9380;6190;0;479;678;0;572;264;0;444;61;0;0;0;0;0;0;129;0;0;0
BW;08315;Breisgau-Hochschwarzwald;183770;148858;3079;145779;56378;64355;0;11816;7808;2722;0;0;1761;0;0;727;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;2285;146573;44821;55640;0;20521;15893;5085;0;936;1117;0;670;683;0;1035;91;0;0;0;0;0;0;81;0;0;0
BW;08316;Emmendingen;117316;92813;2000;90813;35353;38253;0;8597;4252;2991;0;0;1367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1860;90953;30792;32141;0;11912;9275;3542;0;646;976;0;435;398;0;729;65;0;0;0;0;0;0;42;0;0;0
BW;08317;Ortenaukreis;309218;232649;5625;227024;72251;113783;0;16607;11350;8262;0;0;3712;0;0;1059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5372;227277;67396;93963;0;22020;25177;9439;0;2127;2709;0;958;1141;0;2084;157;0;0;0;0;0;0;106;0;0;0
BW;08325;Rottweil;103743;79512;2040;77472;21249;40385;0;4542;5775;0;0;0;1940;0;0;0;0;3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1631;77881;20815;34660;0;5544;9488;2425;0;887;1263;0;419;638;0;1612;90;0;0;0;0;0;0;40;0;0;0
BW;08326;Schwarzwald-Baar-Kreis;151659;116816;2908;113908;34842;58279;0;8575;7149;0;0;0;3491;0;0;1572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2554;114262;31506;47810;0;9999;14852;4142;0;963;2046;0;673;1089;0;935;94;0;0;0;0;0;0;153;0;0;0
BW;08327;Tuttlingen;95397;73745;1764;71981;18156;37677;0;4522;7993;0;0;0;1741;0;0;0;0;1892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1494;72251;18781;32666;0;4995;9869;2268;0;768;1034;0;344;475;0;928;71;0;0;0;0;0;0;52;0;0;0
BW;08335;Konstanz;193465;150629;3053;147576;46713;64745;0;13065;15504;5420;0;0;2129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2472;148157;44123;55279;0;17958;20274;5665;0;840;1561;0;720;541;0;944;129;0;0;0;0;0;0;123;0;0;0
BW;08336;Lörrach;157729;119570;2426;117144;52982;44996;0;7004;5305;3874;0;0;1784;0;0;1199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024;117546;42795;39240;0;14532;11515;4685;0;1279;1144;0;530;894;0;756;74;0;0;0;0;0;0;102;0;0;0
BW;08337;Waldshut;118100;89067;2296;86771;32816;40430;0;5635;5352;0;0;0;1512;0;0;1026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1596;87471;26355;37175;0;8298;9280;2746;0;1155;742;0;363;604;0;638;62;0;0;0;0;0;0;53;0;0;0
BW;08415;Reutlingen;195834;156407;3343;153064;49715;75189;0;11926;8227;5023;0;0;2500;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;0;0;0;0;0;2644;153763;45514;59038;0;16374;21090;5428;0;1862;1653;0;652;802;0;1020;85;0;0;0;0;0;0;245;0;0;0
BW;08416;Tübingen;146226;119887;2014;117873;46426;48356;0;12933;4151;3806;0;0;1494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;707;1771;118116;34422;39707;0;21558;13038;5105;0;1479;905;0;373;639;0;694;86;0;0;0;0;0;0;110;0;0;0
BW;08417;Zollernalbkreis;140486;107147;2677;104470;30493;55537;0;5695;5314;3251;0;0;2395;0;0;0;0;1617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;2352;104795;28704;46046;0;7326;13170;3640;0;1475;1673;0;505;798;0;1166;85;0;0;0;0;0;0;207;0;0;0
BW;08421;Ulm;79237;62206;1261;60945;23665;25388;0;5423;3050;2139;0;0;779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501;1098;61108;19754;21312;0;8393;7139;2475;0;414;583;0;304;192;0;382;55;0;0;0;0;0;0;105;0;0;0
BW;08425;Alb-Donau-Kreis;135671;109724;2421;107303;31687;56619;0;7212;5541;2687;0;0;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1566;2189;107535;28520;49581;0;9410;11920;3020;0;1246;1534;0;454;654;0;1002;98;0;0;0;0;0;0;96;0;0;0
BW;08426;Biberach;138144;109310;2273;107037;20693;56429;0;15059;8158;2323;0;0;2370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2005;2123;107187;23524;55080;0;8235;11791;2750;0;2023;1389;0;481;427;0;1281;141;0;0;0;0;0;0;65;0;0;0
BW;08435;Bodenseekreis;148427;118775;1759;117016;34379;57272;0;13175;6363;3299;0;0;1602;0;0;926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1584;117191;32948;48256;0;13442;14537;3847;0;823;1142;0;563;599;0;887;60;0;0;0;0;0;0;87;0;0;0
BW;08436;Ravensburg;197512;154388;2846;151542;38295;78155;0;17963;8907;4215;0;0;2044;0;0;811;0;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;870;2732;151656;36744;69264;0;16811;17689;4702;0;1745;1292;0;667;833;0;1691;134;0;0;0;0;0;0;84;0;0;0
BW;08437;Sigmaringen;96202;73878;1797;72081;17348;41177;0;4234;4305;2103;0;0;1260;0;0;0;0;1654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1478;72400;16386;36624;0;5242;8030;2254;0;1323;815;0;361;290;0;953;57;0;0;0;0;0;0;65;0;0;0
BY;09161;Ingolstadt, Stadt;86164;60174;911;59263;14407;0;36222;3180;1733;2094;0;0;822;0;0;0;0;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;867;59307;17635;0;27412;4182;5147;2274;0;703;663;0;181;146;133;549;23;236;0;0;0;0;0;23;0;0;0
BY;09162;München, Landeshauptstadt;840166;645933;7255;638678;249040;0;273260;48047;37154;17659;0;0;5812;0;0;0;0;4445;2171;716;0;0;0;0;0;0;0;0;374;0;0;0;0;5303;640630;185777;0;239953;93326;78620;24770;0;2664;4640;0;2763;714;1151;2872;754;2336;0;0;0;0;0;290;0;0;0
BY;09163;Rosenheim, Stadt;41101;29680;536;29144;7881;0;15618;2162;1212;806;0;944;211;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;228;0;359;29321;7439;0;14167;2468;2661;976;0;740;213;0;151;40;58;161;55;176;0;0;0;0;0;16;0;0;0
BY;09171;Altötting;82929;62608;989;61619;13466;0;39163;2840;2964;1478;0;0;1161;0;0;0;0;0;547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833;61775;13146;0;35387;3463;5156;1633;0;802;870;0;191;70;129;328;155;407;0;0;0;0;0;38;0;0;0
BY;09172;Berchtesgadener Land;73636;56499;961;55538;11895;0;36221;2909;1877;1442;0;0;780;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684;55815;10695;0;32715;3657;4585;1569;0;832;533;0;175;228;115;351;43;303;0;0;0;0;0;14;0;0;0
