Okręg,TERYT,Powiat,Liczba obwodów,Liczba uprawnionych do głosowania,Liczba wysłanych pakietów,Liczba kart wydanych,Liczba osób głosujących przez pełnomocnika,Liczba oddanych kart,Karty wyjęte z kopert zwrotnych,Karty nieważne,Karty ważne,Głosy nieważne,Głosy ważne,Liczba zaświadczeń,Liczba kopert zwrotnych,Liczba kopert bez oświadczenia,Liczba kopert z niepodpisanym oświadczeniem,Liczba kopert zwrotnych bez koperty na kartę do głosowania,Liczba niezaklejonych kopert na karty do głosowania,Liczba kopert zwrotnych wrzuconych do urn,Komitet Wyborczy Nasz Dom Polska-Samoobrona Andrzeja Leppera,Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke,Komitet Wyborczy Platforma Obywatelska RP,Komitet Wyborczy Polska Jest Najważniejsza,Komitet Wyborczy Polska Partia Pracy - Sierpień 80,Komitet Wyborczy Polskie Stronnictwo Ludowe,Komitet Wyborczy Prawica,Komitet Wyborczy Prawo i Sprawiedliwość,Komitet Wyborczy Ruch Palikota,Komitet Wyborczy Sojusz Lewicy Demokratycznej,Komitet Wyborczy Wyborców Mniejszość Niemiecka
1,20100,bolesławiecki,55,71456,0,30238,15,30226,0,4,30222,1627,28595,235,0,0,0,0,0,0,,,12516,517,161,1679,,7125,3478,3119,
1,20300,głogowski,54,71451,1,35330,12,35316,1,61,35255,1858,33397,161,1,0,0,0,0,1,,,12281,726,226,1135,,10617,3522,4890,
1,20500,jaworski,39,42612,6,17624,7,17626,3,13,17613,947,16666,101,6,2,0,0,1,3,,,6288,231,108,1101,,5242,1719,1977,
1,20600,jeleniogórski,53,53265,2,23597,22,23596,2,9,23587,1265,22322,735,2,0,0,0,0,2,,,10155,303,140,1056,,4401,2777,3490,
1,20700,kamiennogórski,36,37033,0,16364,27,16353,0,2,16351,910,15441,78,0,0,0,0,0,0,,,6575,191,79,837,,3753,2072,1934,
1,20900,legnicki,45,43150,0,17483,10,17481,0,0,17481,1019,16462,102,0,0,0,0,0,0,,,6280,348,132,1332,,4595,1927,1848,
1,21000,lubański,44,46490,3,19743,12,19747,3,0,19747,1106,18641,266,3,0,0,0,0,3,,,7750,299,144,1271,,4464,2400,2313,
1,21100,lubiński,73,85728,1,43053,22,43043,1,4,43039,2202,40837,209,1,0,0,0,0,1,,,11973,922,213,2464,,13939,4355,6971,
1,21200,lwówecki,38,38577,0,14959,15,14956,0,43,14913,926,13987,133,0,0,0,0,0,0,,,5645,227,102,1284,,3621,1665,1443,
1,21600,polkowicki,43,48860,1,22006,15,22006,1,46,21960,1529,20431,129,1,0,0,0,0,1,,,6003,385,142,1494,,7311,2085,3011,
1,22500,zgorzelecki,70,76178,2,33080,29,33072,1,0,33072,1975,31097,239,2,0,0,1,0,1,,,13542,475,188,1422,,8783,3405,3282,
1,22600,złotoryjski,38,36819,0,14993,12,14993,0,57,14936,988,13948,77,0,0,0,0,0,0,,,5287,227,82,1079,,3633,1640,2000,
1,26101,Jelenia Góra,46,69032,0,34719,23,34705,0,6,34699,1172,33527,441,0,0,0,0,0,0,,,16246,526,229,947,,7164,4317,4098,
1,26201,Legnica,49,81338,0,40108,28,40100,0,37,40063,1246,38817,273,0,0,0,0,0,0,,,16142,972,204,884,,10629,4537,5449,
2,20200,dzierżoniowski,72,86783,1,37488,50,37483,0,36,37447,1918,35529,230,1,1,0,0,0,0,,,15576,1089,295,1301,,9184,5219,2865,
2,20800,kłodzki,131,137836,0,59100,52,59093,0,57,59036,3187,55849,1744,0,0,0,0,0,0,,,25600,787,356,5751,,13107,6020,4228,
2,21900,świdnicki,100,130822,2,58745,57,58737,2,45,58692,3230,55462,413,2,0,0,0,0,2,,,25072,1040,481,2728,,14490,7082,4569,
2,22100,wałbrzyski,117,145730,3,60924,40,60908,3,16,60892,3110,57782,462,3,0,0,0,0,3,,,27518,985,460,1695,,12136,8142,6846,
2,22400,ząbkowicki,67,56120,0,22274,37,22268,0,36,22232,1330,20902,154,0,0,0,0,0,0,,,8602,325,205,2357,,5354,2390,1669,
3,20400,górowski,27,28935,0,10171,1,10171,0,0,10171,749,9422,79,0,0,0,0,0,0,,98,3768,135,53,1162,,2490,1003,713,
3,21300,milicki,28,29591,0,12407,3,12398,0,56,12342,777,11565,116,0,0,0,0,0,0,,147,4771,179,72,950,,3202,1135,1109,
3,21400,oleśnicki,59,84033,3,37318,18,37314,2,77,37237,2120,35117,231,2,0,0,0,0,2,,653,16251,485,197,2657,,8860,3418,2596,
3,21500,oławski,45,59275,0,28744,22,28731,0,22,28709,1402,27307,178,0,0,0,0,0,0,,502,12880,425,132,1534,,7842,2486,1506,
3,21700,strzeliński,34,36739,0,15570,16,15569,0,3,15566,991,14575,140,0,0,0,0,0,0,,188,5827,178,95,1954,,4014,1265,1054,
3,21800,średzki,29,40760,0,17029,20,17024,0,1,17023,1046,15977,145,0,0,0,0,0,0,,339,7163,587,63,1423,,3864,1449,1089,
3,22000,trzebnicki,45,64333,3,28360,20,28359,3,3,28356,1459,26897,215,3,0,0,0,0,3,,420,13089,426,123,1909,,7194,2429,1307,
3,22200,wołowski,34,39939,0,17119,19,17114,0,42,17072,1011,16061,109,0,0,0,0,0,0,,254,7561,204,95,734,,4623,1539,1051,
3,22300,wrocławski,70,91866,2,46388,27,46382,2,8,46374,2052,44322,587,2,0,0,0,0,2,,1079,21261,731,187,4009,,11404,3813,1838,
3,26401,Wrocław,297,505199,24,302314,221,302098,21,206,301892,6628,295264,7095,24,2,0,0,0,21,,8005,158298,4746,1203,5614,,73818,29089,14491,
4,40300,bydgoski,70,81759,0,38783,21,38781,0,31,38750,2327,36423,239,0,0,0,0,0,0,,675,16210,809,230,3099,,7251,4862,3287,
4,40700,inowrocławski,123,133897,2,59127,44,59090,2,113,58977,3707,55270,242,2,0,0,0,0,2,,637,22760,817,361,4768,,11028,7535,7364,
4,40900,mogileński,35,37217,3,15242,12,15239,1,0,15239,1134,14105,101,3,2,0,0,0,1,,162,4789,241,206,2971,,2618,1598,1520,
4,41000,nakielski,64,68381,1,29802,24,29793,1,60,29733,2262,27471,160,1,0,0,0,0,1,,372,11354,609,166,3008,,5561,2943,3458,
4,41300,sępoleński,30,32678,0,12878,12,12874,0,0,12874,888,11986,130,0,0,0,0,0,0,,211,4581,183,96,1901,,2664,1211,1139,
4,41400,świecki,70,77826,3,31552,25,31555,3,31,31524,2295,29229,408,3,0,0,0,0,3,,519,11360,542,200,4763,,5994,3056,2795,
4,41600,tucholski,38,37612,0,16420,15,16420,0,19,16401,1219,15182,218,0,0,0,0,0,0,,204,5739,215,103,2336,,3627,1184,1774,
4,41900,żniński,56,56182,0,24295,12,24290,0,0,24290,1839,22451,134,0,0,0,0,0,0,,264,8247,328,141,3121,,4473,2509,3368,
4,46101,Bydgoszcz,203,287027,14,160716,144,160605,13,199,160406,4899,155507,1370,14,1,0,0,0,13,,2865,73898,3185,756,4542,,37416,19549,13296,
5,40100,aleksandrowski,43,46280,3,20647,35,20645,2,21,20624,1185,19439,1607,3,1,0,1,0,2,,238,7176,317,127,1907,,5351,2214,2109,
5,40200,brodnicki,54,60334,1,25393,26,25390,1,103,25287,1358,23929,220,1,0,0,0,0,1,,262,7594,304,125,5279,,6629,2018,1718,
5,40400,chełmiński,42,40591,2,16348,19,16346,1,1,16345,963,15382,96,2,1,0,0,0,1,,226,6291,217,82,1517,,3708,1599,1742,
5,40500,golubsko-dobrzyński,28,35694,1,13885,17,13888,1,34,13854,790,13064,129,1,0,0,0,0,1,,149,3815,327,75,1876,,3927,1461,1434,
5,40600,grudziądzki,34,31184,0,10938,9,10934,0,1,10933,726,10207,98,0,0,0,0,0,0,,188,3528,138,294,1529,,2620,1014,896,
5,40800,lipnowski,53,52464,1,18626,26,18626,1,0,18626,1319,17307,135,1,0,0,0,0,1,,205,4936,210,76,3814,,4786,1620,1660,
5,41100,radziejowski,42,34464,0,12210,14,12210,0,0,12210,937,11273,55,0,0,0,0,0,0,,152,2825,175,78,1905,,3518,1132,1488,
5,41200,rypiński,34,35581,2,12746,16,12747,2,23,12724,697,12027,86,2,0,0,0,0,2,,134,3517,233,62,2383,,3700,1136,862,
5,41500,toruński,58,74511,0,31943,34,31924,0,38,31886,1703,30183,191,0,0,0,0,0,0,,483,11861,673,145,3216,,8194,3020,2591,
5,41700,wąbrzeski,22,27800,0,10429,15,10426,0,0,10426,616,9810,50,0,0,0,0,0,0,,151,3753,137,48,1348,,2099,1194,1080,
5,41800,włocławski,74,69947,2,24571,20,24566,2,78,24488,1712,22776,222,2,0,0,0,0,2,,267,6705,313,272,3644,,6407,2576,2592,
5,46201,Grudziądz,54,78001,0,36247,31,36230,0,8,36222,1374,34848,234,0,0,0,0,0,0,,604,18574,412,240,1064,,7367,3785,2802,
5,46301,Toruń,126,159935,6,89284,57,89229,4,55,89174,2145,87029,1555,6,2,0,0,0,4,,1830,41367,1789,334,2468,,22556,8858,7827,
5,46401,Włocławek,61,94381,3,46267,39,46268,3,37,46231,1840,44391,263,3,0,0,0,0,3,,544,18739,642,220,1493,,10187,6114,6452,
6,60500,janowski,38,38576,0,19123,36,19114,0,30,19084,716,18368,114,0,0,0,0,0,0,,207,1479,568,46,2980,41,10545,992,1510,
6,60700,kraśnicki,84,80563,3,36945,38,36936,3,40,36896,1854,35042,177,3,0,0,0,0,3,,427,7688,607,171,4743,120,16125,3345,1816,
6,60800,lubartowski,86,72407,3,32295,47,32295,3,36,32259,1682,30577,178,3,0,0,0,0,3,,481,5452,680,168,6986,110,11543,3617,1540,
6,60900,lubelski,119,115089,0,53153,41,53137,0,30,53107,2398,50709,285,0,0,0,0,0,0,,910,8846,1155,263,11054,193,20263,5618,2407,
6,61000,łęczyński,47,45547,2,19330,20,19330,1,0,19330,1002,18328,108,2,1,0,0,0,1,,379,3642,513,119,2572,83,7010,2916,1094,
6,61100,łukowski,87,86017,1,38397,26,38381,1,11,38370,2152,36218,171,1,0,0,0,0,1,,339,6674,638,179,6621,258,14916,2061,4532,
6,61200,opolski,60,51482,0,20266,19,20260,0,37,20223,1142,19081,79,0,0,0,0,0,0,,233,3309,353,119,3414,60,7157,2233,2203,
6,61400,puławski,92,96474,3,47674,65,47657,2,18,47639,1879,45760,846,3,1,0,0,0,2,,857,14031,896,201,4508,166,17416,4806,2879,
6,61600,rycki,64,47698,0,23216,26,23208,0,28,23180,1154,22026,228,0,0,0,0,0,0,,294,3815,281,124,4308,58,8486,1999,2661,
6,61700,świdnicki,53,59253,1,27892,37,27889,1,30,27859,1016,26843,142,1,0,0,0,0,1,,594,7497,626,200,2643,115,10225,3498,1445,
6,66301,Lublin,212,276983,7,160553,125,160484,7,95,160389,3186,157203,3103,7,0,0,0,0,7,,4058,53819,5607,704,7777,615,53857,23054,7712,
7,60100,bialski,109,90852,1,40715,40,40710,1,37,40673,2388,38285,347,1,0,0,0,0,1,132,,6747,668,195,8802,,15256,3103,3382,
7,60200,biłgorajski,93,83682,0,38047,43,38042,0,96,37946,1764,36182,206,0,0,0,0,0,0,192,,4812,571,130,7182,,15733,5967,1595,
7,60300,chełmski,90,64815,2,22890,18,22892,2,4,22888,1822,21066,118,2,0,0,0,0,2,115,,3820,477,164,3532,,7727,2638,2593,
7,60400,hrubieszowski,66,56602,2,20244,22,20240,2,1,20239,1244,18995,162,2,0,0,0,0,2,93,,3330,306,114,4413,,6833,2780,1126,
7,60600,krasnostawski,86,56591,1,22556,15,22554,1,3,22551,1306,21245,152,1,0,0,0,0,1,145,,3807,432,127,5299,,7550,2548,1337,
7,61300,parczewski,36,30048,0,12744,20,12740,0,47,12693,628,12065,104,0,0,0,0,0,0,46,,2353,517,57,2304,,4520,1562,706,
7,61500,radzyński,51,49494,0,22437,16,22435,0,3,22432,1141,21291,110,0,0,0,0,0,0,52,,2591,298,102,6669,,9084,1543,952,
7,61800,tomaszowski,91,72629,0,28351,54,28346,0,1,28345,1579,26766,210,0,0,0,0,0,0,151,,5139,509,127,6035,,10282,2689,1834,
7,61900,włodawski,43,33361,1,13763,9,13762,1,11,13751,793,12958,129,1,0,0,0,0,1,178,,2873,225,86,2359,,4411,1655,1171,
7,62000,zamojski,110,89511,0,36370,54,36362,0,4,36358,2174,34184,221,0,0,0,0,0,0,178,,5302,739,201,5913,,16360,3783,1708,
7,66101,Biała Podlaska,29,45960,5,24288,18,24281,4,1,24280,791,23489,183,5,1,0,0,0,4,45,,6886,807,203,1994,,8641,2818,2095,
7,66201,Chełm,36,55080,4,27327,23,27320,3,29,27291,1142,26149,145,4,1,0,0,0,3,80,,7677,602,126,1979,,8040,3596,4049,
7,66401,Zamość,32,54060,0,26225,33,26221,0,0,26221,967,25254,197,0,0,0,0,0,0,63,,7668,741,155,1401,,9647,3614,1965,
8,80100,gorzowski,52,53329,1,22029,3,22028,1,80,21948,1461,20487,164,1,0,0,0,0,1,,378,8686,341,115,1944,,4507,2419,2097,
8,80200,krośnieński,49,45435,0,17680,17,17674,0,0,17674,1352,16322,127,0,0,0,0,0,0,,207,6918,172,79,1605,,3325,2150,1866,
8,80300,międzyrzecki,50,47891,2,19561,15,19553,2,19,19534,1461,18073,194,2,0,0,0,0,2,,304,7238,252,96,2299,,3479,2027,2378,
8,80400,nowosolski,49,69655,2,29091,36,29075,2,37,29038,1697,27341,169,2,0,0,0,0,2,,358,12608,415,195,2285,,6395,2772,2313,
8,80500,słubicki,30,37027,1,14893,9,14894,1,1,14893,1065,13828,204,1,0,0,0,0,1,,194,6397,196,81,1134,,2687,1766,1373,
8,80600,strzelecko-drezdenecki,36,40294,0,15215,5,15208,0,82,15126,1103,14023,164,0,0,0,0,0,0,,170,6380,174,85,1272,,3038,1407,1497,
8,80700,sulęciński,34,28588,0,11213,16,11212,0,0,11212,938,10274,109,0,0,0,0,0,0,,129,4710,117,34,1427,,2145,889,823,
8,80800,świebodziński,34,44560,2,19126,13,19127,2,1,19126,1175,17951,184,2,0,0,0,0,2,,347,7777,502,79,1729,,3993,1937,1587,
8,80900,zielonogórski,59,73702,2,32298,28,32292,2,2,32290,2206,30084,232,2,0,0,0,0,2,,549,13510,452,184,2854,,5963,3877,2695,
8,81000,żagański,54,65666,10,25254,23,25256,9,56,25200,1602,23598,157,10,0,0,0,0,10,,356,9595,255,147,2221,,5168,2865,2991,
8,81100,żarski,62,79061,2,31686,22,31676,0,55,31621,1840,29781,211,2,1,0,1,0,0,,458,13527,357,156,1902,,6726,3502,3153,
8,81200,wschowski,31,30819,1,12247,17,12239,1,0,12239,933,11306,176,1,0,0,0,0,1,,180,4849,137,38,962,,3207,1133,800,
8,86101,Gorzów Wielkopolski,68,99037,0,50479,43,50463,0,150,50313,1879,48434,341,0,0,0,0,0,0,,1028,21729,1113,215,1463,,11422,5882,5582,
8,86201,Zielona Góra,61,92950,4,52757,61,52740,2,70,52670,1516,51154,509,4,2,0,0,0,2,,880,25046,810,216,2478,,10247,6332,5145,
9,100600,łódzki wschodni,51,54594,1,28366,28,28361,1,2,28359,1154,27205,230,1,0,0,0,0,1,72,583,9190,473,154,3160,,9113,2289,2171,
9,102100,brzeziński,28,24969,0,11178,12,11176,0,1,11175,599,10576,70,0,0,0,0,0,0,37,172,3322,131,141,1358,,3726,838,851,
9,106101,Łódź,400,589701,24,332729,314,332539,19,350,332189,7707,324482,3592,24,5,0,0,0,19,481,7019,159238,5261,1408,5232,,77719,36077,32047,
10,100100,bełchatowski,70,91485,1,45178,24,45163,1,1,45162,2809,42353,246,1,0,0,0,0,1,,,10023,878,503,3254,304,19607,3851,3933,
10,100700,opoczyński,67,63329,1,29323,16,29319,1,2,29317,1744,27573,188,1,0,0,0,0,1,,,4417,343,229,5311,149,13627,1821,1676,
10,101000,piotrkowski,68,72524,2,31587,29,31582,1,5,31577,2109,29468,253,1,0,0,0,0,1,,,5164,421,229,5003,241,13658,2252,2500,
10,101200,radomszczański,85,95434,0,40159,25,40149,0,12,40137,2644,37493,236,0,0,0,0,0,0,,,9299,937,174,6643,363,12916,3445,3716,
10,101300,rawski,30,40344,2,16869,14,16864,2,45,16819,1039,15780,99,2,0,0,0,0,2,,,3303,245,65,3646,310,5897,1284,1030,
10,101500,skierniewicki,36,30556,1,13583,3,13582,1,1,13581,1017,12564,75,1,0,0,0,0,1,,,2051,194,82,3272,103,5284,874,704,
10,101600,tomaszowski,85,97377,2,46794,36,46785,2,7,46778,2625,44153,291,2,0,0,0,0,2,,,12905,977,188,4915,234,16430,3758,4746,
10,106201,Piotrków Trybunalski,41,62377,0,32842,33,32829,0,2,32827,1346,31481,210,0,0,0,0,0,0,,,10987,583,223,1474,253,10111,3657,4193,
10,106301,Skierniewice,25,39158,0,21049,17,21041,0,7,21034,764,20270,102,0,0,0,0,0,0,,,8740,378,108,1271,273,5942,2068,1490,
11,100200,kutnowski,77,84373,1,35299,35,35285,1,27,35258,2229,33029,207,1,0,0,0,0,1,164,493,10061,493,234,3620,186,11448,3240,3090,
11,100300,łaski,39,41412,1,18354,13,18348,1,10,18338,1021,17317,172,1,0,0,0,0,1,111,322,4625,263,97,2040,66,6028,1845,1920,
11,100400,łęczycki,48,43891,0,17109,31,17103,0,0,17103,1193,15910,122,0,0,0,0,0,0,139,227,3869,267,88,2651,45,5421,1825,1378,
11,100500,łowicki,65,66725,0,30072,16,30062,0,49,30013,1684,28329,240,0,0,0,0,0,0,103,545,6831,432,135,5443,106,9500,2555,2679,
11,100800,pabianicki,68,97516,1,50589,56,50580,1,72,50508,2035,48473,242,1,0,0,0,0,1,136,1164,19392,944,229,2694,126,13747,6011,4030,
11,100900,pajęczański,39,42992,0,17829,14,17822,0,3,17819,1241,16578,121,0,0,0,0,0,0,63,199,3864,229,124,2344,61,6874,1585,1235,
11,101100,poddębicki,48,34533,0,14474,15,14471,0,1,14470,1076,13394,123,0,0,0,0,0,0,60,120,2695,145,63,3076,20,5075,1133,1007,
11,101400,sieradzki,91,97994,0,43252,40,43241,0,105,43136,2524,40612,266,0,0,0,0,0,0,152,650,11034,673,221,6016,75,14072,3921,3798,
11,101700,wieluński,79,63508,1,27975,20,27974,1,1,27973,1775,26198,224,1,0,0,0,0,1,169,351,6630,367,274,5900,52,7907,2683,1865,
11,101800,wieruszowski,36,33954,1,14148,15,14147,1,39,14108,880,13228,91,1,0,0,0,0,1,51,163,2779,172,70,3586,29,3699,1192,1487,
11,101900,zduńskowolski,43,54435,0,25675,10,25668,0,1,25667,1323,24344,122,0,0,0,0,0,0,58,400,8787,624,130,2117,48,7507,2702,1971,
11,102000,zgierski,106,132801,3,65577,57,65550,3,84,65466,2978,62488,438,3,0,0,0,0,3,182,1079,26034,1257,259,3184,162,17927,6931,5473,
12,120300,chrzanowski,81,104047,0,51904,31,51882,0,300,51582,2327,49255,215,0,0,0,0,0,0,,,21915,1117,324,1576,466,13962,5900,3995,
12,120900,myślenicki,76,93592,2,45443,28,45432,2,5,45427,2473,42954,380,2,0,0,0,0,2,,,11792,1092,253,2455,631,22481,2544,1706,
12,121300,oświęcimski,100,125106,3,65719,60,65712,3,98,65614,3392,62222,278,3,0,0,0,0,3,,,24758,1773,451,3071,439,19784,5729,6217,
12,121500,Suski,57,65391,0,30045,18,30041,0,4,30037,2150,27887,234,0,0,0,0,0,0,,,7177,1409,98,3120,297,12948,1764,1074,
12,121800,wadowicki,104,124793,2,60435,67,60423,2,61,60362,3311,57051,358,2,0,0,0,0,2,,,20028,1664,337,3852,479,22045,5200,3446,
13,120600,krakowski,170,203770,5,100112,77,100088,4,80,100008,4491,95517,819,5,1,0,0,0,4,,2783,34451,2035,447,8690,,35443,7559,4109,
13,120800,miechowski,57,41230,0,16437,17,16431,0,0,16431,836,15595,142,0,0,0,0,0,0,,299,3617,753,82,3207,,4974,1373,1290,
13,121200,olkuski,81,93536,4,46356,39,46351,3,74,46277,1975,44302,245,4,1,0,0,0,3,,999,15487,947,227,1877,,14494,4611,5660,
13,126101,Kraków,467,595079,36,358250,366,358073,28,315,357758,6592,351166,11451,34,2,4,0,1,28,,12684,171360,7014,1438,8800,,101889,31536,16445,
14,120500,gorlicki,91,86812,0,39815,37,39811,0,3,39808,2399,37409,455,0,0,0,0,0,0,,554,10249,876,183,3594,157,16765,1973,3058,
14,120700,limanowski,97,94979,2,46944,44,46936,2,32,46904,2793,44111,410,2,0,0,0,0,2,,659,9561,1237,157,5071,247,24615,1441,1123,
14,121000,nowosądecki,164,157504,1,81638,73,81614,0,80,81534,4779,76755,1726,1,1,0,0,0,0,,1286,17801,1271,258,5501,483,44707,2860,2588,
14,121100,nowotarski,143,144599,2,62695,62,62675,1,2,62673,3831,58842,1079,2,1,0,0,0,1,,1230,17430,1427,201,3160,209,30492,3039,1654,
14,121700,tatrzański,51,54260,0,25948,19,25941,0,1,25940,1049,24891,2105,0,0,0,0,0,0,,396,9201,573,113,1183,61,11411,1383,570,
14,126201,Nowy Sącz,51,66684,6,38035,31,38032,5,6,38026,1188,36838,274,6,1,0,0,0,5,,838,13567,657,89,878,173,15553,2326,2757,
15,120100,bocheński,72,80742,1,40280,31,40272,1,10,40262,2499,37763,255,1,0,0,0,0,1,,,10048,1910,149,3588,509,17420,2318,1821,
15,120200,brzeski,66,71797,0,34109,37,34098,0,0,34098,2234,31864,264,0,0,0,0,0,0,,,8816,671,150,3814,303,15070,1751,1289,
15,120400,dąbrowski,53,47115,2,19666,16,19663,2,14,19649,1239,18410,112,2,0,0,0,0,2,,,3395,673,62,3054,107,9406,865,848,
15,121400,proszowicki,37,35250,0,13826,23,13825,0,0,13825,864,12961,60,0,0,0,0,0,0,,,2315,152,52,4336,70,4389,822,825,
15,121600,tarnowski,138,153071,4,71035,54,71011,4,80,70931,4607,66324,405,4,0,0,0,0,4,,,15228,1769,324,7473,561,34229,3529,3211,
15,121900,wielicki,75,87833,1,44296,18,44279,1,29,44250,2129,42121,333,1,0,0,0,0,1,,,16961,1297,255,2112,545,15836,3555,1560,
15,126301,Tarnów,73,93348,2,49990,71,49965,2,2,49963,1456,48507,370,2,0,0,0,0,2,,,19925,1437,209,1456,362,16632,4177,4309,
16,140200,ciechanowski,56,73461,0,31385,30,31378,0,2,31376,1767,29609,151,0,0,0,0,0,0,,,7545,1060,208,5406,,9978,2706,2706,
16,140400,gostyniński,40,38140,1,16461,15,16454,0,1,16453,895,15558,95,1,1,0,0,0,0,,,3804,198,113,3976,,5338,1204,925,
16,141300,mławski,49,59032,1,23407,26,23407,1,1,23406,1590,21816,148,1,0,0,0,0,1,,,5781,370,398,5005,,7291,1490,1481,
16,141900,płocki,85,86487,2,34170,12,34169,2,2,34167,2367,31800,144,2,0,0,0,0,2,,,6575,586,200,8942,,10964,2276,2257,
16,142000,płoński,63,71358,0,27350,16,27347,0,1,27346,1651,25695,284,0,0,0,0,0,0,,,6431,666,164,5471,,9100,2235,1628,
16,142200,przasnyski,55,42590,0,16983,12,16977,0,0,16977,936,16041,122,0,0,0,0,0,0,,,3301,512,115,3643,,6534,956,980,
16,142700,sierpecki,35,42879,0,17034,42,17028,0,1,17027,1011,16016,73,0,0,0,0,0,0,,,3668,372,112,3499,,5722,1249,1394,
16,142800,sochaczewski,55,67261,2,30680,18,30677,2,0,30677,1414,29263,189,2,0,0,0,0,2,,,7958,669,159,5171,,10839,2433,2034,
16,143700,żuromiński,29,32581,0,12729,16,12727,0,47,12680,730,11950,79,0,0,0,0,0,0,,,2293,138,64,2652,,4150,652,2001,
16,143800,żyrardowski,52,60335,1,29462,24,29458,1,1,29457,1472,27985,260,1,0,0,0,0,1,,,11086,523,189,3178,,8909,2640,1460,
16,146201,Płock,69,100638,1,52770,38,52741,1,31,52710,1933,50777,220,1,0,0,0,0,1,,,20181,1646,379,4823,,14482,5334,3932,
17,140100,białobrzeski,22,26880,0,11655,12,11654,0,0,11654,748,10906,109,0,0,0,0,0,0,,,2093,120,46,2380,51,5112,612,492,
17,140600,grójecki,75,79407,0,36267,29,36251,0,19,36232,1749,34483,325,0,0,0,0,0,0,,,7785,495,169,9333,414,11565,2680,2042,
17,140700,kozienicki,55,51953,4,23440,18,23442,4,23,23419,1028,22391,160,4,0,0,0,0,4,,,5799,385,146,2368,161,10128,1909,1495,
17,140900,lipski,41,30418,0,11226,6,11223,0,0,11223,715,10508,97,0,0,0,0,0,0,,,1812,86,48,2277,66,3237,905,2077,
17,142300,przysuski,36,35858,1,17074,25,17064,1,0,17064,1039,16025,183,1,0,0,0,0,1,,,2265,190,81,5242,119,6613,830,685,
17,142500,radomski,108,117413,1,51554,22,51544,1,91,51453,3169,48284,220,1,0,0,0,0,1,,,10145,911,395,6694,680,22372,3987,3100,
17,143000,szydłowiecki,30,32591,0,13342,6,13339,0,0,13339,832,12507,66,0,0,0,0,0,0,,,3309,185,92,1453,101,5699,921,747,
17,143600,zwoleński,38,29998,0,11997,9,11997,0,11,11986,724,11262,71,0,0,0,0,0,0,,,2046,123,54,2828,76,4353,963,819,
17,146301,Radom,114,176586,0,95184,62,95109,0,23,95086,2917,92169,418,0,0,0,0,0,0,,,32095,2080,484,3913,1258,34719,9249,8371,
18,140300,garwoliński,91,85244,2,41041,25,41036,2,46,40990,2158,38832,289,2,0,0,0,0,2,,496,6888,704,194,5147,188,18249,2212,4754,
18,141000,łosicki,36,26660,0,11670,13,11669,0,35,11634,503,11131,125,0,0,0,0,0,0,,200,1735,191,74,3035,50,4441,704,701,
18,141100,makowski,49,37737,0,15772,7,15771,0,4,15767,1005,14762,176,0,0,0,0,0,0,,195,2526,220,84,3276,33,6010,855,1563,
18,141200,miński,94,115044,5,59465,28,59448,3,0,59448,2675,56773,582,5,2,0,0,0,3,,1098,20029,1131,248,6270,174,20559,4549,2715,
18,141500,ostrołęcki,88,68132,3,26781,8,26780,2,2,26778,1880,24898,228,2,0,0,0,0,2,,352,4314,483,128,6165,61,10958,1367,1070,
18,141600,ostrowski,67,60512,0,26691,37,26689,0,1,26688,1201,25487,141,0,0,0,0,0,0,,233,5580,344,92,4576,51,11849,1404,1358,
18,142400,pułtuski,49,40937,1,18787,18,18777,1,21,18756,1176,17580,204,1,0,0,0,0,1,,178,2979,231,61,5387,39,6560,1274,871,
18,142600,siedlecki,69,64314,0,29333,28,29321,0,0,29321,1660,27661,113,0,0,0,0,0,0,,401,3288,957,280,6911,143,12174,1496,2011,
18,142900,sokołowski,57,46668,0,23473,20,23470,0,4,23466,1112,22354,185,0,0,0,0,0,0,,284,3199,584,112,6352,67,8926,1459,1371,
18,143300,węgrowski,52,55002,0,24885,26,24870,0,2,24868,1336,23532,223,0,0,0,0,0,0,,302,4722,441,125,4953,119,10283,1515,1072,
18,143500,wyszkowski,61,57782,0,27262,20,27256,0,1,27255,1786,25469,261,0,0,0,0,0,0,,402,5368,607,214,5002,136,9696,2004,2040,
18,146101,Ostrołęka,30,42928,0,21944,13,21942,0,1,21941,833,21108,112,0,0,0,0,0,0,,425,6839,485,114,1561,42,8450,1750,1442,
18,146401,Siedlce,43,61075,0,33789,23,33778,0,31,33747,1030,32717,239,0,0,0,0,0,0,,983,9714,1057,191,2501,149,11771,2901,3450,
19,146501,Warszawa,866,1353624,78,919424,831,918550,62,1458,917092,17011,900081,23054,78,15,0,0,1,62,,,441873,28893,3772,15897,,238756,97669,73221,
19,149801,Statki (Warszawa),1,16,0,16,0,16,0,0,16,0,16,0,0,0,0,0,0,0,,,3,1,0,0,,2,7,3,
19,149901,Zagranica,268,139415,22144,104130,0,120028,16490,350,119678,2211,117467,6070,18560,2090,26,24,31,16440,,,56723,2070,288,1858,,38819,12913,4796,
20,140500,grodziski,48,67133,2,37893,42,37877,2,91,37786,1204,36582,483,2,0,0,0,0,2,,830,15704,798,153,3048,131,10734,3261,1923,
20,140800,legionowski,53,82683,4,49310,34,49289,2,84,49205,1455,47750,702,4,2,0,0,0,2,,1025,21261,1124,180,2689,195,13804,4482,2990,
