TERYT,Powiat,Województwo,L. obw.,Liczba wyborców uprawnionych do głosowania,Komisja otrzymała kart do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia,"Liczba wyborców, którym wysłano pakiety wyborcze",Liczba otrzymanych kopert zwrotnych,w których nie było oświadczenia,w których oświadczenie nie było podpisane,w których nie było koperty na kartę do głosowania,w których znajdowała się niezaklejona koperta,Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,w tym liczba kart wyjętych z kopert,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,Liczba głosów ważnych,Braun Grzegorz Michał,Duda Andrzej Sebastian,Jarubas Adam Sebastian,Komorowski Bronisław Maria,Korwin-Mikke Janusz Ryszard,Kowalski Marian Janusz,Kukiz Paweł Piotr,Ogórek Magdalena Agnieszka,Palikot Janusz Marian,Tanajno Paweł Jan,Wilk Jacek
201,bolesławiecki,dolnośląskie,64,71126,61136,29880,31256,10,144,11,11,0,0,0,0,11,31263,11,3,31260,259,31001,295,9449,296,11379,1131,151,6942,786,409,39,124
202,dzierżoniowski,dolnośląskie,81,84530,73040,35229,37809,28,161,10,10,2,0,0,0,8,37817,8,3,37814,314,37500,212,11763,313,14513,1116,197,7748,919,535,50,134
203,głogowski,dolnośląskie,55,70842,61254,26758,34494,7,140,11,10,0,0,0,0,10,34502,10,0,34502,235,34267,188,12079,274,11537,837,144,7635,954,421,49,149
204,górowski,dolnośląskie,26,28487,24796,13984,10812,5,50,7,7,0,0,0,0,7,10819,7,0,10819,91,10728,61,3660,251,3711,307,47,2251,254,132,10,44
205,jaworski,dolnośląskie,39,41953,36760,18648,18110,8,53,10,10,0,0,0,0,10,18122,10,0,18122,155,17967,146,6205,281,6115,502,62,3909,441,201,30,75
206,jeleniogórski,dolnośląskie,56,52408,45025,22103,22922,13,475,7,7,0,0,0,0,7,22928,7,0,22928,173,22755,124,5467,217,10333,635,85,4724,568,446,45,111
207,kamiennogórski,dolnośląskie,34,36469,31711,16031,15680,10,77,3,3,1,0,0,0,2,15680,2,0,15680,142,15538,75,4739,132,6328,313,77,3184,432,177,21,60
208,kłodzki,dolnośląskie,145,134514,115677,58155,57521,37,1297,25,25,1,0,0,0,24,57521,24,1,57520,422,57098,397,17133,742,22301,1675,253,12029,1461,832,70,205
209,legnicki,dolnośląskie,46,43350,37503,18149,19355,8,57,9,7,0,0,0,0,7,19361,7,3,19358,153,19205,121,6711,259,6452,584,89,4241,447,214,26,61
210,lubański,dolnośląskie,46,45638,39489,19899,19590,5,211,8,8,0,0,0,0,8,19598,8,0,19598,150,19448,92,5657,177,7918,503,87,4079,617,232,23,63
211,lubiński,dolnośląskie,74,84488,72763,29003,43759,12,166,16,16,4,0,0,0,12,43764,12,1,43763,218,43545,252,16300,292,12082,1005,160,11691,1054,509,43,157
212,lwówecki,dolnośląskie,38,37935,33118,17934,15184,7,132,7,7,1,0,0,0,6,15188,6,0,15188,117,15071,106,4542,224,5632,413,57,3443,405,184,13,52
213,milicki,dolnośląskie,30,29590,25604,12835,12769,7,66,4,4,0,0,0,0,4,12771,4,0,12771,123,12648,72,4736,199,4566,270,56,2168,380,139,14,48
214,oleśnicki,dolnośląskie,64,84989,72645,34635,38010,14,151,11,8,1,0,0,0,7,38016,7,0,38016,364,37652,307,10995,375,15064,1250,153,7889,911,491,56,161
215,oławski,dolnośląskie,50,59684,51238,21378,29857,11,124,22,21,0,0,0,0,21,29865,21,1,29864,239,29625,253,9849,264,10058,885,128,7074,592,344,52,126
216,polkowicki,dolnośląskie,45,49132,42199,18227,23974,8,97,9,9,0,0,0,0,9,23980,9,2,23978,144,23834,125,10038,202,6201,685,141,5549,564,214,27,88
217,strzeliński,dolnośląskie,35,36463,31412,15320,16092,8,75,3,2,0,0,0,0,2,16093,2,0,16093,148,15945,77,5762,216,5328,386,78,3413,410,203,27,45
218,średzki,dolnośląskie,30,41780,35764,17444,18318,12,67,13,13,2,0,0,0,11,18330,11,2,18328,168,18160,169,5918,214,6326,587,60,4168,393,211,30,84
219,świdnicki,dolnośląskie,114,128679,110944,51628,59317,39,172,27,24,0,0,0,0,24,59332,24,3,59329,436,58893,402,17547,488,22797,2163,268,12623,1408,866,108,223
220,trzebnicki,dolnośląskie,55,65772,56588,26299,30289,5,187,21,20,0,0,0,0,20,30306,20,1,30305,243,30062,279,9894,334,11034,980,162,6120,639,436,50,134
221,wałbrzyski,dolnośląskie,50,46469,40143,20346,19797,7,271,11,9,0,0,0,0,9,19805,9,0,19805,185,19620,123,5150,206,8232,650,79,4220,500,365,21,74
222,wołowski,dolnośląskie,34,39739,33993,16435,17556,3,80,5,5,0,0,0,0,5,17562,5,0,17562,152,17410,121,5787,155,6570,452,81,3479,473,214,27,51
223,wrocławski,dolnośląskie,85,100374,85495,33367,52136,22,402,39,37,5,0,0,0,32,52167,32,1,52166,507,51659,432,15638,518,19010,1796,196,11801,929,875,138,326
224,ząbkowicki,dolnośląskie,74,54723,47581,24023,23558,19,113,19,19,0,0,0,1,18,23575,18,0,23575,171,23404,125,7732,337,8593,596,102,4986,536,285,34,78
225,zgorzelecki,dolnośląskie,86,74495,64423,31304,33119,9,175,13,13,0,0,0,0,13,33131,13,1,33130,328,32802,204,10420,262,11527,890,131,7884,886,440,47,111
226,złotoryjski,dolnośląskie,43,36372,31204,15492,15712,7,80,3,2,0,0,0,0,2,15714,2,0,15714,119,15595,94,5082,188,5481,449,49,3564,424,195,19,50
261,Jelenia Góra,dolnośląskie,46,66222,57261,25652,31605,14,377,12,12,0,0,0,0,12,31616,12,4,31612,223,31389,184,7943,213,13834,854,97,6467,930,663,49,155
262,Legnica,dolnośląskie,49,79152,68712,30893,37821,5,167,27,27,1,0,0,1,26,37842,26,4,37838,288,37550,270,11651,219,13442,1080,148,8935,995,624,44,142
264,Wrocław,dolnośląskie,306,500161,425280,149329,275933,76,4705,327,281,9,0,0,0,272,276164,272,28,276136,2686,273450,3391,71792,1539,110040,11000,1171,59593,6080,5942,1120,1782
265,Wałbrzych,dolnośląskie,72,92642,80570,40866,39705,9,126,3,3,0,0,0,0,3,39702,3,16,39686,371,39315,239,9711,286,17189,1190,142,8449,1200,714,63,132
401,aleksandrowski,kujawsko-pomorskie,55,45838,38937,18760,20177,11,930,8,8,0,0,0,0,8,20181,8,4,20177,184,19993,124,6717,359,7299,472,96,3984,589,240,32,81
402,brodnicki,kujawsko-pomorskie,60,60819,51747,25447,26300,9,190,6,6,1,0,0,0,5,26304,5,1,26303,255,26048,131,8910,530,9040,670,119,5635,642,243,31,97
403,bydgoski,kujawsko-pomorskie,99,86094,74044,34448,39596,16,221,11,11,0,0,0,0,11,39606,11,0,39606,311,39295,252,10086,400,15768,1479,170,9024,1155,663,77,221
404,chełmiński,kujawsko-pomorskie,48,40345,35277,18702,16576,4,42,12,12,0,0,0,0,12,16586,12,0,16586,133,16453,78,5145,262,6465,442,94,3212,487,178,18,72
405,golubsko-dobrzyński,kujawsko-pomorskie,32,35975,31254,16717,14537,8,47,9,9,2,0,0,0,7,14542,7,0,14542,112,14430,59,5344,306,4640,329,63,2983,479,160,17,50
406,grudziądzki,kujawsko-pomorskie,42,31343,27002,14843,12158,5,41,5,5,0,0,0,0,5,12164,5,0,12164,96,12068,57,3991,289,4555,391,84,2175,324,131,18,53
407,inowrocławski,kujawsko-pomorskie,145,131942,114511,56950,57562,15,447,19,17,0,0,0,0,17,57578,17,0,57578,510,57068,306,16713,798,21773,1662,254,12496,1870,893,74,229
408,lipnowski,kujawsko-pomorskie,68,52627,45726,25916,19810,15,93,6,6,0,0,0,0,6,19816,6,0,19816,174,19642,88,7470,756,6135,530,88,3672,617,197,28,61
409,mogileński,kujawsko-pomorskie,46,37286,32316,16739,15577,5,68,6,5,0,0,0,0,5,15581,5,0,15581,106,15475,71,4482,328,5948,491,87,3236,550,192,23,67
410,nakielski,kujawsko-pomorskie,82,68148,59194,30282,28912,15,132,2,2,0,0,0,0,2,28913,2,1,28912,207,28705,163,8071,502,12243,925,142,5251,922,368,35,83
411,radziejowski,kujawsko-pomorskie,51,34393,29363,16173,13190,17,96,1,1,0,0,0,0,1,13191,1,1,13190,114,13076,57,4936,348,3998,323,54,2642,502,143,9,64
412,rypiński,kujawsko-pomorskie,45,35508,30578,17046,13532,9,60,1,1,0,0,0,0,1,13533,1,1,13532,96,13436,65,5469,256,4388,304,56,2367,320,140,12,59
413,sępoleński,kujawsko-pomorskie,42,32423,28202,14870,13332,11,60,3,2,0,0,0,0,2,13334,2,0,13334,68,13266,61,3792,246,5947,305,52,2208,444,163,9,39
414,świecki,kujawsko-pomorskie,94,78149,67447,34779,32677,20,354,21,21,0,0,0,0,21,32698,21,1,32697,235,32462,162,9262,516,13539,1074,182,6289,880,371,50,137
415,toruński,kujawsko-pomorskie,67,77901,67291,33729,33562,12,142,22,21,0,0,0,0,21,33581,21,4,33577,281,33296,184,10725,494,11986,1128,180,7194,787,412,62,144
416,tucholski,kujawsko-pomorskie,51,37859,32397,15729,16668,14,145,9,9,0,0,0,0,9,16677,9,1,16676,122,16554,88,5561,322,6360,508,66,2856,545,172,15,61
417,wąbrzeski,kujawsko-pomorskie,28,27469,23621,12787,10834,6,28,5,5,0,0,0,0,5,10837,5,0,10837,90,10747,35,3011,223,4254,335,55,2322,333,112,21,46
418,włocławski,kujawsko-pomorskie,82,70337,60398,34875,25522,16,255,4,4,1,0,0,0,3,25523,3,0,25523,236,25287,124,9116,584,8387,616,105,5015,856,341,33,110
419,żniński,kujawsko-pomorskie,78,55974,48165,24478,23687,11,116,7,7,0,0,0,0,7,23694,7,0,23694,196,23498,138,7000,485,9422,745,99,4433,772,277,29,98
461,Bydgoszcz,kujawsko-pomorskie,205,278843,240910,100947,139959,36,922,118,113,5,0,0,0,108,140052,108,11,140041,978,139063,1059,37668,830,57886,4330,540,29498,3732,2522,300,698
462,Grudziądz,kujawsko-pomorskie,54,74274,65041,31628,33413,10,126,19,17,0,0,0,0,17,33428,17,3,33425,301,33124,159,8883,240,14872,1018,147,6161,961,507,33,143
463,Toruń,kujawsko-pomorskie,124,156848,136314,54847,81465,24,1316,34,34,2,0,2,0,30,81496,30,2,81494,738,80756,681,23082,470,33224,2694,376,16116,1913,1532,218,450
464,Włocławek,kujawsko-pomorskie,68,91427,79545,38958,40587,12,187,16,16,1,0,0,0,15,40600,15,2,40598,318,40280,236,10561,302,16087,970,181,9504,1439,774,63,163
601,bialski,lubelskie,115,90570,79563,37094,42468,23,267,5,3,0,0,0,0,3,42470,3,0,42470,307,42163,492,18479,1171,10255,1332,366,8342,1079,403,59,185
602,biłgorajski,lubelskie,98,83362,72177,31901,40276,19,191,4,4,0,0,0,0,4,40280,4,2,40278,244,40034,467,19979,1096,6432,1387,364,8169,779,1135,43,183
603,chełmski,lubelskie,92,64601,55183,29446,25737,36,166,9,8,0,0,0,0,8,25745,8,1,25744,204,25540,181,11074,1095,5539,697,257,5595,636,346,35,85
604,hrubieszowski,lubelskie,69,55504,48154,25072,23105,12,143,12,12,0,0,0,0,12,23093,12,2,23091,173,22918,171,10409,671,5391,609,137,4584,533,310,20,83
605,janowski,lubelskie,38,38431,33382,13004,20378,22,92,2,2,0,0,0,0,2,20374,2,9,20365,113,20252,207,12998,527,2260,581,158,2857,394,196,14,60
606,krasnostawski,lubelskie,93,55413,48157,24335,23822,9,131,9,8,0,0,0,0,8,23830,8,1,23829,163,23666,180,10178,730,5413,742,269,5068,572,407,24,83
607,kraśnicki,lubelskie,86,79449,69388,31723,37665,23,130,5,4,0,0,0,0,4,37668,4,1,37667,291,37376,378,18488,1479,7199,1021,403,6966,844,443,44,111
608,lubartowski,lubelskie,91,71728,61474,26112,35362,18,173,5,2,0,0,0,0,2,35361,2,0,35361,344,35017,330,16359,1234,6878,1161,440,7113,737,570,42,153
609,lubelski,lubelskie,129,118973,101380,42164,59223,23,251,20,18,0,0,0,0,18,59234,18,0,59234,480,58754,685,26714,2057,11065,1957,920,13091,923,987,87,268
610,łęczyński,lubelskie,53,45506,38970,16995,21975,3,147,4,4,0,0,0,0,4,21979,4,1,21978,140,21838,285,9459,440,3905,688,366,5886,389,300,37,83
611,łukowski,lubelskie,98,85574,74960,33100,41860,22,223,13,13,0,0,0,0,13,41875,13,4,41871,279,41592,438,22001,998,7702,1181,315,7612,794,321,60,170
612,opolski,lubelskie,62,50585,44252,22435,21817,9,83,4,4,0,0,0,0,4,21819,4,0,21819,208,21611,192,10134,789,4424,511,230,4303,572,372,26,58
613,parczewski,lubelskie,38,29560,25789,12522,13267,8,87,2,2,0,0,0,0,2,13268,2,0,13268,88,13180,133,5774,388,3137,335,141,2739,280,183,13,57
614,puławski,lubelskie,98,95465,82724,34209,48515,36,742,20,19,2,0,0,0,18,48528,18,4,48524,370,48154,385,20534,939,12419,1648,433,9805,934,758,82,217
615,radzyński,lubelskie,55,49028,43051,20015,23035,10,101,0,0,0,0,0,0,0,23035,0,0,23035,139,22896,249,11158,839,4575,601,249,4382,486,239,23,95
616,rycki,lubelskie,74,47061,40727,17378,23348,12,230,8,8,0,0,0,0,7,23354,7,3,23351,382,22969,191,10674,700,5077,712,154,4451,547,351,33,79
617,świdnicki,lubelskie,53,58584,50434,21184,29244,12,100,5,6,0,0,0,0,6,29252,6,0,29252,235,29017,321,12397,686,5694,883,321,7355,591,561,54,154
618,tomaszowski,lubelskie,98,71293,61843,30107,31736,25,159,5,4,1,0,0,0,3,31738,3,0,31738,222,31516,223,14238,1039,6032,739,253,7800,693,358,34,107
619,włodawski,lubelskie,49,33024,28729,14172,14557,3,127,4,4,0,0,0,0,4,14558,4,0,14558,104,14454,153,5552,450,4035,458,132,2917,427,253,27,50
620,zamojski,lubelskie,118,89469,77047,36684,40363,43,255,13,12,0,0,0,0,12,40371,12,0,40371,248,40123,398,20487,1115,6785,1092,309,8459,808,453,48,169
661,Biała Podlaska,lubelskie,29,45711,40498,17304,23194,14,141,19,17,2,0,0,0,15,23208,15,1,23207,126,23081,343,7813,322,7064,897,229,5304,625,323,31,130
662,Chełm,lubelskie,36,53561,46410,21018,25391,12,126,14,13,1,0,0,0,12,25400,12,0,25400,191,25209,220,8975,365,7085,783,186,6219,782,451,40,103
663,Lublin,lubelskie,208,271581,236355,85137,151220,34,2019,132,121,9,0,0,0,112,151309,112,12,151297,1481,149816,1927,53913,1536,44639,5353,1966,32481,2625,4137,334,905
664,Zamość,lubelskie,34,52838,46403,20773,25634,15,208,23,22,0,0,0,0,22,25651,22,0,25651,136,25515,331,9602,269,7060,682,210,6181,613,426,31,110
801,gorzowski,lubuskie,61,54582,46705,23620,23085,3,145,12,10,0,0,0,0,10,23091,10,2,23089,187,22902,166,6297,291,9035,855,95,5019,646,363,39,96
802,krośnieński,lubuskie,50,44713,38292,20774,17518,5,97,8,6,0,0,0,0,6,17519,6,0,17519,366,17153,74,4329,225,7357,493,81,3551,638,310,25,70
803,międzyrzecki,lubuskie,59,47586,40814,20630,20184,9,256,7,7,1,0,0,0,6,20186,6,0,20186,142,20044,123,5103,310,8701,575,107,3930,738,331,36,90
804,nowosolski,lubuskie,54,69026,59442,30535,28905,9,150,17,17,0,0,0,1,16,28918,16,1,28917,213,28704,241,8822,360,11316,894,151,5587,770,416,31,116
805,słubicki,lubuskie,35,36887,31493,16627,14866,5,141,6,6,0,0,0,0,6,14870,6,0,14870,129,14741,86,3802,190,6491,475,59,2899,448,194,18,79
806,strzelecko-drezdenecki,lubuskie,38,40103,34105,18840,15264,3,147,6,6,0,0,0,0,6,15270,6,0,15270,101,15169,81,4247,267,6423,438,61,2907,502,177,21,45
807,sulęciński,lubuskie,36,28899,25186,13346,11839,9,212,3,3,1,0,0,0,2,11840,2,0,11840,101,11739,59,3405,166,4651,401,76,2393,390,147,18,33
808,świebodziński,lubuskie,37,44369,38712,19749,18963,2,167,13,11,0,0,0,0,11,18973,11,1,18972,159,18813,124,5349,197,7777,726,110,3669,511,255,30,65
809,zielonogórski,lubuskie,52,59880,51602,25614,25988,10,153,4,4,2,0,0,0,2,25987,2,1,25986,250,25736,148,6201,333,11124,1017,135,5420,779,417,41,121
810,żagański,lubuskie,55,64912,54961,28972,25989,11,120,8,7,1,0,0,0,6,25990,6,0,25990,213,25777,163,7005,325,10369,749,121,5739,812,365,40,89
811,żarski,lubuskie,67,78225,67926,36089,31837,6,146,13,13,1,0,0,0,12,31847,12,0,31847,314,31533,222,8463,301,12829,1084,126,6943,934,479,34,118
812,wschowski,lubuskie,32,30947,26214,13262,12952,4,112,6,6,0,0,0,0,6,12956,6,1,12955,107,12848,125,4179,150,4997,447,64,2345,286,184,19,52
861,Gorzów Wielkopolski,lubuskie,68,97420,84829,39079,45747,20,249,29,29,1,0,0,0,28,45772,28,14,45758,337,45421,359,12207,332,18082,1634,226,10312,1261,721,94,193
862,Zielona Góra,lubuskie,76,107000,92312,36581,55729,15,420,49,43,1,0,0,0,42,55769,42,0,55769,412,55357,370,13079,461,24582,2184,222,11117,1665,1212,144,321
1001,bełchatowski,łódzkie,72,91387,78829,30390,48440,19,190,16,15,0,0,0,0,15,48454,15,3,48451,351,48100,424,21796,532,9527,1482,377,11920,1244,491,67,240
1002,kutnowski,łódzkie,76,82470,71206,35610,35598,17,124,7,7,0,0,0,0,7,35596,7,0,35596,253,35343,230,14502,622,10670,840,206,6685,982,419,36,151
1003,łaski,łódzkie,41,41255,35288,15564,19724,9,112,3,3,0,0,0,0,3,19725,3,0,19725,137,19588,157,7529,387,5330,631,83,4510,570,252,28,111
1004,łęczycki,łódzkie,49,43290,37177,19180,17997,11,86,2,2,0,0,0,0,2,17999,2,1,17998,178,17820,77,7681,480,5180,488,110,2959,569,196,15,65
1005,łowicki,łódzkie,71,65728,56270,25326,30942,3,135,10,10,2,0,1,0,7,30942,7,1,30941,248,30693,214,12635,952,7663,1080,207,6584,872,309,39,138
1006,łódzki wschodni,łódzkie,74,55955,48360,17819,30541,14,143,18,16,0,0,0,0,16,30553,16,0,30553,235,30318,265,11722,356,9342,1006,158,6169,646,434,70,150
1007,opoczyński,łódzkie,73,62962,53898,21593,32305,18,177,2,1,0,0,0,0,1,32304,1,0,32304,288,32016,275,17385,809,5834,668,149,5701,731,310,34,120
1008,pabianicki,łódzkie,92,96806,83440,33348,50094,20,159,21,21,0,0,0,0,21,50110,21,4,50106,421,49685,457,15841,552,17534,1846,303,10623,1298,860,105,266
1009,pajęczański,łódzkie,38,42869,36707,16875,19832,5,107,2,2,0,0,0,0,2,19834,2,0,19834,168,19666,143,9230,357,4169,578,68,4292,556,187,20,66
1010,piotrkowski,łódzkie,75,73269,62202,26552,35650,17,219,2,2,0,0,0,0,2,35648,2,4,35644,298,35346,226,18397,893,6398,811,192,7107,865,273,35,149
1011,poddębicki,łódzkie,51,34649,29550,14203,15345,3,133,6,6,0,0,0,0,6,15350,6,2,15348,116,15232,81,6448,496,4208,452,92,2648,563,170,16,58
1012,radomszczański,łódzkie,89,94554,81402,38024,43378,26,221,10,10,0,0,0,0,10,43376,10,2,43374,375,42999,211,18306,1005,10692,1115,238,9410,1284,524,71,143
1013,rawski,łódzkie,29,39966,34297,16277,18019,9,83,7,7,0,0,0,0,7,18028,7,0,18028,139,17889,108,7944,554,4201,464,120,3767,465,165,25,76
1014,sieradzki,łódzkie,94,97424,84633,40278,44353,12,182,16,15,0,0,0,0,15,44371,15,1,44370,347,44023,376,17670,1147,12443,1431,274,8306,1562,529,77,208
1015,skierniewicki,łódzkie,38,30709,26374,11119,15254,5,44,3,3,0,0,0,0,3,15257,3,0,15257,132,15125,99,7638,407,2851,397,70,3151,327,82,23,80
1016,tomaszowski,łódzkie,79,95517,82477,35217,47262,22,208,7,6,0,0,0,0,6,47266,6,0,47266,418,46848,277,19253,893,13838,1376,182,9124,1166,492,58,189
1017,wieluński,łódzkie,79,62851,53726,24280,29446,13,169,4,4,0,0,0,0,4,29449,4,2,29447,229,29218,175,11430,676,8508,772,97,6189,859,328,38,146
1018,wieruszowski,łódzkie,38,34023,29395,14171,15224,6,69,5,4,0,0,0,0,4,15226,4,0,15226,100,15126,94,5839,423,4611,451,56,3035,411,142,13,51
1019,zduńskowolski,łódzkie,42,54174,46574,19930,26644,8,82,14,13,1,0,0,0,12,26656,12,6,26650,186,26464,150,9476,356,7987,801,126,6377,677,339,35,140
1020,zgierski,łódzkie,127,133232,113843,46689,67161,26,315,30,28,1,0,0,0,27,67188,27,10,67178,562,66616,449,22239,718,23371,1942,362,14320,1720,962,149,384
1021,brzeziński,łódzkie,39,24977,21760,9522,12238,10,44,0,0,0,0,0,0,0,12237,0,0,12237,95,12142,99,5121,319,3185,313,64,2544,304,116,18,59
1061,Łódź,łódzkie,420,564061,497623,200431,297228,86,1677,275,264,34,1,0,1,226,297357,226,81,297276,2706,294570,2249,77375,1685,127361,9637,1467,58748,7605,5917,896,1630
1062,Piotrków Trybunalski,łódzkie,41,60715,53167,21629,31537,11,109,5,5,0,0,0,0,5,31540,5,0,31540,244,31296,250,10952,262,9711,873,126,7404,1015,507,38,158
1063,Skierniewice,łódzkie,26,38729,33113,12437,20676,8,78,7,6,0,0,0,0,6,20679,6,1,20678,205,20473,224,6505,181,6795,680,91,5033,536,250,48,130
1201,bocheński,małopolskie,76,82164,70741,27068,43673,18,240,12,12,2,0,0,0,10,43681,10,0,43681,250,43431,391,23199,636,8983,1159,185,7815,630,271,42,120
1202,brzeski,małopolskie,73,73356,63174,26823,36351,16,222,9,9,0,0,0,0,9,36356,9,0,36356,258,36098,345,18748,553,7494,1401,158,6500,556,213,24,106
1203,chrzanowski,małopolskie,89,102476,88687,36677,52011,18,206,21,21,0,0,0,0,21,52027,21,0,52027,370,51657,327,17523,548,17073,1779,227,11650,1463,756,93,218
1204,dąbrowski,małopolskie,54,47951,41500,20840,20657,14,60,11,11,0,0,0,0,11,20662,11,0,20662,172,20490,135,11762,754,3291,730,58,3226,359,110,11,54
1205,gorlicki,małopolskie,97,87259,75174,33443,41730,19,359,6,6,0,0,1,0,5,41731,5,2,41729,286,41443,286,21156,502,9888,1337,258,6555,992,286,41,142
1206,krakowski,małopolskie,192,210659,180324,71056,109267,40,575,37,35,3,0,0,0,32,109295,32,35,109260,1067,108193,941,46618,1404,29492,4283,484,21414,1769,1046,213,529
1207,limanowski,małopolskie,102,97573,83887,31851,52036,22,308,12,9,2,0,0,0,7,52042,7,0,52042,294,51748,547,31938,513,8084,1456,255,7974,604,199,38,140
1208,miechowski,małopolskie,65,40925,35442,17613,17829,13,84,1,1,0,0,0,0,1,17828,1,2,17826,132,17694,102,8239,742,3634,608,121,3455,525,181,16,71
1209,myślenicki,małopolskie,81,96444,82414,30989,51425,18,304,37,37,0,0,0,0,37,51456,37,0,51456,351,51105,431,26836,471,10530,1878,173,9488,760,278,58,202
1210,nowosądecki,małopolskie,168,161879,138628,50545,88084,43,1471,15,11,0,0,0,0,11,88092,11,0,88092,550,87542,759,53694,1032,14658,2868,283,12466,1083,394,60,245
1211,nowotarski,małopolskie,154,148388,128611,59270,69340,24,928,27,27,0,0,0,0,27,69360,27,4,69356,566,68790,620,36326,569,15427,2406,313,11420,986,419,62,242
1212,olkuski,małopolskie,87,92421,80333,33224,47114,22,164,6,6,0,0,0,0,6,47116,6,2,47114,408,46706,360,18301,572,12508,1774,224,10839,1278,571,73,206
1213,oświęcimski,małopolskie,106,124385,107253,40279,66975,43,180,57,56,3,0,0,0,53,67019,53,1,67018,567,66451,477,25073,654,21665,1891,246,13792,1538,747,132,236
1214,proszowicki,małopolskie,41,35507,30435,15817,14618,10,69,0,0,0,0,0,0,0,14618,0,0,14618,104,14514,79,6806,725,3079,409,56,2836,332,126,22,44
1215,suski,małopolskie,60,66539,56986,23970,33016,11,326,7,7,0,0,0,0,7,33019,7,0,33019,267,32752,238,16592,330,7816,1035,133,5745,504,243,34,82
1216,tarnowski,małopolskie,156,157433,135598,58263,77335,47,442,41,39,1,0,0,0,38,77368,38,8,77360,519,76841,678,42858,1300,14103,2490,313,13303,1068,410,68,250
1217,tatrzański,małopolskie,54,54086,46220,20141,26079,17,1046,18,17,1,0,0,1,15,26092,15,1,26091,159,25932,216,12854,175,6851,900,99,4235,306,188,30,78
1218,wadowicki,małopolskie,105,125975,108145,43654,64500,32,356,20,20,0,0,0,0,20,64516,20,5,64511,737,63774,503,26875,706,18785,2021,278,12380,1347,568,93,218
1219,wielicki,małopolskie,82,92975,78541,29808,48733,11,310,21,20,0,0,0,0,20,48749,20,2,48747,307,48440,415,20563,493,13507,2024,203,9728,731,468,92,216
1261,Kraków,małopolskie,491,594643,505747,167497,338252,119,7583,322,268,10,0,0,0,255,338444,258,34,338410,2785,335625,4010,107367,2263,123883,15505,1440,65702,6280,5731,1278,2166
1262,Nowy Sącz,małopolskie,52,66037,57743,20845,36897,15,216,23,20,2,0,0,0,18,36912,18,0,36912,201,36711,323,16224,212,9912,1371,160,7299,694,322,45,149
1263,Tarnów,małopolskie,74,91545,78875,32491,46382,40,253,29,29,1,0,0,0,28,46398,28,53,46345,427,45918,471,17272,365,14130,1600,174,10134,983,523,48,218
1401,białobrzeski,mazowieckie,24,27073,23175,10784,12391,5,96,2,2,0,0,0,0,2,12394,2,1,12393,151,12242,61,6598,387,2408,300,56,1992,293,98,10,39
1402,ciechanowski,mazowieckie,58,72787,63212,31333,31879,17,150,10,10,1,0,0,0,9,31885,9,1,31884,233,31651,198,13188,641,9057,889,202,6158,828,306,44,140
1403,garwoliński,mazowieckie,102,85717,73315,28120,45203,14,253,4,4,0,0,0,0,4,45202,4,1,45201,345,44856,458,24171,841,8526,1117,304,7978,858,343,63,197
1404,gostyniński,mazowieckie,49,38031,33202,17198,16004,7,59,2,2,0,0,0,0,2,16006,2,0,16006,148,15858,90,7249,414,4139,388,67,2867,397,177,22,48
1405,grodziski,mazowieckie,55,69239,58954,20260,38692,15,286,21,21,1,0,1,0,20,38708,20,8,38700,307,38393,419,12407,388,14229,1148,176,7918,747,597,127,237
1406,grójecki,mazowieckie,79,79611,67844,28813,39029,15,268,8,7,0,0,0,0,7,39038,7,2,39036,296,38740,317,16829,1407,9985,1039,246,7351,947,352,66,201
1407,kozienicki,mazowieckie,56,51307,44456,20379,24079,15,215,6,6,0,0,0,0,6,24085,6,2,24083,163,23920,183,11903,504,4906,560,133,4693,607,269,36,126
1408,legionowski,mazowieckie,61,85742,73198,25027,48168,21,526,40,39,2,0,0,0,37,48203,37,3,48200,353,47847,470,15507,511,17318,1428,242,10104,977,852,144,294
1409,lipski,mazowieckie,41,29575,25718,14114,11604,6,102,1,1,0,0,0,0,1,11603,1,0,11603,77,11526,85,5295,674,2520,298,66,2040,362,121,18,47
1410,łosicki,mazowieckie,33,26273,22855,10375,12480,14,90,2,2,1,0,0,0,1,12480,1,0,12480,98,12382,107,6089,380,2518,388,81,2374,283,84,21,57
1411,makowski,mazowieckie,50,37384,32314,15365,16949,3,151,1,1,0,0,0,0,1,16948,1,1,16947,158,16789,118,8584,419,3760,524,92,2627,441,143,24,57
1412,miński,mazowieckie,105,117099,99404,36686,62708,18,343,15,13,0,0,0,0,13,62712,13,2,62710,523,62187,685,24985,909,17790,1973,387,12967,1306,711,139,335
1413,mławski,mazowieckie,60,58687,50656,25672,24983,12,123,14,14,0,0,0,0,14,24996,14,0,24996,181,24815,133,11098,443,7082,660,123,4364,587,227,25,73
1414,nowodworski,mazowieckie,52,62866,53945,24330,29615,22,210,3,3,0,0,0,0,3,29616,3,0,29616,242,29374,236,11076,395,9654,843,175,5721,655,414,57,148
