Nr okr.,TERYT,Powiat,L. obw.,Liczba wyborców,Otrzymane karty,Niewykorzystane karty,Wydane karty,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia,Pakiety wyborcze,Koperty zwrotne,Koperty  bez oświadczenia,Niepodpisane oświadczenie,Koperty zwrotne bez koperty na kartę do głosowania,Niezaklejona koperta na kartę do głosowania,Koperty na kartę do głosowania wrzucone do urny,Karty wyjęte z urny,Karty wyjęte z kopert na karty do głosowania,Karty nieważne,Karty ważne,Głosy nieważne,w tym: z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,w tym: z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"w tym: z powodu postawienia znaku „x” wyłącznie obok nazwiska kandydata z listy, której rejestracja została unieważniona",Głosy ważne,1 - Komitet Wyborczy Prawo i Sprawiedliwość,2 - Komitet Wyborczy Platforma Obywatelska RP,3 - Komitet Wyborczy Partia Razem,4 - Komitet Wyborczy KORWiN,5 - Komitet Wyborczy Polskie Stronnictwo Ludowe,6 - Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,7 - Komitet Wyborczy Wyborców „Kukiz'15”,8 - Komitet Wyborczy Nowoczesna Ryszarda Petru,9 - Komitet Wyborczy Wyborców JOW Bezpartyjni,10 - Komitet Wyborczy Wyborców Zbigniewa Stonogi,11 - Komitet Wyborczy Wyborców  Ruch Społeczny Rzeczypospolitej Polskiej,12 - Komitet Wyborczy Wyborców Zjednoczeni dla Śląska,13 - Komitet Wyborczy Samoobrona,14 - Komitet Wyborczy Wyborców Grzegorza Brauna „Szczęść Boże!”,15 - Komitet Wyborczy Kongres Nowej Prawicy,16 - Komitet Wyborczy Wyborców Mniejszość Niemiecka,16 - Komitet Wyborczy Wyborców Obywatele do Parlamentu
27,2403,cieszyński,127,141556,110275,34730,75545,60,1060,72,70,1,-,-,-,69,75584,69,-,75584,1900,1307,548,-,73684,25284,19646,2906,3338,2501,6845,7219,5945,,,,,,,,,
28,2404,częstochowski,120,111188,84993,31966,53027,30,229,17,17,-,-,-,-,17,53035,17,3,53032,1740,1254,454,-,51292,19091,8716,1966,2094,3411,5378,6803,3426,,273,,,,134,,,
29,2405,gliwicki,76,91240,69384,25659,43725,9,159,7,6,-,-,-,-,6,43720,6,-,43720,1286,901,348,-,42434,14392,11281,1674,2036,1952,2435,5179,3272,,,,,,213,,,
28,2406,kłobucki,71,70075,53221,20954,32259,19,156,7,7,-,-,-,-,7,32256,7,1,32255,1118,863,236,-,31137,11526,5047,1134,1336,4204,2708,3456,1462,,186,,,,78,,,
28,2407,lubliniecki,60,62683,48523,19661,28861,20,192,12,11,-,-,-,-,11,28863,11,1,28862,910,644,241,-,27952,11377,6342,907,1073,1226,1404,3801,1545,,179,,,,98,,,
30,2408,mikołowski,70,75491,57387,14479,42908,30,147,31,28,1,-,-,-,27,42928,27,-,42928,888,622,214,-,42040,15972,10442,1405,1948,638,2018,4745,3468,,,,1292,,112,,,
28,2409,myszkowski,55,58501,44575,17652,26923,18,195,13,11,-,-,-,-,11,26931,11,1,26930,773,541,193,-,26157,9583,5264,927,1315,1512,2924,2791,1560,,216,,,,65,,,
27,2410,pszczyński,76,85063,66419,16881,49537,19,272,9,9,-,-,-,-,9,49530,9,5,49525,1144,720,395,-,48381,22575,9319,1658,2434,1343,2201,5261,3590,,,,,,,,,
30,2411,raciborski,71,86789,66958,30873,36084,22,146,17,17,1,-,-,-,16,36099,16,-,36099,1183,918,231,-,34916,10901,11274,1172,1492,726,1771,2997,2185,,,,2317,,81,,,
30,2412,rybnicki,48,60365,45449,13977,31472,9,57,29,28,1,-,-,-,27,31494,27,-,31494,933,661,270,-,30561,13631,6523,1011,1248,585,1519,3491,1621,,,,875,,57,,,
29,2413,tarnogórski,93,111132,85264,28345,56919,24,232,46,46,-,-,-,-,46,56957,45,1,56956,1383,959,375,-,55573,19730,14637,2078,2793,2116,3097,5905,4975,,,,,,242,,,
31,2414,bieruńsko-lędziński,41,46029,35048,9036,26011,29,112,15,15,-,-,-,-,15,26027,15,20,26007,659,414,234,-,25348,12414,4537,967,1299,332,961,2813,1392,,,,633,,,,,
30,2415,wodzisławski,99,124124,94559,29982,64577,32,209,38,37,-,-,2,-,35,64585,35,2,64583,1805,1279,470,-,62778,26226,14599,1944,2611,1611,3616,7238,3221,,,,1524,,188,,,
32,2416,zawierciański,103,99314,75489,26808,48681,30,276,17,17,1,-,-,-,16,48691,16,-,48691,1138,891,221,-,47553,15992,11526,1641,2030,3015,4875,5825,2649,,,,,,,,,
27,2417,żywiecki,111,122165,95106,30203,64903,68,550,20,20,2,1,-,-,17,64894,17,1,64893,1982,1413,488,-,62911,31565,11733,1847,2652,2762,3114,5703,3535,,,,,,,,,
27,2461,Bielsko-Biała,80,136003,106831,26049,80778,32,587,95,92,1,1,-,-,91,80819,91,15,80804,1111,708,395,-,79693,28092,21614,3459,3975,1499,5707,6698,8649,,,,,,,,,
29,2462,Bytom,80,128087,98585,39152,59433,21,228,43,41,3,-,-,1,37,59457,37,-,59457,1360,967,370,-,58097,17420,15746,2640,2938,1349,4557,8628,4521,,,,,,298,,,
31,2463,Chorzów,64,84759,65370,23356,42012,23,151,115,114,12,-,-,-,102,42111,102,1,42110,849,581,222,-,41261,10953,13114,1812,2440,349,2848,4649,3463,,,,1633,,,,,
28,2464,Częstochowa,136,184337,140453,39027,101422,44,662,115,111,11,-,1,1,98,101499,98,-,101499,1403,910,447,-,100096,33196,24211,3691,4293,1446,13891,10670,7949,,524,,,,225,,,
32,2465,Dąbrowa Górnicza,67,99034,76239,24497,51742,13,186,18,15,2,-,-,-,13,51743,13,-,51743,852,586,238,-,50891,14456,12812,2611,2460,483,7905,4941,5223,,,,,,,,,
29,2466,Gliwice,120,144230,111411,32270,79141,47,461,81,75,20,-,-,-,55,79170,55,-,79170,1363,835,480,-,77807,21347,24521,3106,4248,1032,6108,7913,9255,,,,,,277,,,
30,2467,Jastrzębie-Zdrój,45,71566,54935,16423,38503,12,103,8,8,-,-,-,-,8,38503,8,-,38503,904,603,243,-,37599,17152,7410,1215,1531,455,2653,5086,1601,,,,415,,81,,,
32,2468,Jaworzno,46,74586,56886,18338,38548,21,145,29,29,2,-,-,-,27,38568,27,2,38566,836,544,263,-,37730,13045,9517,1493,1916,1117,3481,4187,2974,,,,,,,,,
31,2469,Katowice,169,239517,186950,49772,137157,51,1258,166,155,6,-,1,-,148,137261,148,2,137259,2161,1323,761,-,135098,39255,42028,5723,7498,1454,9902,11280,14841,,,,3117,,,,,
31,2470,Mysłowice,41,58211,45060,13604,31456,9,95,27,25,-,-,-,-,25,31473,25,6,31467,686,476,191,-,30781,10779,8884,1092,1612,308,2135,3179,2103,,,,689,,,,,
31,2471,Piekary Śląskie,32,44813,34438,11728,22710,14,127,12,12,1,-,-,-,11,22716,11,13,22703,569,383,163,-,22134,8727,5493,830,1368,183,1248,2100,1434,,,,751,,,,,
31,2472,Ruda Śląska,78,109992,83794,27518,56276,19,181,26,26,1,-,-,-,25,56288,25,1,56287,1293,930,340,-,54994,20607,13806,2069,2713,407,3551,6849,3384,,,,1608,,,,,
30,2473,Rybnik,70,108789,83837,25469,58367,18,254,24,23,-,-,-,-,23,58382,23,3,58379,1199,811,317,-,57180,21467,14705,1933,2909,739,4006,6418,3694,,,,1174,,135,,,
31,2474,Siemianowice Śląskie,40,53851,41617,13944,27671,7,97,15,15,1,-,-,-,14,27683,14,-,27683,616,453,154,-,27067,7433,8311,1181,1595,307,2178,2659,2407,,,,996,,,,,
32,2475,Sosnowiec,117,170246,129201,40518,88683,20,430,72,69,4,2,-,-,63,88728,63,2,88726,1501,965,442,-,87225,24396,23723,4106,4286,969,13886,7862,7997,,,,,,,,,
31,2476,Świętochłowice,26,39775,30430,12324,18105,6,45,11,10,-,2,-,-,8,18111,8,-,18111,401,288,91,-,17710,5611,5271,773,965,192,1243,1928,1138,,,,589,,,,,
31,2477,Tychy,67,100823,77220,19503,57716,17,257,43,39,-,-,-,-,39,57750,39,-,57750,953,636,315,-,56797,19588,15214,2339,3313,532,3771,5887,5429,,,,724,,,,,
29,2478,Zabrze,91,137082,105148,43968,61180,31,325,29,29,3,-,-,-,26,61202,26,-,61202,1446,944,483,-,59756,16695,18945,2683,2934,893,4966,8168,4099,,,,,,373,,,
30,2479,Żory,33,47067,35846,10267,25579,1,96,10,8,-,-,-,-,8,25582,8,-,25582,693,471,183,-,24889,9450,5235,989,1397,443,1618,2819,2551,,,,331,,56,,,
33,2601,buski,63,61553,47640,20573,27067,53,906,16,16,-,-,-,-,16,27078,16,-,27078,864,591,254,-,26214,11556,4044,633,968,3858,1743,2137,946,87,111,,,48,83,,,
33,2602,jędrzejowski,75,71295,54428,23180,31248,18,196,7,7,-,-,-,-,7,31252,7,-,31252,1044,786,224,-,30208,14731,4025,839,1011,3458,2069,2733,1031,100,109,,,39,63,,,
33,2603,kazimierski,31,28944,22139,11594,10545,12,81,3,3,1,-,-,-,2,10542,2,-,10542,329,227,96,-,10213,4135,1174,253,292,2102,853,1042,260,30,37,,,11,24,,,
33,2604,kielecki,183,166939,127692,46963,80728,80,424,15,14,1,-,-,-,13,80724,13,3,80721,2768,1981,657,-,77953,37891,10525,2029,3323,7558,4549,7483,3433,453,303,,,67,339,,,
33,2605,konecki,74,68606,52528,21983,30545,47,211,7,7,-,-,-,-,7,30550,7,-,30550,1110,797,288,-,29440,14451,4435,689,1035,2180,2714,2441,1092,158,121,,,20,104,,,
33,2606,opatowski,53,44797,34352,14676,19676,37,110,10,10,-,-,-,-,10,19682,10,-,19682,932,605,320,-,18750,7705,1969,439,539,4483,1096,1848,396,136,84,,,22,33,,,
33,2607,ostrowiecki,78,92392,71441,31770,39671,34,174,8,7,-,-,-,-,7,39667,7,-,39667,1335,924,389,-,38332,13860,8181,1237,1493,2748,4357,4161,1865,166,164,,,45,55,,,
33,2608,pińczowski,35,34181,26284,12470,13814,11,106,8,6,-,-,-,-,6,13818,6,-,13818,376,265,98,-,13442,5772,2262,405,558,1689,1153,1048,407,56,47,,,26,19,,,
33,2609,sandomierski,62,65837,50600,22700,27900,47,223,6,6,-,-,-,-,6,27900,6,-,27900,902,611,267,-,26998,11443,4096,705,1105,4111,1884,2462,847,195,88,,,17,45,,,
33,2610,skarżyski,57,64218,49460,19119,30341,33,152,19,18,1,1,-,-,16,30352,16,-,30352,767,575,167,-,29585,12282,7130,953,1110,1232,2259,2842,1430,107,125,,,48,67,,,
33,2611,starachowicki,67,75733,58464,23689,34775,47,156,12,9,-,-,-,-,9,34774,9,2,34772,994,690,274,-,33778,14390,6323,897,1476,2002,2744,3779,1782,160,135,,,34,56,,,
33,2612,staszowski,69,59956,46400,20047,26353,17,176,4,4,-,-,-,-,4,26356,4,-,26356,909,623,265,-,25447,12464,3038,655,1112,3495,1443,2120,848,109,86,,,17,60,,,
33,2613,włoszczowski,41,37907,29088,11811,17277,13,116,1,1,-,-,-,-,1,17269,1,-,17269,671,434,181,-,16598,7849,1751,374,737,2608,914,1725,452,69,68,,,17,34,,,
33,2661,Kielce,95,158863,123932,31099,92832,31,606,60,55,6,-,-,-,49,92836,49,1,92835,1103,636,418,-,91732,32123,21913,2998,4636,3050,9102,8294,8571,518,314,,,37,176,,,
34,2801,bartoszycki,43,49386,38039,18639,19400,17,248,15,14,1,-,-,-,13,19407,13,-,19407,713,580,117,-,18694,5851,6904,574,698,869,1290,1568,697,123,120,,,,,,,
34,2802,braniewski,36,34284,26370,12707,13663,12,70,13,13,-,-,-,-,13,13675,13,-,13675,529,404,124,-,13146,3731,4153,515,566,1251,1055,1081,608,106,80,,,,,,,
34,2803,działdowski,55,52394,40156,19855,20300,13,96,7,7,-,-,-,-,7,20306,7,3,20303,929,707,208,-,19374,7110,4420,778,715,1518,2232,1522,845,133,101,,,,,,,
34,2804,elbląski,43,46056,35108,18442,16666,12,108,6,6,1,-,-,-,5,16667,5,-,16667,676,519,150,-,15991,4719,4960,639,774,1217,982,1405,1016,156,123,,,,,,,
35,2805,ełcki,56,68561,52970,25993,26976,22,222,10,10,-,-,-,-,10,26984,10,-,26984,767,529,187,-,26217,9446,6366,827,2019,1338,2298,2504,1259,,160,,,,,,,
35,2806,giżycki,50,45987,35478,16492,18986,10,203,11,7,-,-,-,-,7,18987,7,-,18987,628,478,129,-,18359,4871,5612,712,1033,1677,1559,1695,1067,,133,,,,,,,
34,2807,iławski,70,73188,56809,26409,30400,15,214,22,17,-,-,-,-,17,30416,17,-,30416,1132,847,265,-,29284,9628,7610,1064,1647,2943,2119,2416,1417,260,180,,,,,,,
35,2808,kętrzyński,60,52516,40783,21604,19178,15,135,17,15,4,-,-,-,11,19188,11,-,19188,661,507,139,-,18527,5518,5081,694,768,1452,1973,1972,928,,141,,,,,,,
34,2809,lidzbarski,34,33902,25910,12357,13553,8,80,1,1,-,-,-,-,1,13554,1,-,13554,494,409,84,-,13060,3856,4962,425,512,509,896,1262,486,83,69,,,,,,,
35,2810,mrągowski,41,40315,31075,14504,16572,16,168,8,8,-,-,-,-,8,16576,8,3,16573,584,413,149,-,15989,4741,4330,589,828,1749,1248,1472,926,,106,,,,,,,
35,2811,nidzicki,31,26614,20430,10236,10194,14,72,2,2,-,-,-,-,2,10195,2,-,10195,460,347,88,-,9735,3681,2099,312,381,1450,696,702,365,,49,,,,,,,
34,2812,nowomiejski,32,34478,26226,11295,14931,13,60,9,9,-,-,-,-,9,14938,9,-,14938,685,524,140,-,14253,5153,3074,423,972,2318,700,962,506,86,59,,,,,,,
35,2813,olecki,39,27099,20933,11009,9924,10,95,8,7,1,-,-,-,6,9928,6,-,9928,266,170,88,-,9662,3275,2117,366,436,697,1269,1003,420,,79,,,,,,,
35,2814,olsztyński,130,97792,75006,33759,41247,12,351,34,28,4,-,1,-,29,41271,29,3,41268,1448,1009,366,-,39820,10755,11046,1520,1850,3931,3066,3739,3530,,383,,,,,,,
34,2815,ostródzki,85,83895,64028,31383,32645,19,307,13,11,1,-,-,-,10,32652,10,-,32652,1185,857,298,-,31467,9059,9578,1228,1337,1856,2810,2803,2334,222,240,,,,,,,
35,2816,piski,44,45610,35041,17275,17766,7,217,10,8,1,-,-,-,7,17771,7,-,17771,811,617,180,-,16960,6399,3061,533,768,2778,1144,1478,691,,108,,,,,,,
35,2817,szczycieński,73,56427,43123,20539,22581,12,282,8,8,-,-,-,-,8,22588,8,1,22587,971,692,226,-,21616,7505,4801,751,908,2698,1599,2040,1176,,138,,,,,,,
35,2818,gołdapski,23,21843,17009,9102,7907,6,170,7,7,-,-,-,-,7,7914,7,-,7914,242,183,56,-,7672,2120,1920,203,260,1666,605,592,260,,46,,,,,,,
35,2819,węgorzewski,25,19120,15151,8214,6937,-,85,1,1,-,-,-,-,1,6938,1,-,6938,198,135,63,-,6740,1868,2128,262,304,532,659,587,354,,46,,,,,,,
34,2861,Elbląg,62,95478,73462,27302,46159,17,245,33,31,1,-,-,-,30,46169,30,23,46146,1053,718,322,-,45093,14129,14698,1962,2259,930,3323,3495,3759,257,281,,,,,,,
35,2862,Olsztyn,101,134255,103346,27349,75994,40,924,73,69,-,-,-,-,69,76045,69,1,76044,1175,658,479,-,74869,20791,23494,3179,4029,2490,7196,6104,7165,,421,,,,,,,
38,3001,chodzieski,35,37414,28595,11110,17485,13,86,1,1,-,-,-,-,1,17481,1,-,17481,668,494,160,-,16813,3922,5227,740,622,1628,1732,1395,1429,,118,,,,,,,
38,3002,czarnkowsko-trzcianecki,69,68703,52441,22442,29999,17,143,12,11,-,-,-,-,11,30005,11,-,30005,1275,885,281,-,28730,8554,9434,1163,1154,1564,2244,2524,1886,,207,,,,,,,
37,3003,gnieźnieński,91,114074,87103,31096,56006,25,262,64,62,2,-,-,-,60,56047,60,3,56044,2037,1455,488,-,54007,16859,12892,1718,2188,2382,9634,4484,3850,,,,,,,,,
36,3004,gostyński,56,60627,46213,20291,25922,13,80,27,27,-,-,-,-,27,25937,27,1,25936,1230,900,283,-,24706,8601,5517,778,1184,2201,2165,2427,1487,145,150,,,51,,,,
38,3005,grodziski,30,39758,30177,12604,17573,5,65,1,1,-,-,-,-,1,17570,1,-,17570,827,565,261,-,16743,5300,5351,697,715,1201,1179,1248,912,,140,,,,,,,
36,3006,jarociński,41,56678,43108,17066,26042,7,90,14,13,-,-,-,-,13,26052,13,-,26052,1032,721,300,-,25020,9677,5550,868,880,2143,1915,2175,1475,158,146,,,33,,,,
36,3007,kaliski,64,66184,50380,21456,28924,17,113,4,4,-,-,-,-,4,28927,4,-,28927,998,697,296,-,27929,11048,3900,689,1020,3950,3201,2591,1197,149,141,,,43,,,,
36,3008,kępiński,43,44741,34131,11546,22585,15,100,9,6,-,-,1,-,5,22584,5,1,22583,843,699,135,-,21740,5797,5509,394,644,6277,892,1138,932,59,74,,,24,,,,
37,3009,kolski,62,71260,54123,23320,30803,15,134,11,11,-,-,-,1,10,30811,10,-,30811,1232,826,335,-,29579,13831,4530,1082,1164,2459,2554,2524,1435,,,,,,,,,
37,3010,koniński,95,102361,77374,33946,43427,46,205,10,6,-,-,-,-,6,43424,6,1,43423,2012,1458,510,-,41411,19622,5928,1663,1497,3142,3767,3707,2085,,,,,,,,,
36,3011,kościański,56,62858,47814,18029,29785,15,143,8,8,-,-,-,-,8,29791,8,-,29791,1310,928,325,-,28481,8031,7983,901,1151,2459,2516,1907,3209,132,159,,,33,,,,
36,3012,krotoszyński,49,61166,46591,18663,27928,18,113,11,11,-,-,-,-,11,27932,11,-,27932,1097,823,271,-,26835,8177,5775,874,1199,5165,1846,2079,1419,122,142,,,37,,,,
36,3013,leszczyński,38,42515,32266,13233,19033,7,87,7,7,-,-,-,-,7,19036,7,-,19036,955,585,319,-,18081,5467,4277,587,849,2190,1499,1621,1333,126,100,,,32,,,,
38,3014,międzychodzki,22,29188,22157,9392,12765,3,71,5,5,-,-,-,-,5,12770,5,-,12770,592,436,126,-,12178,2783,3819,506,380,969,2119,799,674,,129,,,,,,,
38,3015,nowotomyski,49,57949,44123,16142,27981,12,104,15,15,-,-,-,-,15,27990,15,-,27990,1029,799,215,-,26961,6637,10281,1038,1011,2013,1589,1992,2098,,302,,,,,,,
38,3016,obornicki,43,45557,34644,13430,21213,11,117,9,9,1,-,-,-,8,21219,8,-,21219,723,586,124,-,20496,5454,6152,840,833,1424,2056,1861,1691,,185,,,,,,,
36,3017,ostrowski,109,129204,98496,34996,63500,25,225,37,35,-,-,-,-,35,63527,35,-,63527,2144,1574,560,-,61383,21064,16017,2053,2633,5733,4028,5115,3995,316,371,,,58,,,,
36,3018,ostrzeszowski,56,43834,33369,13779,19590,11,106,3,3,-,-,-,-,3,19591,3,-,19591,740,491,216,-,18851,5895,3782,625,830,3375,1511,1541,1046,66,155,,,25,,,,
38,3019,pilski,90,107301,81725,29084,52640,32,278,24,23,-,-,-,-,23,52657,23,-,52657,1699,1165,440,-,50958,15085,14014,2046,2181,2571,4830,5944,3815,,472,,,,,,,
36,3020,pleszewski,55,49897,38111,15827,22284,10,88,12,12,2,-,-,-,10,22293,10,1,22292,889,612,274,-,21403,7038,5127,594,782,2718,1763,1676,1428,151,101,,,25,,,,
39,3021,poznański,220,274637,209327,49840,159487,64,1156,112,106,-,-,-,-,106,159528,106,7,159521,3827,2730,966,-,155694,36809,55118,6630,7057,5017,10497,10747,22666,1153,,,,,,,,
36,3022,rawicki,45,48014,36899,16280,20619,8,85,3,3,-,-,-,-,3,20621,3,-,20621,932,691,239,-,19689,5584,5536,648,975,2027,1798,1482,1278,146,119,,,96,,,,
37,3023,słupecki,42,47987,36567,15350,21217,8,83,4,4,-,-,-,-,4,21219,4,-,21219,820,592,197,-,20399,7302,3689,805,724,2466,2250,1742,1421,,,,,,,,,
38,3024,szamotulski,54,71617,54692,20683,34009,36,206,17,17,2,-,-,-,15,34014,15,2,34012,1428,1009,336,-,32584,8578,11055,1353,1192,1836,3310,2723,2272,,265,,,,,,,
37,3025,średzki,39,44876,34045,12491,21554,3,101,8,8,-,-,-,-,8,21557,8,2,21555,794,530,255,-,20761,6057,4960,906,1059,1417,1960,2036,2366,,,,,,,,,
37,3026,śremski,40,47472,36090,13710,22380,9,72,19,19,-,2,-,-,17,22385,17,1,22384,850,667,181,-,21534,6500,5848,960,912,1294,1927,2008,2085,,,,,,,,,
37,3027,turecki,62,67517,51399,20123,31274,29,142,18,17,-,-,-,-,17,31286,17,1,31285,1132,801,298,-,30153,13665,4400,1208,1141,3451,2493,2474,1321,,,,,,,,,
38,3028,wągrowiecki,45,54304,40997,17578,23419,16,119,6,5,-,-,-,-,5,23422,5,-,23422,917,642,248,-,22505,5881,6216,844,861,2360,2244,2329,1438,,332,,,,,,,
38,3029,wolsztyński,40,44313,33680,12464,21216,16,131,5,5,-,-,-,-,5,21216,5,-,21216,943,690,251,-,20273,5221,5915,640,1089,2491,1745,1643,1365,,164,,,,,,,
37,3030,wrzesiński,50,60051,45545,17439,28105,9,94,7,7,1,2,-,-,4,28110,4,-,28110,941,664,266,-,27169,8550,6501,1027,1161,1804,3081,2829,2216,,,,,,,,,
38,3031,złotowski,48,54654,41845,18820,23025,14,133,7,7,1,-,-,-,6,23029,6,-,23029,997,691,229,-,22032,6250,6381,724,966,2655,1675,1901,1279,,201,,,,,,,
36,3061,Kalisz,55,81081,62934,19165,43769,17,239,15,15,1,2,-,-,12,43770,11,-,43770,778,487,272,-,42992,13049,12244,1636,1845,1067,5475,3534,3679,265,169,,,29,,,,
37,3062,Konin,47,61626,47364,14307,33053,5,170,20,18,4,-,1,-,13,33057,13,-,33057,686,471,191,-,32371,11395,7363,1663,1215,612,4983,2682,2458,,,,,,,,,
36,3063,Leszno,34,50345,38574,11818,26756,14,155,20,20,1,-,-,-,19,26767,19,-,26767,693,373,240,-,26074,6240,8451,850,1430,569,3438,1710,3079,138,155,,,14,,,,
39,3064,Poznań,256,418109,323062,65426,257591,107,5224,352,318,12,-,-,4,302,257732,302,43,257689,3497,2193,1179,-,254192,61166,91023,12224,12491,2792,22583,14078,36721,1114,,,,,,,,
40,3201,białogardzki,36,38184,29454,14490,14964,7,74,8,8,-,-,-,-,8,14967,8,-,14967,659,477,167,-,14308,4592,4019,574,499,647,1546,1182,1249,,,,,,,,,
40,3202,choszczeński,40,39689,30364,16386,13978,4,112,10,10,2,-,-,-,8,13980,8,-,13980,584,444,110,-,13396,3883,4077,517,592,1123,1306,1229,669,,,,,,,,,
40,3203,drawski,55,46785,36156,17976,18180,21,103,28,15,-,-,-,-,15,18194,15,-,18194,720,555,154,-,17474,4931,5077,694,660,995,2158,1724,1235,,,,,,,,,
41,3204,goleniowski,56,65522,50044,22626,27418,13,189,21,21,2,-,-,-,19,27426,19,-,27426,978,723,255,-,26448,7141,7998,988,1225,1788,2735,2659,1914,,,,,,,,,
41,3205,gryficki,46,49034,37373,17802,19571,15,217,26,26,-,-,-,-,26,19594,26,-,19594,842,592,188,-,18752,5378,6304,631,768,1883,1350,1466,972,,,,,,,,,
41,3206,gryfiński,59,65874,50151,24266,25885,18,147,15,14,1,-,-,-,13,25896,13,4,25892,1095,799,264,-,24797,8493,7404,861,1367,1032,1908,2296,1436,,,,,,,,,
41,3207,kamieński,45,39067,29436,13317,16119,7,468,11,11,-,-,-,-,11,16125,11,-,16125,539,389,147,-,15586,4183,5498,567,621,834,1330,1276,1277,,,,,,,,,
40,3208,kołobrzeski,53,64704,49239,17812,31423,13,2228,38,36,8,-,-,-,28,31440,28,25,31415,1008,799,200,-,30407,8982,9372,899,974,958,3529,2790,2903,,,,,,,,,
40,3209,koszaliński,61,52215,39726,17932,21795,4,297,11,11,-,-,-,-,11,21804,11,-,21804,985,739,229,-,20819,5597,6033,908,1050,1248,2108,2163,1712,,,,,,,,,
41,3210,myśliborski,51,52974,40381,19949,20432,23,122,7,7,1,-,-,-,6,20437,6,1,20436,831,583,236,-,19605,6327,5641,671,991,1328,1704,1781,1162,,,,,,,,,
41,3211,policki,43,56608,43291,13099,30190,8,217,45,41,1,-,-,-,40,30230,40,1,30229,701,505,176,-,29528,7636,10216,1377,1744,457,2135,2452,3511,,,,,,,,,
41,3212,pyrzycki,27,31945,24240,11599,12641,16,57,5,4,1,-,-,-,3,12640,3,1,12639,566,455,106,-,12073,4197,2580,419,716,1610,843,1064,644,,,,,,,,,
40,3213,sławieński,45,45723,34849,16106,18743,12,503,10,9,-,-,-,-,9,18749,9,1,18748,765,603,146,-,17983,5387,5313,687,1105,1094,1587,1650,1160,,,,,,,,,
41,3214,stargardzki,73,94871,72272,29885,42387,36,267,18,16,-,-,-,-,16,42392,16,1,42391,1581,1151,427,-,40810,12043,12847,1485,2300,1817,3730,3827,2761,,,,,,,,,
40,3215,szczecinecki,51,61965,47422,21335,26087,23,192,14,14,-,-,-,-,14,26097,14,-,26097,1002,748,217,-,25095,8416,7097,911,1232,735,2445,2043,2216,,,,,,,,,
40,3216,świdwiński,37,38790,29483,14558,14925,6,234,7,7,-,-,-,-,7,14930,7,-,14930,604,456,141,-,14326,4227,3459,593,576,725,2459,1464,823,,,,,,,,,
40,3217,wałecki,37,42362,32643,14726,17917,16,132,8,8,1,-,-,-,7,17916,7,1,17915,650,510,128,-,17265,4694,5887,642,657,648,2226,1472,1039,,,,,,,,,
41,3218,łobeski,29,29783,22639,12207,10432,6,66,5,5,-,-,-,-,5,10436,5,-,10436,477,374,99,-,9959,2861,2991,401,403,1060,770,768,705,,,,,,,,,
40,3261,Koszalin,54,84986,65651,18831,46818,30,383,38,36,4,-,-,-,32,46836,32,2,46834,890,638,246,-,45944,11323,14928,2041,2327,799,5333,4711,4482,,,,,,,,,
41,3262,Szczecin,201,307750,233531,64711,168794,78,1796,154,143,4,-,-,-,139,168828,139,19,168809,2463,1439,934,-,166346,47923,54911,7665,9422,2647,13797,12866,17115,,,,,,,,,
41,3263,Świnoujście,27,33422,25465,8564,16901,9,658,14,14,-,-,-,-,14,16908,14,-,16908,313,190,115,-,16595,4515,5089,613,734,320,2282,1575,1467,,,,,,,,,
