country,country_code,nutslevel,nuts2016,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
Spain,ES,3,ES111,A Coruna,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,293,1054019,453371,451565
Spain,ES,3,ES111,A Coruna,EP,2004,GALEUSCA,NA,NA,NA,60655,1054019,453371,451565
Spain,ES,3,ES111,A Coruna,EP,2004,IU-ICV-EUIA,NA,NA,NA,7931,1054019,453371,451565
Spain,ES,3,ES111,A Coruna,EP,2004,OTHER,NA,NA,NA,6530,1054019,453371,451565
Spain,ES,3,ES111,A Coruna,EP,2004,PP,NA,NA,NA,204448,1054019,453371,451565
Spain,ES,3,ES111,A Coruna,EP,2004,PSOE,NA,NA,NA,167837,1054019,453371,451565
Spain,ES,3,ES112,Lugo,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,164,347283,165901,165241
Spain,ES,3,ES112,Lugo,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,194,347283,165901,165241
Spain,ES,3,ES112,Lugo,EP,2004,GALEUSCA,NA,NA,NA,17080,347283,165901,165241
Spain,ES,3,ES112,Lugo,EP,2004,IU-ICV-EUIA,NA,NA,NA,1527,347283,165901,165241
Spain,ES,3,ES112,Lugo,EP,2004,OTHER,NA,NA,NA,1898,347283,165901,165241
Spain,ES,3,ES112,Lugo,EP,2004,PP,NA,NA,NA,83663,347283,165901,165241
Spain,ES,3,ES112,Lugo,EP,2004,PSOE,NA,NA,NA,59735,347283,165901,165241
Spain,ES,3,ES113,Ourense,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,169,355355,163969,163359
Spain,ES,3,ES113,Ourense,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,112,355355,163969,163359
Spain,ES,3,ES113,Ourense,EP,2004,GALEUSCA,NA,NA,NA,15736,355355,163969,163359
Spain,ES,3,ES113,Ourense,EP,2004,IU-ICV-EUIA,NA,NA,NA,1304,355355,163969,163359
Spain,ES,3,ES113,Ourense,EP,2004,OTHER,NA,NA,NA,1639,355355,163969,163359
Spain,ES,3,ES113,Ourense,EP,2004,PP,NA,NA,NA,91248,355355,163969,163359
Spain,ES,3,ES113,Ourense,EP,2004,PSOE,NA,NA,NA,52188,355355,163969,163359
Spain,ES,3,ES114,Pontevedra,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,593,850734,371952,370511
Spain,ES,3,ES114,Pontevedra,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,252,850734,371952,370511
Spain,ES,3,ES114,Pontevedra,EP,2004,GALEUSCA,NA,NA,NA,48285,850734,371952,370511
Spain,ES,3,ES114,Pontevedra,EP,2004,IU-ICV-EUIA,NA,NA,NA,6864,850734,371952,370511
Spain,ES,3,ES114,Pontevedra,EP,2004,OTHER,NA,NA,NA,5511,850734,371952,370511
Spain,ES,3,ES114,Pontevedra,EP,2004,PP,NA,NA,NA,169714,850734,371952,370511
Spain,ES,3,ES114,Pontevedra,EP,2004,PSOE,NA,NA,NA,136813,850734,371952,370511
Spain,ES,3,ES120,Asturias,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,2098,986218,442771,441647
Spain,ES,3,ES120,Asturias,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,1677,986218,442771,441647
Spain,ES,3,ES120,Asturias,EP,2004,GALEUSCA,NA,NA,NA,257,986218,442771,441647
Spain,ES,3,ES120,Asturias,EP,2004,IU-ICV-EUIA,NA,NA,NA,27834,986218,442771,441647
Spain,ES,3,ES120,Asturias,EP,2004,OTHER,NA,NA,NA,5676,986218,442771,441647
Spain,ES,3,ES120,Asturias,EP,2004,PP,NA,NA,NA,195972,986218,442771,441647
Spain,ES,3,ES120,Asturias,EP,2004,PSOE,NA,NA,NA,204889,986218,442771,441647
Spain,ES,3,ES130,Cantabria,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,209,479727,248684,247446
Spain,ES,3,ES130,Cantabria,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,555,479727,248684,247446
Spain,ES,3,ES130,Cantabria,EP,2004,GALEUSCA,NA,NA,NA,496,479727,248684,247446
Spain,ES,3,ES130,Cantabria,EP,2004,IU-ICV-EUIA,NA,NA,NA,6291,479727,248684,247446
Spain,ES,3,ES130,Cantabria,EP,2004,OTHER,NA,NA,NA,3476,479727,248684,247446
Spain,ES,3,ES130,Cantabria,EP,2004,PP,NA,NA,NA,129811,479727,248684,247446
Spain,ES,3,ES130,Cantabria,EP,2004,PSOE,NA,NA,NA,104564,479727,248684,247446
Spain,ES,3,ES211,Alava,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,51,247400,107286,98986
Spain,ES,3,ES211,Alava,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,5766,247400,107286,98986
Spain,ES,3,ES211,Alava,EP,2004,GALEUSCA,NA,NA,NA,23551,247400,107286,98986
Spain,ES,3,ES211,Alava,EP,2004,IU-ICV-EUIA,NA,NA,NA,3799,247400,107286,98986
Spain,ES,3,ES211,Alava,EP,2004,OTHER,NA,NA,NA,3029,247400,107286,98986
Spain,ES,3,ES211,Alava,EP,2004,PP,NA,NA,NA,30694,247400,107286,98986
Spain,ES,3,ES211,Alava,EP,2004,PSOE,NA,NA,NA,31486,247400,107286,98986
Spain,ES,3,ES212,Guipuzcoa,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,113,582181,248282,202540
Spain,ES,3,ES212,Guipuzcoa,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,26719,582181,248282,202540
Spain,ES,3,ES212,Guipuzcoa,EP,2004,GALEUSCA,NA,NA,NA,64859,582181,248282,202540
Spain,ES,3,ES212,Guipuzcoa,EP,2004,IU-ICV-EUIA,NA,NA,NA,8080,582181,248282,202540
Spain,ES,3,ES212,Guipuzcoa,EP,2004,OTHER,NA,NA,NA,8457,582181,248282,202540
Spain,ES,3,ES212,Guipuzcoa,EP,2004,PP,NA,NA,NA,35701,582181,248282,202540
Spain,ES,3,ES212,Guipuzcoa,EP,2004,PSOE,NA,NA,NA,57298,582181,248282,202540
Spain,ES,3,ES213,Vizcaya,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,179,974400,448807,404599
Spain,ES,3,ES213,Vizcaya,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,22340,974400,448807,404599
Spain,ES,3,ES213,Vizcaya,EP,2004,GALEUSCA,NA,NA,NA,160733,974400,448807,404599
Spain,ES,3,ES213,Vizcaya,EP,2004,IU-ICV-EUIA,NA,NA,NA,17582,974400,448807,404599
Spain,ES,3,ES213,Vizcaya,EP,2004,OTHER,NA,NA,NA,8763,974400,448807,404599
Spain,ES,3,ES213,Vizcaya,EP,2004,PP,NA,NA,NA,82222,974400,448807,404599
Spain,ES,3,ES213,Vizcaya,EP,2004,PSOE,NA,NA,NA,110557,974400,448807,404599
Spain,ES,3,ES220,Navarra,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,1729,467018,215571,199888
Spain,ES,3,ES220,Navarra,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,9684,467018,215571,199888
Spain,ES,3,ES220,Navarra,EP,2004,GALEUSCA,NA,NA,NA,4188,467018,215571,199888
Spain,ES,3,ES220,Navarra,EP,2004,IU-ICV-EUIA,NA,NA,NA,8539,467018,215571,199888
Spain,ES,3,ES220,Navarra,EP,2004,OTHER,NA,NA,NA,13865,467018,215571,199888
Spain,ES,3,ES220,Navarra,EP,2004,PP,NA,NA,NA,90336,467018,215571,199888
Spain,ES,3,ES220,Navarra,EP,2004,PSOE,NA,NA,NA,69833,467018,215571,199888
Spain,ES,3,ES230,La Rioja,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,48,235311,126819,126373
Spain,ES,3,ES230,La Rioja,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,313,235311,126819,126373
Spain,ES,3,ES230,La Rioja,EP,2004,GALEUSCA,NA,NA,NA,207,235311,126819,126373
Spain,ES,3,ES230,La Rioja,EP,2004,IU-ICV-EUIA,NA,NA,NA,2612,235311,126819,126373
Spain,ES,3,ES230,La Rioja,EP,2004,OTHER,NA,NA,NA,2056,235311,126819,126373
Spain,ES,3,ES230,La Rioja,EP,2004,PP,NA,NA,NA,64795,235311,126819,126373
Spain,ES,3,ES230,La Rioja,EP,2004,PSOE,NA,NA,NA,55410,235311,126819,126373
Spain,ES,3,ES241,Huesca,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,2274,177199,85866,85580
Spain,ES,3,ES241,Huesca,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,4100,177199,85866,85580
Spain,ES,3,ES241,Huesca,EP,2004,GALEUSCA,NA,NA,NA,101,177199,85866,85580
Spain,ES,3,ES241,Huesca,EP,2004,IU-ICV-EUIA,NA,NA,NA,2162,177199,85866,85580
Spain,ES,3,ES241,Huesca,EP,2004,OTHER,NA,NA,NA,1313,177199,85866,85580
Spain,ES,3,ES241,Huesca,EP,2004,PP,NA,NA,NA,34589,177199,85866,85580
Spain,ES,3,ES241,Huesca,EP,2004,PSOE,NA,NA,NA,40381,177199,85866,85580
Spain,ES,3,ES242,Teruel,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,2871,115982,59421,59188
Spain,ES,3,ES242,Teruel,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,2271,115982,59421,59188
Spain,ES,3,ES242,Teruel,EP,2004,GALEUSCA,NA,NA,NA,20,115982,59421,59188
Spain,ES,3,ES242,Teruel,EP,2004,IU-ICV-EUIA,NA,NA,NA,1312,115982,59421,59188
Spain,ES,3,ES242,Teruel,EP,2004,OTHER,NA,NA,NA,625,115982,59421,59188
Spain,ES,3,ES242,Teruel,EP,2004,PP,NA,NA,NA,25879,115982,59421,59188
Spain,ES,3,ES242,Teruel,EP,2004,PSOE,NA,NA,NA,25846,115982,59421,59188
Spain,ES,3,ES243,Zaragoza,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,9012,727015,337704,336751
Spain,ES,3,ES243,Zaragoza,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,23149,727015,337704,336751
Spain,ES,3,ES243,Zaragoza,EP,2004,GALEUSCA,NA,NA,NA,157,727015,337704,336751
Spain,ES,3,ES243,Zaragoza,EP,2004,IU-ICV-EUIA,NA,NA,NA,11266,727015,337704,336751
Spain,ES,3,ES243,Zaragoza,EP,2004,OTHER,NA,NA,NA,3909,727015,337704,336751
Spain,ES,3,ES243,Zaragoza,EP,2004,PP,NA,NA,NA,131938,727015,337704,336751
Spain,ES,3,ES243,Zaragoza,EP,2004,PSOE,NA,NA,NA,154492,727015,337704,336751
Spain,ES,3,ES300,Madrid,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,1353,4471616,2202062,2197863
Spain,ES,3,ES300,Madrid,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,1976,4471616,2202062,2197863
Spain,ES,3,ES300,Madrid,EP,2004,GALEUSCA,NA,NA,NA,2102,4471616,2202062,2197863
Spain,ES,3,ES300,Madrid,EP,2004,IU-ICV-EUIA,NA,NA,NA,112780,4471616,2202062,2197863
Spain,ES,3,ES300,Madrid,EP,2004,OTHER,NA,NA,NA,33474,4471616,2202062,2197863
Spain,ES,3,ES300,Madrid,EP,2004,PP,NA,NA,NA,1088712,4471616,2202062,2197863
Spain,ES,3,ES300,Madrid,EP,2004,PSOE,NA,NA,NA,941954,4471616,2202062,2197863
Spain,ES,3,ES411,Avila,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,20,143687,82567,82180
Spain,ES,3,ES411,Avila,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,30,143687,82567,82180
Spain,ES,3,ES411,Avila,EP,2004,GALEUSCA,NA,NA,NA,18,143687,82567,82180
Spain,ES,3,ES411,Avila,EP,2004,IU-ICV-EUIA,NA,NA,NA,1862,143687,82567,82180
Spain,ES,3,ES411,Avila,EP,2004,OTHER,NA,NA,NA,1218,143687,82567,82180
Spain,ES,3,ES411,Avila,EP,2004,PP,NA,NA,NA,50397,143687,82567,82180
Spain,ES,3,ES411,Avila,EP,2004,PSOE,NA,NA,NA,28053,143687,82567,82180
Spain,ES,3,ES412,Burgos,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,64,303456,159179,158585
Spain,ES,3,ES412,Burgos,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,127,303456,159179,158585
Spain,ES,3,ES412,Burgos,EP,2004,GALEUSCA,NA,NA,NA,184,303456,159179,158585
Spain,ES,3,ES412,Burgos,EP,2004,IU-ICV-EUIA,NA,NA,NA,4042,303456,159179,158585
Spain,ES,3,ES412,Burgos,EP,2004,OTHER,NA,NA,NA,4130,303456,159179,158585
Spain,ES,3,ES412,Burgos,EP,2004,PP,NA,NA,NA,87517,303456,159179,158585
Spain,ES,3,ES412,Burgos,EP,2004,PSOE,NA,NA,NA,60910,303456,159179,158585
Spain,ES,3,ES413,Leon,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,178,450668,217197,216522
Spain,ES,3,ES413,Leon,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,62,450668,217197,216522
Spain,ES,3,ES413,Leon,EP,2004,GALEUSCA,NA,NA,NA,99,450668,217197,216522
Spain,ES,3,ES413,Leon,EP,2004,IU-ICV-EUIA,NA,NA,NA,4422,450668,217197,216522
Spain,ES,3,ES413,Leon,EP,2004,OTHER,NA,NA,NA,3755,450668,217197,216522
Spain,ES,3,ES413,Leon,EP,2004,PP,NA,NA,NA,102314,450668,217197,216522
Spain,ES,3,ES413,Leon,EP,2004,PSOE,NA,NA,NA,104257,450668,217197,216522
Spain,ES,3,ES414,Palencia,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,33,152491,84455,84172
Spain,ES,3,ES414,Palencia,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,27,152491,84455,84172
Spain,ES,3,ES414,Palencia,EP,2004,GALEUSCA,NA,NA,NA,31,152491,84455,84172
Spain,ES,3,ES414,Palencia,EP,2004,IU-ICV-EUIA,NA,NA,NA,2134,152491,84455,84172
Spain,ES,3,ES414,Palencia,EP,2004,OTHER,NA,NA,NA,1527,152491,84455,84172
Spain,ES,3,ES414,Palencia,EP,2004,PP,NA,NA,NA,44625,152491,84455,84172
Spain,ES,3,ES414,Palencia,EP,2004,PSOE,NA,NA,NA,35112,152491,84455,84172
Spain,ES,3,ES415,Salamanca,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,56,312030,160268,159675
Spain,ES,3,ES415,Salamanca,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,67,312030,160268,159675
Spain,ES,3,ES415,Salamanca,EP,2004,GALEUSCA,NA,NA,NA,52,312030,160268,159675
Spain,ES,3,ES415,Salamanca,EP,2004,IU-ICV-EUIA,NA,NA,NA,2800,312030,160268,159675
Spain,ES,3,ES415,Salamanca,EP,2004,OTHER,NA,NA,NA,2884,312030,160268,159675
Spain,ES,3,ES415,Salamanca,EP,2004,PP,NA,NA,NA,89764,312030,160268,159675
Spain,ES,3,ES415,Salamanca,EP,2004,PSOE,NA,NA,NA,62871,312030,160268,159675
Spain,ES,3,ES416,Segovia,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,38,124736,69636,69295
Spain,ES,3,ES416,Segovia,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,35,124736,69636,69295
Spain,ES,3,ES416,Segovia,EP,2004,GALEUSCA,NA,NA,NA,19,124736,69636,69295
Spain,ES,3,ES416,Segovia,EP,2004,IU-ICV-EUIA,NA,NA,NA,1863,124736,69636,69295
Spain,ES,3,ES416,Segovia,EP,2004,OTHER,NA,NA,NA,1504,124736,69636,69295
Spain,ES,3,ES416,Segovia,EP,2004,PP,NA,NA,NA,38239,124736,69636,69295
Spain,ES,3,ES416,Segovia,EP,2004,PSOE,NA,NA,NA,26966,124736,69636,69295
Spain,ES,3,ES417,Soria,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,13,78546,38337,38188
Spain,ES,3,ES417,Soria,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,45,78546,38337,38188
Spain,ES,3,ES417,Soria,EP,2004,GALEUSCA,NA,NA,NA,24,78546,38337,38188
Spain,ES,3,ES417,Soria,EP,2004,IU-ICV-EUIA,NA,NA,NA,711,78546,38337,38188
Spain,ES,3,ES417,Soria,EP,2004,OTHER,NA,NA,NA,767,78546,38337,38188
Spain,ES,3,ES417,Soria,EP,2004,PP,NA,NA,NA,21418,78546,38337,38188
Spain,ES,3,ES417,Soria,EP,2004,PSOE,NA,NA,NA,14850,78546,38337,38188
Spain,ES,3,ES418,Valladolid,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,69,432249,235753,235140
Spain,ES,3,ES418,Valladolid,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,77,432249,235753,235140
Spain,ES,3,ES418,Valladolid,EP,2004,GALEUSCA,NA,NA,NA,95,432249,235753,235140
Spain,ES,3,ES418,Valladolid,EP,2004,IU-ICV-EUIA,NA,NA,NA,7908,432249,235753,235140
Spain,ES,3,ES418,Valladolid,EP,2004,OTHER,NA,NA,NA,4390,432249,235753,235140
Spain,ES,3,ES418,Valladolid,EP,2004,PP,NA,NA,NA,118048,432249,235753,235140
Spain,ES,3,ES418,Valladolid,EP,2004,PSOE,NA,NA,NA,102482,432249,235753,235140
Spain,ES,3,ES419,Zamora,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,44,181938,91593,91214
Spain,ES,3,ES419,Zamora,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,20,181938,91593,91214
Spain,ES,3,ES419,Zamora,EP,2004,GALEUSCA,NA,NA,NA,30,181938,91593,91214
Spain,ES,3,ES419,Zamora,EP,2004,IU-ICV-EUIA,NA,NA,NA,1569,181938,91593,91214
Spain,ES,3,ES419,Zamora,EP,2004,OTHER,NA,NA,NA,1705,181938,91593,91214
Spain,ES,3,ES419,Zamora,EP,2004,PP,NA,NA,NA,50414,181938,91593,91214
Spain,ES,3,ES419,Zamora,EP,2004,PSOE,NA,NA,NA,36788,181938,91593,91214
Spain,ES,3,ES421,Albacete,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,42,298925,147153,146660
Spain,ES,3,ES421,Albacete,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,179,298925,147153,146660
Spain,ES,3,ES421,Albacete,EP,2004,GALEUSCA,NA,NA,NA,24,298925,147153,146660
Spain,ES,3,ES421,Albacete,EP,2004,IU-ICV-EUIA,NA,NA,NA,4537,298925,147153,146660
Spain,ES,3,ES421,Albacete,EP,2004,OTHER,NA,NA,NA,1831,298925,147153,146660
Spain,ES,3,ES421,Albacete,EP,2004,PP,NA,NA,NA,70481,298925,147153,146660
Spain,ES,3,ES421,Albacete,EP,2004,PSOE,NA,NA,NA,68548,298925,147153,146660
Spain,ES,3,ES422,Ciudad Real,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,55,393132,193749,193017
Spain,ES,3,ES422,Ciudad Real,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,38,393132,193749,193017
Spain,ES,3,ES422,Ciudad Real,EP,2004,GALEUSCA,NA,NA,NA,37,393132,193749,193017
Spain,ES,3,ES422,Ciudad Real,EP,2004,IU-ICV-EUIA,NA,NA,NA,4223,393132,193749,193017
Spain,ES,3,ES422,Ciudad Real,EP,2004,OTHER,NA,NA,NA,1964,393132,193749,193017
Spain,ES,3,ES422,Ciudad Real,EP,2004,PP,NA,NA,NA,93070,393132,193749,193017
Spain,ES,3,ES422,Ciudad Real,EP,2004,PSOE,NA,NA,NA,92550,393132,193749,193017
Spain,ES,3,ES423,Cuenca,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,20,165372,95700,95382
Spain,ES,3,ES423,Cuenca,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,10,165372,95700,95382
Spain,ES,3,ES423,Cuenca,EP,2004,GALEUSCA,NA,NA,NA,12,165372,95700,95382
Spain,ES,3,ES423,Cuenca,EP,2004,IU-ICV-EUIA,NA,NA,NA,1953,165372,95700,95382
Spain,ES,3,ES423,Cuenca,EP,2004,OTHER,NA,NA,NA,1045,165372,95700,95382
Spain,ES,3,ES423,Cuenca,EP,2004,PP,NA,NA,NA,49315,165372,95700,95382
Spain,ES,3,ES423,Cuenca,EP,2004,PSOE,NA,NA,NA,42488,165372,95700,95382
Spain,ES,3,ES424,Guadalajara,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,28,152248,80425,80126
Spain,ES,3,ES424,Guadalajara,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,56,152248,80425,80126
Spain,ES,3,ES424,Guadalajara,EP,2004,GALEUSCA,NA,NA,NA,37,152248,80425,80126
Spain,ES,3,ES424,Guadalajara,EP,2004,IU-ICV-EUIA,NA,NA,NA,2897,152248,80425,80126
Spain,ES,3,ES424,Guadalajara,EP,2004,OTHER,NA,NA,NA,1441,152248,80425,80126
Spain,ES,3,ES424,Guadalajara,EP,2004,PP,NA,NA,NA,41003,152248,80425,80126
Spain,ES,3,ES424,Guadalajara,EP,2004,PSOE,NA,NA,NA,34049,152248,80425,80126
Spain,ES,3,ES425,Toledo,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,54,452472,236512,235609
Spain,ES,3,ES425,Toledo,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,49,452472,236512,235609
Spain,ES,3,ES425,Toledo,EP,2004,GALEUSCA,NA,NA,NA,57,452472,236512,235609
Spain,ES,3,ES425,Toledo,EP,2004,IU-ICV-EUIA,NA,NA,NA,6312,452472,236512,235609
Spain,ES,3,ES425,Toledo,EP,2004,OTHER,NA,NA,NA,2663,452472,236512,235609
Spain,ES,3,ES425,Toledo,EP,2004,PP,NA,NA,NA,119020,452472,236512,235609
Spain,ES,3,ES425,Toledo,EP,2004,PSOE,NA,NA,NA,106302,452472,236512,235609
Spain,ES,3,ES431,Badajoz,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,645,538973,261926,260932
Spain,ES,3,ES431,Badajoz,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,41,538973,261926,260932
Spain,ES,3,ES431,Badajoz,EP,2004,GALEUSCA,NA,NA,NA,49,538973,261926,260932
Spain,ES,3,ES431,Badajoz,EP,2004,IU-ICV-EUIA,NA,NA,NA,7523,538973,261926,260932
Spain,ES,3,ES431,Badajoz,EP,2004,OTHER,NA,NA,NA,2509,538973,261926,260932
Spain,ES,3,ES431,Badajoz,EP,2004,PP,NA,NA,NA,111430,538973,261926,260932
Spain,ES,3,ES431,Badajoz,EP,2004,PSOE,NA,NA,NA,137463,538973,261926,260932
