,index,election_date,election_type,harmonised_code,harmonised_name,type,name,party_name,votes,nuts3_code,nuts3_name
0,0,2014-11-02,president_a,RO122,Brasov,0,eligible_voters,eligible_voters,517676,RO122,Braşov
1,1,2014-11-02,president_a,RO122,Brasov,1,issued_ballots,issued_ballots,283279,RO122,Braşov
2,0,2014-11-02,president_a,RO122,Brasov,2,IOHANNIS KLAUS-WERNER,PNL,107422,RO122,Braşov
3,1,2014-11-02,president_a,RO122,Brasov,2,PONTA VICTOR-VIOREL,PSD,84701,RO122,Braşov
4,2,2014-11-02,president_a,RO122,Brasov,2,POPESCU-TARICEANU CALIN-CONSTANTIN-ANTON,,19393,RO122,Braşov
5,3,2014-11-02,president_a,RO122,Brasov,2,MACOVEI MONICA-LUISA,,15539,RO122,Braşov
6,4,2014-11-02,president_a,RO122,Brasov,2,UDREA ELENA-GABRIELA,PMP,11689,RO122,Braşov
7,5,2014-11-02,president_a,RO122,Brasov,2,KELEMEN HUNOR,UDMR,10074,RO122,Braşov
8,6,2014-11-02,president_a,RO122,Brasov,2,VADIM-TUDOR CORNELIU,PRM,9989,RO122,Braşov
9,7,2014-11-02,president_a,RO122,Brasov,2,DIACONESCU CRISTIAN-DAN,Partidul Popular Dan Diaconescu,7283,RO122,Braşov
10,8,2014-11-02,president_a,RO122,Brasov,2,MELESCANU TEODOR-VIOREL,,3741,RO122,Braşov
11,9,2014-11-02,president_a,RO122,Brasov,2,BRINZA WILLIAM GABRIEL,PER,2187,RO122,Braşov
12,10,2014-11-02,president_a,RO122,Brasov,2,FUNAR GHEORGHE,,1528,RO122,Braşov
13,11,2014-11-02,president_a,RO122,Brasov,2,SZILAGYI ZSOLT,PPMT,1041,RO122,Braşov
14,12,2014-11-02,president_a,RO122,Brasov,2,ROTARU CONSTANTIN,,615,RO122,Braşov
15,13,2014-11-02,president_a,RO122,Brasov,2,AMARITEI MIREL-MIRCEA,,179,RO122,Braşov
16,0,1996-11-03,president_a,RO124,Harghita,0,eligible_voters,eligible_voters,250204,RO124,Harghita
17,1,1996-11-03,president_a,RO124,Harghita,1,issued_ballots,issued_ballots,217702,RO124,Harghita
18,0,1996-11-03,president_a,RO124,Harghita,2,GYORGY FRUNDA,UDMR,171907,RO124,Harghita
19,1,1996-11-03,president_a,RO124,Harghita,2,ION ILIESCU,F.D.S.N.,11587,RO124,Harghita
20,2,1996-11-03,president_a,RO124,Harghita,2,EMIL CONSTANTINESCU,C.D.R.,11288,RO124,Harghita
21,3,1996-11-03,president_a,RO124,Harghita,2,PETRE ROMAN,USD,9175,RO124,Harghita
22,4,1996-11-03,president_a,RO124,Harghita,2,GHEORGHE FUNAR,PUNR,4257,RO124,Harghita
23,5,1996-11-03,president_a,RO124,Harghita,2,CORNELIU VADIM TUDOR,,1952,RO124,Harghita
24,6,1996-11-03,president_a,RO124,Harghita,2,TUDOR MOHORA,,734,RO124,Harghita
25,7,1996-11-03,president_a,RO124,Harghita,2,ADRIAN PAUNESCU,,425,RO124,Harghita
26,8,1996-11-03,president_a,RO124,Harghita,2,NICOLAE MILITARU,Independent,352,RO124,Harghita
27,9,1996-11-03,president_a,RO124,Harghita,2,NICOLAE MANOLESCU,,343,RO124,Harghita
28,10,1996-11-03,president_a,RO124,Harghita,2,GEORGE MUNTEAN,,323,RO124,Harghita
29,11,1996-11-03,president_a,RO124,Harghita,2,RADU CAMPEANU,,316,RO124,Harghita
30,12,1996-11-03,president_a,RO124,Harghita,2,CONSTANTIN NICULESCU,,307,RO124,Harghita
31,13,1996-11-03,president_a,RO124,Harghita,2,NUTU ANGHELINA,Independent,265,RO124,Harghita
32,14,1996-11-03,president_a,RO124,Harghita,2,IOAN POP DE POPA,,222,RO124,Harghita
33,15,1996-11-03,president_a,RO124,Harghita,2,CONSTANTIN MUDAVA,Independent,158,RO124,Harghita
34,0,2009-06-07,european,RO114,Maramures,0,eligible_voters,eligible_voters,423761,RO114,Maramureş
35,1,2009-06-07,european,RO114,Maramures,1,issued_ballots,issued_ballots,100135,RO114,Maramureş
36,0,2009-06-07,european,RO114,Maramures,2,PD,Partidul Democrat Liberal,28616,RO114,Maramureş
37,1,2009-06-07,european,RO114,Maramures,2,PSD,,24475,RO114,Maramureş
38,2,2009-06-07,european,RO114,Maramures,2,PNL,Partidul Național Liberal,16010,RO114,Maramureş
39,3,2009-06-07,european,RO114,Maramures,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,9650,RO114,Maramureş
40,4,2009-06-07,european,RO114,Maramures,2,PRM,Partidul România Mare,9366,RO114,Maramureş
41,5,2009-06-07,european,RO114,Maramures,2,CANDIDAT INDEPENDENT,,4925,RO114,Maramureş
42,6,2009-06-07,european,RO114,Maramures,2,PNTCD,Partidul Național Tărănesc Creștin Democrat,2068,RO114,Maramureş
43,7,2009-06-07,european,RO114,Maramures,2,CANDIDAT INDEPENDENT,,965,RO114,Maramureş
44,8,2009-06-07,european,RO114,Maramures,2,,,869,RO114,Maramureş
45,0,2012-12-09,house,RO123,Covasna,0,eligible_voters,eligible_voters,185680,RO123,Covasna
46,1,2012-12-09,house,RO123,Covasna,1,issued_ballots,issued_ballots,73126,RO123,Covasna
47,0,2012-12-09,house,RO123,Covasna,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,40352,RO123,Covasna
48,1,2012-12-09,house,RO123,Covasna,2,EMNP-PPMT,,10812,RO123,Covasna
49,2,2012-12-09,house,RO123,Covasna,2,USL,Uniunea Social Liberală,10046,RO123,Covasna
50,3,2012-12-09,house,RO123,Covasna,2,PPDD,PPDD,2936,RO123,Covasna
51,4,2012-12-09,house,RO123,Covasna,2,ARD,Alianța România Dreaptă,2819,RO123,Covasna
52,5,2012-12-09,house,RO123,Covasna,2,PHR,,960,RO123,Covasna
53,6,2012-12-09,house,RO123,Covasna,2,PRM,Partidul România Mare,574,RO123,Covasna
54,7,2012-12-09,house,RO123,Covasna,2,PER,Partidul Ecologist Român,460,RO123,Covasna
55,8,2012-12-09,house,RO123,Covasna,2,FDGR,Forumul Democrat al Germanilor din România,241,RO123,Covasna
56,9,2012-12-09,house,RO123,Covasna,2,UUR,,191,RO123,Covasna
57,10,2012-12-09,house,RO123,Covasna,2,UER,,108,RO123,Covasna
58,11,2012-12-09,house,RO123,Covasna,2,PNL-Aripa tânără,,107,RO123,Covasna
59,12,2012-12-09,house,RO123,Covasna,2,UCRR,,91,RO123,Covasna
60,13,2012-12-09,house,RO123,Covasna,2,AMR,,77,RO123,Covasna
61,14,2012-12-09,house,RO123,Covasna,2,RO.AS.IT.,,67,RO123,Covasna
62,15,2012-12-09,house,RO123,Covasna,2,UDSCR,,65,RO123,Covasna
63,16,2012-12-09,house,RO123,Covasna,2,UDTTMR,,55,RO123,Covasna
64,17,2012-12-09,house,RO123,Covasna,2,UAR,,54,RO123,Covasna
65,18,2012-12-09,house,RO123,Covasna,2,UDTR,,49,RO123,Covasna
66,19,2012-12-09,house,RO123,Covasna,2,USR-PLUS,,34,RO123,Covasna
67,20,2012-12-09,house,RO123,Covasna,2,FCER,,33,RO123,Covasna
68,21,2012-12-09,house,RO123,Covasna,2,UBBR,,33,RO123,Covasna
69,22,2012-12-09,house,RO123,Covasna,2,UPR,,27,RO123,Covasna
70,23,2012-12-09,house,RO123,Covasna,2,UUR,,27,RO123,Covasna
71,24,2012-12-09,house,RO123,Covasna,2,C.R.L.R.,,12,RO123,Covasna
72,0,1992-09-27,house,RO126,Sibiu,0,eligible_voters,eligible_voters,317442,RO126,Sibiu
73,1,1992-09-27,house,RO126,Sibiu,1,issued_ballots,issued_ballots,256351,RO126,Sibiu
74,0,1992-09-27,house,RO126,Sibiu,2,C.D.R,CONVENTIA DEMOCRATICA DIN ROMANIA,64387,RO126,Sibiu
75,1,1992-09-27,house,RO126,Sibiu,2,P.U.N.R.,,33685,RO126,Sibiu
76,2,1992-09-27,house,RO126,Sibiu,2,F.D.S.N.,Frontul Democrat al Salvării Naționale,26755,RO126,Sibiu
77,3,1992-09-27,house,RO126,Sibiu,2,F.S.N.,Frontul Salvării Naționale,24218,RO126,Sibiu
78,4,1992-09-27,house,RO126,Sibiu,2,FDGR,Forumul Democrat al Germanilor din România,8423,RO126,Sibiu
79,5,1992-09-27,house,RO126,Sibiu,2,PNL,Partidul Național Liberal,7946,RO126,Sibiu
80,6,1992-09-27,house,RO126,Sibiu,2,M.E.R.,,7369,RO126,Sibiu
81,7,1992-09-27,house,RO126,Sibiu,2,PRM,Partidul România Mare,6654,RO126,Sibiu
82,8,1992-09-27,house,RO126,Sibiu,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,6152,RO126,Sibiu
83,9,1992-09-27,house,RO126,Sibiu,2,P.D.A.R.,,5613,RO126,Sibiu
84,10,1992-09-27,house,RO126,Sibiu,2,P.R.,,5358,RO126,Sibiu
85,11,1992-09-27,house,RO126,Sibiu,2,N.P.L.,,3166,RO126,Sibiu
86,12,1992-09-27,house,RO126,Sibiu,2,PSM,Partidul Socialist al Muncii,3108,RO126,Sibiu
87,13,1992-09-27,house,RO126,Sibiu,2,S.N-D.,,3078,RO126,Sibiu
88,14,1992-09-27,house,RO126,Sibiu,2,P.N.P.L.R.,,3018,RO126,Sibiu
89,15,1992-09-27,house,RO126,Sibiu,2,U.L.D.R.R.,,2462,RO126,Sibiu
90,16,1992-09-27,house,RO126,Sibiu,2,U.G.R.R.,,1743,RO126,Sibiu
91,17,1992-09-27,house,RO126,Sibiu,2,U.L.B.,,1395,RO126,Sibiu
92,18,1992-09-27,house,RO126,Sibiu,2,A.D.N.,,1351,RO126,Sibiu
93,19,1992-09-27,house,RO126,Sibiu,2,P.U.S-D.,,1303,RO126,Sibiu
94,20,1992-09-27,house,RO126,Sibiu,2,PNTCD,,1227,RO126,Sibiu
95,21,1992-09-27,house,RO126,Sibiu,2,P.C.E.R.S.N.,,1126,RO126,Sibiu
96,22,1992-09-27,house,RO126,Sibiu,2,P.V.P.,,1066,RO126,Sibiu
97,23,1992-09-27,house,RO126,Sibiu,2,F.D.R.16-20.XII.89.T,,1034,RO126,Sibiu
98,24,1992-09-27,house,RO126,Sibiu,2,PRO,,995,RO126,Sibiu
99,25,1992-09-27,house,RO126,Sibiu,2,P.L.REP.,,974,RO126,Sibiu
100,26,1992-09-27,house,RO126,Sibiu,2,P.D.C.,,772,RO126,Sibiu
101,27,1992-09-27,house,RO126,Sibiu,2,P.D.N.,,634,RO126,Sibiu
102,28,1992-09-27,house,RO126,Sibiu,2,P.R.U.R.,,590,RO126,Sibiu
103,29,1992-09-27,house,RO126,Sibiu,2,P.T.R.,,590,RO126,Sibiu
104,30,1992-09-27,house,RO126,Sibiu,2,P.L.M.R.,,555,RO126,Sibiu
105,31,1992-09-27,house,RO126,Sibiu,2,P.S.D.T.,,552,RO126,Sibiu
106,32,1992-09-27,house,RO126,Sibiu,2,C.S.S.,,504,RO126,Sibiu
107,33,1992-09-27,house,RO126,Sibiu,2,UDMR,,488,RO126,Sibiu
108,34,1992-09-27,house,RO126,Sibiu,2,P.A.J.N.,,382,RO126,Sibiu
109,35,1992-09-27,house,RO126,Sibiu,2,L.N.E.R.,,341,RO126,Sibiu
110,36,1992-09-27,house,RO126,Sibiu,2,PDSR-PUR-PSDR,,301,RO126,Sibiu
111,37,1992-09-27,house,RO126,Sibiu,2,PUR,,211,RO126,Sibiu
112,38,1992-09-27,house,RO126,Sibiu,2,P.D.S.(N.D.)N-V.R.,,136,RO126,Sibiu
113,39,1992-09-27,house,RO126,Sibiu,2,P.TR.REP.,,48,RO126,Sibiu
114,0,2024-06-09,european,RO424,Timis,0,eligible_voters,eligible_voters,629641,RO424,Timiş
115,1,2024-06-09,european,RO424,Timis,1,issued_ballots,issued_ballots,318926,RO424,Timiş
116,0,2024-06-09,european,RO424,Timis,2,PSD-PNL,ALIANȚA ELECTORALĂ PSD PNL,113202,RO424,Timiş
117,1,2024-06-09,european,RO424,Timis,2,USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,51605,RO424,Timiş
118,2,2024-06-09,european,RO424,Timis,2,ALIANȚA AUR,,50772,RO424,Timiş
119,3,2024-06-09,european,RO424,Timis,2,REPER,PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,18484,RO424,Timiş
120,4,2024-06-09,european,RO424,Timis,2,SOS,PARTIDUL S.O.S. ROMÂNIA,15762,RO424,Timiş
121,5,2024-06-09,european,RO424,Timis,2,ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL,,11754,RO424,Timiş
122,6,2024-06-09,european,RO424,Timis,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,10601,RO424,Timiş
123,7,2024-06-09,european,RO424,Timis,2,GHEORGHE VLAD-DAN,,10239,RO424,Timiş
124,8,2024-06-09,european,RO424,Timis,2,PARTIDUL DIASPORA UNITĂ,,6402,RO424,Timiş
125,9,2024-06-09,european,RO424,Timis,2,PUSL,PARTIDUL UMANIST SOCIAL LIBERAL,5340,RO424,Timiş
126,10,2024-06-09,european,RO424,Timis,2,ȘOȘOACĂ DUMITRU-SILVESTRU,,2546,RO424,Timiş
127,11,2024-06-09,european,RO424,Timis,2,PRM,Partidul România Mare,2319,RO424,Timiş
128,12,2024-06-09,european,RO424,Timis,2,PARTIDUL PATRIOȚILOR,PARTIDUL PATRIOȚILOR,1879,RO424,Timiş
129,13,2024-06-09,european,RO424,Timis,2,PÎRVĂNESCU PAULA-MARINELA,,1812,RO424,Timiş
130,14,2024-06-09,european,RO424,Timis,2,AD,Partidul Alternativa Dreaptă,1596,RO424,Timiş
131,15,2024-06-09,european,RO424,Timis,2,PSR - PSDM,ROMÂNIA SOCIALISTĂ,1165,RO424,Timiş
132,0,2000-11-26,president_a,RO222,Buzau,0,eligible_voters,eligible_voters,407123,RO222,Buzău
133,1,2000-11-26,president_a,RO222,Buzau,1,issued_ballots,issued_ballots,266840,RO222,Buzău
134,0,2000-11-26,president_a,RO222,Buzau,2,ION ILIESCU,PDSR-PUR-PSDR,135236,RO222,Buzău
135,1,2000-11-26,president_a,RO222,Buzau,2,CORNELIU VADIM TUDOR,PRM,63379,RO222,Buzău
136,2,2000-11-26,president_a,RO222,Buzau,2,THEODOR DUMITRU STOLOJAN,PNL,17450,RO222,Buzău
137,3,2000-11-26,president_a,RO222,Buzau,2,CONSTANTIN MUGUREL ISARESCU,,16257,RO222,Buzău
138,4,2000-11-26,president_a,RO222,Buzau,2,PETRE ROMAN,PD,7850,RO222,Buzău
139,5,2000-11-26,president_a,RO222,Buzau,2,TEODOR VIOREL MELESCANU,ApR,5324,RO222,Buzău
140,6,2000-11-26,president_a,RO222,Buzau,2,GHEORGHE EDUARD MANOLE,,2961,RO222,Buzău
141,7,2000-11-26,president_a,RO222,Buzau,2,GRAZIELA-ELENA BIRLA,,1524,RO222,Buzău
142,8,2000-11-26,president_a,RO222,Buzau,2,ION SASU,PSM,1223,RO222,Buzău
143,9,2000-11-26,president_a,RO222,Buzau,2,PAUL-PHILIPPE HOHENZOLLERN,,965,RO222,Buzău
144,10,2000-11-26,president_a,RO222,Buzau,2,NICULAE CERVENI,,780,RO222,Buzău
145,11,2000-11-26,president_a,RO222,Buzau,2,GYORGY FRUNDA,UDMR,594,RO222,Buzău
146,0,2019-05-26,european,RO111,Bihor,0,eligible_voters,eligible_voters,502341,RO111,Bihor
147,1,2019-05-26,european,RO111,Bihor,1,issued_ballots,issued_ballots,265314,RO111,Bihor
148,0,2019-05-26,european,RO111,Bihor,2,PNL,Partidul Național Liberal,89190,RO111,Bihor
149,1,2019-05-26,european,RO111,Bihor,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,50046,RO111,Bihor
150,2,2019-05-26,european,RO111,Bihor,2,PSD,Partidul Social Democrat,46039,RO111,Bihor
151,3,2019-05-26,european,RO111,Bihor,2,USR,ALIANȚA 2020 USR PLUS,33366,RO111,Bihor
152,4,2019-05-26,european,RO111,Bihor,2,PRO,PARTIDUL PRO ROMÂNIA,11446,RO111,Bihor
153,5,2019-05-26,european,RO111,Bihor,2,COSTEA PETER,,9505,RO111,Bihor
154,6,2019-05-26,european,RO111,Bihor,2,ALDE,Alianța Liberalilor și Democraților,7444,RO111,Bihor
155,7,2019-05-26,european,RO111,Bihor,2,PMP,Partidul Miscarea Populară,5860,RO111,Bihor
156,8,2019-05-26,european,RO111,Bihor,2,SIMION GEORGE-NICOLAE,,1426,RO111,Bihor
157,9,2019-05-26,european,RO111,Bihor,2,TUDORAN GREGORIANA CARMEN,,905,RO111,Bihor
158,10,2019-05-26,european,RO111,Bihor,2,PP,,897,RO111,Bihor
159,11,2019-05-26,european,RO111,Bihor,2,PRO,,717,RO111,Bihor
160,12,2019-05-26,european,RO111,Bihor,2,PRU,Partidul România Unită,705,RO111,Bihor
161,13,2019-05-26,european,RO111,Bihor,2,PSR,,611,RO111,Bihor
162,14,2019-05-26,european,RO111,Bihor,2,PSDI,,397,RO111,Bihor
163,15,2019-05-26,european,RO111,Bihor,2,BUN,,250,RO111,Bihor
164,0,2016-12-11,house,RO221,Braila,0,eligible_voters,eligible_voters,297525,RO221,Brăila
165,1,2016-12-11,house,RO221,Braila,1,issued_ballots,issued_ballots,116130,RO221,Brăila
166,0,2016-12-11,house,RO221,Braila,2,PSD,Partidul Social Democrat,64265,RO221,Brăila
167,1,2016-12-11,house,RO221,Braila,2,PNL,Partidul Național Liberal,18257,RO221,Brăila
168,2,2016-12-11,house,RO221,Braila,2,ALDE,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR,6136,RO221,Brăila
169,3,2016-12-11,house,RO221,Braila,2,PMP,Partidul Miscarea Populară,6128,RO221,Brăila
170,4,2016-12-11,house,RO221,Braila,2,USR-PLUS,Uniunea Salvați România,5330,RO221,Brăila
171,5,2016-12-11,house,RO221,Braila,2,PRU,Partidul România Unită,3129,RO221,Brăila
172,6,2016-12-11,house,RO221,Braila,2,ANR,,1543,RO221,Brăila
173,7,2016-12-11,house,RO221,Braila,2,PRM,Partidul România Mare,1304,RO221,Brăila
174,8,2016-12-11,house,RO221,Braila,2,PER,Partidul Ecologist Român,1227,RO221,Brăila
175,9,2016-12-11,house,RO221,Braila,2,PSR,,1011,RO221,Brăila
176,10,2016-12-11,house,RO221,Braila,2,(CRLR),,491,RO221,Brăila
177,11,2016-12-11,house,RO221,Braila,2,PRO,,330,RO221,Brăila
178,12,2016-12-11,house,RO221,Braila,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,289,RO221,Brăila
179,13,2016-12-11,house,RO221,Braila,2,FCER,,184,RO221,Brăila
180,14,2016-12-11,house,RO221,Braila,2,UER,,173,RO221,Brăila
181,15,2016-12-11,house,RO221,Braila,2,FDGR,Forumul Democrat al Germanilor din România,134,RO221,Brăila
182,16,2016-12-11,house,RO221,Braila,2,AMR,,120,RO221,Brăila
183,17,2016-12-11,house,RO221,Braila,2,UDSCR,,116,RO221,Brăila
184,18,2016-12-11,house,RO221,Braila,2,UUR,,111,RO221,Brăila
185,19,2016-12-11,house,RO221,Braila,2,PO,,108,RO221,Brăila
186,20,2016-12-11,house,RO221,Braila,2,UDTR,,90,RO221,Brăila
187,21,2016-12-11,house,RO221,Braila,2,UBBR,,84,RO221,Brăila
188,22,2016-12-11,house,RO221,Braila,2,PNL-Aripa tânără,,80,RO221,Brăila
189,23,2016-12-11,house,RO221,Braila,2,ROASIT,,79,RO221,Brăila
190,24,2016-12-11,house,RO221,Braila,2,UAR,,56,RO221,Brăila
191,25,2016-12-11,house,RO221,Braila,2,USR-PLUS,,37,RO221,Brăila
192,26,2016-12-11,house,RO221,Braila,2,UCRR,,23,RO221,Brăila
193,0,2019-11-10,president_b,RO214,Neamt,0,eligible_voters,eligible_voters,465066,RO214,Neamţ
194,1,2019-11-10,president_b,RO214,Neamt,1,issued_ballots,issued_ballots,207017,RO214,Neamţ
195,0,2019-11-10,president_b,RO214,Neamt,2,KLAUS-WERNER IOHANNIS,Partidul Național Liberal,119063,RO214,Neamţ
196,1,2019-11-10,president_b,RO214,Neamt,2,VASILICA-VIORICA DĂNCILĂ,Partidul Social Democrat,83694,RO214,Neamţ
197,0,2019-05-26,european,RO125,Mures,0,eligible_voters,eligible_voters,478730,RO125,Mureş
198,1,2019-05-26,european,RO125,Mures,1,issued_ballots,issued_ballots,236130,RO125,Mureş
199,0,2019-05-26,european,RO125,Mures,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,75544,RO125,Mureş
200,1,2019-05-26,european,RO125,Mures,2,PNL,Partidul Național Liberal,51221,RO125,Mureş
201,2,2019-05-26,european,RO125,Mures,2,USR,ALIANȚA 2020 USR PLUS,38296,RO125,Mureş
202,3,2019-05-26,european,RO125,Mures,2,PSD,Partidul Social Democrat,30063,RO125,Mureş
203,4,2019-05-26,european,RO125,Mures,2,PRO,PARTIDUL PRO ROMÂNIA,10085,RO125,Mureş
204,5,2019-05-26,european,RO125,Mures,2,PMP,Partidul Miscarea Populară,8060,RO125,Mureş
205,6,2019-05-26,european,RO125,Mures,2,ALDE,Alianța Liberalilor și Democraților,5732,RO125,Mureş
206,7,2019-05-26,european,RO125,Mures,2,COSTEA PETER,,2161,RO125,Mureş
207,8,2019-05-26,european,RO125,Mures,2,SIMION GEORGE-NICOLAE,,1513,RO125,Mureş
208,9,2019-05-26,european,RO125,Mures,2,TUDORAN GREGORIANA CARMEN,,1330,RO125,Mureş
209,10,2019-05-26,european,RO125,Mures,2,PRU,Partidul România Unită,1220,RO125,Mureş
210,11,2019-05-26,european,RO125,Mures,2,PP,,1152,RO125,Mureş
211,12,2019-05-26,european,RO125,Mures,2,PRO,,1054,RO125,Mureş
212,13,2019-05-26,european,RO125,Mures,2,PSR,,688,RO125,Mureş
213,14,2019-05-26,european,RO125,Mures,2,PSDI,,483,RO125,Mureş
214,15,2019-05-26,european,RO125,Mures,2,BUN,,355,RO125,Mureş
215,0,2000-11-26,president_b,RO316,Prahova,0,eligible_voters,eligible_voters,679838,RO316,Prahova
216,1,2000-11-26,president_b,RO316,Prahova,1,issued_ballots,issued_ballots,392704,RO316,Prahova
217,0,2000-11-26,president_b,RO316,Prahova,2,ION ILIESCU,PDSR-PUR-PSDR,267450,RO316,Prahova
218,1,2000-11-26,president_b,RO316,Prahova,2,CORNELIU VADIM TUDOR,PRM,119415,RO316,Prahova
219,0,2007-11-25,european,RO415,Valcea,0,eligible_voters,eligible_voters,342247,RO415,Vâlcea
220,1,2007-11-25,european,RO415,Valcea,1,issued_ballots,issued_ballots,105273,RO415,Vâlcea
221,0,2007-11-25,european,RO415,Valcea,2,PSD,Partidul Social Democrat,27241,RO415,Vâlcea
222,1,2007-11-25,european,RO415,Valcea,2,PD,Partidul Democrat,24128,RO415,Vâlcea
223,2,2007-11-25,european,RO415,Valcea,2,PNL,PNL,19695,RO415,Vâlcea
224,3,2007-11-25,european,RO415,Valcea,2,PLD,Partidul Liberal Democrat,7922,RO415,Vâlcea
225,4,2007-11-25,european,RO415,Valcea,2,PC,Partidul Conservator,4995,RO415,Vâlcea
226,5,2007-11-25,european,RO415,Valcea,2,PRM,Partidul România Mare,4723,RO415,Vâlcea
227,6,2007-11-25,european,RO415,Valcea,2,PNG-CD,,4023,RO415,Vâlcea
228,7,2007-11-25,european,RO415,Valcea,2,PIN,,3334,RO415,Vâlcea
229,8,2007-11-25,european,RO415,Valcea,2,PNTCD,Partidul Național Tărănesc Creștin Democrat,1340,RO415,Vâlcea
230,9,2007-11-25,european,RO415,Valcea,2,PAS,,920,RO415,Vâlcea
231,10,2007-11-25,european,RO415,Valcea,2,PRPE,,601,RO415,Vâlcea
232,11,2007-11-25,european,RO415,Valcea,2,PV,Partidul Verde,499,RO415,Vâlcea
233,12,2007-11-25,european,RO415,Valcea,2,CANDIDAT INDEPENDENT,,358,RO415,Vâlcea
234,13,2007-11-25,european,RO415,Valcea,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,333,RO415,Vâlcea
235,0,2009-06-07,european,RO224,Galati,0,eligible_voters,eligible_voters,519394,RO224,Galaţi
236,1,2009-06-07,european,RO224,Galati,1,issued_ballots,issued_ballots,140219,RO224,Galaţi
237,0,2009-06-07,european,RO224,Galati,2,PSD,,56869,RO224,Galaţi
238,1,2009-06-07,european,RO224,Galati,2,PD,Partidul Democrat Liberal,36118,RO224,Galaţi
239,2,2009-06-07,european,RO224,Galati,2,PNL,Partidul Național Liberal,23302,RO224,Galaţi
240,3,2009-06-07,european,RO224,Galati,2,PRM,Partidul România Mare,9369,RO224,Galaţi
241,4,2009-06-07,european,RO224,Galati,2,CANDIDAT INDEPENDENT,,4876,RO224,Galaţi
242,5,2009-06-07,european,RO224,Galati,2,PNTCD,Partidul Național Tărănesc Creștin Democrat,1396,RO224,Galaţi
243,6,2009-06-07,european,RO224,Galati,2,CANDIDAT INDEPENDENT,,1277,RO224,Galaţi
244,7,2009-06-07,european,RO224,Galati,2,,,390,RO224,Galaţi
245,8,2009-06-07,european,RO224,Galati,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,390,RO224,Galaţi
246,0,2008-11-30,house,RO112,Bistrita-Nasaud,0,eligible_voters,eligible_voters,262174,RO112,Bistriţa-Năsăud
247,1,2008-11-30,house,RO112,Bistrita-Nasaud,1,issued_ballots,issued_ballots,106814,RO112,Bistriţa-Năsăud
248,0,2008-11-30,house,RO112,Bistrita-Nasaud,2,PD,Partidul Democrat Liberal,37268,RO112,Bistriţa-Năsăud
249,1,2008-11-30,house,RO112,Bistrita-Nasaud,2,PSD,,32800,RO112,Bistriţa-Năsăud
250,2,2008-11-30,house,RO112,Bistrita-Nasaud,2,PNL,Partidul Național Liberal,19268,RO112,Bistriţa-Năsăud
251,3,2008-11-30,house,RO112,Bistrita-Nasaud,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,5573,RO112,Bistriţa-Năsăud
252,4,2008-11-30,house,RO112,Bistrita-Nasaud,2,PRM,Partidul România Mare,3184,RO112,Bistriţa-Năsăud
253,5,2008-11-30,house,RO112,Bistrita-Nasaud,2,PNG,PNG-CD,1614,RO112,Bistriţa-Năsăud
254,6,2008-11-30,house,RO112,Bistrita-Nasaud,2,PHR,,995,RO112,Bistriţa-Năsăud
255,7,2008-11-30,house,RO112,Bistrita-Nasaud,2,FDGR,Forumul Democrat al Germanilor din România,279,RO112,Bistriţa-Năsăud
256,8,2008-11-30,house,RO112,Bistrita-Nasaud,2,UBBR,,192,RO112,Bistriţa-Năsăud
257,9,2008-11-30,house,RO112,Bistrita-Nasaud,2,U-Armeni,,169,RO112,Bistriţa-Năsăud
258,10,2008-11-30,house,RO112,Bistrita-Nasaud,2,A-Macedoni,,163,RO112,Bistriţa-Năsăud
259,11,2008-11-30,house,RO112,Bistrita-Nasaud,2,FC-Evrei,,129,RO112,Bistriţa-Năsăud
260,12,2008-11-30,house,RO112,Bistrita-Nasaud,2,U-Eleni,,122,RO112,Bistriţa-Năsăud
261,13,2008-11-30,house,RO112,Bistrita-Nasaud,2,U-Polonezi,,120,RO112,Bistriţa-Năsăud
262,14,2008-11-30,house,RO112,Bistrita-Nasaud,2,A-Albanezi,,103,RO112,Bistriţa-Năsăud
263,15,2008-11-30,house,RO112,Bistrita-Nasaud,2,C-Rusi,,90,RO112,Bistriţa-Năsăud
264,16,2008-11-30,house,RO112,Bistrita-Nasaud,2,U-Croati,,87,RO112,Bistriţa-Năsăud
265,17,2008-11-30,house,RO112,Bistrita-Nasaud,2,U-Turca,,77,RO112,Bistriţa-Năsăud
