"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BELFORTE MONFERRATO";430;222;339;182;8;"PARTITO DEMOCRATICO";"156"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BELFORTE MONFERRATO";430;222;339;182;8;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"87"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"IO CAMBIO - MAIE";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"SCELTA EUROPEA";"4"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"PARTITO DEMOCRATICO";"238"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"82"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"25"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"NUOVO CENTRO DESTRA - UDC";"17"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"20"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"L'ALTRA EUROPA CON TSIPRAS";"10"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"ITALIA DEI VALORI";"8"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"FORZA ITALIA";"49"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERGAMASCO";693;340;518;268;28;"VERDI EUROPEI-GREEN ITALIA";"6"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"L'ALTRA EUROPA CON TSIPRAS";"5"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"6"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"VERDI EUROPEI-GREEN ITALIA";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"FORZA ITALIA";"30"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"ITALIA DEI VALORI";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"SCELTA EUROPEA";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"NUOVO CENTRO DESTRA - UDC";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"IO CAMBIO - MAIE";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"PARTITO DEMOCRATICO";"19"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"21"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BERZANO DI TORTONA";123;66;99;54;7;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"NUOVO CENTRO DESTRA - UDC";"16"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"SCELTA EUROPEA";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"PARTITO DEMOCRATICO";"379"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"110"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"192"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"IO CAMBIO - MAIE";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"38"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"L'ALTRA EUROPA CON TSIPRAS";"18"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"ITALIA DEI VALORI";"19"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"FORZA ITALIA";"212"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BISTAGNO";1532;746;1124;559;52;"VERDI EUROPEI-GREEN ITALIA";"10"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"ITALIA DEI VALORI";"6"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"IO CAMBIO - MAIE";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"FORZA ITALIA";"118"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"SCELTA EUROPEA";"7"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"L'ALTRA EUROPA CON TSIPRAS";"30"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"204"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"307"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"PARTITO DEMOCRATICO";"417"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"41"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"NUOVO CENTRO DESTRA - UDC";"31"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGHETTO DI BORBERA";1727;853;1318;671;78;"VERDI EUROPEI-GREEN ITALIA";"9"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"L'ALTRA EUROPA CON TSIPRAS";"12"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"23"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"ITALIA DEI VALORI";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"FORZA ITALIA";"62"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"NUOVO CENTRO DESTRA - UDC";"8"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"IO CAMBIO - MAIE";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"PARTITO DEMOCRATICO";"116"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"82"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"VERDI EUROPEI-GREEN ITALIA";"4"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"28"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGORATTO ALESSANDRINO";575;277;363;179;10;"SCELTA EUROPEA";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"31"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"IO CAMBIO - MAIE";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"PARTITO DEMOCRATICO";"226"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"SCELTA EUROPEA";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"ITALIA DEI VALORI";"7"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"121"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"57"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"NUOVO CENTRO DESTRA - UDC";"31"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"FORZA ITALIA";"150"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"L'ALTRA EUROPA CON TSIPRAS";"10"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BORGO SAN MARTINO";1177;588;678;356;17;"VERDI EUROPEI-GREEN ITALIA";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"ITALIA DEI VALORI";"7"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"IO CAMBIO - MAIE";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"FORZA ITALIA";"312"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"L'ALTRA EUROPA CON TSIPRAS";"18"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"SCELTA EUROPEA";"15"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"114"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"PARTITO DEMOCRATICO";"505"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"355"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"52"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"NUOVO CENTRO DESTRA - UDC";"33"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSCO MARENGO";2280;1110;1529;768;44;"VERDI EUROPEI-GREEN ITALIA";"11"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"171"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"L'ALTRA EUROPA CON TSIPRAS";"17"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"VERDI EUROPEI-GREEN ITALIA";"5"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"14"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"IO CAMBIO - MAIE";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"SCELTA EUROPEA";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"FORZA ITALIA";"86"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"PARTITO DEMOCRATICO";"272"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"40"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"NUOVO CENTRO DESTRA - UDC";"30"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOSIO";995;516;714;385;26;"ITALIA DEI VALORI";"5"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"8"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"L'ALTRA EUROPA CON TSIPRAS";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"ITALIA DEI VALORI";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"FORZA ITALIA";"57"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"NUOVO CENTRO DESTRA - UDC";"6"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"IO CAMBIO - MAIE";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"49"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"VERDI EUROPEI-GREEN ITALIA";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"SCELTA EUROPEA";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"18"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BOZZOLE";266;126;211;99;9;"PARTITO DEMOCRATICO";"53"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"41"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"FORZA ITALIA";"27"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"ITALIA DEI VALORI";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"NUOVO CENTRO DESTRA - UDC";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"IO CAMBIO - MAIE";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"48"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"VERDI EUROPEI-GREEN ITALIA";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"L'ALTRA EUROPA CON TSIPRAS";"5"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"SCELTA EUROPEA";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"23"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"BRIGNANO FRASCATA";393;202;295;162;16;"PARTITO DEMOCRATICO";"123"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"SCELTA EUROPEA";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"NUOVO CENTRO DESTRA - UDC";"10"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"IO CAMBIO - MAIE";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"L'ALTRA EUROPA CON TSIPRAS";"7"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"10"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"38"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"59"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"PARTITO DEMOCRATICO";"128"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"VERDI EUROPEI-GREEN ITALIA";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"ITALIA DEI VALORI";"4"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CABELLA LIGURE";643;344;379;211;40;"FORZA ITALIA";"62"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"VERDI EUROPEI-GREEN ITALIA";"4"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"L'ALTRA EUROPA CON TSIPRAS";"13"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"12"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"ITALIA DEI VALORI";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"FORZA ITALIA";"62"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"59"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"PARTITO DEMOCRATICO";"143"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"IO CAMBIO - MAIE";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"33"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"NUOVO CENTRO DESTRA - UDC";"10"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMAGNA MONFERRATO";512;263;382;200;29;"SCELTA EUROPEA";"0"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"L'ALTRA EUROPA CON TSIPRAS";"8"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"16"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"FORZA ITALIA";"71"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"ITALIA DEI VALORI";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"82"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"IO CAMBIO - MAIE";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"PARTITO DEMOCRATICO";"186"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"VERDI EUROPEI-GREEN ITALIA";"6"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"37"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"NUOVO CENTRO DESTRA - UDC";"17"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CAMINO";726;356;466;238;21;"SCELTA EUROPEA";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"L'ALTRA EUROPA CON TSIPRAS";"7"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"8"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"ITALIA DEI VALORI";"2"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"FORZA ITALIA";"51"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"NUOVO CENTRO DESTRA - UDC";"3"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"IO CAMBIO - MAIE";"1"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"PARTITO DEMOCRATICO";"110"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"66"
"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"ALESSANDRIA";"CANTALUPO LIGURE";547;272;308;163;21;"VERDI EUROPEI-GREEN ITALIA";"0"
