"DESCRCIRC";"DESCRREG";"DESCRPROV";"DESCRCOMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"MOV.SOC.TRICOLORE";"69"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"CENTRO CRIST.DEM.";"46"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"PARTITO PENSIONATI";"7"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"LISTA EMMA BONINO";"86"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"LS.CITO LG.AZ.MERID.";"7"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"DEMOCRATICI SINISTRA";"153"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"PRI-LIB-ELDR.";"41"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"SOCIALISTA";"26"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"AN - P.SEGNI";"679"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"RIFONDAZIONE COMUNISTA";"28"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"LEGA NORD";"11"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"SDI";"63"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"RINNOVAMENTO IT-DINI";"78"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"FORZA ITALIA";"584"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TERME VIGLIATORE";5722;;3996;;135;"CDU";"26"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"FORZA ITALIA";"1007"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"I DEMOCRATICI";"88"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"PPI (POP)";"221"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"CENTRO CRIST.DEM.";"166"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"PARTITO PENSIONATI";"9"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"LISTA EMMA BONINO";"72"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"LS.CITO LG.AZ.MERID.";"6"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"DEMOCRATICI SINISTRA";"232"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"SDI";"292"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"CDU";"54"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"SOCIALISTA";"67"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"RIFONDAZIONE COMUNISTA";"49"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"AN - P.SEGNI";"312"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"PRI-LIB-ELDR.";"44"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"U.D.EUR";"247"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"LEGA NORD";"3"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"LDR-PS D'AZ-PCONSI";"3"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"RINNOVAMENTO IT-DINI";"179"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"MOV.SOC.TRICOLORE";"39"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"FED.DEI VERDI";"6"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORREGROTTA";5471;;3449;;155;"COMUNISTI ITALIANI";"20"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"CDU";"27"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"RINNOVAMENTO IT-DINI";"15"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"CENTRO CRIST.DEM.";"38"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"PARTITO PENSIONATI";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"LISTA EMMA BONINO";"44"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"LS.CITO LG.AZ.MERID.";"5"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"DEMOCRATICI SINISTRA";"296"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"I DEMOCRATICI";"27"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"LDR-PS D'AZ-PCONSI";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"COMUNISTI ITALIANI";"13"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"PPI (POP)";"219"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"MOV.SOC.TRICOLORE";"16"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"U.D.EUR";"154"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"SDI";"69"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"LEGA NORD";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"PRI-LIB-ELDR.";"42"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"AN - P.SEGNI";"244"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"RIFONDAZIONE COMUNISTA";"44"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"SOCIALISTA";"56"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"FED.DEI VERDI";"4"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORRENOVA";2930;;1853;;48;"FORZA ITALIA";"410"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"AN - P.SEGNI";"210"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"RIFONDAZIONE COMUNISTA";"62"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"SOCIALISTA";"63"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"CDU";"36"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"FORZA ITALIA";"1010"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"CENTRO CRIST.DEM.";"361"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"PARTITO PENSIONATI";"3"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"LISTA EMMA BONINO";"46"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"LS.CITO LG.AZ.MERID.";"6"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"DEMOCRATICI SINISTRA";"303"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"I DEMOCRATICI";"1148"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"MOV.SOC.TRICOLORE";"28"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"RINNOVAMENTO IT-DINI";"27"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"PPI (POP)";"163"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"SDI";"40"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"COMUNISTI ITALIANI";"32"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"LEGA NORD";"11"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"PRI-LIB-ELDR.";"34"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"LDR-PS D'AZ-PCONSI";"6"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"U.D.EUR";"296"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TORTORICI                               ";6501;;4353;;136;"FED.DEI VERDI";"13"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"PPI (POP)";"41"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"I DEMOCRATICI";"10"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"COMUNISTI ITALIANI";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"DEMOCRATICI SINISTRA";"42"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"LISTA EMMA BONINO";"3"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"CENTRO CRIST.DEM.";"46"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"RINNOVAMENTO IT-DINI";"7"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"FED.DEI VERDI";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"PARTITO PENSIONATI";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"MOV.SOC.TRICOLORE";"17"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"LEGA NORD";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"FORZA ITALIA";"120"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"SDI";"10"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"CDU";"11"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"PRI-LIB-ELDR.";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"SOCIALISTA";"12"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"RIFONDAZIONE COMUNISTA";"7"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"U.D.EUR";"91"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TRIPI";1452;;636;;27;"AN - P.SEGNI";"146"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"DEMOCRATICI SINISTRA";"322"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"I DEMOCRATICI";"38"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"FED.DEI VERDI";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"U.D.EUR";"365"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"MOV.SOC.TRICOLORE";"54"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"COMUNISTI ITALIANI";"28"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"RINNOVAMENTO IT-DINI";"15"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"PPI (POP)";"83"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"CENTRO CRIST.DEM.";"89"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"FORZA ITALIA";"177"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"PARTITO PENSIONATI";"3"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"CDU";"20"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"LS.CITO LG.AZ.MERID.";"3"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"SDI";"76"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"LEGA NORD";"4"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"PRI-LIB-ELDR.";"10"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"AN - P.SEGNI";"142"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"RIFONDAZIONE COMUNISTA";"137"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"SOCIALISTA";"15"
"ITALIA INSULARE";"SICILIA";"MESSINA";"TUSA";3100;;1813;;66;"LISTA EMMA BONINO";"35"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"U.D.EUR";"27"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"SOCIALISTA";"19"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"RINNOVAMENTO IT-DINI";"4"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"SDI";"5"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"LEGA NORD";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"PRI-LIB-ELDR.";"7"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"AN - P.SEGNI";"89"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"RIFONDAZIONE COMUNISTA";"12"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"CDU";"12"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"MOV.SOC.TRICOLORE";"22"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"FORZA ITALIA";"47"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"DEMOCRATICI SINISTRA";"149"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"FED.DEI VERDI";"5"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"COMUNISTI ITALIANI";"13"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"I DEMOCRATICI";"45"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"PPI (POP)";"156"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"LS.CITO LG.AZ.MERID.";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"LISTA EMMA BONINO";"11"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"CENTRO CRIST.DEM.";"10"
"ITALIA INSULARE";"SICILIA";"MESSINA";"UCRIA";1388;;781;;73;"PARTITO PENSIONATI";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"PRI-LIB-ELDR.";"29"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"LEGA NORD";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"SDI";"5"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"FORZA ITALIA";"249"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"RINNOVAMENTO IT-DINI";"32"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"AN - P.SEGNI";"70"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"CDU";"4"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"SOCIALISTA";"10"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"MOV.SOC.TRICOLORE";"9"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"PARTITO PENSIONATI";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"RIFONDAZIONE COMUNISTA";"11"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"U.D.EUR";"31"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"FED.DEI VERDI";"3"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"COMUNISTI ITALIANI";"5"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"I DEMOCRATICI";"7"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"DEMOCRATICI SINISTRA";"57"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"LISTA EMMA BONINO";"14"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"CENTRO CRIST.DEM.";"12"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"PPI (POP)";"59"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VALDINA";1119;;676;;29;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"AN - P.SEGNI";"241"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"U.D.EUR";"105"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"LISTA EMMA BONINO";"58"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"PPI (POP)";"204"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"PARTITO PENSIONATI";"7"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"LS.CITO LG.AZ.MERID.";"6"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"DEMOCRATICI SINISTRA";"151"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"I DEMOCRATICI";"61"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"SOCIALISTA";"26"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"FED.DEI VERDI";"4"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"CDU";"27"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"MOV.SOC.TRICOLORE";"30"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"FORZA ITALIA";"642"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"RINNOVAMENTO IT-DINI";"75"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"SDI";"46"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"LEGA NORD";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"PRI-LIB-ELDR.";"11"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"RIFONDAZIONE COMUNISTA";"16"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"COMUNISTI ITALIANI";"8"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VENETICO";3110;;1971;;62;"CENTRO CRIST.DEM.";"97"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"PARTITO PENSIONATI";"23"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"PPI (POP)";"363"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"CENTRO CRIST.DEM.";"336"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"DEMOCRATICI SINISTRA";"342"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"I DEMOCRATICI";"110"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"LISTA EMMA BONINO";"163"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"COMUNISTI ITALIANI";"19"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"LEGA NORD";"2"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"FED.DEI VERDI";"12"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"U.D.EUR";"456"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"MOV.SOC.TRICOLORE";"47"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"FORZA ITALIA";"1099"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"SDI";"105"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"CDU";"96"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"SOCIALISTA";"121"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"RIFONDAZIONE COMUNISTA";"43"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"PRI-LIB-ELDR.";"22"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"RINNOVAMENTO IT-DINI";"175"
"ITALIA INSULARE";"SICILIA";"MESSINA";"VILLAFRANCA TIRRENA";6933;;4962;;209;"AN - P.SEGNI";"1007"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"FED.DEI VERDI";"280"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"LEGA NORD";"1206"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"LISTA EMMA BONINO";"1815"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"RIFONDAZIONE COMUNISTA";"700"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"PARTITO PENSIONATI";"156"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"UV";"15"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"DEMOCRATICI SINISTRA";"2483"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"COMUNISTI ITALIANI";"356"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"SDI";"172"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"MOV.SOC.TRICOLORE";"162"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"RINNOVAMENTO IT-DINI";"106"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"AN - P.SEGNI";"913"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"I DEMOCRATICI";"1100"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"MILANO";"ABBIATEGRASSO";23217;;16500;;388;"PRI-LIB-ELDR.";"50"
