,teryt_code,eligible_voters,issued_ballots,spd,cdu,gruene,csu,rep,fdp,oedp,bp,cm,liga,solidariaet,bsa,apd,bfb,familie,dsu,graue,naturgesetz,autonome,npd,forum,pbc,pass,pds,pead,statt
210,A_08215,291787,199982,53183,84207,21161,0,10514,7806,1508,213,540,417,74,28,1178,1856,0,44,927,521,145,456,141,1299,198,617,44,1184
211,A_08216,158489,105707,26288,47172,10097,0,5507,4059,769,117,200,213,43,26,641,997,0,30,432,304,51,222,55,237,130,308,16,582
212,A_08221,95953,63884,16712,21381,13516,0,2508,3348,492,46,74,57,29,12,232,823,0,20,320,147,67,85,106,161,67,1009,22,567
213,A_08222,208190,121780,41762,40120,15109,0,7579,4182,449,123,119,132,41,20,547,1368,0,44,731,257,122,296,82,258,151,1157,24,1452
214,A_08225,105009,74479,18777,33267,5931,0,3832,2429,1022,73,175,132,18,11,439,2204,0,19,292,169,42,187,25,342,64,209,14,374
215,A_08226,371104,261615,77006,101132,31041,0,12146,11814,1523,248,391,397,89,51,1425,3211,0,74,1178,583,177,1109,163,697,305,1253,42,1772
216,A_08231,80321,45806,11536,17733,4824,0,4102,2412,287,68,80,123,31,11,339,717,0,9,337,134,55,83,38,252,47,235,11,479
217,A_08235,105638,71277,15850,30111,7712,0,4845,3704,596,94,298,473,16,11,496,791,0,26,473,218,46,190,55,1176,101,271,17,478
218,A_08236,130803,88409,24014,31425,10453,0,6964,4646,680,116,278,265,43,17,734,967,0,20,520,288,83,167,68,1046,98,319,16,732
219,A_08237,82948,54913,12851,24694,4946,0,3277,2563,694,78,232,128,7,12,344,453,0,20,312,178,19,109,41,984,72,177,15,276
220,A_08311,138409,88237,21134,25716,24749,0,3103,4008,1833,85,102,107,22,31,325,624,0,23,587,219,277,81,175,344,141,1059,21,611
221,A_08315,166569,116380,26715,46668,18576,0,4071,6750,1959,116,294,208,41,19,615,780,0,22,705,381,104,113,102,626,101,442,26,657
222,A_08316,107899,73345,20401,27647,10590,0,2616,3508,750,66,261,152,16,15,386,403,0,27,407,217,69,118,42,356,55,286,16,552
223,A_08317,288997,190681,46918,83006,20597,0,7588,7427,1569,210,733,354,75,29,911,2376,0,58,862,635,133,285,134,826,213,660,40,1290
224,A_08325,100302,66978,15048,30022,5094,0,3439,3023,2449,113,235,214,19,9,436,434,0,22,386,219,58,214,64,473,94,244,16,361
225,A_08326,147989,92941,22472,39615,10449,0,3882,5457,970,108,300,327,26,27,595,612,0,95,613,238,98,322,64,505,110,311,30,630
226,A_08327,89901,63260,13400,29302,6005,0,3191,3380,721,98,143,204,19,7,396,499,0,26,299,181,41,301,48,299,90,181,10,375
227,A_08335,182583,113991,27478,46744,16373,0,3888,6336,815,164,234,232,42,44,773,998,0,45,682,354,130,260,122,471,171,595,32,1093
228,A_08336,150246,93335,28189,33480,12520,0,3656,4912,709,127,251,185,39,24,510,561,0,15,723,367,131,195,152,887,122,538,22,662
229,A_08337,113750,75123,17161,33723,8493,0,2737,3620,1727,104,173,137,21,23,523,461,0,21,405,233,58,110,49,457,89,301,21,382
230,A_08415,187467,126538,30388,50578,15533,0,7952,7083,1023,207,462,656,48,26,872,2156,0,39,799,407,109,248,125,1081,154,601,28,845
231,A_08416,134569,93836,23677,32377,17562,0,4785,5147,928,111,281,262,35,30,707,1317,0,26,566,325,170,129,176,815,121,884,16,492
232,A_08417,137006,87077,20820,38872,7506,0,4952,4350,733,135,207,249,34,16,581,1347,0,31,476,303,60,273,62,433,144,232,24,603
233,A_08421,77474,50187,14691,18093,7042,0,2836,2646,538,77,85,70,20,9,274,721,0,16,355,256,54,77,41,198,71,312,16,264
234,A_08425,125297,91639,20780,43143,8794,0,5168,3705,1455,108,279,265,31,14,511,733,0,37,400,253,62,186,57,737,117,228,15,443
235,A_08426,124744,88722,14134,47526,8166,0,5509,2669,2206,141,397,344,42,18,505,803,0,31,398,336,76,267,41,372,87,187,15,517
236,A_08435,137377,92011,18960,40403,11577,0,3946,4761,2580,147,282,271,42,15,551,1058,0,42,466,275,90,253,85,358,137,352,32,915
237,A_08436,183874,122662,22144,58138,13303,0,6412,4604,6356,217,383,668,37,18,766,1150,0,54,561,416,123,201,82,576,162,388,24,961
238,A_08437,90408,63630,10966,33609,5998,0,3346,2293,988,110,206,220,33,14,379,580,0,20,345,194,26,140,31,245,88,192,11,350
241,A_09161,78491,41086,9710,0,3016,20425,3574,1062,595,550,56,51,14,9,194,535,0,33,143,119,23,50,27,78,48,219,5,146
242,A_09162,850746,502961,142792,0,67948,189511,29573,24372,6119,6491,344,413,228,93,3718,13694,0,162,2717,1259,444,450,618,794,599,3930,111,2391
243,A_09163,40976,21617,3762,0,1950,9339,2488,664,427,623,35,55,13,4,98,1282,0,6,151,81,46,32,22,61,46,71,11,95
244,A_09171,77819,45494,8417,0,2489,25627,3311,1116,1114,1383,97,62,40,8,169,519,0,27,169,125,31,26,19,27,58,91,10,126
245,A_09172,72000,40766,6482,0,3099,22308,3702,1047,1078,849,89,175,11,8,134,778,0,12,128,80,27,59,21,101,46,84,9,85
246,A_09173,80480,48536,6868,0,4271,25348,3111,1679,850,1571,60,56,7,7,238,3225,0,17,191,153,30,36,32,63,52,119,7,163
247,A_09174,86169,49510,9047,0,3944,23964,4574,1590,1642,1033,70,64,17,10,405,1739,0,26,211,123,27,30,29,81,64,139,17,242
248,A_09175,79388,47897,9205,0,5100,23158,2302,2195,983,1113,58,64,25,3,348,1986,0,14,215,134,43,30,43,68,55,171,8,205
249,A_09176,79480,48830,11129,0,2740,27306,3214,931,841,814,98,109,8,7,198,377,0,13,101,127,28,47,14,43,45,112,4,119
250,A_09177,73663,40928,6595,0,3051,20988,3320,1102,1532,1228,74,103,21,5,227,1639,0,12,131,93,36,18,15,35,39,156,7,150
251,A_09178,96258,52889,9511,0,6076,25339,3265,1884,1625,1190,56,75,16,6,383,1904,0,18,231,123,35,115,48,104,52,240,13,212
252,A_09179,138480,84237,18098,0,9573,37550,4913,4041,1740,1641,81,82,25,11,599,3336,0,29,440,232,63,52,83,142,113,295,28,425
253,A_09180,63913,36526,3930,0,2409,20778,2064,1174,1466,784,64,57,47,3,159,2696,0,27,151,110,16,30,21,40,27,76,6,83
254,A_09181,71025,38882,6802,0,4039,19840,1937,1482,992,1425,82,89,9,5,190,890,0,15,158,103,20,27,31,78,40,113,10,203
255,A_09182,65853,38549,5705,0,2813,20668,2334,1287,512,936,52,51,10,3,164,3035,0,23,134,103,17,39,31,41,38,92,8,146
256,A_09183,77377,42559,6322,0,2227,23752,3537,970,762,1601,124,77,32,4,237,1817,0,19,146,85,30,29,15,44,65,75,5,155
257,A_09184,202109,124740,27542,0,14637,54065,6277,8253,2766,1886,117,159,47,9,888,4648,0,39,578,318,81,97,120,192,138,481,24,624
258,A_09185,62808,34161,7163,0,1954,19316,2472,773,486,621,47,32,10,1,158,323,0,17,101,56,30,32,10,36,34,65,9,95
259,A_09186,75164,42793,8700,0,2810,22584,3654,1117,1106,882,45,52,9,6,230,575,0,20,125,92,37,45,16,56,47,102,8,139
260,A_09187,160105,92841,13440,0,7271,46690,8323,2817,2118,3449,176,177,33,15,431,5222,0,27,449,288,62,86,64,167,112,207,19,363
261,A_09188,88643,55283,9662,0,7039,25388,2315,4368,1110,935,41,57,21,3,261,2647,0,19,200,175,38,52,56,57,58,183,13,229
262,A_09189,120430,70137,12433,0,5640,37274,4899,1799,1885,2621,138,266,11,7,269,1112,0,26,242,169,43,65,27,84,83,217,16,191
263,A_09190,87648,50699,9063,0,4127,24740,3057,1392,1178,1610,84,107,11,4,264,3559,0,10,213,138,44,56,35,101,61,123,16,193
264,A_09261,45927,24984,5320,0,2221,12777,1668,757,571,344,38,29,9,1,105,358,0,8,170,70,16,31,8,34,31,76,5,75
265,A_09262,39289,20151,4353,0,1679,10004,1014,957,763,246,31,14,3,3,65,526,0,2,70,44,31,16,20,24,31,66,6,52
266,A_09263,33481,16648,3423,0,656,9151,1263,346,844,254,11,17,7,3,67,190,0,4,69,30,11,17,9,20,21,53,0,38
267,A_09271,83189,40095,7856,0,2025,22497,3574,805,784,867,58,30,20,8,189,399,0,19,135,83,12,45,15,117,48,78,8,90
268,A_09272,62011,26835,6085,0,1107,14469,2147,484,755,714,48,40,4,8,100,296,0,9,102,70,8,18,6,26,49,25,1,40
269,A_09273,74901,39131,9486,0,2110,20183,3715,821,841,655,78,34,6,3,125,245,0,19,119,59,19,52,11,33,43,88,4,92
270,A_09274,96909,52313,9747,0,3363,28274,4317,1482,1602,1276,70,66,15,6,272,551,0,19,180,128,33,53,19,94,42,119,11,129
271,A_09275,134433,63044,13526,0,2879,34541,4710,1343,2014,1246,170,61,9,13,215,940,0,29,161,126,27,97,16,38,73,95,9,124
272,A_09276,62454,28961,6137,0,1297,15432,3331,435,649,668,35,31,3,6,101,233,0,18,100,65,23,14,3,44,24,38,5,41
273,A_09277,86182,40651,6929,0,1681,23622,3404,835,1261,1146,141,53,17,9,163,442,0,29,110,74,20,70,11,44,37,97,11,70
274,A_09278,66955,38212,6520,0,1218,22202,2969,794,2183,1013,37,21,8,7,151,274,0,10,101,45,11,56,6,38,28,56,5,57
275,A_09279,63194,34469,7165,0,1482,19210,2689,637,1287,732,42,38,12,8,154,243,0,13,95,56,25,45,14,43,27,54,4,58
276,A_09361,33564,18439,5117,0,1272,8923,1170,472,341,233,34,28,7,8,81,173,0,11,114,56,9,16,4,50,38,64,2,54
277,A_09362,95920,53727,12906,0,5206,26254,3133,1446,1478,834,55,30,20,14,180,489,0,38,273,162,56,51,37,70,42,424,6,135
278,A_09363,34457,18948,5570,0,1052,9264,1021,484,337,232,16,26,14,5,96,159,0,18,72,49,13,18,14,66,33,76,3,80
279,A_09371,78932,46050,13252,0,2492,22748,2948,991,925,717,113,58,26,15,217,279,0,41,146,102,30,39,12,115,67,102,4,110
280,A_09372,97403,47150,9290,0,1893,27044,4248,795,1095,806,88,59,19,13,188,325,0,21,149,154,26,34,10,101,46,69,9,64
281,A_09373,86819,51201,9544,0,2771,31114,3020,1062,841,803,79,66,15,4,230,385,0,24,142,116,33,111,23,80,53,102,11,114
282,A_09374,74251,43231,12340,0,1687,22702,2530,872,756,575,86,49,16,5,180,259,0,21,119,60,27,55,15,97,51,85,5,112
283,A_09375,123530,72224,18078,0,4210,36397,5304,1645,2106,1574,105,70,84,14,349,522,0,30,236,183,41,69,14,91,58,185,5,171
284,A_09376,107951,59744,18067,0,2632,28913,4383,934,1505,865,98,58,24,22,275,439,0,39,166,120,59,46,21,88,47,134,7,97
285,A_09377,62397,36693,9829,0,1414,20300,1890,724,563,507,66,59,6,3,170,240,0,24,110,72,14,57,17,33,34,49,4,81
286,A_09461,54432,27558,5993,0,3284,13197,1362,1002,817,368,69,38,5,2,112,460,0,7,173,58,26,27,19,44,57,170,13,94
287,A_09462,57153,28679,8714,0,3263,11805,1326,1303,612,211,46,38,4,7,77,289,0,21,134,52,30,63,26,146,38,141,5,117
288,A_09463,34098,19074,6247,0,1897,8091,815,768,259,107,15,13,7,3,80,187,0,4,64,23,18,43,22,48,27,122,3,70
289,A_09464,40052,19470,6352,0,1070,8906,1276,420,177,138,49,22,4,1,89,295,0,5,75,42,6,34,14,177,17,70,2,52
290,A_09471,100633,57254,11379,0,3901,31989,3623,1366,1246,1002,140,73,14,8,371,529,0,21,212,153,53,59,30,146,96,119,11,179
291,A_09472,81832,46801,13744,0,2861,22787,3016,1179,760,480,76,60,11,5,187,392,0,23,157,85,24,67,22,99,55,108,5,120
292,A_09473,68591,41945,15461,0,2966,18064,1984,1110,402,340,39,24,12,12,158,312,0,12,104,82,23,82,26,61,50,125,4,102
293,A_09474,80585,48519,10369,0,3704,25571,3824,1424,831,554,91,85,10,3,253,394,0,11,153,101,34,50,31,202,54,146,11,157
294,A_09475,86922,48939,17325,0,2329,22278,2662,905,510,421,99,46,7,6,258,409,0,20,159,73,23,56,41,465,71,175,5,88
295,A_09476,60948,36678,13307,0,1604,17910,1661,549,223,183,37,30,6,4,109,191,0,10,55,39,21,29,12,79,37,79,7,72
296,A_09477,61266,34448,11737,0,2248,15002,2465,783,468,288,50,35,6,5,154,261,0,15,119,41,31,64,22,144,37,138,2,61
297,A_09478,53508,29166,7963,0,1900,15633,1234,605,369,336,66,32,4,2,113,214,0,11,50,63,19,51,14,66,29,46,3,71
298,A_09479,70936,39179,14654,0,2066,16872,2236,739,394,460,61,23,9,7,153,316,0,14,147,81,31,71,19,109,61,126,9,106
299,A_09561,30050,16031,4429,0,1344,7227,820,466,791,97,35,12,4,2,72,190,0,17,98,36,18,26,10,60,19,55,4,58
300,A_09562,73734,44844,12186,0,6740,17473,1817,2675,1156,232,78,38,17,8,166,504,0,17,307,90,71,71,84,186,89,346,13,217
301,A_09563,77637,40507,12666,0,4499,15038,3424,1396,540,243,80,36,21,6,231,464,0,38,265,97,45,85,46,143,65,291,16,290
302,A_09564,356845,204510,61044,0,23734,80709,14640,6668,2292,1265,392,119,159,43,1146,2889,0,123,1683,555,237,626,197,598,438,1753,59,1150
303,A_09565,28274,15583,4383,0,1767,6663,1013,559,193,128,35,15,5,1,78,160,0,6,97,31,13,21,9,58,16,85,6,116
304,A_09571,128954,73342,16811,0,5714,36554,4958,2144,2651,686,304,93,23,13,416,517,0,51,270,133,66,215,42,363,95,226,10,253
305,A_09572,89814,55083,14367,0,5863,24577,3242,2619,1142,432,99,49,14,9,321,500,0,25,234,113,46,157,47,167,82,226,13,288
306,A_09573,81143,48545,14841,0,4584,20151,3377,1751,791,376,121,34,22,9,288,538,0,21,204,118,38,117,36,213,71,185,7,288
307,A_09574,123951,72880,21784,0,7035,31119,4933,2525,961,618,126,57,25,15,396,837,0,29,372,184,52,200,48,305,102,260,21,337
308,A_09575,70611,39752,9738,0,2887,19517,2872,1262,1198,347,133,28,8,11,170,288,0,20,144,90,28,131,23,171,56,113,6,134
309,A_09576,87825,50063,13111,0,4009,25196,2764,1315,736,483,116,46,15,6,283,419,0,26,239,144,37,66,28,129,72,157,13,263
310,A_09577,69959,40161,10024,0,2858,20762,2547,987,958,313,113,53,13,4,157,239,0,18,124,110,24,55,26,116,52,106,6,103
311,A_09661,48019,23301,5802,0,2464,10850,1599,719,308,154,46,37,6,2,102,249,0,16,142,75,52,45,19,37,25,169,6,128
312,A_09662,41164,23701,7701,0,1680,10549,1454,624,337,143,37,21,8,7,95,242,0,20,116,43,22,49,23,42,39,107,5,82
313,A_09663,96951,54957,12860,0,8195,23089,2996,2485,1482,314,93,80,19,9,265,814,0,36,459,115,58,53,75,248,94,384,9,254
314,A_09671,124472,67834,16789,0,6030,33655,3871,2017,1220,528,166,123,38,15,390,552,0,62,256,221,75,84,30,64,97,284,9,401
315,A_09672,83524,49174,9526,0,3227,28745,2613,1298,687,419,140,49,15,17,268,707,0,52,175,110,29,69,25,124,69,124,16,131
316,A_09673,63652,37383,6690,0,2621,23192,1738,853,436,280,109,46,11,5,167,272,0,34,127,78,35,46,9,61,47,107,10,90
317,A_09674,65507,39791,10025,0,2553,20906,2161,1250,740,380,95,59,9,8,185,281,0,37,113,68,40,61,20,76,62,126,8,121
318,A_09675,64163,36336,8256,0,2776,18065,2645,1208,1116,347,92,70,17,9,187,309,0,32,146,75,35,109,24,169,44,73,7,114
319,A_09676,89661,52147,12533,0,4465,26330,2925,1621,1290,455,103,161,41,11,263,363,0,41,190,130,34,117,23,47,55,161,4,177
320,A_09677,98208,56756,13393,0,4546,29751,3098,1539,1125,432,135,74,25,17,296,563,0,33,237,103,35,63,23,107,84,156,7,223
321,A_09678,85929,52802,11243,0,4081,29585,2824,1325,869,445,146,62,29,10,335,339,0,41,186,111,47,95,21,109,76,103,14,177
322,A_09679,114413,71395,18320,0,7218,34336,3652,2276,1329,518,151,75,34,17,445,675,0,44,342,173,54,98,47,275,91,233,16,304
323,A_09761,184574,99612,24231,0,11053,43271,8803,2951,2436,1507,247,105,43,21,453,1077,0,36,528,279,88,188,91,286,144,510,21,347
324,A_09762,31679,17362,3578,0,1489,8599,1065,689,468,312,38,37,6,2,138,221,0,12,140,58,18,102,13,45,20,51,4,87
325,A_09763,46073,24942,5845,0,2336,11178,1626,1171,952,351,47,92,9,5,149,277,0,20,156,78,12,40,9,127,41,82,9,81
326,A_09764,28976,16194,4085,0,1359,7268,1043,546,700,166,50,18,7,4,72,207,0,4,107,43,11,41,9,168,28,54,1,63
327,A_09771,85225,47434,8420,0,4461,24953,3925,1521,943,969,83,66,31,5,278,517,0,14,188,140,28,56,28,115,48,114,19,184
328,A_09772,161344,86158,18042,0,8029,43249,6215,2794,1974,1464,227,113,48,11,467,1058,0,45,372,267,50,149,51,195,92,235,11,353
329,A_09773,64926,33855,6786,0,2120,17971,3150,1088,754,483,77,47,20,4,153,290,0,23,105,80,24,34,25,52,25,70,7,107
330,A_09774,83946,43466,8463,0,2908,23412,3249,1205,1312,725,118,48,21,2,231,373,0,26,258,138,42,84,23,83,45,117,11,166
331,A_09775,110813,58388,15039,0,5674,26157,3304,2390,1345,744,170,83,40,4,352,814,0,29,304,180,51,142,45,240,82,195,20,288
