,teryt_code,eligible_voters,issued_ballots,cdu,spd,fdp,linke,gruene,csu,piraten,npd,tierschutz,rep,oedp,familie,21rrp,renter,bp,pbc,bueso,violetten,mlpd,volksabstimmung,psg,afd,big,prodeutschland,rechte,frauen,freiewahler,nichwahler,vernunft,partei
0,A_01001,70321,46827,14136,16480,2061,3780,5507,0,1172,315,486,0,0,0,0,254,0,0,0,0,19,0,0,1855,0,0,0,0,200,0,0,0
1,A_01002,187464,132054,38037,46070,6688,9478,18814,0,3719,754,1120,0,0,0,0,733,0,0,0,0,68,0,0,4778,0,0,0,0,427,0,0,0
2,A_01003,167287,113351,37701,38703,5244,7396,12561,0,2772,884,797,0,0,0,0,392,0,0,0,0,92,0,0,4792,0,0,0,0,695,0,0,0
3,A_01004,61095,39957,14170,14092,1925,2157,2959,0,772,630,336,0,0,0,0,184,0,0,0,0,20,0,0,1965,0,0,0,0,178,0,0,0
4,A_01051,107468,74624,32039,22264,4775,3567,4649,0,1432,549,525,0,0,0,0,334,0,0,0,0,32,0,0,3041,0,0,0,0,442,0,0,0
5,A_01053,149486,111545,44406,33059,6427,5788,9963,0,1928,958,921,0,0,0,0,363,0,0,0,0,22,0,0,6098,0,0,0,0,549,0,0,0
6,A_01054,131157,93315,39745,27230,5949,3918,8155,0,1686,467,699,0,0,0,0,395,0,0,0,0,29,0,0,3490,0,0,0,0,546,0,0,0
7,A_01055,164625,120139,48856,37612,7433,5102,9332,0,1878,668,835,0,0,0,0,452,0,0,0,0,22,0,0,5948,0,0,0,0,644,0,0,0
8,A_01056,235610,179055,72006,55371,9863,8910,15291,0,3370,1319,1271,0,0,0,0,665,0,0,0,0,42,0,0,8479,0,0,0,0,786,0,0,0
9,A_01057,104178,80265,31491,25097,4425,3532,8103,0,1263,464,599,0,0,0,0,322,0,0,0,0,24,0,0,3582,0,0,0,0,491,0,0,0
10,A_01058,216682,163981,66205,50850,9146,6992,15287,0,2847,902,1371,0,0,0,0,752,0,0,0,0,35,0,0,7101,0,0,0,0,762,0,0,0
11,A_01059,156623,115922,47211,35916,6004,5304,10227,0,2011,614,973,0,0,0,0,536,0,0,0,0,25,0,0,4708,0,0,0,0,842,0,0,0
12,A_01060,208464,154526,63784,45548,8870,7544,12480,0,3176,1193,1321,0,0,0,0,644,0,0,0,0,41,0,0,7513,0,0,0,0,943,0,0,0
13,A_01061,105499,76304,30920,22999,4366,3972,6064,0,1695,639,588,0,0,0,0,295,0,0,0,0,17,0,0,3357,0,0,0,0,563,0,0,0
14,A_01062,185837,143885,58049,42434,8538,6737,13745,0,2496,873,1036,0,0,0,0,522,0,0,0,0,33,0,0,7639,0,0,0,0,679,0,0,0
15,A_02000,1281918,901213,285927,288902,42869,78296,112826,0,24505,5658,0,0,1963,0,0,3819,0,0,0,0,423,0,0,37142,0,0,0,0,2856,0,0,5643
16,A_03101,193799,143752,48419,47741,6214,9527,17614,0,4169,1038,1295,97,0,0,0,0,0,128,0,0,100,0,0,5092,0,127,0,0,724,0,0,0
17,A_03102,75402,51907,17002,21406,1519,3549,2987,0,678,785,395,122,0,0,0,0,0,85,0,0,13,0,0,2003,0,72,0,0,518,0,0,0
18,A_03103,92819,64675,26799,21748,2348,3263,4416,0,1232,708,495,24,0,0,0,0,0,153,0,0,22,0,0,2437,0,67,0,0,263,0,0,0
19,A_03151,134366,99309,43254,31642,3657,4460,7236,0,1841,937,777,54,0,0,0,0,0,527,0,0,28,0,0,3504,0,86,0,0,403,0,0,0
20,A_03152,195780,147262,51705,47816,5905,9372,18998,0,2904,1007,1021,76,0,0,0,0,0,132,0,0,58,0,0,5426,0,204,0,0,1319,0,0,0
21,A_03153,112517,79695,30108,29263,3307,4380,5070,0,1220,757,645,71,0,0,0,0,0,50,0,0,29,0,0,3249,0,103,0,0,358,0,0,0
22,A_03154,74709,53711,20975,19133,1910,2553,3553,0,959,966,539,17,0,0,0,0,0,57,0,0,12,0,0,1972,0,76,0,0,316,0,0,0
23,A_03155,110737,80439,29624,30983,3032,3586,5647,0,1014,845,537,47,0,0,0,0,0,89,0,0,12,0,0,3067,0,144,0,0,427,0,0,0
24,A_03156,62441,44589,16800,16984,1706,2348,2702,0,653,550,339,32,0,0,0,0,0,33,0,0,14,0,0,1557,0,69,0,0,317,0,0,0
25,A_03157,102787,77515,27611,31189,2529,3739,5654,0,1261,753,613,83,0,0,0,0,0,133,0,0,22,0,0,2765,0,140,0,0,332,0,0,0
26,A_03158,97192,74478,26780,26966,2778,3664,6577,0,1209,733,681,56,0,0,0,0,0,66,0,0,14,0,0,2982,0,85,0,0,413,0,0,0
27,A_03241,847629,630716,226524,216824,27979,35722,67797,0,10800,4530,4934,559,0,0,0,0,0,664,0,0,263,0,0,23399,0,842,0,0,2884,0,0,0
28,A_03251,168362,124298,53298,38823,6194,5590,10282,0,1888,990,1038,90,0,0,0,0,0,114,0,0,19,0,0,4176,0,149,0,0,598,0,0,0
29,A_03252,119218,85079,31971,29587,3334,4708,7236,0,1445,747,653,66,0,0,0,0,0,86,0,0,17,0,0,3607,0,96,0,0,284,0,0,0
30,A_03254,219571,164796,63041,59319,5589,8120,14587,0,2937,1482,1208,92,0,0,0,0,0,151,0,0,31,0,0,5601,0,384,0,0,455,0,0,0
31,A_03255,58096,42232,15315,15682,2312,1962,3441,0,571,416,310,28,0,0,0,0,0,90,0,0,12,0,0,1451,0,35,0,0,133,0,0,0
32,A_03256,95508,67803,29226,22607,2449,2813,5186,0,938,656,509,53,0,0,0,0,0,80,0,0,14,0,0,2413,0,73,0,0,233,0,0,0
33,A_03257,125175,92022,35159,34044,3279,3962,7458,0,1425,745,778,71,0,0,0,0,0,154,0,0,29,0,0,3765,0,106,0,0,278,0,0,0
34,A_03351,139513,101214,45684,29130,4430,4338,7050,0,1588,1072,750,115,0,0,0,0,0,128,0,0,15,0,0,5207,0,92,0,0,735,0,0,0
35,A_03352,158469,116132,49992,38767,4058,5521,8252,0,1692,1037,936,36,0,0,0,0,0,83,0,0,27,0,0,4080,0,116,0,0,513,0,0,0
36,A_03353,194856,152819,64905,42915,7382,6641,14078,0,2499,1193,1366,74,0,0,0,0,0,159,0,0,33,0,0,9069,0,141,0,0,1145,0,0,0
37,A_03354,39827,28789,10435,7778,1032,2537,4436,0,486,210,247,7,0,0,0,0,0,64,0,0,12,0,0,1112,0,42,0,0,94,0,0,0
38,A_03355,139242,104785,38321,30637,4249,6665,14456,0,2514,935,834,40,0,0,0,0,0,113,0,0,18,0,0,4740,0,94,0,0,308,0,0,0
39,A_03356,89204,66800,25256,22453,2325,4004,6247,0,1225,634,603,51,0,0,0,0,0,53,0,0,38,0,0,2547,0,74,0,0,176,0,0,0
40,A_03357,128090,94934,43782,27984,4004,3806,7623,0,1346,857,680,52,0,0,0,0,0,116,0,0,14,0,0,3366,0,87,0,0,544,0,0,0
41,A_03358,108738,79200,34183,25215,3031,3587,6138,0,1060,893,685,43,0,0,0,0,0,108,0,0,13,0,0,3083,0,96,0,0,453,0,0,0
42,A_03359,155168,114839,49377,36184,4784,4920,9120,0,1723,1060,780,34,0,0,0,0,0,87,0,0,27,0,0,5341,0,92,0,0,492,0,0,0
43,A_03360,75772,55844,22884,17801,2048,2747,5021,0,1085,439,423,34,0,0,0,0,0,55,0,0,12,0,0,2515,0,52,0,0,247,0,0,0
44,A_03361,104439,78123,31987,24960,2910,4004,7461,0,1430,687,647,39,0,0,0,0,0,137,0,0,20,0,0,2940,0,91,0,0,216,0,0,0
45,A_03401,57824,38964,14306,14003,1347,2547,2643,0,777,557,393,38,0,0,0,0,0,23,0,0,11,0,0,1593,0,63,0,0,253,0,0,0
46,A_03402,38946,26171,6721,12570,811,1564,2369,0,461,221,190,19,0,0,0,0,0,47,0,0,12,0,0,781,0,22,0,0,81,0,0,0
47,A_03403,125662,93245,28575,30966,4034,7418,13858,0,1898,607,747,24,0,0,0,0,0,78,0,0,48,0,0,3587,0,59,0,0,586,0,0,0
48,A_03404,120206,85953,32973,26245,3854,5047,10961,0,1848,379,539,27,0,0,0,0,0,136,0,0,28,0,0,2331,0,56,0,0,296,0,0,0
49,A_03405,64203,43699,15782,15629,1546,2818,3113,0,752,467,403,33,0,0,0,0,0,21,0,0,42,0,0,1972,0,60,0,0,449,0,0,0
50,A_03451,94747,70298,28492,21890,4176,3105,6312,0,955,443,561,30,0,0,0,0,0,54,0,0,14,0,0,3246,0,41,0,0,337,0,0,0
51,A_03452,152041,108085,36305,45510,3512,5024,8659,0,1439,1038,875,91,0,0,0,0,0,113,0,0,23,0,0,3355,0,87,0,0,632,0,0,0
52,A_03453,117226,81454,50810,16596,3516,2400,3082,0,899,491,358,25,0,0,0,0,0,187,0,0,9,0,0,1972,0,59,0,0,329,0,0,0
53,A_03454,235731,174289,104477,38418,7493,5153,8223,0,2359,947,854,64,0,0,0,0,0,107,0,0,19,0,0,4324,0,151,0,0,419,0,0,0
54,A_03455,80196,58908,21885,21201,2722,2880,4515,0,873,479,540,39,0,0,0,0,0,39,0,0,23,0,0,2389,0,56,0,0,475,0,0,0
55,A_03456,96649,71673,36099,21817,2961,2307,4145,0,1042,331,330,19,0,0,0,0,0,77,0,0,10,0,0,1803,0,60,0,0,122,0,0,0
56,A_03457,128455,91441,34963,34913,3115,4418,6298,0,1273,851,653,56,0,0,0,0,0,211,0,0,15,0,0,3074,0,90,0,0,491,0,0,0
57,A_03458,99258,74989,30643,22397,4447,3869,6806,0,1155,646,613,35,0,0,0,0,0,47,0,0,13,0,0,3085,0,80,0,0,569,0,0,0
58,A_03459,271557,201740,96753,59068,8619,7924,15475,0,3134,1241,1077,58,0,0,0,0,0,534,0,0,28,0,0,5494,0,153,0,0,654,0,0,0
59,A_03460,99074,72315,45591,13572,3557,1859,3406,0,917,386,323,26,0,0,0,0,0,63,0,0,12,0,0,1604,0,45,0,0,470,0,0,0
60,A_03461,70637,48745,17671,18448,2241,2398,3610,0,645,409,384,24,0,0,0,0,0,10,0,0,17,0,0,1681,0,40,0,0,250,0,0,0
61,A_03462,45635,31555,13129,11181,1402,1116,2103,0,382,260,251,15,0,0,0,0,0,22,0,0,5,0,0,1118,0,33,0,0,182,0,0,0
62,A_04011,400633,279906,80535,96795,9701,28444,35565,0,7332,2849,2854,0,0,0,278,0,0,0,0,0,126,0,0,10129,0,380,0,0,657,0,0,1385
63,A_04012,83190,53116,15924,20409,1503,4840,4449,0,1123,791,611,0,0,0,117,0,0,0,0,0,30,0,0,2178,0,86,0,0,157,0,0,164
64,A_05111,415139,304418,117028,85006,22964,21210,28844,0,6967,1818,0,929,370,0,128,0,0,0,114,0,142,447,63,12736,280,484,39,0,497,380,174,1097
65,A_05112,337326,227497,63774,91892,6935,18635,13717,0,5346,6255,0,617,231,0,191,0,0,0,68,0,409,515,95,11560,671,1702,140,0,350,299,163,882
66,A_05113,428928,305848,99736,112984,13818,21475,24877,0,6772,4324,0,692,315,0,144,0,0,0,190,0,298,465,66,12446,416,902,71,0,509,412,220,1649
67,A_05114,166103,114408,43973,35137,7334,7442,9008,0,2581,1087,0,113,137,0,56,0,0,0,26,0,62,195,27,4235,181,250,21,0,399,117,88,537
68,A_05116,192676,127559,55030,35447,7414,8080,7792,0,3149,1339,0,145,158,0,45,0,0,0,20,0,30,199,23,5255,124,310,20,0,316,179,123,744
69,A_05117,126201,94752,32361,34601,4778,6064,7126,0,1906,1013,0,120,101,0,44,0,0,0,23,0,78,133,29,4326,164,278,31,0,106,97,48,322
70,A_05119,155788,108055,31506,44438,3288,8656,6874,0,2871,2311,0,163,126,0,74,0,0,0,31,0,80,231,29,4478,101,468,40,0,172,122,93,387
71,A_05120,79140,54634,21599,16414,3071,3891,3678,0,1287,579,0,119,75,0,31,0,0,0,13,0,29,120,10,2250,108,197,16,0,107,57,49,258
72,A_05122,113680,80653,30582,24056,4950,5335,6614,0,2084,789,0,148,111,0,36,0,0,0,14,0,142,141,24,3570,139,238,5,0,172,102,68,385
73,A_05124,246429,171567,57318,54291,9827,14013,16702,0,4091,1842,0,468,232,0,68,0,0,0,24,0,137,370,39,7022,203,538,83,0,508,268,147,1105
74,A_05154,225823,161873,77833,43253,9094,7322,9856,0,3212,1293,0,115,198,0,94,0,0,0,24,0,31,280,23,6300,47,306,30,0,234,137,101,377
75,A_05158,371057,277509,115950,80753,17081,14454,20107,0,5898,2370,0,480,376,0,151,0,0,0,71,0,57,485,51,13494,244,573,86,0,502,375,175,804
76,A_05162,333345,248891,115691,64594,17367,11574,15362,0,5486,2089,0,322,285,0,136,0,0,0,62,0,55,494,54,9953,232,517,38,0,908,255,151,800
77,A_05166,227631,167490,76747,44103,10493,8897,11106,0,3464,1557,0,145,204,0,99,0,0,0,37,0,32,355,43,6806,105,303,20,0,457,159,113,552
78,A_05170,360651,266934,96770,97730,11593,17071,17291,0,5373,3255,0,412,255,0,324,0,0,0,62,0,122,449,65,10271,225,803,63,0,546,280,193,1038
79,A_05314,226487,175014,62844,44909,14418,10988,23686,0,4418,801,0,92,293,0,47,0,0,0,25,0,42,197,21,7389,955,358,19,0,309,217,132,1079
80,A_05315,722435,523763,171386,154707,31284,42054,73400,0,13256,3329,0,497,901,0,226,0,0,0,170,0,270,804,112,18417,934,1388,59,0,1379,1008,383,3434
81,A_05316,117980,84980,33172,26993,4373,4919,6486,0,1922,934,0,102,96,0,39,0,0,0,18,0,67,180,13,3225,110,270,12,0,398,120,47,513
82,A_05334,408308,299023,115056,89329,16349,20750,27705,0,8381,2377,0,908,434,0,117,0,0,0,47,0,51,475,44,9486,234,480,101,0,1106,374,195,1503
83,A_05358,199550,145541,63532,42549,7102,8120,8729,0,3478,1565,0,183,148,0,74,0,0,0,35,0,31,373,40,5732,67,311,46,0,344,238,122,652
84,A_05362,344341,254633,105259,76374,14319,12809,17746,0,5300,2435,0,321,305,0,151,0,0,0,54,0,36,564,55,9315,286,906,78,0,991,420,307,1023
85,A_05366,148648,106555,49317,25697,7527,5532,7062,0,2391,1036,0,115,129,0,51,0,0,0,16,0,18,316,22,4528,35,283,15,0,332,170,130,430
86,A_05370,188266,134521,65417,34895,6543,6915,7336,0,3019,1427,0,254,145,0,77,0,0,0,29,0,18,231,44,4652,60,251,26,0,437,195,112,556
87,A_05374,209414,150899,67437,40185,8446,8055,10347,0,2849,1329,0,152,262,0,72,0,0,0,18,0,26,363,32,7487,80,473,21,0,364,189,130,629
88,A_05378,216414,169131,73278,43721,11676,8473,15113,0,3311,1149,0,155,265,0,79,0,0,0,25,0,30,294,24,7945,119,348,28,0,463,297,153,774
89,A_05382,448168,337288,148047,85636,24264,16929,28122,0,6934,2555,0,259,508,0,178,0,0,0,44,0,36,1230,55,14876,298,614,30,0,1119,368,253,1302
90,A_05512,89657,64286,21102,26710,2025,4074,3500,0,1231,1023,0,147,355,0,26,0,0,0,10,0,73,108,28,2485,79,211,18,0,71,58,37,217
91,A_05513,181476,118452,32380,51514,3468,8880,6413,0,2569,2562,0,463,82,0,81,0,0,0,17,0,398,205,22,5553,455,702,48,0,448,120,112,456
92,A_05515,227762,180093,67626,48579,12119,11254,27118,0,4037,490,0,54,595,0,52,0,0,0,21,0,51,123,27,5236,59,139,23,0,195,218,113,673
93,A_05554,275979,206763,109507,52647,10762,7711,11980,0,3483,1301,0,147,206,0,80,0,0,0,21,0,26,243,31,5675,39,230,20,0,309,169,100,514
94,A_05558,170708,133599,66480,34086,7402,5522,10576,0,2353,746,0,102,162,0,58,0,0,0,11,0,21,158,28,3775,17,228,13,0,240,82,78,424
95,A_05562,480075,343667,117899,134538,11983,21824,20074,0,7599,4445,0,636,393,0,203,0,0,0,76,0,295,717,123,14507,494,1178,143,0,557,431,280,1156
96,A_05566,337572,254202,114287,79130,12335,11566,18582,0,4519,1596,0,183,265,0,91,0,0,0,31,0,37,260,40,6962,98,216,36,0,527,230,175,785
97,A_05570,210355,158085,73764,45609,8486,6858,11305,0,3123,1090,0,122,178,0,53,0,0,0,25,0,23,223,29,4571,53,147,4,0,378,93,70,329
98,A_05711,238358,172886,60120,55842,6765,14496,19883,0,4061,1204,0,127,262,0,61,0,0,0,39,0,97,305,48,5824,189,324,32,0,214,182,91,714
99,A_05754,262477,190633,87417,53770,9253,9347,14915,0,3512,1435,0,155,406,0,172,0,0,0,23,0,20,257,47,6078,118,272,20,0,511,193,127,508
100,A_05758,193511,137647,52974,48056,5609,7999,10359,0,2864,1086,0,180,167,0,63,0,0,0,28,0,34,231,23,4808,62,281,19,0,538,153,90,412
101,A_05762,114147,84156,42941,21246,4193,3716,4537,0,1501,687,0,50,276,0,36,0,0,0,9,0,10,111,16,3005,30,99,14,0,274,71,56,172
102,A_05766,271671,197546,76355,68044,8928,10547,14852,0,3850,1521,0,177,257,0,83,0,0,0,31,0,39,348,49,7298,121,365,34,0,1321,147,130,645
103,A_05770,243969,171805,69915,58034,7829,8524,12465,0,3379,1117,0,270,170,0,74,0,0,0,17,0,32,309,40,6194,44,295,31,0,481,163,108,459
104,A_05774,227078,161238,81916,36911,8047,8423,11506,0,3368,1237,0,120,259,0,70,0,0,0,29,0,17,232,25,5756,113,216,23,0,455,173,113,394
105,A_05911,279860,202344,59659,79434,7227,15896,18334,0,5082,2722,0,263,318,0,107,0,0,0,42,0,240,356,55,7697,236,546,74,0,373,241,101,905
106,A_05913,420647,286534,82316,111863,11246,22221,27155,0,7400,3788,0,317,297,0,217,0,0,0,48,0,225,601,65,11631,399,554,175,0,1046,290,259,1374
107,A_05914,136908,91855,31370,33795,3874,6410,5948,0,2013,1093,0,246,110,0,125,0,0,0,15,0,75,213,22,3948,99,584,13,0,197,117,76,360
108,A_05915,128218,89383,33474,33562,3424,5509,5226,0,1782,1027,0,182,48,0,33,0,0,0,8,0,22,151,20,2717,131,269,62,0,308,63,66,303
109,A_05916,115053,78613,21938,34208,2163,6288,4608,0,1899,1419,0,346,75,0,51,0,0,0,18,0,103,156,21,3072,184,291,28,0,130,98,58,253
110,A_05954,257169,190077,63986,70531,8707,11908,15929,0,4200,1759,0,216,236,0,128,0,0,0,24,0,177,314,48,7604,186,483,60,0,373,218,112,693
111,A_05958,205948,151727,74530,42054,7625,7055,7161,0,2940,1269,0,160,173,0,85,0,0,0,20,0,22,319,39,5140,43,278,22,0,533,131,88,359
112,A_05962,313028,218991,89552,69679,10400,12629,12493,0,4765,2508,0,384,237,0,165,0,0,0,34,0,58,555,57,10273,208,471,37,0,695,266,166,885
113,A_05966,103997,76675,41421,18641,3725,2947,3204,0,1227,686,0,88,101,0,38,0,0,0,11,0,11,120,18,3000,56,121,10,0,199,62,44,228
114,A_05970,215751,156569,64307,49563,7327,8920,9937,0,2722,1759,0,269,286,0,55,0,0,0,22,0,41,312,35,7653,406,312,30,0,243,146,101,450
115,A_05974,232311,167911,74380,50439,8218,8721,11565,0,3410,1321,0,180,204,0,86,0,0,0,32,0,25,333,52,5711,91,330,59,0,229,192,101,467
116,A_05978,309941,226074,74304,90103,8579,14017,16331,0,4872,2542,0,238,200,0,126,0,0,0,53,0,99,456,44,8331,277,550,59,0,1257,207,166,809
117,A_06411,104846,77881,23789,20896,3859,6199,13613,0,2874,447,0,110,0,0,0,0,0,0,27,0,55,0,26,3575,0,47,0,0,347,0,0,542
118,A_06412,414972,293489,97081,76466,20188,24462,41563,0,6543,1879,0,685,0,0,0,0,0,0,172,0,110,0,131,14652,0,258,0,0,1836,0,0,1875
119,A_06413,66773,43785,14271,11699,2168,3821,5312,0,1251,663,0,281,0,0,0,0,0,0,19,0,8,0,37,2402,0,70,0,0,354,0,0,261
120,A_06414,189698,132335,50187,36041,8801,7668,15133,0,2531,865,0,352,0,0,0,0,0,0,151,0,52,0,38,6550,0,124,0,0,665,0,0,525
121,A_06431,199685,148381,61337,39838,7975,7025,12520,0,2951,1589,0,617,0,0,0,0,0,0,67,0,32,0,62,8134,0,182,0,0,1602,0,0,628
122,A_06432,213250,162282,60354,46391,8100,8872,17114,0,4176,1552,0,381,0,0,0,0,0,0,77,0,67,0,80,8670,0,221,0,0,1024,0,0,743
123,A_06433,174002,127383,45389,37781,5762,7693,13129,0,2989,1430,0,509,0,0,0,0,0,0,52,0,76,0,61,6939,0,200,0,0,1036,0,0,643
124,A_06434,164977,130185,56153,27994,11738,5594,12609,0,2075,701,0,423,0,0,0,0,0,0,39,0,15,0,32,9006,0,124,0,0,688,0,0,489
125,A_06435,300303,218728,85862,59401,11075,12372,17961,0,4356,3355,0,1097,0,0,0,0,0,0,118,0,46,0,112,13059,0,338,0,0,1705,0,0,1293
126,A_06436,165510,130247,55420,29250,10134,5573,12914,0,2424,894,0,241,0,0,0,0,0,0,49,0,34,0,55,8825,0,138,0,0,1101,0,0,477
127,A_06437,72165,52738,19374,15937,2438,3154,4210,0,1083,673,0,330,0,0,0,0,0,0,28,0,36,0,28,2943,0,60,0,0,363,0,0,239
128,A_06438,238993,179617,74005,43948,11180,9484,16963,0,3785,1717,0,591,0,0,0,0,0,0,61,0,46,0,64,10437,0,269,0,0,1613,0,0,878
129,A_06439,138232,107320,46154,26761,7099,4673,10020,0,1910,836,0,224,0,0,0,0,0,0,37,0,30,0,48,5951,0,116,0,0,646,0,0,398
130,A_06440,224114,166073,65501,44800,9239,8449,14519,0,3276,2939,0,259,0,0,0,0,0,0,132,0,30,0,82,9671,0,222,0,0,1832,0,0,792
131,A_06531,195638,143130,53098,41316,6964,9322,14215,0,3055,1728,0,247,0,0,0,0,0,0,87,0,40,0,70,6918,0,176,0,0,1797,0,0,701
132,A_06532,192843,132923,54660,38980,5653,6716,9262,0,2305,2085,0,262,0,0,0,0,0,0,57,0,35,0,57,7531,0,196,0,0,1107,0,0,516
133,A_06533,130580,93067,41292,24715,4602,4214,6159,0,1514,1072,0,168,0,0,0,0,0,0,36,0,16,0,33,5604,0,104,0,0,779,0,0,306
134,A_06534,184686,130945,46993,42749,5111,8720,13443,0,2206,1034,0,313,0,0,0,0,0,0,47,0,26,0,62,5858,0,109,0,0,593,0,0,645
135,A_06535,87084,63577,24755,19108,3271,3336,4454,0,1064,992,0,132,0,0,0,0,0,0,34,0,24,0,35,3333,0,64,0,0,759,0,0,244
136,A_06611,142558,97623,28003,30040,3882,9883,14267,0,2538,662,0,96,0,0,0,0,0,0,31,0,130,0,43,4599,0,89,0,0,520,0,0,544
137,A_06631,169080,123959,65276,24218,5700,5245,7900,0,2210,1742,0,346,0,0,0,0,0,0,47,0,22,0,58,7020,0,131,0,0,677,0,0,467
138,A_06632,96830,70343,25618,24865,2637,3674,4289,0,990,1397,0,88,0,0,0,0,0,0,29,0,30,0,29,3739,0,73,0,0,522,0,0,248
139,A_06633,191012,144237,46470,54063,5344,8383,12180,0,2410,1261,0,233,0,0,0,0,0,0,53,0,55,0,89,7486,0,156,0,0,922,0,0,585
140,A_06634,145635,109377,36369,39851,4707,5758,8040,0,1732,1193,0,146,0,0,0,0,0,0,37,0,24,0,48,5767,0,122,0,0,1364,0,0,433
141,A_06635,126432,89755,35329,27750,5140,4454,6767,0,1443,793,0,189,0,0,0,0,0,0,23,0,21,0,38,4293,0,102,0,0,638,0,0,288
142,A_06636,83373,61103,20254,22048,2377,3910,4579,0,964,616,0,82,0,0,0,0,0,0,26,0,11,0,26,3357,0,63,0,0,439,0,0,273
143,A_07111,85008,59974,25379,15596,3404,3524,5668,0,1547,314,0,55,176,0,0,0,0,0,0,0,12,0,0,2705,0,128,0,0,642,0,96,0
144,A_07131,100486,75639,37355,16409,4750,3540,5118,0,1621,563,0,89,281,0,0,0,0,0,0,0,16,0,0,4056,0,148,0,0,536,0,141,0
145,A_07132,101640,72447,32813,20638,3244,3831,4151,0,1342,754,0,125,121,0,0,0,0,0,0,0,37,0,0,3486,0,141,0,0,571,0,165,0
146,A_07133,121082,87684,35392,26840,5002,4646,6038,0,1619,895,0,148,193,0,0,0,0,0,0,0,19,0,0,4130,0,173,0,0,868,0,165,0
147,A_07134,66391,44615,17943,13868,2234,2839,2183,0,775,539,0,62,60,0,0,0,0,0,0,0,13,0,0,2050,0,115,0,0,877,0,118,0
148,A_07135,50837,37930,20832,7817,2193,1541,1783,0,653,297,0,46,108,0,0,0,0,0,0,0,6,0,0,1488,0,70,0,0,361,0,82,0
149,A_07137,166969,120645,57173,31839,5989,5350,7524,0,2312,908,0,204,359,0,0,0,0,0,0,0,27,0,0,5686,0,219,0,0,1095,0,219,0
150,A_07138,138693,101089,45192,28228,4779,5134,6510,0,1907,856,0,137,201,0,0,0,0,0,0,0,31,0,0,5273,0,214,0,0,1086,0,189,0
151,A_07140,80609,59239,26705,15828,3617,2904,3621,0,1120,527,0,90,244,0,0,0,0,0,0,0,20,0,0,2516,0,147,0,0,651,0,143,0
152,A_07141,97109,70414,28180,21663,3390,3672,4815,0,1353,641,0,113,131,0,0,0,0,0,0,0,23,0,0,3846,0,133,0,0,1115,0,159,0
153,A_07143,154628,113910,53139,29874,5953,5565,6661,0,2264,1284,0,206,223,0,0,0,0,0,0,0,62,0,0,5491,0,215,0,0,1200,0,210,0
154,A_07211,81697,56510,21562,14859,2936,4192,7151,0,1701,375,0,42,139,0,0,0,0,0,0,0,50,0,0,2356,0,44,0,0,365,0,81,0
155,A_07231,87870,63615,31077,14470,3984,3093,3872,0,1214,495,0,75,219,0,0,0,0,0,0,0,24,0,0,2599,0,109,0,0,1112,0,197,0
156,A_07232,73484,52800,26721,11738,3219,2132,3395,0,890,379,0,45,115,0,0,0,0,0,0,0,8,0,0,1775,0,79,0,0,1043,0,330,0
157,A_07233,48954,34976,18560,7538,2071,1603,1751,0,634,263,0,39,96,0,0,0,0,0,0,0,11,0,0,1209,0,53,0,0,456,0,116,0
158,A_07235,112106,84624,39347,21551,3905,4496,6006,0,1807,668,0,94,151,0,0,0,0,0,0,0,26,0,0,3380,0,129,0,0,924,0,187,0
159,A_07311,34091,23364,9937,6266,1136,1399,1549,0,552,306,0,155,33,0,0,0,0,0,0,0,20,0,0,1225,0,42,0,0,262,0,62,0
160,A_07312,73692,48135,17077,14191,2465,3819,4133,0,1581,769,0,133,100,0,0,0,0,0,0,0,21,0,0,2146,0,114,0,0,625,0,149,0
161,A_07313,34637,24608,8911,6409,1580,1385,3252,0,779,190,0,89,115,0,0,0,0,0,0,0,3,0,0,1179,0,40,0,0,240,0,49,0
162,A_07314,104215,69811,24074,21566,3224,4442,5111,0,1864,1145,0,1121,123,0,0,0,0,0,0,0,92,0,0,4545,0,162,0,0,976,0,199,0
163,A_07315,144870,109400,38903,28444,6937,6522,16795,0,2985,426,0,346,947,0,0,0,0,0,0,0,49,0,0,4662,0,165,0,0,661,0,209,0
164,A_07316,41459,30794,13471,7333,1804,1448,3039,0,737,320,0,77,67,0,0,0,0,0,0,0,9,0,0,1351,0,46,0,0,500,0,96,0
165,A_07317,32266,20586,8153,5945,1003,1515,730,0,533,335,0,490,37,0,0,0,0,0,0,0,7,0,0,921,0,42,0,0,239,0,68,0
166,A_07318,36773,26337,10393,6654,1290,1735,2688,0,738,206,0,298,92,0,0,0,0,0,0,0,5,0,0,1372,0,50,0,0,283,0,95,0
167,A_07319,59536,40337,15201,12137,2028,2326,3039,0,894,670,0,180,97,0,0,0,0,0,0,0,15,0,0,2419,0,81,0,0,326,0,96,0
168,A_07320,26956,17568,6388,5359,842,1408,1075,0,518,295,0,109,64,0,0,0,0,0,0,0,6,0,0,836,0,27,0,0,182,0,84,0
169,A_07331,96910,72121,27716,21692,4346,3375,5503,0,1474,1126,0,258,246,0,0,0,0,0,0,0,14,0,0,3965,0,125,0,0,841,0,187,0
170,A_07332,104815,79052,33468,21690,4731,3506,5792,0,1540,927,0,275,193,0,0,0,0,0,0,0,23,0,0,3723,0,184,0,0,1487,0,303,0
