,teryt_code,eligible_voters,issued_ballots,cdu,spd,linke,gruene,csu,fdp,afd,piraten,npd,freiewahler,tierschutz,oedp,partei,bp,volksabstimmung,pdv,mlpd,bueso,sgp,rechte,addemokraten,tierschutzallianz,bstern,bge,dib,dkp,dm,grauen,du,mg,menschliche,humanisten,gesundheitsforschung,vpartei3
327,A_12052,79990,58129,13153,8802,10627,2203,0,4616,13905,0,590,432,1123,85,1059,0,0,0,65,0,0,0,0,0,0,294,0,169,202,0,0,0,0,0,0,0
328,A_12053,45822,31722,7262,4944,6748,1491,0,1918,6851,0,219,285,638,36,510,0,0,0,51,0,0,0,0,0,0,148,0,56,115,0,0,0,0,0,0,0
329,A_12054,132891,104722,22421,18947,22012,11347,0,8466,13245,0,322,721,2176,280,2314,0,0,0,108,0,0,0,0,0,0,761,0,207,445,0,0,0,0,0,0,0
330,A_12060,150338,111712,28004,16891,22696,5521,0,6827,22721,0,891,1763,2137,208,1426,0,0,0,86,0,0,0,0,0,0,487,0,243,453,0,0,0,0,0,0,0
331,A_12061,135794,103662,27273,17721,16595,4758,0,7281,21872,0,906,1489,1868,187,1231,0,0,0,48,0,0,0,0,0,0,345,0,206,388,0,0,0,0,0,0,0
332,A_12062,87876,65488,19024,9952,9503,1624,0,4187,15543,0,851,1290,996,83,596,0,0,0,49,0,0,0,0,0,0,216,0,54,268,0,0,0,0,0,0,0
333,A_12063,130447,96218,27383,18309,13937,5868,0,7019,17096,0,702,842,1687,153,1221,0,0,0,59,0,0,0,0,0,0,322,0,90,311,0,0,0,0,0,0,0
334,A_12064,159563,117950,29447,18392,23521,5198,0,7668,24213,0,887,1623,2255,202,1600,0,0,0,67,0,0,0,0,0,0,530,0,311,314,0,0,0,0,0,0,0
335,A_12065,171134,128261,35406,23552,18912,7110,0,9192,24467,0,1235,1317,2564,187,1564,0,0,0,79,0,0,0,0,0,0,456,0,168,318,0,0,0,0,0,0,0
336,A_12066,94308,67816,17178,10683,10878,1798,0,4595,17245,0,984,905,986,76,710,0,0,0,62,0,0,0,0,0,0,227,0,53,322,0,0,0,0,0,0,0
337,A_12067,148937,108329,26626,17758,19454,4405,0,7323,23626,0,1290,1479,1882,244,1506,0,0,0,180,0,0,0,0,0,0,433,0,188,332,0,0,0,0,0,0,0
338,A_12068,83395,56818,16663,11405,9383,2214,0,2977,10345,0,524,556,734,89,641,0,0,0,68,0,0,0,0,0,0,165,0,40,163,0,0,0,0,0,0,0
339,A_12069,171603,133580,38193,25485,19037,9577,0,12101,20265,0,783,1460,2155,219,1476,0,0,0,65,0,0,0,0,0,0,488,0,205,363,0,0,0,0,0,0,0
340,A_12070,65244,45333,13568,9759,7333,1331,0,2605,8197,0,313,419,441,42,347,0,0,0,112,0,0,0,0,0,0,126,0,28,62,0,0,0,0,0,0,0
341,A_12071,98686,73984,18213,10927,10829,1890,0,5325,21000,0,847,674,1278,119,839,0,0,0,59,0,0,0,0,0,0,290,0,127,286,0,0,0,0,0,0,0
342,A_12072,135020,99222,26469,18122,15353,4586,0,7504,19521,0,694,1336,1916,146,1231,0,0,0,58,0,0,0,0,0,0,340,0,161,375,0,0,0,0,0,0,0
343,A_12073,101239,70247,20822,12275,12285,2268,0,3533,14372,0,732,698,706,60,728,0,0,0,38,0,0,0,0,0,0,287,0,121,202,0,0,0,0,0,0,0
344,A_13003,168771,121903,34313,19805,26688,8434,0,7662,17701,0,657,687,1467,287,2217,0,0,0,246,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0
345,A_13004,76665,55594,16551,10217,10491,2934,0,3650,8594,0,368,694,554,52,691,0,0,0,92,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0
346,A_13071,218185,150988,51417,20403,28175,4724,0,8420,29209,0,1685,1255,1717,175,1228,0,0,0,210,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0
347,A_13072,176437,128445,45732,18843,20448,4960,0,8315,23068,0,1257,1031,1609,168,1045,0,0,0,191,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0
348,A_13073,187092,130065,43496,15681,23156,5154,0,8356,26257,0,1146,990,2207,133,1181,0,0,0,200,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0
349,A_13074,128283,90331,29256,16864,14603,4039,0,5523,15167,0,944,674,1087,90,745,0,0,0,112,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0
350,A_13075,195069,136197,43858,15811,21941,5486,0,8478,30524,0,2654,976,2353,132,1396,0,0,0,130,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0
351,A_13076,174112,125064,42640,22065,19866,3783,0,7491,21889,0,1697,1236,1513,168,806,0,0,0,185,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0
352,A_14511,195929,147218,36270,17373,28010,6818,0,12184,35456,874,1149,1068,2042,308,2746,0,0,0,156,255,0,0,0,0,0,478,407,0,0,0,0,0,0,0,0,277
353,A_14521,288076,217887,66401,20503,30765,4956,0,15648,61991,680,3491,2987,3055,514,1959,0,0,0,170,122,0,0,0,0,0,606,361,0,0,0,0,0,0,0,0,281
354,A_14522,256511,192490,53740,19036,27731,5244,0,14991,57748,835,2457,2015,2497,429,1856,0,0,0,189,431,0,0,0,0,0,467,334,0,0,0,0,0,0,0,0,229
355,A_14523,193081,142775,42604,16043,22578,4266,0,10154,37217,415,1437,1299,2046,311,1495,0,0,0,144,79,0,0,0,0,0,355,255,0,0,0,0,0,0,0,0,163
356,A_14524,269048,196813,58860,21055,31813,5750,0,15029,50445,643,1734,2402,2754,373,1930,0,0,0,221,120,0,0,0,0,0,441,322,0,0,0,0,0,0,0,0,261
357,A_14612,429448,339619,79111,34421,59222,29337,0,33402,75819,2536,2292,2856,4381,1944,6616,0,0,0,377,492,0,0,0,0,0,1749,1403,0,0,0,0,0,0,0,0,696
358,A_14625,252642,191367,50780,17180,26419,4955,0,15014,61160,776,2735,3011,2523,593,1612,0,0,0,171,280,0,0,0,0,0,662,367,0,0,0,0,0,0,0,0,232
359,A_14626,213021,156089,41000,14249,21534,4476,0,10810,50551,516,2337,2464,2285,368,1444,0,0,0,128,362,0,0,0,0,0,658,290,0,0,0,0,0,0,0,0,248
360,A_14627,201310,152988,39406,13148,20111,5531,0,13156,49615,579,2279,1585,2119,389,1398,0,0,0,119,312,0,0,0,0,0,601,330,0,0,0,0,0,0,0,0,235
361,A_14628,202580,156342,39581,12040,19708,4643,0,12795,54749,483,2875,2186,1975,456,1278,0,0,0,119,437,0,0,0,0,0,533,300,0,0,0,0,0,0,0,0,217
362,A_14713,448372,336605,75733,43399,70195,29454,0,28431,61065,1817,1847,2745,5432,706,7408,0,0,0,505,440,0,0,0,0,0,2051,1654,0,0,0,0,0,0,0,0,832
363,A_14729,215616,161321,47944,18139,23368,5157,0,12859,42823,505,1793,1580,2298,251,1366,0,0,0,168,100,0,0,0,0,0,510,297,0,0,0,0,0,0,0,0,233
364,A_14730,163916,118170,34321,14519,17173,3021,0,9189,31301,397,1789,1273,1714,167,891,0,0,0,99,60,0,0,0,0,0,340,155,0,0,0,0,0,0,0,0,154
365,A_15001,68441,47733,13820,6755,8543,2225,0,3830,9442,0,417,483,0,0,400,0,0,0,76,0,0,0,0,671,0,136,73,0,0,0,0,207,0,0,0,0
366,A_15002,186409,131786,33357,18727,25795,9835,0,11432,22229,0,637,1177,0,0,2692,0,0,0,334,0,0,0,0,1994,0,725,645,0,0,0,0,325,0,0,0,0
367,A_15003,190332,132096,34764,22094,25033,7770,0,10622,20512,0,748,1023,0,0,2282,0,0,0,252,0,0,0,0,2687,0,481,753,0,0,0,0,1477,0,0,0,0
368,A_15081,70625,47788,16071,8226,8776,1635,0,3162,7352,0,279,311,0,0,455,0,0,0,55,0,0,0,0,533,0,108,116,0,0,0,0,198,0,0,0,0
369,A_15082,137721,92441,28102,12399,15944,2197,0,6674,20374,0,748,1598,0,0,713,0,0,0,205,0,0,0,0,1366,0,217,114,0,0,0,0,323,0,0,0,0
370,A_15083,144052,97766,31231,15764,15614,2689,0,7274,18048,0,915,1275,0,0,918,0,0,0,102,0,0,0,0,1433,0,205,145,0,0,0,0,530,0,0,0,0
371,A_15084,151811,103283,30633,13429,16651,2654,0,7954,24726,0,1226,1307,0,0,863,0,0,0,99,0,0,0,0,1321,0,263,170,0,0,0,0,314,0,0,0,0
372,A_15085,185546,124019,41602,19912,21426,4395,0,8580,20127,0,717,1425,0,0,1169,0,0,0,153,0,0,0,0,1866,0,336,194,0,0,0,0,360,0,0,0,0
373,A_15086,76734,52733,16335,8289,8941,1547,0,4139,9857,0,415,799,0,0,395,0,0,0,49,0,0,0,0,704,0,153,68,0,0,0,0,254,0,0,0,0
374,A_15087,118664,79205,22322,11773,14034,1616,0,5694,18620,0,786,641,0,0,598,0,0,0,84,0,0,0,0,1160,0,239,101,0,0,0,0,261,0,0,0,0
375,A_15088,156523,109635,31950,14200,17363,2968,0,9821,25915,0,882,1172,0,0,1065,0,0,0,167,0,0,0,0,1697,0,282,178,0,0,0,0,335,0,0,0,0
376,A_15089,164469,105851,32342,16312,18609,2625,0,7587,21247,0,796,1081,0,0,795,0,0,0,157,0,0,0,0,1697,0,193,130,0,0,0,0,542,0,0,0,0
377,A_15090,95000,63405,19951,10495,11570,2013,0,4676,11067,0,383,577,0,0,515,0,0,0,63,0,0,0,0,685,0,196,126,0,0,0,0,269,0,0,0,0
378,A_15091,108564,75733,24931,10605,12559,2074,0,5110,14885,0,788,1523,0,0,694,0,0,0,51,0,0,0,0,901,0,228,95,0,0,0,0,222,0,0,0,0
379,A_16051,166560,125934,31301,17867,24389,8762,0,10667,23041,904,816,1204,0,807,2844,0,0,0,195,0,0,0,0,0,0,600,0,0,536,0,0,0,0,0,0,419
380,A_16052,78746,56818,12691,5916,11625,1659,0,4683,16011,270,719,799,0,193,818,0,0,0,66,0,0,0,0,0,0,155,0,0,202,0,0,0,0,0,0,337
381,A_16053,83027,65548,14976,8770,14800,6639,0,6158,9349,422,272,826,0,342,1621,0,0,0,84,0,0,0,0,0,0,317,0,0,225,0,0,0,0,0,0,253
382,A_16054,29677,21277,5409,2781,4903,787,0,1592,4171,73,204,320,0,128,307,0,0,0,27,0,0,0,0,0,0,155,0,0,106,0,0,0,0,0,0,44
383,A_16055,50104,37977,9639,5166,7236,3719,0,3202,6024,220,268,330,0,251,800,0,0,0,40,0,0,0,0,0,0,334,0,0,117,0,0,0,0,0,0,174
384,A_16056,33655,24586,6128,3635,4392,1153,0,1843,4615,137,991,343,0,82,388,0,0,0,108,0,0,0,0,0,0,203,0,0,166,0,0,0,0,0,0,64
385,A_16061,82004,63003,27342,7046,5700,2031,0,5269,11322,162,908,954,0,650,484,0,0,0,24,0,0,0,0,0,0,146,0,0,139,0,0,0,0,0,0,90
386,A_16062,70495,49345,13591,8022,8489,1682,0,3446,10239,164,605,633,0,286,546,0,0,0,63,0,0,0,0,0,0,522,0,0,106,0,0,0,0,0,0,79
387,A_16063,103299,77226,23698,10865,11747,2486,0,5002,17178,282,1402,1658,0,250,856,0,0,0,150,0,0,0,0,0,0,240,0,0,281,0,0,0,0,0,0,113
388,A_16064,85604,61342,18514,8706,9032,1957,0,4700,14031,257,626,1184,0,231,613,0,0,0,111,0,0,0,0,0,0,177,0,0,161,0,0,0,0,0,0,130
389,A_16065,64174,45991,11734,6584,8424,1065,0,3259,11293,177,960,580,0,230,444,0,0,0,66,0,0,0,0,0,0,197,0,0,104,0,0,0,0,0,0,72
390,A_16066,103660,75849,23942,10517,11910,2697,0,5064,16188,335,843,1371,0,382,894,0,0,0,117,0,0,0,0,0,0,235,0,0,216,0,0,0,0,0,0,147
391,A_16067,109619,80586,22766,11490,12321,2666,0,6059,18435,407,1054,1574,0,298,1252,0,0,0,105,0,0,0,0,0,0,215,0,0,527,0,0,0,0,0,0,207
392,A_16068,58257,42668,12495,5013,6832,1221,0,3242,10178,184,811,841,0,134,582,0,0,0,49,0,0,0,0,0,0,145,0,0,163,0,0,0,0,0,0,88
393,A_16069,53456,39362,11701,5097,6273,1130,0,2442,9809,208,408,759,0,272,418,0,0,0,81,0,0,0,0,0,0,105,0,0,116,0,0,0,0,0,0,77
394,A_16070,88722,67479,17810,8901,10599,2745,0,5159,16656,326,770,1117,0,243,1402,0,0,0,88,0,0,0,0,0,0,244,0,0,302,0,0,0,0,0,0,140
395,A_16071,67184,51318,15849,5869,7294,1822,0,4301,12000,203,622,1212,0,203,709,0,0,0,36,0,0,0,0,0,0,196,0,0,153,0,0,0,0,0,0,141
396,A_16072,47653,33749,9904,4431,5381,945,0,2200,8525,127,380,417,0,247,422,0,0,0,124,0,0,0,0,0,0,99,0,0,73,0,0,0,0,0,0,62
397,A_16073,92002,67574,17611,8125,10912,2066,0,5070,18010,281,990,1294,0,296,1199,0,0,0,105,0,0,0,0,0,0,291,0,0,337,0,0,0,0,0,0,158
398,A_16074,68855,52933,15688,6092,8822,1704,0,4473,12278,250,490,1001,0,219,693,0,0,0,66,0,0,0,0,0,0,193,0,0,179,0,0,0,0,0,0,137
399,A_16075,68269,51372,14470,6210,8354,1354,0,3666,13452,205,603,1005,0,218,602,0,0,0,69,0,0,0,0,0,0,170,0,0,213,0,0,0,0,0,0,130
400,A_16076,84711,64361,19139,7171,9945,1775,0,5468,16203,253,694,994,0,279,737,0,0,0,59,0,0,0,0,0,0,222,0,0,239,0,0,0,0,0,0,224
401,A_16077,77281,55754,15860,6758,8832,1275,0,4164,15061,210,647,715,0,157,501,0,0,0,69,0,0,0,0,0,0,146,0,0,287,0,0,0,0,0,0,164
