,teryt_code,eligible_voters,issued_ballots,cdu,spd,gruene,csu,linke,fdp,rep,tierschutz,familie,oedp,frauen,volksabstimmung,pbc,cm,aufbruch,dkp,bp,psg,bueso,50plus,auf,dvu,grauen,violetten,ede,fbi,volksentscheide,fw,newropeans,piraten,rrp,renter
0,A_01001,69522,22614,6985,5915,3818,0,1259,2263,84,275,213,30,81,53,60,22,26,35,12,9,4,67,26,76,47,42,16,18,34,81,10,476,94,271
1,A_01002,182806,61611,17040,17740,12103,0,3123,6288,199,574,327,122,159,71,83,50,52,84,22,18,19,131,87,264,127,158,24,50,51,215,44,1245,271,479
2,A_01003,166078,56287,16605,15769,9287,0,3059,6646,284,493,500,101,157,107,99,46,37,35,37,16,12,97,46,248,117,87,23,34,50,225,35,724,284,494
3,A_01004,60999,24898,8737,7414,2147,0,1059,2912,101,211,284,24,66,51,126,27,19,29,4,5,9,53,31,101,42,34,9,19,19,115,12,214,70,222
4,A_01051,108539,35439,15580,7809,2878,0,1317,5011,144,277,332,34,98,66,39,23,30,25,28,6,11,61,40,96,86,51,9,27,27,177,22,247,106,273
5,A_01053,147503,58624,21969,13851,7937,0,2315,7682,330,566,611,79,136,108,112,36,43,37,37,17,14,98,52,226,124,88,16,47,46,331,20,374,222,476
6,A_01054,132140,44661,19628,10139,5245,0,1318,4833,124,441,436,70,112,91,62,28,42,28,22,8,13,124,38,128,102,60,15,31,60,170,28,317,138,373
7,A_01055,165052,59995,23298,14561,6628,0,2166,8202,268,561,513,71,169,101,122,42,42,28,37,5,15,126,53,314,125,92,19,40,34,388,23,366,230,570
8,A_01056,231701,90839,33043,22019,12885,0,3409,12262,311,772,780,155,167,150,158,53,39,147,49,14,21,215,114,290,175,124,24,64,72,558,41,734,282,749
9,A_01057,104494,41306,15697,10316,5456,0,1450,5034,132,382,409,56,103,61,52,23,28,31,17,10,5,79,49,149,102,67,18,40,27,254,13,301,190,309
10,A_01058,216462,81638,32837,19859,10298,0,2348,9785,263,764,721,96,236,131,126,37,59,56,45,15,14,200,78,252,139,160,18,62,65,380,33,688,273,777
11,A_01059,155935,56833,24808,12756,6817,0,1809,6034,146,558,519,73,170,118,82,27,41,28,34,12,14,153,52,147,135,109,16,37,42,301,14,388,225,598
12,A_01060,204973,74731,28885,16564,8872,0,2992,10785,288,696,842,123,183,137,141,43,52,48,26,13,14,166,83,245,189,125,22,45,67,502,34,608,507,706
13,A_01061,105858,37174,15140,8444,4300,0,1238,4661,150,326,421,46,109,81,83,24,29,35,13,10,7,116,56,142,88,51,9,35,31,134,17,280,113,531
14,A_01062,181508,75499,28116,17214,11097,0,2853,10493,285,652,586,114,149,128,139,37,38,50,38,15,7,187,78,217,179,108,16,43,63,430,33,659,203,607
17,A_02000,1256701,436266,128443,109766,88823,0,29181,48225,1527,2905,1493,1054,836,720,806,268,271,521,188,153,123,763,355,1538,794,672,235,261,686,2564,443,5097,1545,2377
20,A_03101,189825,80134,26134,21364,13347,0,4231,7488,548,907,448,172,201,173,149,51,63,67,38,21,24,136,72,181,113,130,22,63,90,179,62,1223,822,817
21,A_03102,77691,28452,9800,9716,2033,0,1504,2145,732,310,192,19,65,65,80,39,18,24,15,9,5,53,27,109,58,20,6,21,28,65,9,194,255,416
22,A_03103,91792,35389,14298,10644,3230,0,1423,2361,236,260,202,34,80,83,146,43,24,25,8,5,7,49,22,139,73,49,11,27,24,55,10,278,786,378
23,A_03151,134071,53500,21869,15147,5296,0,1882,4487,356,506,425,71,134,124,508,38,39,20,24,8,6,86,67,136,73,63,11,45,45,95,18,402,594,430
24,A_03152,197393,83506,27533,23166,15052,0,4108,7933,417,578,405,127,196,164,115,66,47,103,51,32,14,149,68,198,120,127,25,57,86,279,54,892,205,417
25,A_03153,116126,44439,16525,13015,4003,0,2229,4426,315,512,311,53,106,120,78,26,33,25,34,10,11,88,64,227,88,42,8,32,38,219,19,342,379,489
26,A_03154,76285,31202,11860,9840,2738,0,1221,2547,271,391,201,35,67,89,79,22,37,16,23,6,8,64,29,144,53,24,7,29,46,79,12,217,326,346
27,A_03155,114360,47411,16602,16983,4047,0,1748,4618,402,336,288,40,115,109,85,35,41,28,31,6,10,90,40,107,67,65,6,38,56,89,11,286,130,290
28,A_03156,65114,24128,8743,8127,1906,0,948,2397,228,206,157,28,56,56,40,14,26,15,22,6,5,46,20,105,44,19,9,18,22,59,4,145,129,216
29,A_03157,103151,41854,14440,14905,3989,0,1542,3595,396,407,278,37,106,88,121,24,19,20,24,12,13,72,43,97,78,34,9,35,31,53,12,331,279,428
30,A_03158,97881,45300,16317,13471,5422,0,1785,4190,390,558,298,65,101,95,96,22,22,21,19,13,6,68,26,215,62,45,16,23,35,90,17,305,437,548
31,A_03241,842278,363609,118898,105438,56331,0,16221,38605,2928,3110,1704,560,733,795,711,369,239,293,219,93,99,703,324,1032,752,470,130,263,323,1066,177,3336,2177,2595
32,A_03251,168192,65206,24176,16740,7881,0,2362,9249,368,558,449,72,125,150,140,55,50,23,34,11,17,181,65,210,121,74,13,57,50,184,21,439,256,555
33,A_03252,122041,46746,16950,14319,5019,0,1964,4658,388,382,292,39,103,114,84,29,31,34,33,16,8,103,40,168,89,54,20,43,40,146,12,288,330,450
34,A_03254,223143,96632,36587,29594,11416,0,3412,8242,700,830,570,107,188,203,169,82,56,63,63,22,21,204,75,430,171,137,18,57,92,185,42,743,431,769
35,A_03255,60504,29573,9609,10940,2514,0,1015,2923,214,279,179,27,65,54,79,24,22,18,8,6,3,51,31,77,47,31,6,15,31,40,9,171,99,258
36,A_03256,96682,35464,14380,10268,3717,0,1118,3343,277,284,234,28,64,69,67,28,23,19,15,5,13,72,42,113,43,36,7,39,23,71,10,188,239,340
37,A_03257,127027,52286,18663,17069,5555,0,1769,4913,408,467,365,62,127,125,185,64,46,21,33,12,15,108,52,154,67,66,9,46,44,109,24,400,407,452
38,A_03351,140730,52234,22167,12751,5262,0,1655,5935,524,466,310,64,138,125,191,50,47,22,37,16,11,104,59,250,89,58,21,32,61,363,19,350,271,382
39,A_03352,159742,59620,24252,16206,6407,0,2415,5470,284,573,437,49,148,155,83,37,49,24,49,14,12,139,35,290,122,66,13,45,57,349,18,367,321,513
40,A_03353,190716,80700,31348,16953,11397,0,2843,11053,444,783,563,121,128,199,274,79,55,47,78,19,22,204,82,318,176,137,13,65,91,617,42,726,427,664
41,A_03354,40613,16522,5278,2762,4890,0,913,1399,95,121,77,12,27,24,60,12,11,20,14,6,5,33,20,60,28,27,7,17,20,53,1,100,109,158
42,A_03355,136455,58251,18400,13419,12404,0,2805,6432,254,499,444,92,133,150,115,40,41,48,31,15,13,101,55,315,99,106,20,63,48,165,24,475,450,438
43,A_03356,88650,36722,12281,10449,5689,0,1653,3807,244,368,236,56,80,88,85,25,21,17,21,7,7,83,18,144,88,42,12,26,36,103,12,263,144,324
44,A_03357,127867,56926,24161,13708,6318,0,1826,6255,314,447,423,60,149,134,178,63,51,27,14,14,18,106,40,204,102,57,7,57,75,385,19,411,135,332
45,A_03358,109401,41325,17103,10571,4457,0,1512,4461,315,421,308,42,94,101,142,27,37,18,19,12,11,63,38,213,78,36,11,42,34,128,10,283,143,291
46,A_03359,153069,57874,24273,14337,6987,0,2109,5831,319,485,455,75,129,121,96,46,45,29,16,14,10,120,41,178,93,74,17,34,56,298,19,419,216,392
47,A_03360,76664,31466,12445,7720,4350,0,1116,3011,198,260,200,47,68,55,83,25,25,26,11,11,8,54,44,90,51,37,7,22,39,147,11,189,429,402
48,A_03361,103561,40662,14778,10617,6342,0,1492,4095,278,373,247,57,88,124,119,24,28,16,12,7,6,85,30,130,73,74,8,27,48,134,20,328,267,402
49,A_03401,57535,19833,6500,5879,2203,0,1145,1988,138,330,139,26,68,69,27,25,16,13,8,5,2,78,11,130,74,12,9,22,24,81,17,212,140,228
50,A_03402,39217,12528,3158,5004,1856,0,550,1026,62,100,55,12,23,22,54,11,8,11,6,5,2,19,8,38,18,9,4,5,7,52,9,110,36,74
51,A_03403,123278,49467,13575,12626,11469,0,2932,5065,170,431,260,114,158,94,75,31,44,61,20,19,5,146,36,94,68,92,23,36,30,217,31,757,128,248
52,A_03404,118495,51047,20304,12119,8420,0,2407,4981,161,326,187,82,102,112,85,36,25,49,28,17,9,55,40,61,65,62,20,28,34,161,28,465,79,157
53,A_03405,64831,22145,7424,6137,2190,0,1402,2607,208,287,117,25,68,40,23,10,11,11,12,9,7,58,9,81,41,27,6,27,25,308,14,209,158,320
54,A_03451,91753,35233,12923,9141,4470,0,1037,5082,146,339,271,45,74,79,59,21,17,14,15,3,13,78,36,78,50,30,18,30,25,130,19,263,128,212
55,A_03452,150325,52852,15943,19507,5744,0,2603,4360,319,520,353,43,158,85,106,48,46,35,27,10,12,185,39,171,69,62,11,49,42,459,17,283,152,371
56,A_03453,115205,42105,26903,5794,2167,0,920,4184,119,216,234,30,74,50,67,71,26,18,15,7,6,52,43,71,34,18,4,27,34,77,5,203,78,178
57,A_03454,234392,97945,61715,14384,5976,0,2274,8249,311,462,504,55,170,139,66,89,42,37,29,26,29,126,70,120,84,54,24,97,64,820,19,480,250,543
58,A_03455,80026,30885,10312,8992,3492,0,1122,4192,171,345,238,33,77,77,41,15,16,14,20,5,9,74,20,76,51,50,10,27,26,175,8,213,161,362
59,A_03456,96574,39697,21133,9451,2896,0,960,3448,146,198,195,44,76,47,49,35,18,39,16,5,4,58,24,44,51,27,8,23,31,61,15,152,47,152
60,A_03457,127319,43798,15535,14648,4163,0,1871,3709,248,421,293,97,70,110,267,72,31,42,43,7,12,82,54,143,49,41,4,41,30,291,23,275,133,276
61,A_03458,97564,40547,14771,10004,5090,0,1387,5894,195,426,301,56,102,107,74,21,32,19,19,8,9,92,42,127,90,47,13,39,41,285,16,344,240,326
62,A_03459,271161,120576,61421,26853,11308,0,3679,11010,422,708,647,114,187,213,270,89,68,67,55,17,9,128,91,228,121,100,27,56,67,335,29,630,227,451
63,A_03460,96864,40930,26276,4921,2310,0,669,4964,119,214,216,31,72,40,34,50,19,13,19,9,3,30,38,55,27,13,5,14,23,60,15,166,53,115
64,A_03461,71148,25189,8580,8213,2645,0,1016,2867,136,246,170,21,67,55,16,17,18,19,14,8,4,53,12,44,52,30,11,25,19,64,14,177,113,205
65,A_03462,45514,15640,6167,4633,1360,0,533,1672,68,183,108,17,31,35,29,6,17,4,3,4,4,41,17,50,25,20,2,9,18,60,5,82,64,165
68,A_04011,402913,161308,38172,45704,37680,0,11553,14177,744,1499,700,217,553,338,458,124,123,258,66,60,30,347,91,905,456,200,64,112,186,525,114,1882,753,1650
69,A_04012,85182,28332,7714,9360,3796,0,1915,2544,131,321,181,18,112,78,52,12,26,20,11,5,11,94,23,396,104,23,16,19,49,90,15,265,107,399
72,A_05111,414676,164170,59517,34690,25684,0,7515,24741,2141,1458,606,217,380,316,176,117,80,200,67,38,41,307,139,243,292,367,54,100,104,529,106,1568,414,771
73,A_05112,346097,116455,32794,40379,13008,0,8733,9643,1874,1422,842,146,406,315,148,139,66,175,50,52,44,279,117,487,261,135,50,130,124,576,72,1096,486,966
74,A_05113,436296,166068,53413,49217,21992,0,9638,17300,2490,1901,975,225,372,413,187,169,99,373,86,62,104,359,140,424,273,217,69,172,161,387,104,1440,509,1027
75,A_05114,168200,65788,24390,15322,8873,0,3005,8953,519,672,366,85,160,141,86,99,45,79,35,12,20,133,62,155,133,82,30,60,65,377,40,526,175,392
76,A_05116,194657,69218,26788,14723,7723,0,3255,11230,605,743,390,100,193,133,90,72,45,55,51,19,14,167,49,195,142,84,19,82,53,246,32,571,218,415
77,A_05117,128461,52505,16155,15581,6809,0,3013,6575,482,569,296,70,114,123,79,46,37,53,25,23,26,132,72,151,98,77,16,56,38,133,30,419,180,374
78,A_05119,158882,55881,15576,20161,6036,0,3850,5047,730,677,410,86,157,127,60,61,26,46,47,11,9,157,34,248,111,68,15,60,52,118,34,497,181,425
79,A_05120,81645,31069,10987,7820,3383,0,1672,4396,475,315,220,55,85,55,67,48,22,18,31,7,9,72,31,98,52,39,5,32,23,60,17,261,107,232
80,A_05122,114904,47132,16628,11148,5789,0,2650,6642,526,499,304,121,134,91,105,53,22,54,44,10,14,91,47,155,79,55,16,41,46,332,25,411,138,319
81,A_05124,251519,97982,30802,24275,15356,0,6179,11868,1854,1067,640,190,298,208,251,132,61,155,74,31,30,210,94,279,154,139,41,79,96,307,46,870,272,698
82,A_05154,226898,97565,47087,19929,8989,0,2943,12145,535,829,655,137,241,173,93,114,61,49,34,19,21,176,88,178,130,127,24,95,67,212,31,555,208,443
83,A_05158,375076,161205,60834,36525,19753,0,6711,24460,1722,1626,1047,220,385,386,252,216,96,149,97,42,43,422,137,428,272,206,46,159,147,541,75,1154,498,1052
84,A_05162,332086,139493,59727,27616,14942,0,4566,22386,1192,1269,884,132,322,271,134,179,74,76,92,33,35,269,136,354,219,149,40,125,119,448,74,1018,374,893
85,A_05166,228323,97902,41949,19369,10600,0,3734,14826,631,1074,648,112,248,215,144,95,68,56,61,14,11,190,72,237,177,127,29,94,98,331,42,738,239,572
86,A_05170,362291,154052,55369,47152,15977,0,7278,16487,1246,1524,1098,150,415,300,181,153,85,101,54,46,35,405,132,365,243,209,30,201,109,431,51,1072,462,996
87,A_05313,176891,84821,28759,20638,16000,0,4046,9544,517,610,292,132,136,138,106,75,35,58,29,26,19,115,75,163,86,100,32,52,64,233,97,1459,158,329
88,A_05314,218558,110283,37028,21139,22390,0,4529,17225,614,909,357,261,285,181,198,109,54,96,77,27,37,143,126,237,106,305,78,87,75,779,123,1319,148,385
89,A_05315,705314,302387,84404,67619,69589,0,16118,42378,2625,2640,1088,1069,869,529,345,315,147,290,139,108,63,455,252,654,537,596,151,214,281,1101,235,3005,791,1471
90,A_05316,118212,47154,17209,11854,5922,0,2004,6175,508,502,312,86,137,109,53,51,23,28,33,8,9,111,47,151,117,53,16,32,36,138,18,371,152,404
91,A_05354,228647,99238,36207,31549,8268,0,4551,10018,1650,939,596,84,172,207,81,90,41,41,61,24,32,158,74,270,122,84,21,80,65,707,44,654,234,534
92,A_05358,200266,85093,35310,21923,7432,0,3419,9724,738,949,695,71,222,213,185,100,35,73,48,14,19,168,71,222,137,123,19,71,68,244,35,582,226,539
93,A_05362,342628,149990,56565,37597,17046,0,5871,21145,1325,1565,946,258,359,374,132,155,78,75,69,38,36,284,108,416,288,184,46,128,132,456,75,977,452,980
94,A_05366,149025,62900,26739,11644,5897,0,2382,10330,540,720,534,96,178,183,96,108,39,36,29,11,6,120,72,143,100,153,15,67,64,602,23,394,199,440
95,A_05370,187763,76711,35997,16049,5779,0,2861,9627,756,893,546,69,203,184,90,95,38,27,48,19,29,149,52,186,97,86,22,73,64,204,21,479,196,465
96,A_05374,212490,88051,36307,19393,9145,0,3387,12651,673,785,603,188,174,199,520,213,63,63,65,20,14,162,173,294,160,107,20,68,102,256,20,559,193,493
97,A_05378,215530,105438,41606,20743,14710,0,3565,17128,696,1022,597,196,248,246,264,132,62,56,54,23,28,203,107,221,160,140,26,82,96,560,34,723,240,662
98,A_05382,443669,204185,83265,39887,26593,0,6788,32654,1278,1952,979,302,451,970,429,232,105,76,119,40,30,324,209,486,315,359,99,184,183,959,104,1486,432,970
99,A_05512,90966,36913,11749,13211,3080,0,1944,3188,474,474,270,349,80,92,34,32,17,249,16,15,10,66,30,107,43,45,5,29,40,71,19,311,119,310
100,A_05513,187853,64130,17939,24101,5750,0,4454,4894,1621,742,469,76,205,174,169,105,38,95,43,16,20,149,104,260,133,86,16,69,74,101,22,620,173,519
101,A_05515,210868,107108,38536,22572,22483,0,4258,12969,395,705,363,445,214,148,90,104,55,114,49,24,22,145,86,134,95,139,37,68,71,256,71,1175,195,366
102,A_05554,273787,125560,66734,23496,10392,0,3130,14899,604,724,831,145,283,143,142,153,51,68,44,21,27,144,118,224,110,110,27,90,75,212,32,760,221,580
103,A_05558,169504,81823,39800,15666,9094,0,2243,10335,373,537,529,118,188,125,36,91,49,38,36,18,8,112,73,133,105,65,19,67,42,166,34,494,172,395
104,A_05562,487998,196386,65321,64095,18613,0,11873,19410,2327,2117,1413,227,549,486,323,227,121,216,117,64,60,468,205,760,350,196,55,198,165,436,81,1654,570,1445
105,A_05566,335812,155550,69276,40393,14793,0,5236,17263,693,884,899,184,325,203,161,113,72,63,48,34,18,205,165,272,170,124,36,100,91,432,48,982,278,712
106,A_05570,211179,93760,44034,19980,9643,0,2868,11277,466,654,612,131,221,144,106,151,57,42,54,18,23,150,94,182,90,92,21,84,59,309,24,581,189,499
107,A_05711,238773,105723,34900,27184,19765,0,6138,9853,694,901,477,171,233,246,402,155,54,107,61,57,24,187,148,279,137,227,37,93,84,284,51,1037,266,546
108,A_05754,261769,116700,52069,24792,13948,0,3741,13914,694,870,779,299,258,258,240,165,73,55,76,33,25,186,126,288,154,127,32,124,80,478,38,789,272,511
109,A_05758,195933,80695,28155,24343,8879,0,3459,8850,677,733,504,114,191,190,289,120,49,50,52,22,18,149,57,255,104,101,15,95,72,902,23,603,183,462
110,A_05762,116849,52642,27522,10012,3736,0,1529,5833,341,318,581,251,125,110,71,131,37,22,36,6,5,59,39,157,53,51,11,77,35,131,9,344,111,223
111,A_05766,275179,118335,40849,35339,13396,0,4684,13354,923,1025,712,182,274,240,978,242,120,50,69,28,44,201,636,321,146,150,40,157,87,903,43,826,243,656
112,A_05770,247440,94475,34532,28863,9359,0,3730,10729,947,719,566,130,185,181,523,142,69,67,50,17,31,168,108,223,138,103,17,69,82,382,33,632,192,513
113,A_05774,223632,92949,47553,14949,10245,0,2783,10117,606,562,641,191,207,184,393,183,58,36,49,21,11,141,92,228,98,116,29,789,75,216,31,846,164,442
114,A_05911,285881,109696,31369,35994,15779,0,7575,9424,1021,1373,703,162,306,273,162,115,59,125,43,43,56,199,96,343,165,159,41,81,107,234,61,1239,344,838
115,A_05913,424350,169212,45742,56117,24813,0,11158,16507,1373,1865,895,185,467,389,155,146,91,226,58,40,71,368,84,1293,334,207,82,555,118,465,99,1846,590,1460
116,A_05914,140585,47654,16139,13875,5066,0,2572,5144,1087,624,313,50,125,129,92,53,43,43,25,10,17,144,52,144,79,56,18,65,49,154,23,382,229,399
117,A_05915,129484,50551,19112,15544,4435,0,2655,4984,590,421,310,43,145,88,44,58,19,34,28,12,9,97,27,144,69,43,10,35,43,73,7,379,143,402
118,A_05916,118497,44267,12479,16436,4020,0,3239,3329,1335,536,313,40,135,102,71,45,25,41,22,12,10,96,71,110,75,50,8,49,45,73,17,417,156,291
119,A_05954,261546,110192,33484,34357,14815,0,5804,12323,951,1357,736,142,291,274,244,125,69,113,63,59,29,255,98,357,187,173,42,120,91,286,54,894,325,847
120,A_05958,209968,94798,50354,18514,6093,0,2725,10816,637,657,630,108,199,184,87,153,61,39,44,11,19,141,87,218,122,112,19,94,72,217,19,569,212,611
121,A_05962,321366,123303,49339,30509,11282,0,5375,15001,1580,1380,887,165,313,329,526,223,92,97,86,31,29,293,182,402,208,150,42,100,114,376,46,918,753,1126
122,A_05966,104744,45909,26755,7652,2910,0,1159,4638,493,254,279,50,102,65,42,67,23,25,24,13,9,47,33,77,45,38,6,34,27,78,10,220,100,218
123,A_05970,218702,85847,34079,22031,8625,0,3448,9802,1092,769,494,190,182,242,981,198,84,67,57,20,16,159,238,281,105,68,15,60,89,231,32,591,220,444
124,A_05974,232801,92714,42027,21132,8839,0,3506,10572,611,741,710,112,236,196,160,174,46,46,44,32,24,180,69,271,118,104,47,110,62,226,33,689,246,508
125,A_05978,314031,132332,40685,45042,14734,0,6926,13550,1230,1337,953,147,345,309,150,132,82,71,54,22,40,262,100,503,206,140,38,193,122,421,52,1069,387,1570
128,A_06411,99183,48518,12946,10232,13086,0,2479,5107,417,431,230,108,176,138,92,40,30,59,49,21,26,83,74,70,65,109,44,42,75,187,48,773,77,231
129,A_06412,402271,156446,47813,28989,35707,0,9416,21614,1810,1304,453,247,404,345,253,117,99,219,91,65,64,226,132,356,244,215,107,71,171,1192,188,1807,249,842
130,A_06413,67294,22338,7692,4526,3862,0,1243,2564,424,247,73,37,69,73,74,27,18,26,22,9,7,42,35,55,41,40,11,15,25,112,14,311,59,208
131,A_06414,188228,68148,24650,14243,12055,0,2689,8825,1001,483,212,138,165,166,149,95,54,43,37,18,51,108,59,118,105,104,47,34,64,263,39,651,179,450
132,A_06431,199811,87527,34399,20712,10395,0,2392,10377,1565,858,443,123,248,225,270,138,65,60,62,38,18,129,84,178,145,159,36,32,80,515,25,669,190,608
133,A_06432,211889,77256,26124,20312,12455,0,2458,8679,929,717,387,134,200,192,264,83,73,112,80,12,27,120,94,132,106,151,32,53,93,502,51,738,142,535
134,A_06433,172776,63417,21034,17089,9414,0,2516,6605,1286,629,328,78,167,207,137,73,47,96,50,10,23,94,49,135,125,87,33,55,91,324,38,587,189,571
135,A_06434,164675,77835,30949,12971,11665,0,2152,13537,841,693,315,129,160,243,130,93,46,31,48,15,23,129,114,110,113,127,36,36,75,539,64,601,179,522
136,A_06435,299597,101668,38092,23716,12691,0,3848,12721,1781,1057,551,176,300,327,195,173,82,113,57,13,33,224,127,277,161,175,35,75,117,736,30,763,253,871
137,A_06436,164826,74875,31202,12167,11026,0,2030,11745,797,599,331,125,168,216,94,86,44,32,56,8,29,129,106,131,105,86,32,51,67,740,177,632,170,523
138,A_06437,73458,23937,7949,6654,2962,0,930,2673,634,210,105,53,69,57,77,35,23,27,28,7,6,44,39,68,43,47,13,16,16,168,7,189,54,212
139,A_06438,238126,92888,36564,17253,13332,0,3000,13504,1070,866,414,192,236,282,137,205,78,62,76,21,17,189,121,192,166,147,46,66,104,706,43,950,214,784
140,A_06439,138347,55536,22051,11539,8283,0,1513,7462,752,491,214,78,124,163,100,74,33,15,41,10,24,85,53,106,71,90,15,30,56,305,18,468,113,365
141,A_06440,222777,79395,28857,18858,10744,0,2567,10969,799,754,425,131,204,204,203,90,68,38,55,17,23,129,93,206,97,170,23,59,67,922,41,620,147,528
142,A_06531,194052,82468,25867,23980,11432,0,3100,9882,721,526,374,100,207,200,294,78,42,76,40,18,20,111,78,176,89,109,30,56,75,1062,40,1020,128,420
143,A_06532,194588,62294,24002,16630,6590,0,2074,7157,707,441,286,89,137,159,534,114,36,43,43,15,21,100,112,182,78,71,14,34,56,537,21,459,95,366
144,A_06533,132066,50131,22836,10852,4528,0,1386,5610,483,422,261,77,136,152,77,85,32,29,44,18,14,72,59,106,94,78,18,50,56,363,19,387,130,422
145,A_06534,185244,66676,22314,17566,11408,0,3295,6565,754,441,307,142,167,173,335,120,35,58,49,25,29,84,108,147,63,86,17,39,52,298,48,650,103,380
146,A_06535,90150,30261,10774,8039,3222,0,1083,4125,413,212,193,38,90,89,70,38,24,21,29,8,13,50,54,91,31,50,9,22,33,391,5,218,36,186
147,A_06611,140842,50120,14119,12853,11155,0,3260,4688,325,412,179,87,130,118,101,40,27,59,25,15,19,64,68,78,77,110,29,14,62,146,27,633,69,286
148,A_06631,168532,58139,30668,8593,5808,0,1536,6195,631,396,383,101,143,163,137,226,57,45,63,16,13,118,153,151,83,93,18,44,56,346,12,368,110,434
149,A_06632,98938,33782,11406,11918,2641,0,1164,3760,313,227,187,47,74,80,176,39,19,15,24,16,11,60,41,150,42,30,6,20,39,205,7,179,62,216
150,A_06633,192080,68383,20179,25214,7989,0,2566,6699,515,549,354,71,151,164,129,54,35,33,38,14,10,129,53,111,125,77,24,53,49,261,18,433,125,571
151,A_06634,148295,57555,16662,20883,5991,0,2013,6359,496,519,345,74,153,148,119,50,50,35,39,10,13,102,53,194,55,65,10,31,32,463,12,296,93,410
152,A_06635,129014,44842,16389,12453,4810,0,1299,6328,467,335,289,79,104,102,155,52,35,19,23,8,13,49,68,110,76,42,7,23,56,266,17,242,50,256
153,A_06636,85733,35387,11340,12381,3284,0,1398,3503,315,289,215,44,92,95,63,37,22,29,23,8,9,63,31,74,48,41,34,13,30,232,10,163,80,292
156,A_07111,82677,37695,14950,8554,4760,0,1433,4293,253,449,228,111,106,99,74,48,26,23,31,8,13,106,39,75,41,57,11,85,57,150,20,425,120,215
157,A_07131,100493,55625,26336,9241,4849,0,1462,6884,517,663,359,166,151,134,70,82,65,26,54,11,17,134,48,124,79,108,25,60,75,1028,17,369,171,463
158,A_07132,103312,55306,22994,13492,3986,0,1980,5876,565,705,398,92,136,150,547,93,48,35,49,9,8,118,59,128,102,80,13,34,72,466,16,316,185,380
159,A_07133,121798,67731,24291,18925,5886,0,2123,7442,901,967,509,120,210,171,220,107,71,54,55,14,14,161,74,199,94,128,29,37,87,718,17,483,240,476
160,A_07134,69054,34734,11150,10329,2302,0,1691,4303,460,533,349,45,140,64,61,33,40,41,30,10,8,86,55,120,66,48,9,42,37,138,13,203,158,306
161,A_07135,52224,32391,16610,5559,1721,0,683,3327,294,388,292,36,84,82,98,64,45,19,22,8,7,67,46,50,44,48,7,34,44,310,6,225,117,265
162,A_07137,167134,87404,39778,20977,6178,0,2285,8415,767,995,685,150,251,188,199,102,67,34,57,12,23,220,84,161,156,115,13,68,104,761,30,499,263,552
163,A_07138,139421,73749,28928,19383,5938,0,2299,8347,664,1015,517,128,206,208,429,104,68,26,70,8,18,198,83,128,113,115,17,54,94,677,29,528,245,578
164,A_07140,81844,48778,19707,11885,3790,0,1483,5633,490,627,369,108,155,118,318,75,44,19,37,18,16,113,41,84,74,65,9,47,58,344,16,258,152,332
