,teryt_code,eligible_voters,issued_ballots,spd,cdu,csu,gruene,fdp,linke,offensived,rep,npd,tierschutz,graue,pbc,frauen,familie,bueso,bp,zentrum,deutschland,agfg,appd,50plus,mlpd,partei,psg,prodm
92,A_05513,193519,142477,75529,32603,0,8017,7688,11087,0,1031,1640,748,644,189,0,549,39,0,51,106,0,0,0,515,0,74,0
93,A_05515,204797,169999,59463,59935,0,22570,17357,6738,0,198,585,438,457,79,0,409,26,0,85,92,0,0,0,41,0,36,0
94,A_05554,267182,215587,65145,105210,0,10797,21118,7008,0,393,1103,737,420,226,0,831,28,0,86,131,0,0,0,39,0,60,0
95,A_05558,166319,137732,43036,61129,0,9596,14989,4895,0,281,716,535,338,67,0,582,13,0,56,96,0,0,0,19,0,44,0
96,A_05562,490913,383796,191109,109073,0,21290,24491,22980,0,1355,3330,2036,1152,384,0,1413,79,0,109,348,0,0,0,379,0,167,0
97,A_05566,329797,266690,102773,103365,0,16759,25710,9619,0,494,1663,912,695,220,0,967,38,0,131,181,0,0,0,38,0,65,0
98,A_05570,209515,169657,58675,70698,0,10103,17695,6489,0,384,1102,564,374,126,0,700,24,0,66,112,0,0,0,28,0,38,0
99,A_05711,239126,191034,73879,59741,0,22474,15972,11328,0,366,1298,797,573,733,0,652,39,0,42,223,0,0,0,81,0,81,0
100,A_05754,256946,204842,69454,84749,0,13713,20650,8242,0,686,1424,784,511,554,0,1025,33,0,59,224,0,0,0,38,0,68,0
101,A_05758,195703,153720,62392,53223,0,10127,14170,7536,0,533,1290,689,366,491,0,645,34,0,30,170,0,0,0,46,0,62,0
102,A_05762,117537,94651,26263,45705,0,4258,10474,3399,0,241,828,308,158,149,0,1001,11,0,49,95,0,0,0,18,0,26,0
103,A_05766,276298,220129,91366,72014,0,14954,21330,9758,0,643,1711,876,438,2176,0,940,49,0,41,226,0,0,0,42,0,91,0
104,A_05770,247990,193379,77407,66582,0,11930,18426,9395,0,871,1507,743,421,1380,0,1090,38,0,29,192,0,0,0,31,0,73,0
105,A_05774,218325,171420,46073,84784,0,9567,16980,6166,0,441,1335,565,330,622,0,1409,26,0,61,152,0,0,0,48,0,68,0
106,A_05911,289357,228379,113017,54959,0,20034,14496,16072,0,694,2027,1320,890,194,0,892,85,0,40,211,0,0,0,291,0,69,0
107,A_05913,426790,321480,153169,77035,0,28639,23038,19883,0,989,2526,1146,1073,185,0,800,124,0,95,218,0,0,0,382,0,194,0
108,A_05914,143053,107979,49969,31901,0,6332,7979,6359,0,689,1133,960,336,106,0,399,21,0,30,97,0,0,0,127,0,44,0
109,A_05915,129980,98833,46228,30235,0,5434,7810,5003,0,407,865,457,224,73,0,412,20,0,26,64,0,0,0,22,0,38,0
110,A_05916,121036,91614,49043,20532,0,5144,4660,7080,0,1074,920,520,306,119,0,353,15,0,33,83,0,0,0,158,0,52,0
111,A_05954,264544,210941,96329,57036,0,17001,19828,11983,0,559,1640,1671,668,358,0,803,34,0,41,152,0,0,0,215,0,87,0
112,A_05958,210773,167361,54867,76009,0,6657,15734,5864,0,605,1054,649,355,144,0,750,42,0,86,144,0,0,0,37,0,62,0
113,A_05962,324306,246901,96115,87235,0,13297,25185,13006,0,1259,2792,1362,754,684,0,1135,64,0,94,340,0,0,0,72,0,104,0
114,A_05966,104036,82622,24327,42005,0,3120,7794,2564,0,432,501,310,156,57,0,294,10,0,40,76,0,0,0,27,0,31,0
115,A_05970,219343,171326,66083,61957,0,9757,15996,8830,0,1367,1270,1013,448,1424,0,694,65,0,59,206,0,0,0,37,0,54,0
116,A_05974,230957,180932,66889,69766,0,10428,18826,7940,0,633,1282,766,530,212,0,801,50,0,86,161,0,0,0,29,0,75,0
117,A_05978,315479,250230,122565,69374,0,16074,18522,13630,0,816,2382,1205,705,208,0,984,54,0,63,253,0,0,0,118,0,96,0
118,A_06411,96914,75721,26653,21239,0,12936,7453,4379,0,263,516,469,309,0,0,0,49,0,0,0,0,0,0,97,0,62,0
119,A_06412,386909,293318,87678,84510,0,47856,38637,19386,0,1957,3031,2615,1917,0,0,0,232,0,0,0,0,0,0,190,0,200,0
120,A_06413,67244,47849,16041,15548,0,5288,4865,3015,0,529,691,432,233,0,0,0,37,0,0,0,0,0,0,24,0,41,0
121,A_06414,186409,140838,45173,44485,0,18431,18441,7127,0,1439,1283,933,716,0,0,0,270,0,0,0,0,0,0,36,0,87,0
122,A_06431,199215,158094,54838,56712,0,13411,17323,6617,0,1773,1961,1457,720,0,0,0,126,0,0,0,0,0,0,65,0,222,0
123,A_06432,209868,169833,60851,53620,0,18843,18951,8007,0,1259,1765,1505,708,0,0,0,123,0,0,0,0,0,0,134,0,180,0
124,A_06433,169776,135836,52132,40054,0,14261,14182,6824,0,1440,1760,1155,650,0,0,0,109,0,0,0,0,0,0,91,0,171,0
125,A_06434,163980,136799,35079,51972,0,14352,24154,5469,0,955,957,941,620,0,0,0,105,0,0,0,0,0,0,39,0,93,0
126,A_06435,296771,233088,78654,80318,0,19673,25930,12408,0,3123,3132,2349,1093,0,0,0,251,0,0,0,0,0,0,78,0,228,0
127,A_06436,162297,134815,36990,53053,0,13345,20687,4918,0,838,1050,915,592,0,0,0,95,0,0,0,0,0,0,30,0,96,0
128,A_06437,73849,57557,21735,17871,0,4725,6089,3210,0,821,641,509,228,0,0,0,49,0,0,0,0,0,0,21,0,74,0
129,A_06438,236585,190488,57187,71505,0,19160,24488,8229,0,1206,1998,1492,974,0,0,0,149,0,0,0,0,0,0,65,0,145,0
130,A_06439,137739,111980,36045,40489,0,11023,14725,4482,0,685,1011,852,393,0,0,0,107,0,0,0,0,0,0,29,0,90,0
131,A_06440,219529,173148,58680,58108,0,15759,21323,8311,0,964,3390,1412,716,0,0,0,150,0,0,0,0,0,0,76,0,208,0
132,A_06531,190194,147459,52333,45140,0,15724,17865,8406,0,1044,1754,1133,503,0,0,0,102,0,0,0,0,0,0,57,0,136,0
133,A_06532,194449,145978,52766,49844,0,10301,15162,8271,0,1296,2921,1184,499,0,0,0,119,0,0,0,0,0,0,46,0,201,0
134,A_06533,132241,102142,33308,41282,0,6591,10747,4535,0,631,1287,763,421,0,0,0,81,0,0,0,0,0,0,24,0,108,0
135,A_06534,183984,143978,54957,45080,0,14231,13246,8758,0,1807,1560,924,485,0,0,0,139,0,0,0,0,0,0,43,0,128,0
136,A_06535,91736,71523,26397,23044,0,4713,8543,3829,0,812,1095,533,213,0,0,0,59,0,0,0,0,0,0,21,0,78,0
137,A_06611,139073,105093,42595,27006,0,14349,8248,7697,0,416,897,581,526,0,0,0,56,0,0,0,0,0,0,196,0,78,0
138,A_06631,166621,132863,35407,60475,0,7554,12969,5821,0,1380,1881,1076,678,0,0,0,144,0,0,0,0,0,0,70,0,169,0
139,A_06632,100591,79363,35255,23872,0,4685,6574,4169,0,481,1374,529,266,0,0,0,93,0,0,0,0,0,0,28,0,107,0
140,A_06633,192784,158246,73573,41724,0,12475,13053,8681,0,776,1519,1041,743,0,0,0,99,0,0,0,0,0,0,120,0,122,0
141,A_06634,149878,121059,54064,32208,0,8515,11319,6861,0,866,1760,856,407,0,0,0,78,0,0,0,0,0,0,60,0,115,0
142,A_06635,130039,100147,38750,32752,0,6968,10973,5050,0,758,1286,659,354,0,0,0,65,0,0,0,0,0,0,46,0,97,0
143,A_06636,88313,70111,30621,19585,0,5119,6176,4453,0,407,860,471,249,0,0,0,71,0,0,0,0,0,0,39,0,110,0
144,A_07111,81754,61589,20963,22961,0,5471,7269,3150,0,218,577,0,0,134,0,405,0,0,0,0,0,0,0,42,0,0,0
145,A_07131,99987,80473,22186,36145,0,5217,10392,3545,0,281,627,0,0,143,0,651,0,0,0,0,0,0,0,49,0,0,0
146,A_07132,103519,80073,27960,31007,0,4431,8321,4211,0,386,824,0,0,832,0,673,0,0,0,0,0,0,0,55,0,0,0
147,A_07133,121658,95213,35862,31965,0,6687,10903,4819,0,476,1362,0,0,305,0,923,0,0,0,0,0,0,0,43,0,0,0
148,A_07134,70206,52520,19869,16664,0,2739,6204,3844,0,401,788,0,0,146,0,557,0,0,0,0,0,0,0,37,0,0,0
149,A_07135,52623,42289,10960,20357,0,1674,5450,1728,0,177,394,0,0,120,0,385,0,0,0,0,0,0,0,18,0,0,0
150,A_07137,165788,129488,44351,51355,0,7232,15101,5744,0,497,1182,0,0,436,0,1180,0,0,0,0,0,0,0,52,0,0,0
151,A_07138,139174,110237,38868,41196,0,7061,12545,5303,0,400,1018,0,0,700,0,1016,0,0,0,0,0,0,0,73,0,0,0
152,A_07140,82168,65227,20888,25009,0,4184,8708,3025,0,302,622,0,0,354,0,557,0,0,0,0,0,0,0,24,0,0,0
153,A_07141,99899,78267,29601,25846,0,5717,8954,3930,0,488,897,0,0,295,0,772,0,0,0,0,0,0,0,42,0,0,0
154,A_07143,154862,122398,38771,48836,0,7460,14950,5947,0,582,1565,0,0,763,0,1127,0,0,0,0,0,0,0,64,0,0,0
155,A_07211,76049,55088,19816,17612,0,6610,5793,3065,0,182,550,0,0,96,0,414,0,0,0,0,0,0,0,29,0,0,0
156,A_07231,90175,70719,21216,28423,0,4165,9400,3825,0,342,764,0,0,146,0,817,0,0,0,0,0,0,0,34,0,0,0
157,A_07232,74843,58464,17679,24636,0,3328,7339,2477,0,239,607,0,0,82,0,599,0,0,0,0,0,0,0,41,0,0,0
158,A_07233,50230,39811,11055,18025,0,2045,4992,1734,0,177,398,0,0,86,0,383,0,0,0,0,0,0,0,25,0,0,0
159,A_07235,109388,88793,31075,33163,0,5857,8959,5068,0,423,928,0,0,147,0,883,0,0,0,0,0,0,0,53,0,0,0
160,A_07311,34278,26218,8990,9689,0,1710,2552,1371,0,550,350,0,0,91,0,238,0,0,0,0,0,0,0,41,0,0,0
161,A_07312,72218,51759,17792,15801,0,4518,5626,4398,0,569,1083,0,0,128,0,693,0,0,0,0,0,0,0,59,0,0,0
162,A_07313,31970,24424,7856,7839,0,2711,3127,1334,0,323,278,0,0,152,0,285,0,0,0,0,0,0,0,19,0,0,0
163,A_07314,103937,77655,29672,23593,0,5295,6988,5147,0,2690,1295,0,0,169,0,875,0,0,0,0,0,0,0,170,0,0,0
164,A_07315,136480,109274,35345,35172,0,15184,13381,5171,0,1739,682,0,0,187,0,824,0,0,0,0,0,0,0,74,0,0,0
165,A_07316,41724,33247,9757,13072,0,2986,3842,1537,0,482,285,0,0,222,0,338,0,0,0,0,0,0,0,18,0,0,0
166,A_07317,34681,24817,7870,8216,0,1118,2367,2332,0,1153,521,0,0,85,0,375,0,0,0,0,0,0,0,18,0,0,0
167,A_07318,36586,27870,9131,9417,0,2768,2888,1561,0,850,225,0,0,133,0,331,0,0,0,0,0,0,0,14,0,0,0
168,A_07319,59226,43448,16253,14189,0,2892,4311,2515,0,408,1086,0,0,123,0,486,0,0,0,0,0,0,0,48,0,0,0
169,A_07320,27926,20405,7337,5903,0,1236,2061,2282,0,127,441,0,0,59,0,374,0,0,0,0,0,0,0,15,0,0,0
170,A_07331,95768,77399,29264,25118,0,5062,8779,3977,0,811,1533,0,0,441,0,805,0,0,0,0,0,0,0,33,0,0,0
171,A_07332,105047,85996,29763,30290,0,6144,10131,4099,0,1453,979,0,0,375,0,958,0,0,0,0,0,0,0,33,0,0,0
172,A_07333,60059,46649,17848,13727,0,3127,5083,3096,0,458,1393,0,0,153,0,650,0,0,0,0,0,0,0,35,0,0,0
173,A_07334,91643,73030,23606,26910,0,4918,8147,3390,0,2052,959,0,0,298,0,1031,0,0,0,0,0,0,0,69,0,0,0
174,A_07335,83534,66646,22958,23111,0,3826,6573,5002,0,882,1249,0,0,307,0,971,0,0,0,0,0,0,0,50,0,0,0
175,A_07336,61585,47980,20154,11902,0,2573,4134,5364,0,750,906,0,0,138,0,734,0,0,0,0,0,0,0,35,0,0,0
176,A_07337,86282,70288,21932,26162,0,5405,8559,3208,0,1078,891,0,0,385,0,922,0,0,0,0,0,0,0,65,0,0,0
177,A_07338,114438,96390,32293,35231,0,6893,11159,4356,0,2075,1006,0,0,280,0,1082,0,0,0,0,0,0,0,92,0,0,0
178,A_07339,151935,126172,42964,43498,0,11459,16482,5477,0,1077,1346,0,0,290,0,1232,0,0,0,0,0,0,0,70,0,0,0
179,A_07340,82531,67665,20169,25592,0,3197,7475,5122,0,1242,1401,0,0,225,0,1030,0,0,0,0,0,0,0,41,0,0,0
180,A_08111,358910,283877,89725,91748,0,42046,35947,12218,0,2384,1797,0,1982,792,0,1067,311,0,0,0,0,0,0,473,0,0,0
181,A_08115,251187,205061,59252,78869,0,21065,28492,6127,0,2222,2065,0,930,1729,0,1193,134,0,0,0,0,0,0,307,0,0,0
182,A_08116,354800,290541,87168,110248,0,32531,36106,8674,0,5132,2217,0,1248,1400,0,1783,155,0,0,0,0,0,0,326,0,0,0
183,A_08117,180833,142455,44017,53166,0,13356,17179,5609,0,1736,2238,0,548,728,0,1036,85,0,0,0,0,0,0,183,0,0,0
184,A_08118,349457,284780,90502,103174,0,29728,35654,9716,0,3362,2891,0,2209,1495,0,1601,172,0,0,0,0,0,0,251,0,0,0
185,A_08119,290119,233363,68296,89086,0,24804,30074,7531,0,2871,2457,0,1269,1787,0,1521,189,0,0,0,0,0,0,257,0,0,0
186,A_08121,77641,57694,19209,20862,0,4617,6793,2428,0,887,810,0,287,183,0,342,34,0,0,0,0,0,0,106,0,0,0
187,A_08125,232447,185134,56902,73325,0,13712,22243,6348,0,2501,3137,0,930,1102,0,1417,120,0,0,0,0,0,0,210,0,0,0
188,A_08126,80598,62375,17387,26121,0,4593,7268,2228,0,891,1113,0,233,661,0,504,55,0,0,0,0,0,0,36,0,0,0
189,A_08127,139566,103140,31247,38451,0,10366,11538,3705,0,1380,1553,0,375,1347,0,782,71,0,0,0,0,0,0,120,0,0,0
190,A_08128,104947,82835,21221,38602,0,5937,8717,2655,0,967,1185,0,286,336,0,1194,43,0,0,0,0,0,0,39,0,0,0
191,A_08135,97065,75220,25406,27587,0,6194,7442,3257,0,1373,754,0,307,420,0,671,50,0,0,0,0,0,0,89,0,0,0
192,A_08136,230628,179703,53206,77482,0,13865,17758,6287,0,2619,1719,0,696,1095,0,1208,119,0,0,0,0,0,0,140,0,0,0
193,A_08211,40168,30832,8784,12348,0,3288,3946,1136,0,207,246,0,139,93,0,141,22,0,0,0,0,0,0,9,0,0,0
194,A_08212,197356,150150,47399,48557,0,21778,17804,7333,0,833,1638,0,881,469,0,863,121,0,0,0,0,0,0,138,0,0,0
195,A_08215,315426,253130,74065,104568,0,21043,29308,8788,0,2556,2918,0,1075,1457,0,2360,171,0,0,0,0,0,0,169,0,0,0
196,A_08216,167108,127567,40085,52112,0,9811,13135,4795,0,1332,1465,0,494,437,0,942,85,0,0,0,0,0,0,80,0,0,0
197,A_08221,93116,74105,22249,22193,0,14605,9192,3481,0,249,515,0,249,142,0,279,27,0,0,0,0,0,0,40,0,0,0
198,A_08222,198518,146286,53295,44641,0,15587,14283,9507,0,1590,1875,0,1027,391,0,1073,147,0,0,0,0,0,0,177,0,0,0
199,A_08225,111104,85545,24097,38430,0,5220,8808,3193,0,901,1203,0,283,322,0,1051,53,0,0,0,0,0,0,43,0,0,0
200,A_08226,389469,317844,100444,117933,0,30845,38238,13063,0,2399,4280,0,1435,1011,0,2504,189,0,0,0,0,0,0,174,0,0,0
201,A_08231,78736,56438,16520,22352,0,4320,6885,2609,0,617,766,0,301,251,0,396,43,0,0,0,0,0,0,69,0,0,0
202,A_08235,110772,86996,22831,36459,0,7214,11018,2907,0,1187,1276,0,388,1533,0,679,59,0,0,0,0,0,0,74,0,0,0
203,A_08236,140219,113004,35186,42801,0,9703,14140,4067,0,1305,1317,0,541,1165,0,875,62,0,0,0,0,0,0,75,0,0,0
204,A_08237,87822,66957,17432,28908,0,4949,8460,2035,0,1005,953,0,273,1113,0,525,48,0,0,0,0,0,0,49,0,0,0
205,A_08311,143045,113504,35009,29580,0,29344,9380,6190,0,479,678,0,572,264,0,444,61,0,0,0,0,0,0,129,0,0,0
206,A_08315,183770,148858,44821,55640,0,20521,15893,5085,0,936,1117,0,670,683,0,1035,91,0,0,0,0,0,0,81,0,0,0
207,A_08316,117316,92813,30792,32141,0,11912,9275,3542,0,646,976,0,435,398,0,729,65,0,0,0,0,0,0,42,0,0,0
208,A_08317,309218,232649,67396,93963,0,22020,25177,9439,0,2127,2709,0,958,1141,0,2084,157,0,0,0,0,0,0,106,0,0,0
209,A_08325,103743,79512,20815,34660,0,5544,9488,2425,0,887,1263,0,419,638,0,1612,90,0,0,0,0,0,0,40,0,0,0
210,A_08326,151659,116816,31506,47810,0,9999,14852,4142,0,963,2046,0,673,1089,0,935,94,0,0,0,0,0,0,153,0,0,0
211,A_08327,95397,73745,18781,32666,0,4995,9869,2268,0,768,1034,0,344,475,0,928,71,0,0,0,0,0,0,52,0,0,0
212,A_08335,193465,150629,44123,55279,0,17958,20274,5665,0,840,1561,0,720,541,0,944,129,0,0,0,0,0,0,123,0,0,0
213,A_08336,157729,119570,42795,39240,0,14532,11515,4685,0,1279,1144,0,530,894,0,756,74,0,0,0,0,0,0,102,0,0,0
214,A_08337,118100,89067,26355,37175,0,8298,9280,2746,0,1155,742,0,363,604,0,638,62,0,0,0,0,0,0,53,0,0,0
215,A_08415,195834,156407,45514,59038,0,16374,21090,5428,0,1862,1653,0,652,802,0,1020,85,0,0,0,0,0,0,245,0,0,0
216,A_08416,146226,119887,34422,39707,0,21558,13038,5105,0,1479,905,0,373,639,0,694,86,0,0,0,0,0,0,110,0,0,0
217,A_08417,140486,107147,28704,46046,0,7326,13170,3640,0,1475,1673,0,505,798,0,1166,85,0,0,0,0,0,0,207,0,0,0
218,A_08421,79237,62206,19754,21312,0,8393,7139,2475,0,414,583,0,304,192,0,382,55,0,0,0,0,0,0,105,0,0,0
219,A_08425,135671,109724,28520,49581,0,9410,11920,3020,0,1246,1534,0,454,654,0,1002,98,0,0,0,0,0,0,96,0,0,0
220,A_08426,138144,109310,23524,55080,0,8235,11791,2750,0,2023,1389,0,481,427,0,1281,141,0,0,0,0,0,0,65,0,0,0
221,A_08435,148427,118775,32948,48256,0,13442,14537,3847,0,823,1142,0,563,599,0,887,60,0,0,0,0,0,0,87,0,0,0
222,A_08436,197512,154388,36744,69264,0,16811,17689,4702,0,1745,1292,0,667,833,0,1691,134,0,0,0,0,0,0,84,0,0,0
223,A_08437,96202,73878,16386,36624,0,5242,8030,2254,0,1323,815,0,361,290,0,953,57,0,0,0,0,0,0,65,0,0,0
224,A_09161,86164,60174,17635,0,27412,4182,5147,2274,0,703,663,0,181,146,133,549,23,236,0,0,0,0,0,23,0,0,0
225,A_09162,840166,645933,185777,0,239953,93326,78620,24770,0,2664,4640,0,2763,714,1151,2872,754,2336,0,0,0,0,0,290,0,0,0
226,A_09163,41101,29680,7439,0,14167,2468,2661,976,0,740,213,0,151,40,58,161,55,176,0,0,0,0,0,16,0,0,0
