,teryt_code,eligible_voters,issued_ballots,spd,cdu,csu,gruene,fdp,pds,deutschland,appd,apd,bp,bueso,bfb,c2000,cm,dpd,dvu,graue,rep,familie,frauen,hp,prodm,mlpd,tierschutz,npd,naturgesetz,forum,oedp,pbc,ab2000,nichwahler,pass,psg
321,A_10041,268398,221796,113771,62395,0,15423,12238,2740,0,261,0,0,0,347,0,204,0,1770,1342,2914,905,153,0,980,0,0,571,0,0,270,0,0,0,0,0
322,A_10042,82223,70580,35193,24212,0,3157,3206,559,0,107,0,0,0,76,0,223,0,630,334,532,232,48,0,346,0,0,338,0,0,74,0,0,0,0,0
323,A_10043,116711,99102,56051,28245,0,4384,3669,995,0,81,0,0,0,67,0,73,0,872,405,1199,558,96,0,530,0,0,169,0,0,79,0,0,0,0,0
324,A_10044,162990,139559,72430,45688,0,6365,5833,1168,0,207,0,0,0,154,0,249,0,1339,640,1187,493,89,0,698,0,0,540,0,0,140,0,0,0,0,0
325,A_10045,121879,104214,50765,33689,0,5822,5314,1084,0,141,0,0,0,124,0,112,0,1010,438,1647,1199,81,0,594,0,0,281,0,0,200,0,0,0,0,0
326,A_10046,76306,67735,33276,25255,0,2656,2257,541,0,78,0,0,0,56,0,84,0,587,151,761,359,43,0,325,0,0,89,0,0,45,0,0,0,0,0
327,A_11100,1472004,1202746,470235,350318,0,160832,79243,32475,0,1400,3279,0,298,4205,2518,0,0,20178,12431,26218,0,1507,180,8665,270,5612,2014,1716,0,1190,0,0,0,2411,135
328,A_11200,970925,777771,270680,113120,0,61017,16160,230862,0,1186,3480,0,327,1419,2651,0,0,21493,5077,20324,0,1310,255,6905,200,3760,5883,889,0,323,0,0,0,3145,163
329,A_12051,65802,44707,20920,7530,0,1690,1131,8737,0,0,0,0,0,286,0,0,0,1032,224,614,0,0,0,839,0,452,160,0,0,19,0,0,0,0,0
330,A_12052,90667,64151,26952,12615,0,2428,1843,14443,0,0,0,0,0,183,0,0,0,1412,222,747,0,0,0,1336,0,425,381,0,0,61,0,0,0,0,0
331,A_12053,59556,40407,16931,7958,0,1509,806,8855,0,0,0,0,0,378,0,0,0,714,189,438,0,0,0,736,0,337,839,0,0,38,0,0,0,0,0
332,A_12054,102650,72091,31112,9809,0,4318,1354,19689,0,0,0,0,0,206,0,0,0,1186,235,851,0,0,0,815,0,564,429,0,0,66,0,0,0,0,0
333,A_12060,128692,90690,37476,16354,0,3126,2144,20732,0,0,0,0,0,165,0,0,0,2385,322,1997,0,0,0,1740,0,773,798,0,0,76,0,0,0,0,0
334,A_12061,121565,91319,38392,18455,0,3012,2672,17170,0,0,0,0,0,277,0,0,0,3164,356,1460,0,0,0,1695,0,877,603,0,0,195,0,0,0,0,0
335,A_12062,107391,79872,30012,19913,0,2193,2773,13073,0,0,0,0,0,173,0,0,0,3463,146,1295,0,0,0,2094,0,756,395,0,0,65,0,0,0,0,0
336,A_12063,109251,78505,35654,15042,0,2567,2413,13672,0,0,0,0,0,201,0,0,0,2185,262,1517,0,0,0,1603,0,722,447,0,0,58,0,0,0,0,0
337,A_12064,142102,101423,41317,20539,0,2991,1981,21378,0,0,0,0,0,206,0,0,0,4208,337,1747,0,0,0,1716,0,905,681,0,0,67,0,0,0,0,0
338,A_12065,144791,103924,45797,19741,0,3689,2924,19067,0,0,0,0,0,327,0,0,0,2730,339,2309,0,0,0,2220,0,1125,767,0,0,56,0,0,0,0,0
339,A_12066,120099,85310,32694,20708,0,2457,2045,15640,0,0,0,0,0,114,0,0,0,2686,210,1424,0,0,0,2701,0,741,501,0,0,71,0,0,0,0,0
340,A_12067,153189,108475,46011,22413,0,3288,2412,20673,0,0,0,0,0,244,0,0,0,3240,449,2106,0,0,0,2211,0,1090,1025,0,0,94,0,0,0,0,0
341,A_12068,89486,62755,30323,12190,0,1897,1695,9980,0,0,0,0,0,96,0,0,0,1279,124,736,0,0,0,1268,0,449,845,0,0,52,0,0,0,0,0
342,A_12069,153746,113178,48923,22631,0,4930,3779,20619,0,0,0,0,0,568,0,0,0,2738,325,1504,0,0,0,1944,0,1048,629,0,0,106,0,0,0,0,0
343,A_12070,78446,57415,25331,13209,0,1367,1719,9900,0,0,0,0,0,64,0,0,0,1471,82,657,0,0,0,1060,0,364,411,0,0,34,0,0,0,0,0
344,A_12071,121860,89098,34981,20891,0,2352,2898,16235,0,0,0,0,0,317,0,0,0,2380,495,2106,0,0,0,2265,0,736,536,0,0,61,0,0,0,0,0
345,A_12072,121777,87891,39318,16443,0,2879,2498,16011,0,0,0,0,0,210,0,0,0,2262,357,1770,0,0,0,1949,0,832,446,0,0,118,0,0,0,0,0
346,A_12073,121233,86207,38566,16774,0,1902,1999,17128,0,0,0,0,0,282,0,0,0,1567,156,887,0,0,0,1935,0,660,1314,0,0,56,0,0,0,0,0
347,A_12999,0,129734,50034,27228,0,7289,4810,30088,0,0,0,0,0,368,0,0,0,2051,816,1437,0,0,0,2450,0,1280,439,0,0,196,0,0,0,0,0
348,A_13001,43861,29921,8609,9970,0,1024,611,6871,0,0,0,0,0,52,18,0,0,800,180,157,0,0,0,572,0,0,224,0,0,27,0,67,0,0,0
349,A_13002,60198,43352,15480,10350,0,1253,745,12310,0,0,0,0,0,55,33,0,0,926,86,298,0,0,0,692,0,0,277,0,0,35,0,96,0,0,0
350,A_13003,167365,132361,51362,27523,0,5235,2555,36994,0,0,0,0,0,124,88,0,0,2136,343,412,0,0,0,1280,0,0,1194,0,0,99,0,225,0,0,0
351,A_13004,84596,59978,23157,12946,0,2317,1190,16486,0,0,0,0,0,45,29,0,0,1144,190,225,0,0,0,552,0,0,260,0,0,18,0,485,0,0,0
352,A_13005,50054,34524,10806,10761,0,1017,554,7448,0,0,0,0,0,37,18,0,0,895,81,359,0,0,0,578,0,0,617,0,0,21,0,453,0,0,0
353,A_13006,37820,27258,11609,6873,0,688,510,5467,0,0,0,0,0,21,15,0,0,805,60,56,0,0,0,353,0,0,150,0,0,7,0,109,0,0,0
354,A_13051,86317,65332,23894,18430,0,1873,1592,14565,0,0,0,0,0,91,51,0,0,1370,111,228,0,0,0,823,0,0,734,0,0,65,0,114,0,0,0
355,A_13052,75482,55851,16472,19898,0,946,1062,11349,0,0,0,0,0,142,18,0,0,1991,78,439,0,0,0,980,0,0,483,0,0,30,0,75,0,0,0
356,A_13053,88778,65482,23155,18331,0,1576,1627,14687,0,0,0,0,0,213,91,0,0,2001,98,309,0,0,0,881,0,0,428,0,0,41,0,116,0,0,0
357,A_13054,101076,75380,29555,20152,0,1936,1653,15915,0,0,0,0,0,117,43,0,0,2041,140,318,0,0,0,777,0,0,528,0,0,34,0,190,0,0,0
358,A_13055,69063,51547,17190,15586,0,1295,1070,10970,0,0,0,0,0,84,36,0,0,1727,104,446,0,0,0,798,0,0,569,0,0,17,0,66,0,0,0
359,A_13056,55214,41827,15621,11536,0,1189,869,8820,0,0,0,0,0,79,22,0,0,1395,60,232,0,0,0,593,0,0,192,0,0,16,0,48,0,0,0
360,A_13057,93339,68116,21197,22453,0,1321,1240,14411,0,0,0,0,0,91,52,0,0,1889,153,442,0,0,0,1254,0,0,933,0,0,49,0,281,0,0,0
361,A_13058,91410,66809,26063,17999,0,1809,1398,13750,0,0,0,0,0,72,44,0,0,2261,91,187,0,0,0,942,0,0,396,0,0,32,0,159,0,0,0
362,A_13059,90384,66326,18191,23986,0,1181,1242,13942,0,0,0,0,0,80,30,0,0,2106,164,534,0,0,0,1225,0,0,1378,0,0,34,0,188,0,0,0
363,A_13060,84364,62668,21761,17573,0,1783,1814,14151,0,0,0,0,0,114,75,0,0,1790,131,316,0,0,0,932,0,0,361,0,0,26,0,105,0,0,0
364,A_13061,59975,42109,11782,13624,0,908,1052,9504,0,0,0,0,0,99,44,0,0,1649,91,248,0,0,0,800,0,0,528,0,0,19,0,243,0,0,0
365,A_13062,68365,49828,14614,16822,0,833,901,10530,0,0,0,0,0,76,26,0,0,1514,98,636,0,0,0,946,0,0,990,0,0,25,0,58,0,0,0
366,A_13999,0,78848,24228,24126,0,3948,2615,19294,0,0,0,0,0,148,99,0,0,1263,282,330,0,0,0,1047,0,0,411,0,0,79,0,277,0,0,0
367,A_14161,208546,171263,51070,46102,0,8425,6111,41727,0,0,0,0,184,369,570,0,0,3251,811,3959,0,0,0,4171,0,0,1312,0,0,199,727,0,0,0,0
368,A_14166,54550,44589,14021,12290,0,2136,1916,8701,0,0,0,0,20,87,150,0,0,1074,108,1247,0,0,0,1149,0,0,747,0,0,40,201,0,0,0,0
369,A_14167,82112,65755,20546,18409,0,2484,2000,14991,0,0,0,0,142,312,179,0,0,2472,208,607,0,0,0,1331,0,0,626,0,0,61,414,0,0,0,0
370,A_14171,73035,64000,16066,24783,0,1992,2324,10172,0,0,0,0,39,538,174,0,0,1563,190,1673,0,0,0,2162,0,0,489,0,0,65,532,0,0,0,0
371,A_14173,126202,107772,34224,32695,0,4601,4256,19762,0,0,0,0,80,574,240,0,0,2384,394,2010,0,0,0,3006,0,0,820,0,0,95,864,0,0,0,0
372,A_14177,123494,103555,26538,34275,0,3833,4094,19128,0,0,0,0,121,3161,324,0,0,3230,289,2528,0,0,0,2244,0,0,1297,0,0,210,420,0,0,0,0
373,A_14178,174139,140042,43734,44797,0,4820,6082,23622,0,0,0,0,74,321,313,0,0,2590,298,3879,0,0,0,3971,0,0,1507,0,0,120,1523,0,0,0,0
374,A_14181,76930,62938,16780,22297,0,1991,2331,10018,0,0,0,0,39,1575,141,0,0,1707,146,1713,0,0,0,1674,0,0,430,0,0,45,471,0,0,0,0
375,A_14182,117150,95609,29086,30263,0,2936,3806,17170,0,0,0,0,80,697,212,0,0,2458,330,2717,0,0,0,2869,0,0,721,0,0,87,420,0,0,0,0
376,A_14188,77128,64168,19440,21289,0,2005,2126,11619,0,0,0,0,56,362,146,0,0,1425,169,1248,0,0,0,1863,0,0,922,0,0,58,421,0,0,0,0
377,A_14191,117575,98210,27077,33067,0,2941,3156,18706,0,0,0,0,60,242,201,0,0,3303,248,1771,0,0,0,3325,0,0,970,0,0,98,1148,0,0,0,0
378,A_14193,116885,97062,28525,31529,0,3194,3551,18709,0,0,0,0,207,567,198,0,0,3141,227,1286,0,0,0,2443,0,0,930,0,0,79,961,0,0,0,0
379,A_14262,363976,299836,72818,98990,0,22925,10763,65445,0,0,0,0,851,1242,1273,0,0,6133,1907,4179,0,0,0,6507,0,0,2353,0,0,401,477,0,0,0,0
380,A_14263,49931,38382,11245,13278,0,1597,944,7106,0,0,0,0,27,86,124,0,0,967,156,543,0,0,0,1220,0,0,454,0,0,43,71,0,0,0,0
381,A_14264,44323,41595,13464,10421,0,1134,1216,11454,0,0,0,0,30,65,110,0,0,952,216,590,0,0,0,1054,0,0,249,0,0,47,32,0,0,0,0
382,A_14272,127253,105646,24155,41264,0,3530,3759,18618,0,0,0,0,82,766,366,0,0,4554,381,1502,0,0,0,3095,0,0,1299,0,0,124,306,0,0,0,0
383,A_14280,126199,102505,24831,38033,0,5269,4277,18176,0,0,0,0,134,405,360,0,0,2520,510,1947,0,0,0,2680,0,0,1501,0,0,114,186,0,0,0,0
384,A_14284,86587,66957,16944,22752,0,1989,1943,13505,0,0,0,0,57,153,244,0,0,2577,309,1602,0,0,0,2131,0,0,1164,0,0,88,187,0,0,0,0
385,A_14285,99355,80758,22131,26797,0,2831,2589,16530,0,0,0,0,86,248,282,0,0,2006,275,1493,0,0,0,2157,0,0,1580,0,0,94,119,0,0,0,0
386,A_14286,127539,103979,23970,39380,0,3495,3492,17854,0,0,0,0,100,615,429,0,0,4059,585,1440,0,0,0,4016,0,0,2148,0,0,130,321,0,0,0,0
387,A_14287,129876,107644,24417,42326,0,4163,3624,19636,0,0,0,0,88,458,358,0,0,2861,410,1372,0,0,0,2878,0,0,3112,0,0,102,151,0,0,0,0
388,A_14290,98725,82411,18666,32799,0,3066,2825,13887,0,0,0,0,85,430,296,0,0,3014,308,2343,0,0,0,2097,0,0,903,0,0,99,170,0,0,0,0
389,A_14292,130317,104158,28310,37302,0,3752,3845,18470,0,0,0,0,99,315,421,0,0,3283,550,2047,0,0,0,2578,0,0,1234,0,0,114,212,0,0,0,0
390,A_14365,344885,265334,96502,62771,0,17193,8536,59078,0,0,0,0,117,564,862,0,0,4509,1133,2542,0,0,0,5713,0,0,2221,0,0,230,419,0,0,0,0
391,A_14374,77299,62724,20480,18236,0,1770,2167,13065,0,0,0,0,33,158,176,0,0,1538,210,1308,0,0,0,1577,0,0,822,0,0,49,66,0,0,0,0
392,A_14375,64314,52092,14966,16884,0,1456,2161,9964,0,0,0,0,31,176,145,0,0,1519,139,1162,0,0,0,1668,0,0,556,0,0,44,73,0,0,0,0
393,A_14379,200519,164235,55341,48082,0,6431,6129,32267,0,0,0,0,105,563,272,0,0,3743,559,2670,0,0,0,3998,0,0,1243,0,0,136,309,0,0,0,0
394,A_14383,101670,82176,26093,24664,0,2984,3206,15395,0,0,0,0,48,259,234,0,0,1429,260,1632,0,0,0,2297,0,0,1976,0,0,95,221,0,0,0,0
395,A_14389,81944,65964,20889,19424,0,2021,2295,12989,0,0,0,0,31,160,181,0,0,1317,134,2119,0,0,0,1877,0,0,899,0,0,66,71,0,0,0,0
396,A_15101,71576,55799,20552,14284,0,2315,2151,12243,0,0,0,0,0,0,0,0,0,1636,337,370,0,0,0,1067,0,0,110,0,0,0,0,0,0,0,70
397,A_15151,63774,48860,17780,13352,0,1672,2006,9670,0,0,0,0,0,0,0,0,0,1802,203,381,0,0,0,875,0,0,107,0,0,0,0,0,0,0,48
398,A_15153,58804,45124,16646,12458,0,1121,1935,8941,0,0,0,0,0,0,0,0,0,1657,132,349,0,0,0,906,0,0,98,0,0,0,0,0,0,0,75
399,A_15154,91434,71528,25323,21253,0,1966,2690,13669,0,0,0,0,0,0,0,0,0,2946,328,551,0,0,0,1478,0,0,184,0,0,0,0,0,0,0,92
400,A_15159,57081,43664,16712,11804,0,1281,1694,8319,0,0,0,0,0,0,0,0,0,1505,134,257,0,0,0,907,0,0,126,0,0,0,0,0,0,0,67
401,A_15171,108796,85707,31027,24833,0,2590,3648,16265,0,0,0,0,0,0,0,0,0,2988,381,649,0,0,0,1553,0,0,226,0,0,0,0,0,0,0,138
402,A_15202,209813,160634,57980,36850,0,8408,8142,37872,0,0,0,0,0,0,0,0,0,4359,1285,605,0,0,0,2675,0,0,389,0,0,0,0,0,0,0,296
403,A_15256,118676,92272,32463,26810,0,2931,4051,17838,0,0,0,0,0,0,0,0,0,3047,309,776,0,0,0,1765,0,0,506,0,0,0,0,0,0,0,154
404,A_15260,91170,70032,25683,20318,0,1490,2582,14116,0,0,0,0,0,0,0,0,0,2401,195,321,0,0,0,1364,0,0,189,0,0,0,0,0,0,0,97
405,A_15261,110901,84660,31155,23471,0,2372,3956,17019,0,0,0,0,0,0,0,0,0,2690,294,352,0,0,0,1641,0,0,322,0,0,0,0,0,0,0,160
406,A_15265,61961,48967,16919,14248,0,1440,3003,9236,0,0,0,0,0,0,0,0,0,1722,166,283,0,0,0,844,0,0,127,0,0,0,0,0,0,0,75
407,A_15266,56860,44538,16407,12828,0,1084,2057,8764,0,0,0,0,0,0,0,0,0,1431,123,191,0,0,0,712,0,0,148,0,0,0,0,0,0,0,71
408,A_15268,65318,50247,17286,15166,0,1157,1943,10308,0,0,0,0,0,0,0,0,0,1683,135,372,0,0,0,985,0,0,205,0,0,0,0,0,0,0,98
409,A_15303,194923,149252,59082,32603,0,6585,4547,35365,0,0,0,0,0,0,0,0,0,3749,1254,697,0,0,0,2964,0,0,396,0,0,0,0,0,0,0,171
410,A_15352,86197,65119,25248,17047,0,1709,2577,13403,0,0,0,0,0,0,0,0,0,2061,245,302,0,0,0,1036,0,0,156,0,0,0,0,0,0,0,99
411,A_15355,65218,50081,20045,13610,0,1268,1850,9248,0,0,0,0,0,0,0,0,0,1518,215,203,0,0,0,944,0,0,178,0,0,0,0,0,0,0,56
412,A_15357,65331,49684,19100,14579,0,1620,1528,9182,0,0,0,0,0,0,0,0,0,1541,166,209,0,0,0,859,0,0,113,0,0,0,0,0,0,0,75
413,A_15358,80707,61957,23490,16452,0,1828,2552,12280,0,0,0,0,0,0,0,0,0,1979,300,437,0,0,0,1194,0,0,159,0,0,0,0,0,0,0,74
414,A_15362,92277,70835,27025,19870,0,2043,2673,13479,0,0,0,0,0,0,0,0,0,1962,338,480,0,0,0,1382,0,0,211,0,0,0,0,0,0,0,68
415,A_15363,111771,85645,33574,21957,0,2672,2748,17310,0,0,0,0,0,0,0,0,0,2827,334,341,0,0,0,1863,0,0,329,0,0,0,0,0,0,0,108
416,A_15364,65233,50092,19653,13580,0,1781,2069,9276,0,0,0,0,0,0,0,0,0,1401,121,269,0,0,0,840,0,0,255,0,0,0,0,0,0,0,60
417,A_15367,63488,47785,18242,13794,0,1341,1501,9089,0,0,0,0,0,0,0,0,0,1589,257,184,0,0,0,905,0,0,134,0,0,0,0,0,0,0,60
418,A_15369,78642,62751,24780,17431,0,1929,2179,11681,0,0,0,0,0,0,0,0,0,1890,206,267,0,0,0,1124,0,0,272,0,0,0,0,0,0,0,92
419,A_15370,79834,62388,24599,15713,0,1935,2346,12820,0,0,0,0,0,0,0,0,0,1795,159,209,0,0,0,1284,0,0,394,0,0,0,0,0,0,0,80
420,A_16051,163353,131236,44238,31530,0,7342,3827,33369,0,0,0,0,0,688,0,0,0,2591,830,1845,0,358,0,1990,0,0,0,0,763,223,0,0,0,0,0
421,A_16052,93928,74895,23571,17847,0,2865,2139,21310,0,0,0,0,0,258,0,0,0,1948,454,1136,0,181,0,1737,0,0,0,0,325,76,0,0,0,0,0
422,A_16053,77048,63782,21210,13771,0,4908,3758,15239,0,0,0,0,0,400,0,0,0,1320,168,1014,0,151,0,862,0,0,0,0,214,71,0,0,0,0,0
423,A_16054,40041,32496,10427,7401,0,1195,804,10077,0,0,0,0,0,203,0,0,0,957,72,198,0,61,0,516,0,0,0,0,132,38,0,0,0,0,0
424,A_16055,48762,39892,12504,10909,0,3202,1419,8232,0,0,0,0,0,175,0,0,0,919,219,700,0,70,0,730,0,0,0,0,171,40,0,0,0,0,0
425,A_16056,35967,29017,10592,7784,0,1464,798,6141,0,0,0,0,0,82,0,0,0,608,145,311,0,72,0,447,0,0,0,0,42,101,0,0,0,0,0
426,A_16061,87165,74066,21147,33490,0,2094,2585,8309,0,0,0,0,0,429,0,0,0,2043,131,730,0,147,0,1228,0,0,0,0,111,601,0,0,0,0,0
427,A_16062,79865,65473,24700,16707,0,1972,1851,14017,0,0,0,0,0,622,0,0,0,2214,158,668,0,111,0,1206,0,0,0,0,138,84,0,0,0,0,0
428,A_16063,116823,96867,35287,29018,0,3220,3149,17471,0,0,0,0,0,350,0,0,0,2862,210,1463,0,165,0,1739,0,0,0,0,141,151,0,0,0,0,0
429,A_16064,95427,78952,27257,24686,0,2408,2769,14439,0,0,0,0,0,266,0,0,0,2413,199,957,0,132,0,1699,0,0,0,0,126,108,0,0,0,0,0
430,A_16065,77385,63227,23045,17551,0,1788,1785,13235,0,0,0,0,0,157,0,0,0,1529,131,1221,0,106,0,1322,0,0,0,0,82,61,0,0,0,0,0
431,A_16066,117205,96652,33087,29203,0,3453,3008,19582,0,0,0,0,0,522,0,0,0,2811,206,1004,0,180,0,1606,0,0,0,0,231,141,0,0,0,0,0
432,A_16067,120363,99822,33568,27743,0,3612,3313,21405,0,0,0,0,0,826,0,0,0,3305,472,1033,0,276,0,2255,0,0,0,0,240,99,0,0,0,0,0
433,A_16068,65313,53708,17538,16082,0,1821,1932,11007,0,0,0,0,0,325,0,0,0,1460,181,858,0,115,0,1047,0,0,0,0,135,40,0,0,0,0,0
434,A_16069,59333,48871,17230,14016,0,1405,1680,10153,0,0,0,0,0,174,0,0,0,1504,76,863,0,99,0,756,0,0,0,0,84,81,0,0,0,0,0
435,A_16070,98625,82546,26972,25051,0,3015,2398,16864,0,0,0,0,0,912,0,0,0,2613,300,882,0,144,0,1699,0,0,0,0,276,94,0,0,0,0,0
436,A_16071,71950,59978,19512,17845,0,2226,2468,11196,0,0,0,0,0,640,0,0,0,1670,370,1160,0,132,0,1232,0,0,0,0,229,74,0,0,0,0,0
437,A_16072,56691,46304,17017,12862,0,1115,1228,10179,0,0,0,0,0,186,0,0,0,1373,110,654,0,54,0,817,0,0,0,0,88,59,0,0,0,0,0
438,A_16073,109626,90371,31483,24453,0,2999,2975,18399,0,0,0,0,0,878,0,0,0,2838,291,2037,0,254,0,1958,0,0,0,0,342,127,0,0,0,0,0
439,A_16074,74790,61943,20794,16652,0,2588,2925,12624,0,0,0,0,0,479,0,0,0,1698,226,1292,0,129,0,1283,0,0,0,0,183,79,0,0,0,0,0
440,A_16075,80237,66119,23560,18751,0,2008,2030,12980,0,0,0,0,0,241,0,0,0,1945,187,1563,0,213,0,1408,0,0,0,0,133,104,0,0,0,0,0
441,A_16076,101920,84152,28262,25078,0,3052,3127,15963,0,0,0,0,0,248,0,0,0,2481,315,1646,0,186,0,2159,0,0,0,0,228,101,0,0,0,0,0
442,A_16077,96206,78410,26941,22011,0,2316,2265,16009,0,0,0,0,0,248,0,0,0,2642,428,2023,0,83,0,1887,0,0,0,0,129,56,0,0,0,0,0
