,teryt_code,eligible_voters,issued_ballots,spd,cdu,gruene,fdp,afd,csu,linke,freiewahler,tierschutz,basis,partei,todenhoefer,piraten,volt,oedp,ssw,verjuengungsforschung,pdh,bundnisc,bp,mlpd,menschliche,pdf,sgp,bueso,bundnisd,bsw,mera25,werteunion
269,A_09463,30693,24775,3905,0,3110,1052,4431,7684,2189,430,241,77,120,0,0,271,120,0,0,32,0,14,9,0,0,0,0,37,980,0,0
270,A_09464,31410,24199,3278,0,1810,886,5562,8530,1864,543,227,84,99,0,0,138,38,0,0,20,0,17,4,0,0,0,0,27,982,0,0
271,A_09471,115535,100988,9382,0,7621,3538,24958,40834,4294,4515,731,322,342,0,0,600,273,0,0,57,0,152,26,0,0,0,0,82,2983,0,0
272,A_09472,82927,71475,8445,0,5023,2305,15113,30046,2873,3827,536,259,205,0,0,329,140,0,0,36,0,68,10,0,0,0,0,50,2030,0,0
273,A_09473,68240,57858,8418,0,4218,1866,13184,20993,2942,2411,562,192,223,0,0,286,228,0,0,42,0,42,19,0,0,0,0,47,1983,0,0
274,A_09474,89813,78281,8637,0,8596,2871,14852,31453,3674,3685,614,271,284,0,0,540,239,0,0,57,0,76,12,0,0,0,0,55,2144,0,0
275,A_09475,73773,62042,8173,0,3595,1884,14616,24625,2822,2528,537,150,215,0,0,270,117,0,0,41,0,61,12,0,0,0,0,113,2112,0,0
276,A_09476,52293,44294,5758,0,2184,1175,10506,18291,1778,2166,363,109,138,0,0,140,99,0,0,26,0,62,5,0,0,0,0,22,1285,0,0
277,A_09477,57056,48233,6194,0,3681,1507,10530,18598,2281,2628,410,159,158,0,0,221,120,0,0,16,0,47,3,0,0,0,0,37,1483,0,0
278,A_09478,51812,43401,4446,0,2811,1327,10215,17760,1924,2272,374,149,208,0,0,220,140,0,0,20,0,42,12,0,0,0,0,50,1275,0,0
279,A_09479,54935,45025,6290,0,2488,1302,11520,16553,2228,1767,433,137,137,0,0,147,84,0,0,23,0,54,5,0,0,0,0,62,1630,0,0
280,A_09561,29534,23523,3370,0,2629,751,5418,7204,1643,587,228,67,100,0,0,181,149,0,0,17,0,31,6,0,0,0,0,21,1037,0,0
281,A_09562,76351,65352,10003,0,15346,2851,7274,18002,6538,866,417,170,311,0,0,733,279,0,0,99,0,30,18,0,0,0,0,38,2178,0,0
282,A_09563,86432,69362,11392,0,10585,2900,11903,19176,6893,1000,728,192,326,0,0,666,217,0,0,63,0,62,38,0,0,0,0,67,2890,0,0
283,A_09564,332368,263665,40710,0,41737,10453,40740,76673,29408,3564,2502,726,1225,0,0,2302,819,0,0,243,0,127,138,0,0,0,0,252,10823,0,0
284,A_09565,29569,24567,3671,0,3209,948,4464,8328,1508,584,295,110,101,0,0,192,96,0,0,19,0,15,13,0,0,0,0,25,878,0,0
285,A_09571,139930,119926,13354,0,10932,4066,26141,45642,5588,6107,950,504,429,0,0,653,675,0,0,81,0,155,18,0,0,0,0,115,4135,0,0
286,A_09572,104801,91941,12003,0,13370,3845,15024,34753,4766,2939,712,299,369,0,0,629,260,0,0,69,0,92,32,0,0,0,0,54,2477,0,0
287,A_09573,90794,77926,11059,0,9250,3113,14479,28740,4297,1863,761,276,295,0,0,461,272,0,0,56,0,65,11,0,0,0,0,58,2638,0,0
288,A_09574,129193,111740,15686,0,15035,4290,18824,40953,6464,3717,1009,345,374,0,0,668,398,0,0,58,0,108,10,0,0,0,0,159,3329,0,0
289,A_09575,77172,65883,7385,0,6395,2269,13924,25236,3157,3412,539,280,230,0,0,309,329,0,0,44,0,73,12,0,0,0,0,56,2009,0,0
290,A_09576,98503,85412,10639,0,8846,3193,16620,33262,4164,3438,810,311,380,0,0,414,260,0,0,52,0,79,18,0,0,0,0,105,2549,0,0
291,A_09577,72154,60375,7892,0,5655,1968,12193,22903,2914,2805,501,230,187,0,0,306,265,0,0,24,0,69,10,0,0,0,0,52,2230,0,0
292,A_09661,50099,41007,5700,0,5370,1870,7621,13359,3307,617,359,107,188,0,0,397,176,0,0,42,0,42,26,0,0,0,0,73,1572,0,0
293,A_09662,36214,26993,3829,0,2452,968,6883,8026,2032,518,204,111,105,0,0,181,75,0,0,21,0,45,25,0,0,0,0,20,1366,0,0
294,A_09663,96184,80549,11083,0,16998,3861,9544,22863,9810,992,629,271,328,0,0,1087,275,0,0,110,0,41,14,0,0,0,0,62,2341,0,0
295,A_09671,131045,114286,13996,0,11879,4963,21791,45451,5969,2839,1150,297,453,0,0,784,316,0,0,69,0,193,44,0,0,0,0,127,3436,0,0
296,A_09672,81418,69039,6776,0,5195,2550,15316,29352,3036,2775,468,255,252,0,0,279,230,0,0,28,0,80,12,0,0,0,0,103,2078,0,0
297,A_09673,62185,53582,4530,0,3959,1970,12060,22827,2535,2644,352,180,190,0,0,213,133,0,0,37,0,64,13,0,0,0,0,65,1588,0,0
298,A_09674,66761,57906,6068,0,4166,1942,14056,22922,2688,2629,407,262,228,0,0,227,255,0,0,39,0,81,8,0,0,0,0,91,1616,0,0
299,A_09675,68656,58564,6620,0,5867,2196,11177,23448,2842,2843,539,223,226,0,0,361,269,0,0,35,0,101,12,0,0,0,0,43,1576,0,0
300,A_09676,94430,80916,9904,0,6911,3065,16836,32150,4254,2611,721,314,285,0,0,407,274,0,0,40,0,74,15,0,0,0,0,116,2649,0,0
301,A_09677,97755,84547,10649,0,7780,2802,15008,35634,3818,3628,703,275,316,0,0,564,277,0,0,52,0,87,14,0,0,0,0,104,2549,0,0
302,A_09678,89255,77889,8257,0,6509,2659,16344,32692,3594,2981,631,347,286,0,0,413,217,0,0,55,0,187,19,0,0,0,0,60,2355,0,0
303,A_09679,126449,111857,14758,0,14497,4505,16407,45816,5927,3443,871,482,387,0,0,845,343,0,0,66,0,114,15,0,0,0,0,96,2988,0,0
304,A_09761,186448,148097,19791,0,24310,6076,25826,41916,15568,3359,1189,676,931,0,0,1021,558,0,0,138,0,153,94,0,0,0,0,119,5830,0,0
305,A_09762,31295,24649,2592,0,2652,909,5881,8247,1672,835,203,124,120,0,0,141,92,0,0,21,0,29,4,0,0,0,0,20,1012,0,0
306,A_09763,47931,38110,4489,0,5190,1724,7650,11708,2826,1284,394,288,198,0,0,350,185,0,0,27,0,42,9,0,0,0,0,44,1524,0,0
307,A_09764,29424,23491,3039,0,2417,1034,5351,7825,1431,663,169,105,101,0,0,131,166,0,0,16,0,35,5,0,0,0,0,35,881,0,0
308,A_09771,101744,88890,8256,0,9145,3557,17979,36541,3725,4762,648,471,322,0,0,358,450,0,0,43,0,144,15,0,0,0,0,73,2162,0,0
309,A_09772,190821,162928,17181,0,17075,6274,32648,64161,7935,7655,1255,786,666,0,0,620,644,0,0,114,0,249,36,0,0,0,0,120,5005,0,0
310,A_09773,72905,60968,5341,0,4074,2363,15691,23830,2338,3849,439,344,186,0,0,176,144,0,0,30,0,71,9,0,0,0,0,35,1861,0,0
311,A_09774,90204,74305,6984,0,5221,2777,18761,28393,3473,3709,765,363,284,0,0,374,260,0,0,69,0,127,15,0,0,0,0,100,2370,0,0
312,A_09775,124987,104130,12121,0,10700,4572,22529,37457,5845,2979,1149,374,411,0,0,667,322,0,0,80,0,153,23,0,0,0,0,180,4184,0,0
313,A_09776,59982,50355,6000,0,6797,2333,8110,18577,2789,2026,488,268,253,0,0,454,257,0,0,26,0,69,6,0,0,0,0,50,1679,0,0
314,A_09777,108013,93321,8474,0,9359,3606,17424,38596,4018,5727,648,544,463,0,0,551,458,0,0,53,0,222,10,0,0,0,0,98,2795,0,0
315,A_09778,110410,94214,7579,0,7190,3900,22344,37787,3748,5797,676,530,379,0,0,349,611,0,0,62,0,166,17,0,0,0,0,80,2716,0,0
316,A_09779,100577,85782,8858,0,6633,3100,17045,36338,3355,5161,635,484,268,0,0,288,347,0,0,48,0,117,9,0,0,0,0,59,2742,0,0
317,A_09780,120155,103230,9627,0,11614,4160,17683,42241,4400,6464,942,669,440,0,0,606,547,0,0,57,0,169,30,0,0,0,0,97,3121,0,0
318,A_10041,231434,185661,40489,43038,16713,8092,38555,0,16999,2103,3815,0,0,0,585,1414,0,0,0,0,0,0,159,0,0,0,0,461,11686,0,0
319,A_10042,76406,64074,13027,18596,3841,2946,13696,0,4160,820,1332,0,0,0,171,457,0,0,0,0,0,0,17,0,0,0,0,166,4204,0,0
320,A_10043,99755,80565,18440,20505,4444,2997,19427,0,5164,1353,1698,0,0,0,204,397,0,0,0,0,0,0,33,0,0,0,0,216,4901,0,0
321,A_10044,148219,122926,26233,33994,7598,5271,26561,0,8356,1626,2465,0,0,0,368,643,0,0,0,0,0,0,46,0,0,0,0,281,8248,0,0
322,A_10045,109155,92141,19787,25606,6962,4168,19620,0,6070,1436,1779,0,0,0,245,533,0,0,0,0,0,0,33,0,0,0,0,232,4903,0,0
323,A_10046,69235,59926,13160,19374,3813,2251,11435,0,3331,1138,1174,0,0,0,180,276,0,0,0,0,0,0,16,0,0,0,0,131,3059,0,0
324,A_11100,1029756,837355,103244,120100,124249,25635,163081,0,185249,3445,13894,0,6433,1056,0,8586,0,0,0,0,0,0,451,0,1751,197,368,1420,72711,829,0
325,A_11200,1412286,1123822,191938,235999,203786,48441,133909,0,201973,2957,15490,0,6448,3476,0,9645,0,0,0,0,0,0,474,0,1672,228,308,1540,56940,1610,0
326,A_12051,57895,43395,7922,7428,2825,1091,12752,0,5117,637,0,0,414,0,0,392,0,0,0,0,0,0,28,0,0,0,0,84,4331,0,0
327,A_12052,74421,58282,9124,9279,3198,1848,19691,0,6441,656,0,0,655,0,0,395,0,0,0,0,0,0,40,0,0,0,0,135,6448,0,0
328,A_12053,41976,31663,4680,5235,1490,915,10067,0,3843,393,0,0,346,0,0,147,0,0,0,0,0,0,40,0,0,0,0,83,4193,0,0
329,A_12054,135477,115510,19767,18716,18458,4310,19387,0,20280,937,0,0,974,0,0,1665,0,0,0,0,0,0,86,0,0,0,0,364,9957,0,0
330,A_12060,155147,127804,16695,21711,8355,3701,40827,0,15886,2542,0,0,1232,0,0,856,0,0,0,0,0,0,74,0,0,0,0,342,14777,0,0
331,A_12061,140510,117159,16835,22289,7259,4081,37499,0,12275,1512,0,0,1104,0,0,741,0,0,0,0,0,0,77,0,0,0,0,287,12387,0,0
332,A_12062,81793,65690,8233,11088,1780,1956,26543,0,5294,1615,0,0,487,0,0,359,0,0,0,0,0,0,48,0,0,0,0,160,7637,0,0
333,A_12063,133847,110523,17090,23648,8890,3804,33280,0,10482,1382,0,0,1009,0,0,666,0,0,0,0,0,0,59,0,0,0,0,216,9277,0,0
