ci|tid|sid|li|list_name                                                                                   |votes  |ts|orgs
01|001|006|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000104|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|006|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000038|01|MDF                                                         
01|001|007|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000283|02|FIDESZ,KDNP                                                 
01|001|007|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000189|01|MSZP                                                        
01|001|007|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000011|01|MIÉP-Jobbik                                                 
01|001|007|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000002|01|MUNKÁSPÁRT                                                  
01|001|007|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000076|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|007|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000027|01|MDF                                                         
01|001|008|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000298|02|FIDESZ,KDNP                                                 
01|001|008|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000168|01|MSZP                                                        
01|001|008|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000015|01|MIÉP-Jobbik                                                 
01|001|008|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000001|01|MUNKÁSPÁRT                                                  
01|001|008|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000087|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|008|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000048|01|MDF                                                         
01|001|009|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000320|02|FIDESZ,KDNP                                                 
01|001|009|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000153|01|MSZP                                                        
01|001|009|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000012|01|MIÉP-Jobbik                                                 
01|001|009|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000001|01|MUNKÁSPÁRT                                                  
01|001|009|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000118|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|009|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000036|01|MDF                                                         
01|001|010|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000308|02|FIDESZ,KDNP                                                 
01|001|010|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000170|01|MSZP                                                        
01|001|010|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000038|01|MIÉP-Jobbik                                                 
01|001|010|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000005|01|MUNKÁSPÁRT                                                  
01|001|010|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000117|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|010|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000034|01|MDF                                                         
01|001|011|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000397|02|FIDESZ,KDNP                                                 
01|001|011|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000200|01|MSZP                                                        
01|001|011|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000023|01|MIÉP-Jobbik                                                 
01|001|011|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000003|01|MUNKÁSPÁRT                                                  
01|001|011|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000167|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|011|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000041|01|MDF                                                         
01|001|012|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000295|02|FIDESZ,KDNP                                                 
01|001|012|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000160|01|MSZP                                                        
01|001|012|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000031|01|MIÉP-Jobbik                                                 
01|001|012|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000002|01|MUNKÁSPÁRT                                                  
01|001|012|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000115|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|012|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000034|01|MDF                                                         
01|001|013|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000251|02|FIDESZ,KDNP                                                 
01|001|013|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000161|01|MSZP                                                        
01|001|013|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000023|01|MIÉP-Jobbik                                                 
01|001|013|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000006|01|MUNKÁSPÁRT                                                  
01|001|013|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000098|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|013|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000044|01|MDF                                                         
01|001|014|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000321|02|FIDESZ,KDNP                                                 
01|001|014|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000175|01|MSZP                                                        
01|001|014|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000026|01|MIÉP-Jobbik                                                 
01|001|014|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000003|01|MUNKÁSPÁRT                                                  
01|001|014|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000118|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|014|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000028|01|MDF                                                         
01|001|015|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000328|02|FIDESZ,KDNP                                                 
01|001|015|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000180|01|MSZP                                                        
01|001|015|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000027|01|MIÉP-Jobbik                                                 
01|001|015|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000006|01|MUNKÁSPÁRT                                                  
01|001|015|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000147|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|015|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000027|01|MDF                                                         
01|001|016|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000262|02|FIDESZ,KDNP                                                 
01|001|016|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000136|01|MSZP                                                        
01|001|016|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000024|01|MIÉP-Jobbik                                                 
01|001|016|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000005|01|MUNKÁSPÁRT                                                  
01|001|016|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000098|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|016|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000028|01|MDF                                                         
01|001|017|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000279|02|FIDESZ,KDNP                                                 
01|001|017|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000210|01|MSZP                                                        
01|001|017|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000022|01|MIÉP-Jobbik                                                 
01|001|017|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000005|01|MUNKÁSPÁRT                                                  
01|001|017|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000072|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|017|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000039|01|MDF                                                         
01|001|018|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000336|02|FIDESZ,KDNP                                                 
01|001|018|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000162|01|MSZP                                                        
01|001|018|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000023|01|MIÉP-Jobbik                                                 
01|001|018|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000004|01|MUNKÁSPÁRT                                                  
01|001|018|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000115|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|018|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000028|01|MDF                                                         
01|001|019|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000411|02|FIDESZ,KDNP                                                 
01|001|019|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000184|01|MSZP                                                        
01|001|019|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000016|01|MIÉP-Jobbik                                                 
01|001|019|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000004|01|MUNKÁSPÁRT                                                  
01|001|019|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000098|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|019|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000031|01|MDF                                                         
01|001|020|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000284|02|FIDESZ,KDNP                                                 
01|001|020|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000187|01|MSZP                                                        
01|001|020|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000031|01|MIÉP-Jobbik                                                 
01|001|020|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000001|01|MUNKÁSPÁRT                                                  
01|001|020|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000121|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|020|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000027|01|MDF                                                         
01|001|021|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000321|02|FIDESZ,KDNP                                                 
01|001|021|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000172|01|MSZP                                                        
01|001|021|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000020|01|MIÉP-Jobbik                                                 
01|001|021|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000000|01|MUNKÁSPÁRT                                                  
01|001|021|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000138|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|021|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000028|01|MDF                                                         
01|001|022|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000334|02|FIDESZ,KDNP                                                 
01|001|022|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000119|01|MSZP                                                        
01|001|022|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000019|01|MIÉP-Jobbik                                                 
01|001|022|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000000|01|MUNKÁSPÁRT                                                  
01|001|022|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000113|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|022|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000024|01|MDF                                                         
01|001|023|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000239|02|FIDESZ,KDNP                                                 
01|001|023|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000172|01|MSZP                                                        
01|001|023|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000020|01|MIÉP-Jobbik                                                 
01|001|023|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000002|01|MUNKÁSPÁRT                                                  
01|001|023|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000112|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|023|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000037|01|MDF                                                         
01|001|024|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000271|02|FIDESZ,KDNP                                                 
01|001|024|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000182|01|MSZP                                                        
01|001|024|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000021|01|MIÉP-Jobbik                                                 
01|001|024|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000002|01|MUNKÁSPÁRT                                                  
01|001|024|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000127|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|024|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000025|01|MDF                                                         
01|001|025|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000238|02|FIDESZ,KDNP                                                 
01|001|025|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000211|01|MSZP                                                        
01|001|025|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000017|01|MIÉP-Jobbik                                                 
01|001|025|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000003|01|MUNKÁSPÁRT                                                  
01|001|025|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000115|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|025|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000036|01|MDF                                                         
01|001|026|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000289|02|FIDESZ,KDNP                                                 
01|001|026|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000163|01|MSZP                                                        
01|001|026|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000020|01|MIÉP-Jobbik                                                 
01|001|026|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000003|01|MUNKÁSPÁRT                                                  
01|001|026|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000081|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|026|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000032|01|MDF                                                         
01|001|027|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000252|02|FIDESZ,KDNP                                                 
01|001|027|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000155|01|MSZP                                                        
01|001|027|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000011|01|MIÉP-Jobbik                                                 
01|001|027|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000001|01|MUNKÁSPÁRT                                                  
01|001|027|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000091|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|027|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000041|01|MDF                                                         
01|001|028|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000241|02|FIDESZ,KDNP                                                 
01|001|028|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000143|01|MSZP                                                        
01|001|028|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000010|01|MIÉP-Jobbik                                                 
01|001|028|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000003|01|MUNKÁSPÁRT                                                  
01|001|028|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000096|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|001|028|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000029|01|MDF                                                         
01|002|001|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000315|02|FIDESZ,KDNP                                                 
01|002|001|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000228|01|MSZP                                                        
01|002|001|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000017|01|MIÉP-Jobbik                                                 
01|002|001|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000005|01|MUNKÁSPÁRT                                                  
01|002|001|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000113|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|001|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000052|01|MDF                                                         
01|002|002|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000239|02|FIDESZ,KDNP                                                 
01|002|002|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000195|01|MSZP                                                        
01|002|002|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000020|01|MIÉP-Jobbik                                                 
01|002|002|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000003|01|MUNKÁSPÁRT                                                  
01|002|002|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000104|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|002|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000025|01|MDF                                                         
01|002|003|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000388|02|FIDESZ,KDNP                                                 
01|002|003|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000258|01|MSZP                                                        
01|002|003|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000034|01|MIÉP-Jobbik                                                 
01|002|003|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000005|01|MUNKÁSPÁRT                                                  
01|002|003|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000118|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|003|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000043|01|MDF                                                         
01|002|004|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000319|02|FIDESZ,KDNP                                                 
01|002|004|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000245|01|MSZP                                                        
01|002|004|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000022|01|MIÉP-Jobbik                                                 
01|002|004|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000002|01|MUNKÁSPÁRT                                                  
01|002|004|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000110|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|004|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000030|01|MDF                                                         
01|002|005|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000294|02|FIDESZ,KDNP                                                 
01|002|005|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000204|01|MSZP                                                        
01|002|005|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000013|01|MIÉP-Jobbik                                                 
01|002|005|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000004|01|MUNKÁSPÁRT                                                  
01|002|005|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000105|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|005|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000032|01|MDF                                                         
01|002|006|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000239|02|FIDESZ,KDNP                                                 
01|002|006|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000283|01|MSZP                                                        
01|002|006|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000022|01|MIÉP-Jobbik                                                 
01|002|006|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000001|01|MUNKÁSPÁRT                                                  
01|002|006|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000097|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|006|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000025|01|MDF                                                         
01|002|007|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000313|02|FIDESZ,KDNP                                                 
01|002|007|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000187|01|MSZP                                                        
01|002|007|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000014|01|MIÉP-Jobbik                                                 
01|002|007|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000002|01|MUNKÁSPÁRT                                                  
01|002|007|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000089|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|007|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000037|01|MDF                                                         
01|002|008|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000286|02|FIDESZ,KDNP                                                 
01|002|008|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000215|01|MSZP                                                        
01|002|008|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000030|01|MIÉP-Jobbik                                                 
01|002|008|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000002|01|MUNKÁSPÁRT                                                  
01|002|008|05|SZABAD DEMOKRATÁK SZÖVETSÉGE A MAGYAR LIBERÁLIS PÁRT                                        |0000105|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|002|008|06|MAGYAR DEMOKRATA FÓRUM                                                                      |0000032|01|MDF                                                         
01|002|009|01|FIDESZ-Magyar Polgári Szövetség Kereszténydemokrata Néppárt                                 |0000351|02|FIDESZ,KDNP                                                 
01|002|009|02|MAGYAR SZOCIALISTA PÁRT                                                                     |0000177|01|MSZP                                                        
01|002|009|03|MIÉP-Jobbik a Harmadik Út                                                                   |0000025|01|MIÉP-Jobbik                                                 
01|002|009|04|MAGYAR KOMMUNISTA MUNKÁSPÁRT                                                                |0000008|01|MUNKÁSPÁRT                                                  
