ci|tid| sid|        li|list_name                                                                                   |votes
12|067|0001|         2|FIDESZ-MDF                                                                                  |       233
12|067|0001|         3|ÚJ BALOLDAL                                                                                 |         0
12|067|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
12|067|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|067|0001|         6|SZDSZ                                                                                       |        15
12|067|0001|         7|MIÉP                                                                                        |         5
12|067|0001|         8|MSZP                                                                                        |       118
12|067|0001|         9|CENTRUM                                                                                     |        22
12|067|0002|         1|MUNKÁSPÁRT                                                                                  |        22
12|067|0002|         2|FIDESZ-MDF                                                                                  |       289
12|067|0002|         3|ÚJ BALOLDAL                                                                                 |         0
12|067|0002|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
12|067|0002|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|067|0002|         6|SZDSZ                                                                                       |        43
12|067|0002|         7|MIÉP                                                                                        |        17
12|067|0002|         8|MSZP                                                                                        |       340
12|067|0002|         9|CENTRUM                                                                                     |        29
12|067|0003|         1|MUNKÁSPÁRT                                                                                  |        32
12|067|0003|         2|FIDESZ-MDF                                                                                  |       168
12|067|0003|         3|ÚJ BALOLDAL                                                                                 |         0
12|067|0003|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
12|067|0003|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|067|0003|         6|SZDSZ                                                                                       |        19
12|067|0003|         7|MIÉP                                                                                        |         5
12|067|0003|         8|MSZP                                                                                        |       264
12|067|0003|         9|CENTRUM                                                                                     |         9
12|067|0004|         1|MUNKÁSPÁRT                                                                                  |        34
12|067|0004|         2|FIDESZ-MDF                                                                                  |       154
12|067|0004|         3|ÚJ BALOLDAL                                                                                 |         1
12|067|0004|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
12|067|0004|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|067|0004|         6|SZDSZ                                                                                       |        21
12|067|0004|         7|MIÉP                                                                                        |         9
12|067|0004|         8|MSZP                                                                                        |       209
12|067|0004|         9|CENTRUM                                                                                     |        12
12|067|0005|         1|MUNKÁSPÁRT                                                                                  |        29
12|067|0005|         2|FIDESZ-MDF                                                                                  |       183
12|067|0005|         3|ÚJ BALOLDAL                                                                                 |         0
12|067|0005|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
12|067|0005|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|067|0005|         6|SZDSZ                                                                                       |        21
12|067|0005|         7|MIÉP                                                                                        |        27
12|067|0005|         8|MSZP                                                                                        |       279
12|067|0005|         9|CENTRUM                                                                                     |        27
12|067|0006|         1|MUNKÁSPÁRT                                                                                  |        18
12|067|0006|         2|FIDESZ-MDF                                                                                  |       206
12|067|0006|         3|ÚJ BALOLDAL                                                                                 |         0
12|067|0006|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
12|067|0006|         5|REFORM KISGAZDAPÁRT                                                                         |         1
12|067|0006|         6|SZDSZ                                                                                       |        13
12|067|0006|         7|MIÉP                                                                                        |         6
12|067|0006|         8|MSZP                                                                                        |       188
12|067|0006|         9|CENTRUM                                                                                     |        13
12|068|0001|         1|MUNKÁSPÁRT                                                                                  |         6
12|068|0001|         2|FIDESZ-MDF                                                                                  |        29
12|068|0001|         3|ÚJ BALOLDAL                                                                                 |         1
12|068|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
12|068|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|068|0001|         6|SZDSZ                                                                                       |         6
12|068|0001|         7|MIÉP                                                                                        |         1
12|068|0001|         8|MSZP                                                                                        |        83
12|068|0001|         9|CENTRUM                                                                                     |         0
12|068|0002|         1|MUNKÁSPÁRT                                                                                  |        13
12|068|0002|         2|FIDESZ-MDF                                                                                  |       193
12|068|0002|         3|ÚJ BALOLDAL                                                                                 |         0
12|068|0002|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
12|068|0002|         5|REFORM KISGAZDAPÁRT                                                                         |         1
12|068|0002|         6|SZDSZ                                                                                       |        10
12|068|0002|         7|MIÉP                                                                                        |        29
12|068|0002|         8|MSZP                                                                                        |       222
12|068|0002|         9|CENTRUM                                                                                     |        22
12|068|0003|         1|MUNKÁSPÁRT                                                                                  |        10
12|068|0003|         2|FIDESZ-MDF                                                                                  |       233
12|068|0003|         3|ÚJ BALOLDAL                                                                                 |         3
12|068|0003|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
12|068|0003|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|068|0003|         6|SZDSZ                                                                                       |        32
12|068|0003|         7|MIÉP                                                                                        |        10
12|068|0003|         8|MSZP                                                                                        |       216
12|068|0003|         9|CENTRUM                                                                                     |        11
12|068|0004|         1|MUNKÁSPÁRT                                                                                  |         4
12|068|0004|         2|FIDESZ-MDF                                                                                  |       150
12|068|0004|         3|ÚJ BALOLDAL                                                                                 |         2
12|068|0004|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
12|068|0004|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|068|0004|         6|SZDSZ                                                                                       |        30
12|068|0004|         7|MIÉP                                                                                        |         9
12|068|0004|         8|MSZP                                                                                        |       248
12|068|0004|         9|CENTRUM                                                                                     |        21
12|068|0005|         1|MUNKÁSPÁRT                                                                                  |         9
12|068|0005|         2|FIDESZ-MDF                                                                                  |       253
12|068|0005|         3|ÚJ BALOLDAL                                                                                 |         0
12|068|0005|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
12|068|0005|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|068|0005|         6|SZDSZ                                                                                       |        33
12|068|0005|         7|MIÉP                                                                                        |        26
12|068|0005|         8|MSZP                                                                                        |       458
12|068|0005|         9|CENTRUM                                                                                     |        20
12|069|0001|         1|MUNKÁSPÁRT                                                                                  |        27
12|069|0001|         2|FIDESZ-MDF                                                                                  |       158
12|069|0001|         3|ÚJ BALOLDAL                                                                                 |         0
12|069|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
12|069|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|069|0001|         6|SZDSZ                                                                                       |        19
12|069|0001|         7|MIÉP                                                                                        |        10
12|069|0001|         8|MSZP                                                                                        |       296
12|069|0001|         9|CENTRUM                                                                                     |        19
12|069|0002|         1|MUNKÁSPÁRT                                                                                  |        35
12|069|0002|         2|FIDESZ-MDF                                                                                  |       182
12|069|0002|         3|ÚJ BALOLDAL                                                                                 |         2
12|069|0002|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
12|069|0002|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|069|0002|         6|SZDSZ                                                                                       |        28
12|069|0002|         7|MIÉP                                                                                        |        18
12|069|0002|         8|MSZP                                                                                        |       334
12|069|0002|         9|CENTRUM                                                                                     |        14
12|069|0003|         1|MUNKÁSPÁRT                                                                                  |         9
12|069|0003|         2|FIDESZ-MDF                                                                                  |       112
12|069|0003|         3|ÚJ BALOLDAL                                                                                 |         0
12|069|0003|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
12|069|0003|         5|REFORM KISGAZDAPÁRT                                                                         |         1
12|069|0003|         6|SZDSZ                                                                                       |        13
12|069|0003|         7|MIÉP                                                                                        |        12
12|069|0003|         8|MSZP                                                                                        |       209
12|069|0003|         9|CENTRUM                                                                                     |        17
12|070|0001|         1|MUNKÁSPÁRT                                                                                  |         6
12|070|0001|         2|FIDESZ-MDF                                                                                  |       120
12|070|0001|         3|ÚJ BALOLDAL                                                                                 |         0
12|070|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
12|070|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         1
12|070|0001|         6|SZDSZ                                                                                       |        15
12|070|0001|         7|MIÉP                                                                                        |        26
12|070|0001|         8|MSZP                                                                                        |       158
12|070|0001|         9|CENTRUM                                                                                     |         6
12|071|0001|         1|MUNKÁSPÁRT                                                                                  |         5
12|071|0001|         2|FIDESZ-MDF                                                                                  |       145
12|071|0001|         3|ÚJ BALOLDAL                                                                                 |         0
12|071|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
12|071|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|071|0001|         6|SZDSZ                                                                                       |        18
12|071|0001|         7|MIÉP                                                                                        |        14
12|071|0001|         8|MSZP                                                                                        |       143
12|071|0001|         9|CENTRUM                                                                                     |        13
12|072|0001|         1|MUNKÁSPÁRT                                                                                  |         2
12|072|0001|         2|FIDESZ-MDF                                                                                  |       195
12|072|0001|         3|ÚJ BALOLDAL                                                                                 |         0
12|072|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
12|072|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         1
12|072|0001|         6|SZDSZ                                                                                       |        13
12|072|0001|         7|MIÉP                                                                                        |        10
12|072|0001|         8|MSZP                                                                                        |       127
12|072|0001|         9|CENTRUM                                                                                     |        10
12|073|0001|         1|MUNKÁSPÁRT                                                                                  |        10
12|073|0001|         2|FIDESZ-MDF                                                                                  |       319
12|073|0001|         3|ÚJ BALOLDAL                                                                                 |         1
12|073|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
12|073|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         1
12|073|0001|         6|SZDSZ                                                                                       |        38
12|073|0001|         7|MIÉP                                                                                        |        39
12|073|0001|         8|MSZP                                                                                        |       362
12|073|0001|         9|CENTRUM                                                                                     |        29
12|074|0001|         1|MUNKÁSPÁRT                                                                                  |        13
12|074|0001|         2|FIDESZ-MDF                                                                                  |       292
12|074|0001|         3|ÚJ BALOLDAL                                                                                 |         0
12|074|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
12|074|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|074|0001|         6|SZDSZ                                                                                       |        32
12|074|0001|         7|MIÉP                                                                                        |        23
12|074|0001|         8|MSZP                                                                                        |       363
12|074|0001|         9|CENTRUM                                                                                     |        23
12|074|0002|         1|MUNKÁSPÁRT                                                                                  |        16
12|074|0002|         2|FIDESZ-MDF                                                                                  |       304
12|074|0002|         3|ÚJ BALOLDAL                                                                                 |         0
12|074|0002|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
12|074|0002|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|074|0002|         6|SZDSZ                                                                                       |        62
12|074|0002|         7|MIÉP                                                                                        |        19
12|074|0002|         8|MSZP                                                                                        |       444
12|074|0002|         9|CENTRUM                                                                                     |        48
12|075|0001|         1|MUNKÁSPÁRT                                                                                  |         3
12|075|0001|         2|FIDESZ-MDF                                                                                  |       132
12|075|0001|         3|ÚJ BALOLDAL                                                                                 |         0
12|075|0001|         4|FÜGGETLEN KISGAZDAPÁRT                                                                      |         7
12|075|0001|         5|REFORM KISGAZDAPÁRT                                                                         |         0
12|075|0001|         6|SZDSZ                                                                                       |        10
12|075|0001|         7|MIÉP                                                                                        |         7
12|075|0001|         8|MSZP                                                                                        |       124
12|075|0001|         9|CENTRUM                                                                                     |         3
13|001|0001|         1|SZDSZ                                                                                       |        12
13|001|0001|         2|RKGP                                                                                        |         1
13|001|0001|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
13|001|0001|         4|MUNKÁSPÁRT                                                                                  |         8
13|001|0001|         5|MSZP                                                                                        |       180
13|001|0001|         6|MIÉP                                                                                        |        14
13|001|0001|         7|CENTRUM                                                                                     |         6
13|001|0001|         8|FIDESZ-MDF                                                                                  |       162
13|001|0001|         9|ÚJ BALOLDAL                                                                                 |         0
13|002|0001|         1|SZDSZ                                                                                       |         7
13|002|0001|         2|RKGP                                                                                        |         0
13|002|0001|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
13|002|0001|         4|MUNKÁSPÁRT                                                                                  |         3
13|002|0001|         5|MSZP                                                                                        |        53
13|002|0001|         6|MIÉP                                                                                        |         8
13|002|0001|         7|CENTRUM                                                                                     |         1
13|002|0001|         8|FIDESZ-MDF                                                                                  |        99
13|002|0001|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0001|         1|SZDSZ                                                                                       |        50
13|003|0001|         2|RKGP                                                                                        |         0
13|003|0001|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
13|003|0001|         4|MUNKÁSPÁRT                                                                                  |        18
13|003|0001|         5|MSZP                                                                                        |       352
13|003|0001|         6|MIÉP                                                                                        |        12
13|003|0001|         7|CENTRUM                                                                                     |        34
13|003|0001|         8|FIDESZ-MDF                                                                                  |       275
13|003|0001|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0002|         1|SZDSZ                                                                                       |        20
13|003|0002|         2|RKGP                                                                                        |         0
13|003|0002|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
13|003|0002|         4|MUNKÁSPÁRT                                                                                  |        14
13|003|0002|         5|MSZP                                                                                        |       305
13|003|0002|         6|MIÉP                                                                                        |        11
13|003|0002|         7|CENTRUM                                                                                     |        19
13|003|0002|         8|FIDESZ-MDF                                                                                  |       176
13|003|0002|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0003|         1|SZDSZ                                                                                       |        42
13|003|0003|         2|RKGP                                                                                        |         0
13|003|0003|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
13|003|0003|         4|MUNKÁSPÁRT                                                                                  |        10
13|003|0003|         5|MSZP                                                                                        |       318
13|003|0003|         6|MIÉP                                                                                        |        24
13|003|0003|         7|CENTRUM                                                                                     |        19
13|003|0003|         8|FIDESZ-MDF                                                                                  |       198
13|003|0003|         9|ÚJ BALOLDAL                                                                                 |         1
13|003|0004|         1|SZDSZ                                                                                       |        39
13|003|0004|         2|RKGP                                                                                        |         1
13|003|0004|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
13|003|0004|         4|MUNKÁSPÁRT                                                                                  |        22
13|003|0004|         5|MSZP                                                                                        |       304
13|003|0004|         6|MIÉP                                                                                        |        16
13|003|0004|         7|CENTRUM                                                                                     |        34
13|003|0004|         8|FIDESZ-MDF                                                                                  |       219
13|003|0004|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0005|         1|SZDSZ                                                                                       |        24
13|003|0005|         2|RKGP                                                                                        |         0
13|003|0005|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
13|003|0005|         4|MUNKÁSPÁRT                                                                                  |        10
13|003|0005|         5|MSZP                                                                                        |       311
13|003|0005|         6|MIÉP                                                                                        |         8
13|003|0005|         7|CENTRUM                                                                                     |        27
13|003|0005|         8|FIDESZ-MDF                                                                                  |       200
13|003|0005|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0006|         1|SZDSZ                                                                                       |        28
13|003|0006|         2|RKGP                                                                                        |         2
13|003|0006|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         9
13|003|0006|         4|MUNKÁSPÁRT                                                                                  |        35
13|003|0006|         5|MSZP                                                                                        |       297
13|003|0006|         6|MIÉP                                                                                        |        18
13|003|0006|         7|CENTRUM                                                                                     |        21
13|003|0006|         8|FIDESZ-MDF                                                                                  |       202
13|003|0006|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0007|         1|SZDSZ                                                                                       |        45
13|003|0007|         2|RKGP                                                                                        |         0
13|003|0007|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
13|003|0007|         4|MUNKÁSPÁRT                                                                                  |        15
13|003|0007|         5|MSZP                                                                                        |       248
13|003|0007|         6|MIÉP                                                                                        |        23
13|003|0007|         7|CENTRUM                                                                                     |        22
13|003|0007|         8|FIDESZ-MDF                                                                                  |       160
13|003|0007|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0008|         1|SZDSZ                                                                                       |        30
13|003|0008|         2|RKGP                                                                                        |         0
13|003|0008|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
13|003|0008|         4|MUNKÁSPÁRT                                                                                  |         9
13|003|0008|         5|MSZP                                                                                        |       285
13|003|0008|         6|MIÉP                                                                                        |        22
13|003|0008|         7|CENTRUM                                                                                     |        23
13|003|0008|         8|FIDESZ-MDF                                                                                  |       228
13|003|0008|         9|ÚJ BALOLDAL                                                                                 |         1
13|003|0009|         1|SZDSZ                                                                                       |        29
13|003|0009|         2|RKGP                                                                                        |         0
13|003|0009|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
13|003|0009|         4|MUNKÁSPÁRT                                                                                  |        10
13|003|0009|         5|MSZP                                                                                        |       192
13|003|0009|         6|MIÉP                                                                                        |        22
13|003|0009|         7|CENTRUM                                                                                     |        29
13|003|0009|         8|FIDESZ-MDF                                                                                  |       224
13|003|0009|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0010|         1|SZDSZ                                                                                       |        19
13|003|0010|         2|RKGP                                                                                        |         0
13|003|0010|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
13|003|0010|         4|MUNKÁSPÁRT                                                                                  |        16
13|003|0010|         5|MSZP                                                                                        |       220
13|003|0010|         6|MIÉP                                                                                        |        16
13|003|0010|         7|CENTRUM                                                                                     |        23
13|003|0010|         8|FIDESZ-MDF                                                                                  |       188
13|003|0010|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0011|         1|SZDSZ                                                                                       |        21
13|003|0011|         2|RKGP                                                                                        |         0
13|003|0011|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
13|003|0011|         4|MUNKÁSPÁRT                                                                                  |        17
13|003|0011|         5|MSZP                                                                                        |       238
13|003|0011|         6|MIÉP                                                                                        |        12
13|003|0011|         7|CENTRUM                                                                                     |         9
13|003|0011|         8|FIDESZ-MDF                                                                                  |       151
13|003|0011|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0012|         1|SZDSZ                                                                                       |        33
13|003|0012|         2|RKGP                                                                                        |         0
13|003|0012|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
13|003|0012|         4|MUNKÁSPÁRT                                                                                  |        10
13|003|0012|         5|MSZP                                                                                        |       270
13|003|0012|         6|MIÉP                                                                                        |        10
13|003|0012|         7|CENTRUM                                                                                     |        22
13|003|0012|         8|FIDESZ-MDF                                                                                  |       177
13|003|0012|         9|ÚJ BALOLDAL                                                                                 |         3
13|003|0013|         1|SZDSZ                                                                                       |        24
13|003|0013|         2|RKGP                                                                                        |         0
13|003|0013|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
13|003|0013|         4|MUNKÁSPÁRT                                                                                  |         7
13|003|0013|         5|MSZP                                                                                        |       194
13|003|0013|         6|MIÉP                                                                                        |        26
13|003|0013|         7|CENTRUM                                                                                     |        20
13|003|0013|         8|FIDESZ-MDF                                                                                  |       202
13|003|0013|         9|ÚJ BALOLDAL                                                                                 |         1
13|003|0014|         1|SZDSZ                                                                                       |        44
13|003|0014|         2|RKGP                                                                                        |         0
13|003|0014|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
13|003|0014|         4|MUNKÁSPÁRT                                                                                  |        15
13|003|0014|         5|MSZP                                                                                        |       329
13|003|0014|         6|MIÉP                                                                                        |        20
13|003|0014|         7|CENTRUM                                                                                     |        32
13|003|0014|         8|FIDESZ-MDF                                                                                  |       286
13|003|0014|         9|ÚJ BALOLDAL                                                                                 |         1
13|003|0015|         1|SZDSZ                                                                                       |        17
13|003|0015|         2|RKGP                                                                                        |         0
13|003|0015|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
13|003|0015|         4|MUNKÁSPÁRT                                                                                  |        13
13|003|0015|         5|MSZP                                                                                        |       190
13|003|0015|         6|MIÉP                                                                                        |        12
13|003|0015|         7|CENTRUM                                                                                     |        29
13|003|0015|         8|FIDESZ-MDF                                                                                  |       197
13|003|0015|         9|ÚJ BALOLDAL                                                                                 |         0
13|003|0016|         1|SZDSZ                                                                                       |        17
13|003|0016|         2|RKGP                                                                                        |         2
13|003|0016|         3|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
13|003|0016|         4|MUNKÁSPÁRT                                                                                  |        14
13|003|0016|         5|MSZP                                                                                        |       198
13|003|0016|         6|MIÉP                                                                                        |        13
13|003|0016|         7|CENTRUM                                                                                     |        25
13|003|0016|         8|FIDESZ-MDF                                                                                  |       246
13|003|0016|         9|ÚJ BALOLDAL                                                                                 |         1
