Anno evento,Tipo variazione,Sigla automobilistica,Codice Provincia/Uts,Codice Comune,Comune,Codice Uts associato,Sigla automobilistica associata,Codice Comune associato,Comune associato,Provvedimento e Documento,Contenuto del provvedimento,Data evento,,,,,,,
2016,AP-Cambio appartenenza Provincia,VS,106,106023,Turri,111,SU,111092,Turri,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,VS,106,106024,Ussaramanna,111,SU,111094,Ussaramanna,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,VS,106,106025,Villacidro,111,SU,111096,Villacidro,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,VS,106,106026,Villamar,111,SU,111097,Villamar,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,VS,106,106027,Villanovaforru,111,SU,111100,Villanovaforru,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,VS,106,106028,Villanovafranca,111,SU,111101,Villanovafranca,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107001,Buggerru,111,SU,111006,Buggerru,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107002,Calasetta,111,SU,111008,Calasetta,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107003,Carbonia,111,SU,111009,Carbonia,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107004,Carloforte,111,SU,111010,Carloforte,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107005,Domusnovas,111,SU,111016,Domusnovas,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107006,Fluminimaggiore,111,SU,111021,Fluminimaggiore,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107007,Giba,111,SU,111028,Giba,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107008,Gonnesa,111,SU,111030,Gonnesa,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107009,Iglesias,111,SU,111035,Iglesias,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107010,Masainas,111,SU,111040,Masainas,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107011,Musei,111,SU,111043,Musei,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107012,Narcao,111,SU,111044,Narcao,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107013,Nuxis,111,SU,111049,Nuxis,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107014,Perdaxius,111,SU,111054,Perdaxius,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107015,Piscinas,111,SU,111056,Piscinas,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107016,Portoscuso,111,SU,111057,Portoscuso,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107017,San Giovanni Suergiu,111,SU,111063,San Giovanni Suergiu,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107018,Santadi,111,SU,111068,Santadi,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107019,Sant'Anna Arresi,111,SU,111070,Sant'Anna Arresi,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107020,Sant'Antioco,111,SU,111071,Sant'Antioco,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107021,Tratalias,111,SU,111090,Tratalias,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107022,Villamassargia,111,SU,111098,Villamassargia,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
2016,AP-Cambio appartenenza Provincia,CI,107,107023,Villaperuccio,111,SU,111102,Villaperuccio,L. R. N. 2 del 04/02/2016; B.U.R.A.S. N. 6 del 11/02/2016,"ISTITUITA LA NUOVA PROVINCIA SUD SARDEGNA CON I COMUNI DISTACCATI DALLE SOPPRESSE PROVINCE DI CARBONIA-IGLESIAS, MEDIO CAMPIDANO, OGLIASTRA E CAGLIARI, NONCHE' CON UN COMUNE DISTACCATO DALLA PROVINCIA DI ORISTANO; AGGREGATI ALLA PROVINCIA DI NUORO 22 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OGLIASTRA; AGGREGATI ALLA PROVINCIA DI SASSARI I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI OLBIA-TEMPIO; ISTITUITA LA CITTA' METROPOLITANA DI CAGLIARI CON 17 COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI CAGLIARI",28/04/2016,,,,,,,
